Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
QNBTR,47.1,33.7,✅,✅,✅,99.9,✅,🟢
MZHLD,42.1,36.4,✅,✅,✅,98.0,✅,🟢
OSTIM,44.1,36.8,✅,✅,✅,96.9,✅,🟢
KLGYO,48.8,37.9,✅,✅,✅,96.2,✅,🟢
ALKA,48.4,38.0,✅,✅,✅,98.3,✅,🟢
OTKAR,42.2,40.8,✅,✅,✅,99.5,✅,🟢
GZNMI,42.6,41.4,✅,✅,✅,95.8,✅,🟢
BAYRK,46.2,41.8,✅,✅,✅,97.5,✅,🟢
DESA,47.6,41.8,✅,✅,✅,100.0,✅,🟢
BUCIM,43.8,42.1,✅,✅,✅,98.4,✅,🟢
MNDRS,48.7,42.7,✅,✅,✅,99.4,✅,🟢
KLKIM,49.7,43.2,✅,✅,✅,96.5,✅,🟢
BIZIM,46.6,43.5,✅,✅,✅,97.3,✅,🟢
CMBTN,41.6,43.6,✅,✅,✅,97.7,✅,🟢
ECILC,53.4,44.2,✅,✅,✅,97.0,✅,🟢
SNPAM,50.6,44.4,✅,✅,✅,99.7,✅,🟢
YAYLA,49.3,45.2,✅,✅,✅,98.5,✅,🟢
BESLR,49.4,45.6,✅,✅,✅,97.9,✅,🟢
DYOBY,47.7,45.9,✅,✅,✅,97.8,✅,🟢
TKNSA,44.5,46.1,✅,✅,✅,97.5,✅,🟢
SKTAS,44.9,46.5,✅,✅,✅,100.0,✅,🟢
AVOD,52.1,46.6,✅,✅,✅,99.3,✅,🟢
BAGFS,48.9,46.6,✅,✅,✅,97.9,✅,🟢
INTEM,51.6,46.7,✅,✅,✅,99.1,✅,🟢
LOGO,54.5,47.1,✅,✅,✅,98.0,✅,🟢
EGSER,47.2,47.1,✅,✅,✅,98.8,✅,🟢
GOLTS,48.8,47.4,✅,✅,✅,97.8,✅,🟢
KNFRT,50.6,48.2,✅,✅,✅,99.6,✅,🟢
KONYA,41.9,48.2,✅,✅,✅,98.5,✅,🟢
DOKTA,49.3,48.3,✅,✅,✅,99.9,✅,🟢
BASCM,54.7,48.4,✅,✅,✅,96.4,✅,🟢
BNTAS,45.1,48.7,✅,✅,✅,98.9,✅,🟢
EKGYO,58.1,48.7,✅,✅,✅,97.2,✅,🟢
CEOEM,49.0,49.1,✅,✅,✅,95.4,✅,🟢
AFYON,54.5,49.2,✅,✅,✅,99.3,✅,🟢
AKBNK,55.6,49.3,✅,✅,✅,99.4,✅,🟢
GEDZA,54.0,49.4,✅,✅,✅,96.2,✅,🟢
OZKGY,54.4,49.6,✅,✅,✅,100.0,✅,🟢
EGGUB,58.8,49.8,✅,✅,✅,100.0,✅,🟢
TAVHL,56.1,50.1,✅,✅,✅,99.9,✅,🟢
OYAKC,53.6,50.3,✅,✅,✅,97.1,✅,🟢
MAKIM,47.3,51.2,✅,✅,✅,98.5,✅,🟢
DMSAS,52.9,51.2,✅,✅,✅,100.0,✅,🟢
PETKM,55.0,51.6,✅,✅,✅,99.8,✅,🟢
DNISI,53.1,51.8,✅,✅,✅,99.5,✅,🟢
BASGZ,68.4,51.9,✅,✅,✅,99.4,✅,🟢
GUBRF,61.2,52.4,✅,✅,✅,98.6,✅,🟢
DOHOL,62.9,53.8,✅,✅,✅,99.7,✅,🟢
ENJSA,70.3,54.5,✅,✅,✅,99.8,✅,🟢
MPARK,62.8,54.6,✅,✅,✅,100.0,✅,🟢
FMIZP,53.6,54.8,✅,✅,✅,99.6,✅,🟢
DERIM,57.0,55.2,✅,✅,✅,100.0,✅,🟢
OFSYM,,55.5,✅,✅,✅,100.0,✅,🟢
BLUME,59.2,55.8,✅,✅,✅,98.3,✅,🟢
ALBRK,64.0,56.0,✅,✅,✅,98.6,✅,🟢
KMPUR,54.8,56.5,✅,✅,✅,96.0,✅,🟢
BIOEN,52.3,56.6,✅,✅,✅,95.6,✅,🟢
SONME,61.1,56.7,✅,✅,✅,99.5,✅,🟢
ARSAN,66.2,56.8,✅,✅,✅,99.2,✅,🟢
AYDEM,57.1,56.8,✅,✅,✅,95.8,✅,🟢
EGEGY,,56.8,✅,✅,✅,100.0,✅,🟢
TRALT,66.7,56.9,✅,✅,✅,96.6,✅,🟢
RALYH,62.5,56.9,✅,✅,✅,99.6,✅,🟢
EFOR,,57.3,✅,✅,✅,95.7,✅,🟢
SDTTR,57.3,57.5,✅,✅,✅,97.8,✅,🟢
TRENJ,65.7,57.9,✅,✅,✅,100.0,✅,🟢
TRMET,65.5,57.9,✅,✅,✅,100.0,✅,🟢
ALARK,55.9,58.0,✅,✅,✅,100.0,✅,🟢
EDATA,70.8,58.2,✅,✅,✅,99.5,✅,🟢
ASELS,75.9,58.3,✅,✅,✅,100.0,✅,🟢
TRCAS,66.1,58.5,✅,✅,✅,99.1,✅,🟢
SEGMN,,58.5,✅,✅,✅,100.0,✅,🟢
PRDGS,60.2,58.6,✅,✅,✅,96.4,✅,🟢
SKYMD,,58.7,✅,✅,✅,96.0,✅,🟢
EGPRO,62.9,59.0,✅,✅,✅,98.2,✅,🟢
GSDDE,69.0,59.4,✅,✅,✅,99.8,✅,🟢
ERSU,62.8,60.0,✅,✅,✅,95.2,✅,🟢
TBORG,58.6,60.1,✅,✅,✅,97.7,✅,🟢
HATSN,,60.1,✅,✅,✅,100.0,✅,🟢
PSDTC,62.8,60.2,✅,✅,✅,99.1,✅,🟢
SANFM,56.7,60.7,✅,✅,✅,99.4,✅,🟢
TNZTP,62.0,60.7,✅,✅,✅,98.3,✅,🟢
KGYO,79.0,60.9,✅,✅,✅,100.0,✅,🟢
HURGZ,60.5,61.5,✅,✅,✅,100.0,✅,🟢
INDES,66.5,61.6,✅,✅,✅,99.6,✅,🟢
SAYAS,56.3,61.8,✅,✅,✅,100.0,✅,🟢
BRSAN,63.3,61.8,✅,✅,✅,100.0,✅,🟢
AVGYO,64.8,62.3,✅,✅,✅,100.0,✅,🟢
VANGD,82.5,62.5,✅,✅,✅,100.0,✅,🟢
SOKM,60.7,63.3,✅,✅,✅,95.5,✅,🟢
ISGYO,68.1,63.5,✅,✅,✅,99.6,✅,🟢
POLHO,73.0,63.7,✅,✅,✅,99.8,✅,🟢
KORDS,61.2,64.4,✅,✅,✅,100.0,✅,🟢
BIMAS,83.0,64.6,✅,✅,✅,98.8,✅,🟢
GESAN,68.7,65.8,✅,✅,✅,100.0,✅,🟢
GENIL,61.3,66.1,✅,✅,✅,100.0,✅,🟢
KRPLS,66.9,66.2,✅,✅,✅,100.0,✅,🟢
ARASE,83.9,66.6,✅,✅,✅,100.0,✅,🟢
PAGYO,87.5,66.6,✅,✅,✅,99.9,✅,🟢
DEVA,61.3,66.9,✅,✅,✅,99.8,✅,🟢
KCAER,61.8,67.0,✅,✅,✅,99.8,✅,🟢
KCHOL,67.7,67.2,✅,✅,✅,100.0,✅,🟢
VERUS,65.5,67.3,✅,✅,✅,100.0,✅,🟢
ALKLC,,67.3,✅,✅,✅,100.0,✅,🟢
KRDMD,73.4,67.4,✅,✅,✅,99.1,✅,🟢
CEMZY,,67.7,✅,✅,✅,100.0,✅,🟢
VBTYZ,69.0,67.8,✅,✅,✅,100.0,✅,🟢
TMPOL,69.6,67.8,✅,✅,✅,100.0,✅,🟢
MARKA,64.4,68.2,✅,✅,✅,100.0,✅,🟢
AKSGY,75.8,68.5,✅,✅,✅,98.7,✅,🟢
KUVVA,70.6,69.7,✅,✅,✅,100.0,✅,🟢
MOGAN,,70.0,✅,✅,✅,97.2,✅,🟢
TGSAS,70.0,70.1,✅,✅,✅,100.0,✅,🟢
MTRKS,64.8,70.5,✅,✅,✅,100.0,✅,🟢
INVES,,72.9,✅,✅,✅,100.0,✅,🟢
IZMDC,81.1,72.9,✅,✅,✅,99.8,✅,🟢
AYGAZ,72.4,72.9,✅,✅,✅,100.0,✅,🟢
CELHA,64.5,74.0,✅,✅,✅,100.0,✅,🟢
DAGI,72.0,74.1,✅,✅,✅,99.0,✅,🟢
KTLEV,,74.8,✅,✅,✅,100.0,✅,🟢
NETAS,66.2,75.4,✅,✅,✅,100.0,✅,🟢
ATATP,79.4,75.6,✅,✅,✅,100.0,✅,🟢
SELEC,87.3,76.0,✅,✅,✅,100.0,✅,🟢
RYGYO,80.1,76.1,✅,✅,✅,100.0,✅,🟢
KRDMA,73.3,76.8,✅,✅,✅,100.0,✅,🟢
PRZMA,91.7,76.9,✅,✅,✅,96.4,✅,🟢
OZSUB,81.6,77.7,✅,✅,✅,99.7,✅,🟢
ANELE,93.7,78.3,✅,✅,✅,100.0,✅,🟢
AKFIS,,82.3,✅,✅,✅,100.0,✅,🟢
TUPRS,79.8,82.4,✅,✅,✅,100.0,✅,🟢
EUKYO,80.3,83.1,✅,✅,✅,100.0,✅,🟢
TRHOL,97.0,85.0,✅,✅,✅,100.0,✅,🟢
ARDYZ,82.1,85.3,✅,✅,✅,100.0,✅,🟢
KERVN,87.8,85.8,✅,✅,✅,100.0,✅,🟢
BIGEN,,85.9,✅,✅,✅,100.0,✅,🟢
IEYHO,98.4,97.9,✅,✅,✅,100.0,✅,🟢
