Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
SILVR,45.6,38.4,❌,❌,❌,99.4,✅,—
DOFER,43.0,38.5,❌,✅,❌,51.5,❌,—
SNICA,34.6,38.5,✅,❌,✅,-211.8,❌,—
FZLGY,,38.5,❌,❌,❌,41.5,❌,—
TUCLK,38.0,38.5,✅,✅,✅,93.0,❌,—
REEDR,,38.6,❌,❌,❌,-1934.3,❌,—
ZEDUR,46.1,38.6,❌,❌,❌,90.4,❌,—
HLGYO,57.9,38.6,❌,❌,❌,98.5,✅,—
GLRYH,45.3,38.6,✅,✅,✅,92.2,❌,—
MIATK,45.3,38.7,❌,❌,❌,62.7,❌,—
LKMNH,46.9,38.7,✅,❌,✅,99.3,✅,—
DITAS,48.0,38.7,❌,❌,❌,89.6,❌,—
BLCYT,47.8,38.8,✅,✅,✅,86.0,❌,—
EKOS,,38.9,✅,❌,✅,43.8,❌,—
KONKA,44.4,38.9,✅,❌,✅,95.0,✅,—
TATEN,43.3,39.0,✅,❌,✅,32.5,❌,—
BURCE,52.0,39.0,✅,❌,✅,97.8,✅,—
FROTO,47.3,39.1,✅,✅,✅,90.0,❌,—
IDGYO,45.5,39.1,❌,❌,❌,88.9,❌,—
SUWEN,40.0,39.1,❌,❌,❌,78.3,❌,—
SRVGY,42.3,39.1,✅,✅,✅,94.9,❌,—
KOTON,,39.2,✅,✅,✅,,❌,—
KENT,37.2,39.2,❌,✅,❌,70.8,❌,—
VSNMD,,39.2,❌,✅,❌,-170.3,❌,—
KRSTL,50.6,39.3,❌,❌,❌,98.5,✅,—
SAFKR,52.5,39.3,❌,❌,❌,94.8,❌,—
MMCAS,47.8,39.3,❌,❌,❌,90.7,❌,—
INVEO,45.0,39.4,❌,❌,❌,95.6,✅,—
HUBVC,48.1,39.4,❌,❌,❌,92.4,❌,—
CEMAS,46.5,39.5,✅,✅,✅,93.5,❌,—
ULKER,47.4,39.5,✅,✅,✅,86.8,❌,—
SISE,49.8,39.6,❌,❌,❌,94.1,❌,—
NIBAS,49.3,39.6,✅,✅,✅,62.3,❌,—
PRKAB,47.9,39.6,❌,❌,❌,94.0,❌,—
BIGCH,,39.7,❌,❌,❌,27.2,❌,—
HALKB,56.4,39.9,✅,❌,✅,94.1,❌,—
DZGYO,50.1,39.9,❌,❌,❌,96.0,✅,—
AGYO,49.6,40.1,❌,❌,❌,98.0,✅,—
ARTMS,,40.1,✅,❌,✅,57.8,❌,—
LMKDC,,40.2,✅,✅,✅,83.0,❌,—
ENKAI,59.5,40.3,❌,❌,❌,95.9,✅,—
KIMMR,54.4,40.3,✅,❌,✅,95.0,❌,—
BALSU,,40.4,✅,❌,✅,-406.0,❌,—
ESEN,44.6,40.4,✅,✅,✅,69.6,❌,—
LINK,42.3,40.4,❌,❌,❌,91.6,❌,—
BEYAZ,47.7,40.4,❌,❌,❌,89.3,❌,—
BERA,45.4,40.4,✅,✅,✅,89.4,❌,—
AGROT,35.2,40.5,✅,✅,✅,-175.1,❌,—
HTTBT,48.2,40.5,❌,❌,❌,87.5,❌,—
POLTK,40.1,40.5,❌,❌,❌,66.1,❌,—
CLEBI,47.5,40.5,❌,✅,❌,98.0,✅,—
BIENY,34.0,40.6,✅,✅,✅,34.3,❌,—
HEKTS,34.7,40.6,✅,❌,✅,84.0,❌,—
AYCES,47.4,40.7,❌,❌,❌,82.4,❌,—
PENGD,51.9,40.7,❌,❌,❌,96.2,✅,—
ISCTR,50.8,40.8,❌,❌,❌,90.0,❌,—
OTKAR,42.2,40.8,✅,✅,✅,99.5,✅,🟢
DAPGM,48.0,40.8,✅,✅,✅,94.9,❌,—
GRTHO,,40.8,❌,❌,❌,72.4,❌,—
BRKVY,50.3,40.8,✅,❌,✅,72.2,❌,—
MHRGY,,40.9,❌,❌,❌,-74.0,❌,—
ALKIM,47.2,40.9,✅,❌,✅,97.1,✅,—
BRISA,48.3,41.1,❌,❌,❌,98.5,✅,—
MAGEN,54.5,41.1,❌,❌,❌,96.5,✅,—
BVSAN,50.5,41.2,❌,❌,❌,39.4,❌,—
PNSUT,49.2,41.3,✅,❌,✅,95.3,✅,—
ALGYO,49.1,41.3,❌,❌,❌,92.3,❌,—
KFEIN,47.5,41.4,❌,❌,❌,92.3,❌,—
SMART,47.1,41.4,✅,❌,✅,96.9,✅,—
IZINV,50.4,41.4,✅,❌,✅,93.6,❌,—
GZNMI,42.6,41.4,✅,✅,✅,95.8,✅,🟢
CIMSA,53.5,41.5,❌,❌,❌,98.0,✅,—
UMPAS,56.5,41.6,✅,✅,❌,3.7,❌,—
KAPLM,55.6,41.6,❌,❌,❌,98.0,✅,—
MEYSU,,41.6,✅,❌,✅,81.0,❌,—
VKGYO,55.9,41.6,❌,❌,❌,98.9,✅,—
PAMEL,43.3,41.7,❌,❌,❌,93.8,❌,—
ALCAR,42.1,41.8,❌,❌,❌,99.4,✅,—
BAYRK,46.2,41.8,✅,✅,✅,97.5,✅,🟢
AVHOL,46.4,41.8,❌,❌,❌,80.4,❌,—
RUZYE,49.1,41.8,✅,✅,✅,74.9,❌,—
OYAYO,53.6,41.8,❌,❌,❌,97.2,✅,—
DESA,47.6,41.8,✅,✅,✅,100.0,✅,🟢
SAMAT,43.9,41.8,❌,❌,❌,97.6,✅,—
TUREX,45.9,41.8,✅,❌,✅,4.8,❌,—
BORLS,,41.8,✅,❌,✅,-208.6,❌,—
YIGIT,,41.9,✅,❌,✅,28.7,❌,—
GWIND,47.9,42.0,✅,❌,✅,63.0,❌,—
AZTEK,45.3,42.0,❌,❌,❌,82.0,❌,—
KLSER,28.4,42.1,✅,❌,✅,59.2,❌,—
YAPRK,42.7,42.1,❌,❌,❌,66.3,❌,—
BUCIM,43.8,42.1,✅,✅,✅,98.4,✅,🟢
TTKOM,53.2,42.2,✅,❌,✅,96.4,✅,—
MGROS,55.6,42.3,✅,❌,✅,99.5,✅,—
YYLGD,47.5,42.3,✅,❌,✅,54.2,❌,—
GRNYO,53.6,42.3,❌,❌,❌,99.6,✅,—
ATLAS,51.2,42.3,✅,❌,✅,98.3,✅,—
ALCTL,49.8,42.4,❌,❌,❌,98.7,✅,—
PLTUR,48.2,42.5,✅,❌,✅,91.6,❌,—
DENGE,47.1,42.5,✅,✅,✅,87.6,❌,—
KUYAS,61.4,42.5,❌,❌,❌,99.4,✅,—
SASA,40.4,42.6,❌,❌,❌,95.3,✅,—
DESPC,48.6,42.6,✅,❌,✅,97.1,✅,—
MAVI,51.7,42.7,❌,❌,❌,88.5,❌,—
ORMA,48.6,42.7,❌,❌,❌,90.1,❌,—
MNDRS,48.7,42.7,✅,✅,✅,99.4,✅,🟢
ULUFA,55.2,42.8,❌,❌,❌,90.6,❌,—
AKFGY,55.0,42.8,✅,❌,✅,95.2,✅,—
BAKAB,49.7,42.9,❌,❌,❌,97.3,✅,—
FLAP,50.6,42.9,❌,❌,❌,86.2,❌,—
UCAYM,,42.9,❌,❌,❌,13.3,❌,—
TERA,54.8,43.0,❌,✅,❌,93.1,❌,—
SOKE,49.9,43.0,❌,❌,❌,90.3,❌,—
JANTS,42.0,43.0,✅,✅,✅,92.7,❌,—
KLKIM,49.7,43.2,✅,✅,✅,96.5,✅,🟢
CRDFA,63.9,43.2,❌,❌,❌,95.9,✅,—
KBORU,,43.2,❌,❌,❌,86.9,❌,—
KLNMA,43.2,43.3,❌,❌,❌,96.3,✅,—
SUMAS,48.6,43.3,✅,❌,✅,89.9,❌,—
IZENR,48.2,43.4,❌,❌,❌,73.4,❌,—
PINSU,55.7,43.4,✅,❌,✅,98.6,✅,—
KAREL,46.9,43.4,❌,❌,❌,94.7,❌,—
BIZIM,46.6,43.5,✅,✅,✅,97.3,✅,🟢
TSKB,51.5,43.5,✅,❌,✅,98.8,✅,—
LYDHO,58.3,43.5,❌,❌,❌,99.4,✅,—
CMBTN,41.6,43.6,✅,✅,✅,97.7,✅,🟢
VERTU,48.2,43.6,✅,❌,✅,93.4,❌,—
HDFGS,50.5,43.7,✅,❌,✅,94.1,❌,—
MARBL,45.5,43.7,❌,❌,❌,69.0,❌,—
INTEK,42.5,43.7,❌,❌,❌,59.4,❌,—
TTRAK,41.7,43.8,✅,✅,✅,92.9,❌,—
EUYO,53.1,43.9,❌,❌,❌,97.4,✅,—
ISKPL,51.7,44.0,✅,✅,✅,91.5,❌,—
IZFAS,58.7,44.1,❌,❌,❌,97.4,✅,—
LIDFA,59.1,44.1,❌,❌,❌,96.5,✅,—
ECILC,53.4,44.2,✅,✅,✅,97.0,✅,🟢
PENTA,44.2,44.3,✅,❌,✅,-98.1,❌,—
A1YEN,50.5,44.3,✅,❌,✅,90.8,❌,—
BANVT,43.6,44.3,❌,❌,❌,98.4,✅,—
ALFAS,45.2,44.4,✅,❌,✅,78.3,❌,—
SNPAM,50.6,44.4,✅,✅,✅,99.7,✅,🟢
LILAK,,44.5,✅,❌,✅,56.2,❌,—
KAYSE,45.4,44.5,✅,✅,✅,89.8,❌,—
BALAT,53.1,44.5,❌,✅,❌,90.9,❌,—
ACSEL,52.2,44.5,❌,❌,❌,93.8,❌,—
KTSKR,54.6,44.6,❌,❌,❌,97.7,✅,—
MAALT,51.3,44.6,❌,❌,❌,98.2,✅,—
CGCAM,,44.6,✅,❌,✅,92.3,❌,—
GLBMD,51.2,44.6,❌,❌,❌,94.3,❌,—
GARFA,53.2,44.6,❌,❌,❌,99.3,✅,—
KLMSN,50.5,44.8,✅,❌,✅,99.1,✅,—
MERIT,52.3,44.9,❌,❌,❌,76.4,❌,—
SKYLP,58.2,44.9,❌,❌,❌,96.1,✅,—
TURGG,49.0,45.0,❌,✅,❌,96.9,✅,—
TDGYO,49.7,45.1,❌,✅,❌,86.2,❌,—
FRIGO,53.4,45.1,❌,✅,❌,96.5,✅,—
VAKKO,50.8,45.2,❌,❌,❌,99.4,✅,—
YAYLA,49.3,45.2,✅,✅,✅,98.5,✅,🟢
AVPGY,,45.3,✅,❌,✅,80.4,❌,—
BRKSN,49.9,45.5,❌,❌,❌,93.7,❌,—
GSDHO,53.0,45.5,❌,❌,❌,99.5,✅,—
PETUN,51.6,45.5,✅,❌,✅,96.3,✅,—
ASGYO,,45.5,✅,❌,✅,-62.9,❌,—
HATEK,46.2,45.5,✅,✅,✅,87.9,❌,—
SEYKM,47.5,45.5,❌,❌,❌,78.1,❌,—
MSGYO,56.3,45.5,❌,❌,❌,99.2,✅,—
BESLR,49.4,45.6,✅,✅,✅,97.9,✅,🟢
EYGYO,,45.6,❌,✅,❌,-137.0,❌,—
OBASE,52.1,45.6,❌,❌,❌,97.7,✅,—
QUAGR,44.6,45.7,✅,✅,✅,75.0,❌,—
NUHCM,50.0,45.8,✅,❌,✅,96.1,✅,—
ONRYT,,45.8,✅,✅,✅,42.6,❌,—
ISGSY,60.7,45.8,❌,❌,❌,98.6,✅,—
PATEK,,45.9,✅,❌,✅,90.7,❌,—
DYOBY,47.7,45.9,✅,✅,✅,97.8,✅,🟢
EDIP,58.8,46.0,❌,❌,❌,98.8,✅,—
THYAO,54.8,46.0,❌,❌,❌,99.8,✅,—
YUNSA,54.3,46.0,❌,❌,❌,98.0,✅,—
MERCN,50.7,46.1,❌,❌,❌,59.4,❌,—
GOODY,45.9,46.1,❌,❌,❌,94.6,❌,—
TKNSA,44.5,46.1,✅,✅,✅,97.5,✅,🟢
AGHOL,53.7,46.2,✅,❌,✅,99.5,✅,—
BURVA,60.3,46.3,❌,❌,❌,99.8,✅,—
ENERY,58.1,46.4,❌,❌,❌,86.5,❌,—
SKTAS,44.9,46.5,✅,✅,✅,100.0,✅,🟢
AVOD,52.1,46.6,✅,✅,✅,99.3,✅,🟢
SARKY,55.6,46.6,❌,❌,❌,92.7,❌,—
VAKBN,56.6,46.6,❌,❌,❌,97.0,✅,—
BAGFS,48.9,46.6,✅,✅,✅,97.9,✅,🟢
MTRYO,54.9,46.7,✅,❌,✅,97.3,✅,—
INTEM,51.6,46.7,✅,✅,✅,99.1,✅,🟢
ZGYO,,46.8,❌,❌,❌,89.2,❌,—
SMRTG,47.3,46.8,❌,❌,❌,85.1,❌,—
DOGUB,59.0,46.9,❌,❌,❌,98.7,✅,—
IHAAS,56.7,46.9,✅,❌,✅,94.8,❌,—
NUGYO,51.6,46.9,✅,❌,✅,96.9,✅,—
INGRM,48.4,46.9,✅,❌,✅,98.1,✅,—
LOGO,54.5,47.1,✅,✅,✅,98.0,✅,🟢
EGSER,47.2,47.1,✅,✅,✅,98.8,✅,🟢
PRKME,48.8,47.2,❌,❌,❌,98.8,✅,—
TCELL,57.4,47.2,✅,❌,✅,92.6,❌,—
GOLTS,48.8,47.4,✅,✅,✅,97.8,✅,🟢
DOAS,53.9,47.5,❌,❌,❌,98.6,✅,—
QNBFK,44.8,47.5,❌,✅,❌,93.9,❌,—
RODRG,54.1,47.5,❌,❌,❌,68.8,❌,—
AKENR,50.7,47.6,❌,❌,❌,96.4,✅,—
EMNIS,43.6,47.6,❌,✅,❌,98.6,✅,—
MEPET,61.8,47.8,✅,❌,✅,99.6,✅,—
BRKO,53.2,47.8,❌,❌,❌,98.2,✅,—
EUHOL,52.2,47.8,❌,✅,❌,98.0,✅,—
OSMEN,37.3,48.0,✅,❌,✅,72.7,❌,—
KRGYO,41.2,48.0,❌,✅,❌,91.3,❌,—
AEFES,55.7,48.1,❌,❌,❌,93.3,❌,—
GRSEL,58.5,48.2,❌,❌,❌,87.8,❌,—
KNFRT,50.6,48.2,✅,✅,✅,99.6,✅,🟢
KONYA,41.9,48.2,✅,✅,✅,98.5,✅,🟢
CUSAN,51.0,48.3,❌,❌,❌,99.5,✅,—
DOKTA,49.3,48.3,✅,✅,✅,99.9,✅,🟢
ENTRA,,48.3,❌,❌,❌,-37976.4,❌,—
BASCM,54.7,48.4,✅,✅,✅,96.4,✅,🟢
ODAS,54.0,48.4,❌,❌,❌,97.4,✅,—
YKBNK,55.5,48.4,❌,✅,❌,96.8,✅,—
ONCSM,59.4,48.5,✅,❌,✅,97.0,✅,—
GARAN,56.6,48.5,❌,✅,❌,98.7,✅,—
ECZYT,59.3,48.5,❌,❌,❌,99.3,✅,—
TOASO,58.1,48.6,✅,❌,✅,86.3,❌,—
BNTAS,45.1,48.7,✅,✅,✅,98.9,✅,🟢
EKGYO,58.1,48.7,✅,✅,✅,97.2,✅,🟢
AYEN,59.0,48.7,❌,❌,❌,99.1,✅,—
FRMPL,,48.8,❌,❌,❌,-56.1,❌,—
PNLSN,50.7,48.8,✅,❌,✅,96.5,✅,—
FADE,52.5,48.8,❌,❌,❌,94.5,❌,—
TATGD,49.9,48.9,❌,❌,❌,94.3,❌,—
DOFRB,,48.9,❌,❌,❌,87.7,❌,—
AKSA,56.2,49.0,❌,❌,❌,99.0,✅,—
ADEL,44.7,49.1,✅,✅,✅,75.9,❌,—
DGGYO,51.7,49.1,❌,❌,❌,100.0,✅,—
CEOEM,49.0,49.1,✅,✅,✅,95.4,✅,🟢
AFYON,54.5,49.2,✅,✅,✅,99.3,✅,🟢
ISBIR,43.8,49.2,✅,✅,✅,-8.3,❌,—
KOPOL,48.5,49.2,✅,✅,✅,87.4,❌,—
AKBNK,55.6,49.3,✅,✅,✅,99.4,✅,🟢
GEDZA,54.0,49.4,✅,✅,✅,96.2,✅,🟢
TURSG,65.7,49.5,✅,❌,✅,99.2,✅,—
OZKGY,54.4,49.6,✅,✅,✅,100.0,✅,🟢
BOSSA,52.8,49.6,❌,❌,❌,99.7,✅,—
MOBTL,64.8,49.6,❌,❌,❌,99.0,✅,—
EGGUB,58.8,49.8,✅,✅,✅,100.0,✅,🟢
ANHYT,59.6,50.0,❌,❌,❌,98.8,✅,—
TAVHL,56.1,50.1,✅,✅,✅,99.9,✅,🟢
EGEPO,68.9,50.2,❌,❌,❌,97.4,✅,—
TARKM,,50.2,✅,❌,✅,93.4,❌,—
EPLAS,50.2,50.2,✅,✅,✅,93.6,❌,—
DSTKF,,50.2,✅,❌,✅,98.4,✅,—
EKSUN,49.2,50.3,✅,❌,✅,-5982.7,❌,—
AKSEN,66.3,50.3,❌,❌,❌,96.1,✅,—
BSOKE,57.9,50.3,❌,❌,❌,99.4,✅,—
YEOTK,61.8,50.3,❌,❌,❌,97.0,✅,—
OYAKC,53.6,50.3,✅,✅,✅,97.1,✅,🟢
OZRDN,67.1,50.3,✅,❌,✅,96.3,✅,—
SAHOL,55.4,50.5,✅,✅,✅,92.3,❌,—
HEDEF,57.8,50.6,❌,❌,❌,98.7,✅,—
MRSHL,52.8,50.8,❌,❌,❌,98.5,✅,—
RNPOL,60.1,50.8,❌,❌,❌,84.8,❌,—
OZGYO,63.2,50.9,✅,❌,✅,100.0,✅,—
AHSGY,,51.0,✅,❌,✅,92.3,❌,—
ATEKS,50.2,51.1,✅,❌,✅,99.0,✅,—
GEDIK,59.3,51.1,✅,❌,✅,97.0,✅,—
GSRAY,35.5,51.2,✅,✅,✅,29.7,❌,—
HOROZ,,51.2,❌,✅,❌,85.1,❌,—
ISFIN,60.4,51.2,❌,❌,❌,100.0,✅,—
MAKIM,47.3,51.2,✅,✅,✅,98.5,✅,🟢
DMSAS,52.9,51.2,✅,✅,✅,100.0,✅,🟢
ZRGYO,56.0,51.3,✅,✅,✅,90.8,❌,—
SUNTK,52.2,51.3,❌,❌,❌,92.1,❌,—
CWENE,63.0,51.3,❌,❌,❌,70.8,❌,—
NTHOL,55.0,51.5,❌,✅,❌,99.7,✅,—
NTGAZ,63.7,51.5,✅,❌,✅,97.6,✅,—
PETKM,55.0,51.6,✅,✅,✅,99.8,✅,🟢
GATEG,64.5,51.7,❌,✅,❌,99.5,✅,—
BRLSM,55.3,51.8,✅,✅,✅,59.0,❌,—
DNISI,53.1,51.8,✅,✅,✅,99.5,✅,🟢
BORSK,,51.8,✅,✅,✅,-163.1,❌,—
ULUUN,59.5,51.9,✅,❌,✅,99.5,✅,—
BASGZ,68.4,51.9,✅,✅,✅,99.4,✅,🟢
MARMR,,52.0,✅,✅,✅,-385.8,❌,—
BMSTL,62.1,52.0,❌,❌,❌,98.1,✅,—
ICBCT,60.4,52.0,❌,❌,❌,99.6,✅,—
GLRMK,,52.2,✅,✅,✅,69.5,❌,—
ULUSE,59.3,52.2,❌,❌,❌,98.3,✅,—
MACKO,55.7,52.3,✅,✅,✅,81.2,❌,—
GUBRF,61.2,52.4,✅,✅,✅,98.6,✅,🟢
DIRIT,52.2,53.0,❌,✅,❌,89.0,❌,—
GOZDE,53.0,53.0,✅,❌,✅,99.8,✅,—
DGATE,64.7,53.3,❌,❌,❌,99.7,✅,—
GEREL,73.8,53.3,❌,❌,❌,99.8,✅,—
TABGD,61.3,53.5,❌,✅,❌,96.5,✅,—
BOBET,48.9,53.6,❌,✅,❌,94.8,❌,—
ECOGR,,53.7,✅,❌,✅,-198.1,❌,—
DOHOL,62.9,53.8,✅,✅,✅,99.7,✅,🟢
PSGYO,66.2,54.2,❌,❌,❌,89.5,❌,—
BRMEN,58.8,54.2,✅,❌,✅,99.7,✅,—
ENJSA,70.3,54.5,✅,✅,✅,99.8,✅,🟢
MPARK,62.8,54.6,✅,✅,✅,100.0,✅,🟢
EREGL,64.4,54.7,✅,❌,✅,97.5,✅,—
AKFYE,61.7,54.7,✅,❌,✅,-1837.0,❌,—
AGESA,70.7,54.8,✅,❌,✅,99.1,✅,—
FMIZP,53.6,54.8,✅,✅,✅,99.6,✅,🟢
