Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
EKIZ,43.8,30.4,✅,✅,✅,95.2,✅,🟢
GENTS,44.2,32.2,✅,✅,✅,95.4,✅,🟢
TMSN,38.5,33.0,✅,✅,✅,98.3,✅,🟢
IHLGM,44.0,36.1,✅,✅,✅,97.0,✅,🟢
OSTIM,42.1,37.0,✅,✅,✅,96.8,✅,🟢
MAKTK,46.0,37.1,✅,✅,✅,97.8,✅,🟢
PARSN,43.0,37.9,✅,✅,✅,99.0,✅,🟢
IHEVA,45.1,37.9,✅,✅,✅,99.0,✅,🟢
ASUZU,43.2,38.0,✅,✅,✅,98.6,✅,🟢
KUTPO,47.0,38.2,✅,✅,✅,97.7,✅,🟢
BRYAT,45.9,38.3,✅,✅,✅,98.9,✅,🟢
CEMTS,46.2,38.4,✅,✅,✅,97.5,✅,🟢
ALKA,47.9,38.5,✅,✅,✅,98.4,✅,🟢
CLEBI,46.4,38.8,✅,✅,✅,97.9,✅,🟢
MNDTR,39.4,38.9,✅,✅,✅,98.1,✅,🟢
BFREN,33.4,38.9,✅,✅,✅,98.8,✅,🟢
KLKIM,46.1,39.1,✅,✅,✅,95.8,✅,🟢
ARCLK,41.4,39.7,✅,✅,✅,95.7,✅,🟢
TSGYO,42.8,39.9,✅,✅,✅,95.7,✅,🟢
TLMAN,44.8,40.1,✅,✅,✅,98.1,✅,🟢
SRVGY,41.1,40.2,✅,✅,✅,95.1,✅,🟢
TKNSA,42.1,40.2,✅,✅,✅,96.4,✅,🟢
ISYAT,45.4,41.3,✅,✅,✅,97.3,✅,🟢
CMBTN,40.3,41.7,✅,✅,✅,97.6,✅,🟢
ALKIM,47.2,42.6,✅,✅,✅,96.8,✅,🟢
GOLTS,45.9,42.7,✅,✅,✅,97.6,✅,🟢
OTKAR,42.4,43.8,✅,✅,✅,99.7,✅,🟢
CIMSA,52.9,44.4,✅,✅,✅,98.3,✅,🟢
KLNMA,43.5,44.8,✅,✅,✅,96.3,✅,🟢
INTEM,50.5,45.2,✅,✅,✅,99.0,✅,🟢
DYOBY,47.2,45.3,✅,✅,✅,97.9,✅,🟢
MAGEN,56.3,45.3,✅,✅,✅,97.3,✅,🟢
YAYLA,49.5,45.6,✅,✅,✅,98.5,✅,🟢
KLGYO,48.6,45.7,✅,✅,✅,96.4,✅,🟢
AGYO,50.9,46.0,✅,✅,✅,98.0,✅,🟢
EGSER,46.6,46.2,✅,✅,✅,98.7,✅,🟢
DOKTA,48.0,46.9,✅,✅,✅,99.8,✅,🟢
EMNIS,43.4,47.1,✅,✅,✅,98.6,✅,🟢
PLTUR,49.2,47.4,✅,✅,✅,98.6,✅,🟢
BNTAS,44.3,47.6,✅,✅,✅,98.2,✅,🟢
BASCM,53.5,47.7,✅,✅,✅,97.4,✅,🟢
MNDRS,49.4,47.8,✅,✅,✅,99.5,✅,🟢
NUGYO,51.7,47.8,✅,✅,✅,96.0,✅,🟢
BESLR,49.7,47.9,✅,✅,✅,98.0,✅,🟢
TSKB,52.3,48.0,✅,✅,✅,99.0,✅,🟢
TERA,56.9,48.1,✅,✅,✅,97.1,✅,🟢
LOGO,54.3,48.5,✅,✅,✅,97.8,✅,🟢
FMIZP,51.1,48.7,✅,✅,✅,99.4,✅,🟢
NUHCM,50.4,48.8,✅,✅,✅,95.8,✅,🟢
TAVHL,55.3,48.9,✅,✅,✅,99.5,✅,🟢
PATEK,48.0,48.9,✅,✅,✅,99.5,✅,🟢
EGEEN,42.3,49.0,✅,✅,✅,99.2,✅,🟢
OZKGY,53.5,49.4,✅,✅,✅,99.9,✅,🟢
EDIP,57.3,49.8,✅,✅,✅,97.9,✅,🟢
CUSAN,52.0,49.9,✅,✅,✅,99.6,✅,🟢
ENKAI,64.4,50.1,✅,✅,✅,96.6,✅,🟢
BIZIM,47.3,50.1,✅,✅,✅,97.2,✅,🟢
BUCIM,45.3,50.2,✅,✅,✅,98.4,✅,🟢
KNFRT,51.1,50.3,✅,✅,✅,100.0,✅,🟢
CEOEM,49.0,50.4,✅,✅,✅,96.0,✅,🟢
KONYA,42.4,50.6,✅,✅,✅,98.7,✅,🟢
SONME,57.8,50.8,✅,✅,✅,99.5,✅,🟢
ISMEN,53.4,50.8,✅,✅,✅,95.3,✅,🟢
FRIGO,56.0,50.9,✅,✅,✅,96.9,✅,🟢
YKBNK,55.5,51.4,✅,✅,✅,97.4,✅,🟢
BOSSA,52.5,51.5,✅,✅,✅,99.7,✅,🟢
TURSG,65.8,51.5,✅,✅,✅,99.3,✅,🟢
OYAKC,53.5,51.5,✅,✅,✅,97.8,✅,🟢
MEPET,63.2,51.5,✅,✅,✅,99.5,✅,🟢
MPARK,61.8,51.6,✅,✅,✅,99.5,✅,🟢
NTGAZ,63.7,51.8,✅,✅,✅,97.7,✅,🟢
GARAN,56.7,52.0,✅,✅,✅,99.1,✅,🟢
GIPTA,,52.2,✅,✅,✅,96.4,✅,🟢
DNISI,53.2,52.2,✅,✅,✅,99.1,✅,🟢
PETUN,54.1,52.3,✅,✅,✅,97.8,✅,🟢
AKBNK,55.7,52.4,✅,✅,✅,99.7,✅,🟢
DZGYO,54.4,52.4,✅,✅,✅,96.7,✅,🟢
BAGFS,51.0,52.6,✅,✅,✅,97.8,✅,🟢
KUYAS,65.3,52.6,✅,✅,✅,100.0,✅,🟢
SASA,44.6,52.9,✅,✅,✅,95.5,✅,🟢
EGGUB,59.0,52.9,✅,✅,✅,99.9,✅,🟢
TURGG,51.9,53.6,✅,✅,✅,99.4,✅,🟢
DSTKF,,54.6,✅,✅,✅,100.0,✅,🟢
PNSUT,54.6,54.7,✅,✅,✅,96.9,✅,🟢
SISE,56.4,55.1,✅,✅,✅,95.6,✅,🟢
OZYSR,,55.4,✅,✅,✅,98.0,✅,🟢
AVGYO,62.8,55.6,✅,✅,✅,100.0,✅,🟢
TRMET,64.6,56.4,✅,✅,✅,99.9,✅,🟢
GUBRF,63.1,56.7,✅,✅,✅,98.9,✅,🟢
HURGZ,59.9,57.4,✅,✅,✅,100.0,✅,🟢
ASELS,76.1,57.4,✅,✅,✅,99.9,✅,🟢
RALYH,63.1,58.0,✅,✅,✅,99.5,✅,🟢
EGPRO,63.8,58.0,✅,✅,✅,98.8,✅,🟢
TRENJ,66.2,58.1,✅,✅,✅,100.0,✅,🟢
TARKM,,58.3,✅,✅,✅,96.6,✅,🟢
TNZTP,60.7,58.3,✅,✅,✅,98.5,✅,🟢
AGHOL,59.8,58.5,✅,✅,✅,100.0,✅,🟢
EKGYO,61.4,59.8,✅,✅,✅,98.1,✅,🟢
ALBRK,65.4,59.9,✅,✅,✅,98.7,✅,🟢
ENJSA,73.0,59.9,✅,✅,✅,99.6,✅,🟢
MARTI,47.1,60.0,✅,✅,✅,100.0,✅,🟢
KRGYO,44.3,60.7,✅,✅,✅,96.1,✅,🟢
VAKBN,60.8,61.0,✅,✅,✅,100.0,✅,🟢
ORGE,67.3,62.2,✅,✅,✅,99.8,✅,🟢
GMTAS,92.9,62.8,✅,✅,✅,100.0,✅,🟢
TRCAS,69.2,63.1,✅,✅,✅,99.3,✅,🟢
INDES,67.0,63.3,✅,✅,✅,99.7,✅,🟢
GENIL,62.3,63.9,✅,✅,✅,98.2,✅,🟢
SOKM,61.3,64.3,✅,✅,✅,95.9,✅,🟢
KLSYN,72.9,64.4,✅,✅,✅,99.9,✅,🟢
ISDMR,73.5,65.1,✅,✅,✅,99.4,✅,🟢
KCHOL,67.9,65.2,✅,✅,✅,100.0,✅,🟢
ENERY,67.8,65.6,✅,✅,✅,100.0,✅,🟢
PETKM,64.0,65.8,✅,✅,✅,100.0,✅,🟢
POLHO,73.9,66.0,✅,✅,✅,99.8,✅,🟢
KRDMD,75.0,66.6,✅,✅,✅,99.2,✅,🟢
BIMAS,84.3,66.8,✅,✅,✅,99.6,✅,🟢
SKYMD,,66.8,✅,✅,✅,100.0,✅,🟢
ARASE,84.8,67.1,✅,✅,✅,99.1,✅,🟢
ALARK,60.2,67.4,✅,✅,✅,100.0,✅,🟢
OZSUB,78.8,67.5,✅,✅,✅,98.8,✅,🟢
KARSN,61.5,68.6,✅,✅,✅,100.0,✅,🟢
