Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
CLEBI,45.7,39.4,✅,✅,✅,97.9,✅,🟢
ISMEN,48.8,40.7,✅,✅,✅,95.2,✅,🟢
OTKAR,40.7,40.7,✅,✅,✅,99.7,✅,🟢
BUCIM,42.0,42.3,✅,✅,✅,98.5,✅,🟢
OYAKC,51.1,47.1,✅,✅,✅,97.5,✅,🟢
MEPET,59.8,47.3,✅,✅,✅,99.6,✅,🟢
EKGYO,56.0,48.7,✅,✅,✅,98.2,✅,🟢
ISCTR,53.4,51.6,✅,✅,✅,95.2,✅,🟢
TAVHL,56.7,52.4,✅,✅,✅,100.0,✅,🟢
YKBNK,56.0,52.5,✅,✅,✅,97.0,✅,🟢
GARAN,57.0,52.7,✅,✅,✅,98.9,✅,🟢
AKBNK,56.0,53.3,✅,✅,✅,98.1,✅,🟢
TRMET,63.2,54.6,✅,✅,✅,99.9,✅,🟢
UNLU,47.5,54.8,✅,✅,✅,96.1,✅,🟢
VAKBN,60.0,55.1,✅,✅,✅,98.9,✅,🟢
AGHOL,58.2,55.3,✅,✅,✅,99.7,✅,🟢
KRGYO,44.4,56.4,✅,✅,✅,96.9,✅,🟢
TRENJ,65.7,56.5,✅,✅,✅,100.0,✅,🟢
GMTAS,92.7,58.3,✅,✅,✅,99.9,✅,🟢
KCHOL,67.6,61.6,✅,✅,✅,98.3,✅,🟢
KRDMD,71.2,62.1,✅,✅,✅,99.2,✅,🟢
CRFSA,77.1,62.1,✅,✅,✅,97.4,✅,🟢
BIMAS,84.8,65.8,✅,✅,✅,98.9,✅,🟢
ISDMR,75.2,68.3,✅,✅,✅,100.0,✅,🟢
RYGYO,78.2,71.1,✅,✅,✅,100.0,✅,🟢
AHGAZ,68.4,71.7,✅,✅,✅,100.0,✅,🟢
DEVA,67.9,72.9,✅,✅,✅,99.9,✅,🟢
