Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
DUNYH,39.7,2.9,❌,❌,❌,82.5,❌,—
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
FORMT,32.1,15.7,❌,❌,❌,62.6,❌,—
LYDHO,38.1,18.6,❌,❌,❌,99.2,✅,—
BTCIM,36.5,18.7,❌,❌,❌,88.9,❌,—
ALVES,32.5,18.9,❌,❌,❌,-50.4,❌,—
OTTO,32.2,19.5,❌,❌,❌,70.8,❌,—
BULGS,,19.5,❌,❌,❌,76.6,❌,—
BSOKE,40.4,19.6,❌,❌,❌,96.2,✅,—
KRTEK,30.6,19.8,✅,✅,✅,94.6,❌,—
MERKO,28.9,19.8,❌,✅,❌,-25.2,❌,—
A1CAP,36.6,20.7,❌,❌,❌,87.4,❌,—
SEKFK,33.4,20.8,❌,❌,❌,88.3,❌,—
IHYAY,35.9,21.5,❌,❌,❌,87.1,❌,—
VRGYO,31.9,21.6,❌,❌,❌,-83.6,❌,—
EGEPO,42.3,21.9,❌,❌,❌,89.7,❌,—
USAK,37.6,22.0,❌,❌,❌,84.1,❌,—
MEDTR,35.1,22.0,❌,❌,❌,74.6,❌,—
LYDYE,40.2,22.1,❌,❌,❌,99.5,✅,—
MEGAP,36.7,22.2,❌,❌,❌,62.8,❌,—
SODSN,35.9,22.5,❌,❌,❌,74.7,❌,—
RAYSG,35.8,22.6,❌,❌,❌,88.2,❌,—
RTALB,39.7,22.9,❌,❌,❌,89.5,❌,—
BARMA,,22.9,❌,❌,❌,75.2,❌,—
DARDL,34.3,22.9,❌,❌,❌,85.8,❌,—
YBTAS,35.7,23.0,❌,❌,❌,-1.5,❌,—
IMASM,37.0,23.0,❌,❌,❌,5.5,❌,—
BEGYO,,23.0,❌,❌,❌,39.2,❌,—
EKIZ,39.9,23.3,❌,❌,❌,94.8,❌,—
YYAPI,38.1,23.5,❌,❌,❌,84.1,❌,—
VAKFN,42.0,23.7,❌,❌,❌,98.1,✅,—
SAFKR,39.0,23.8,❌,❌,❌,91.8,❌,—
MOPAS,,23.9,❌,❌,❌,76.0,❌,—
PAMEL,36.4,23.9,❌,❌,❌,86.3,❌,—
DCTTR,,24.1,❌,❌,❌,25.1,❌,—
CMENT,37.0,24.2,❌,❌,❌,98.2,✅,—
YONGA,35.7,24.3,❌,❌,❌,-92.7,❌,—
IZINV,36.2,24.4,❌,❌,❌,91.8,❌,—
BINBN,,24.4,❌,❌,❌,69.4,❌,—
KZBGY,37.5,24.4,❌,❌,❌,82.1,❌,—
YESIL,35.4,24.4,❌,❌,❌,71.9,❌,—
ONCSM,38.7,24.5,❌,❌,❌,84.2,❌,—
AGROT,31.6,24.5,❌,❌,❌,-229.4,❌,—
TEZOL,37.8,24.6,❌,❌,❌,78.9,❌,—
ARFYE,,24.8,❌,❌,❌,,❌,—
TMSN,35.1,24.9,❌,❌,❌,98.1,✅,—
PKENT,32.6,25.1,❌,❌,❌,77.6,❌,—
SKYLP,40.1,25.2,❌,❌,❌,95.4,✅,—
AKYHO,37.0,25.2,❌,❌,❌,97.7,✅,—
SURGY,,25.2,❌,❌,❌,11.2,❌,—
NATEN,34.0,25.3,❌,❌,❌,94.6,❌,—
EKOS,,25.4,✅,❌,✅,39.8,❌,—
QNBTR,43.7,25.5,❌,❌,❌,99.9,✅,—
ERBOS,37.7,25.7,❌,❌,❌,99.0,✅,—
KAPLM,42.6,25.7,❌,❌,❌,98.1,✅,—
REEDR,,25.9,❌,❌,❌,-2489.1,❌,—
SEGYO,40.9,25.9,✅,❌,✅,89.0,❌,—
VERTU,41.3,25.9,❌,❌,❌,92.9,❌,—
ARZUM,34.3,25.9,❌,❌,❌,15.4,❌,—
SILVR,37.5,26.0,❌,❌,❌,99.2,✅,—
KONKA,35.9,26.1,❌,❌,❌,93.2,❌,—
VKING,37.8,26.1,❌,❌,❌,97.1,✅,—
DITAS,38.6,26.1,❌,❌,❌,86.4,❌,—
AKGRT,43.5,26.1,✅,❌,✅,95.9,✅,—
LUKSK,40.0,26.2,❌,❌,❌,97.7,✅,—
ANGEN,33.5,26.2,❌,❌,❌,57.8,❌,—
GENTS,41.7,26.4,❌,❌,❌,95.3,✅,—
EMKEL,39.8,26.5,❌,❌,❌,90.7,❌,—
BYDNR,39.8,26.6,❌,❌,❌,77.6,❌,—
SOKE,36.7,26.6,❌,❌,❌,85.5,❌,—
MEKAG,38.8,26.6,❌,❌,❌,28.7,❌,—
BAYRK,40.8,26.7,❌,❌,❌,96.2,✅,—
DOFER,38.0,26.7,❌,❌,❌,46.7,❌,—
IHEVA,41.2,26.7,❌,❌,❌,98.7,✅,—
ICUGS,41.3,26.7,❌,❌,❌,95.0,✅,—
HDFGS,41.7,26.8,❌,❌,❌,90.1,❌,—
LIDER,37.8,26.9,❌,❌,❌,68.0,❌,—
LRSHO,38.9,26.9,❌,❌,❌,82.9,❌,—
DERHL,44.7,26.9,❌,❌,❌,71.5,❌,—
ORMA,40.7,27.0,❌,❌,❌,87.4,❌,—
DAPGM,38.6,27.1,❌,❌,❌,80.2,❌,—
PAHOL,,27.1,❌,❌,❌,,❌,—
CASA,36.9,27.2,❌,❌,❌,-27.9,❌,—
KLSER,24.0,27.2,❌,❌,❌,57.5,❌,—
EUREN,34.9,27.2,❌,❌,❌,-9.5,❌,—
KATMR,39.1,27.2,✅,❌,✅,86.1,❌,—
MEGMT,39.5,27.3,❌,❌,❌,81.8,❌,—
EGEGY,,27.3,❌,❌,❌,68.9,❌,—
MAKTK,40.9,27.3,❌,❌,❌,97.1,✅,—
DMSAS,38.7,27.4,❌,❌,❌,98.3,✅,—
OYLUM,40.4,27.4,✅,❌,✅,97.3,✅,—
A1YEN,37.9,27.5,❌,❌,❌,91.3,❌,—
MMCAS,39.7,27.7,❌,❌,❌,90.4,❌,—
CONSE,32.8,27.8,❌,❌,❌,85.5,❌,—
GLRYH,35.9,27.8,❌,❌,❌,91.0,❌,—
ELITE,39.3,27.9,❌,❌,❌,88.0,❌,—
IZENR,32.0,27.9,❌,❌,❌,67.0,❌,—
UFUK,43.6,27.9,❌,❌,❌,98.6,✅,—
SMRTG,36.5,27.9,❌,❌,❌,79.8,❌,—
ULAS,40.9,28.0,❌,❌,❌,96.0,✅,—
CRDFA,46.1,28.1,❌,❌,❌,95.3,✅,—
ZGYO,,28.1,❌,❌,❌,80.4,❌,—
ISSEN,36.3,28.1,❌,❌,❌,74.4,❌,—
AVTUR,41.8,28.2,❌,❌,❌,96.7,✅,—
ORCAY,33.0,28.2,❌,❌,❌,47.5,❌,—
TATEN,35.7,28.4,❌,❌,❌,10.4,❌,—
KOTON,,28.5,❌,❌,❌,,❌,—
ADESE,43.0,28.6,❌,❌,❌,73.5,❌,—
EUHOL,42.6,28.6,❌,❌,❌,97.7,✅,—
ECZYT,46.3,28.7,❌,❌,❌,98.9,✅,—
