Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
SILVR,43.6,❌,❌,❌,❌,37.3,✅,❌,—
SMRTG,42.0,❌,❌,❌,❌,37.4,❌,❌,—
HDFGS,47.5,❌,❌,❌,❌,37.5,❌,❌,—
TEKTU,45.5,❌,❌,❌,❌,37.5,❌,❌,—
TSGYO,42.1,❌,❌,❌,❌,37.5,❌,❌,—
SNGYO,45.6,❌,❌,❌,❌,37.6,❌,❌,—
CLEBI,45.9,❌,❌,❌,❌,37.6,❌,❌,—
MGROS,50.6,❌,❌,❌,❌,37.6,❌,❌,—
BRYAT,45.3,❌,❌,❌,❌,37.6,❌,❌,—
ALCTL,46.4,❌,❌,❌,❌,37.7,❌,❌,—
IHLGM,44.2,✅,❌,✅,❌,37.7,❌,✅,—
ANGEN,39.0,✅,❌,✅,❌,37.7,✅,✅,—
MAKIM,41.3,❌,❌,❌,❌,37.8,❌,❌,—
KAREL,43.5,❌,❌,❌,❌,37.8,❌,❌,—
ISSEN,39.8,❌,❌,❌,❌,38.0,❌,❌,—
IZFAS,51.2,❌,❌,❌,❌,38.1,❌,❌,—
LKMNH,45.7,❌,❌,❌,✅,38.2,❌,❌,—
GRNYO,47.9,❌,❌,❌,❌,38.3,❌,❌,—
ULUFA,51.3,❌,❌,❌,❌,38.3,❌,❌,—
POLTK,38.8,❌,❌,❌,❌,38.3,✅,✅,—
GLCVY,46.9,❌,❌,❌,❌,38.3,❌,✅,—
PRKAB,46.4,❌,❌,❌,❌,38.3,❌,❌,—
SAMAT,42.3,❌,❌,❌,❌,38.4,❌,❌,—
ECILC,49.8,❌,❌,❌,✅,38.5,❌,❌,—
EKSUN,44.4,❌,❌,❌,❌,38.5,❌,❌,—
BIENY,33.5,❌,❌,❌,❌,38.6,❌,❌,—
ULKER,45.9,✅,❌,✅,❌,38.6,❌,✅,—
KTSKR,49.8,❌,❌,❌,❌,38.6,❌,❌,—
CRDFA,57.8,❌,❌,❌,✅,38.7,✅,❌,—
IHGZT,43.8,✅,❌,✅,❌,38.9,❌,✅,—
GOLTS,44.3,❌,❌,❌,❌,38.9,❌,❌,—
BLCYT,46.0,❌,❌,❌,❌,38.9,❌,✅,—
OSMEN,36.9,❌,✅,❌,❌,38.9,❌,❌,—
CANTE,41.1,❌,❌,❌,❌,39.0,❌,✅,—
INTEM,47.8,❌,❌,❌,❌,39.1,❌,❌,—
YYLGD,45.5,❌,❌,❌,❌,39.1,❌,❌,—
ESEN,43.9,❌,❌,❌,❌,39.2,❌,✅,—
PAPIL,43.7,❌,❌,❌,❌,39.2,❌,✅,—
KLMSN,47.4,❌,❌,❌,✅,39.3,❌,❌,—
OSTIM,43.1,✅,❌,✅,❌,39.3,✅,✅,—
PENGD,50.2,✅,❌,✅,✅,39.4,❌,❌,—
GLBMD,48.5,❌,❌,❌,❌,39.4,❌,❌,—
TMPOL,51.7,❌,❌,❌,❌,39.4,❌,❌,—
LIDFA,53.4,❌,❌,❌,❌,39.5,❌,❌,—
KFEIN,46.3,❌,❌,❌,❌,39.5,❌,❌,—
KOPOL,42.4,❌,❌,❌,❌,39.5,❌,❌,—
YAPRK,41.7,❌,❌,❌,❌,39.5,❌,❌,—
BRISA,46.2,❌,❌,❌,❌,39.6,❌,❌,—
GWIND,45.7,❌,❌,❌,❌,39.6,❌,❌,—
BURVA,53.8,❌,❌,❌,❌,39.6,❌,❌,—
AKSUE,53.9,❌,❌,❌,❌,39.6,✅,❌,—
KLGYO,45.8,❌,❌,❌,✅,39.7,❌,❌,—
ACSEL,49.3,❌,❌,❌,❌,39.7,✅,❌,—
AVHOL,45.2,❌,❌,❌,❌,39.8,❌,❌,—
CIMSA,50.3,❌,❌,❌,❌,39.8,❌,❌,—
MAVI,49.3,❌,❌,❌,❌,39.8,❌,❌,—
SNPAM,48.7,❌,❌,❌,✅,39.9,❌,❌,—
CEMAS,46.1,✅,❌,✅,❌,39.9,❌,✅,—
GLRYH,43.3,❌,❌,❌,❌,39.9,❌,✅,—
SUMAS,45.1,❌,❌,❌,❌,40.0,❌,❌,—
KSTUR,43.4,❌,❌,❌,❌,40.2,✅,✅,—
ISKPL,48.4,❌,❌,❌,✅,40.2,❌,❌,—
QUAGR,42.6,❌,❌,❌,❌,40.3,❌,❌,—
YAYLA,47.1,✅,❌,✅,✅,40.3,❌,❌,—
GEDIK,53.0,❌,❌,❌,❌,40.3,❌,❌,—
KAYSE,42.7,❌,❌,❌,❌,40.5,❌,❌,—
HLGYO,56.4,❌,❌,❌,✅,40.5,❌,❌,—
OTKAR,40.7,❌,❌,❌,❌,40.5,❌,✅,—
DOGUB,53.6,❌,❌,❌,❌,40.5,❌,❌,—
TTRAK,40.3,❌,❌,❌,❌,40.6,❌,✅,—
PINSU,53.4,❌,❌,❌,✅,40.8,❌,❌,—
ECZYT,54.9,❌,❌,❌,✅,40.8,❌,❌,—
UFUK,55.0,❌,❌,❌,❌,40.9,❌,❌,—
BANVT,42.0,❌,❌,❌,❌,41.0,❌,❌,—
BYDNR,53.2,❌,❌,❌,❌,41.0,❌,❌,—
INTEK,41.2,❌,❌,❌,❌,41.0,❌,❌,—
HATEK,44.5,❌,❌,❌,❌,41.1,❌,❌,—
ALKIM,46.4,✅,❌,✅,✅,41.1,❌,❌,—
EUYO,50.7,❌,❌,❌,❌,41.1,❌,❌,—
FROTO,46.7,✅,❌,✅,❌,41.1,❌,✅,—
A1YEN,47.4,❌,❌,❌,❌,41.1,❌,❌,—
SEYKM,45.4,❌,❌,❌,❌,41.1,❌,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.1,❌,✅,—
HEKTS,34.4,✅,✅,✅,❌,41.2,❌,❌,—
IHAAS,51.2,❌,❌,❌,❌,41.2,❌,❌,—
ISMEN,49.2,✅,❌,✅,❌,41.2,❌,✅,—
BASCM,50.3,❌,❌,❌,❌,41.3,✅,❌,—
RUZYE,47.1,✅,❌,✅,❌,41.3,❌,✅,—
OYAYO,52.3,❌,❌,❌,❌,41.3,✅,❌,—
PKART,55.4,❌,❌,❌,❌,41.3,❌,❌,—
PNLSN,46.6,❌,❌,❌,❌,41.4,❌,❌,—
GSRAY,34.0,❌,✅,❌,❌,41.4,❌,✅,—
PENTA,42.3,❌,✅,❌,❌,41.5,❌,❌,—
ISBIR,42.6,❌,❌,❌,❌,41.5,❌,❌,—
DGATE,54.5,❌,❌,❌,✅,41.6,❌,❌,—
DOAS,50.5,❌,❌,❌,✅,41.6,❌,❌,—
DYOBY,46.0,❌,❌,❌,❌,41.7,❌,❌,—
IHEVA,45.7,✅,❌,✅,❌,41.7,✅,✅,—
GEDZA,49.6,❌,❌,❌,❌,41.8,❌,❌,—
DMSAS,48.0,❌,❌,❌,❌,41.8,❌,❌,—
SARKY,52.8,❌,❌,❌,❌,41.8,❌,❌,—
MAGEN,54.2,❌,❌,❌,❌,41.8,❌,❌,—
ATEKS,47.2,❌,❌,❌,✅,41.9,❌,❌,—
ISGSY,57.6,❌,❌,❌,✅,42.2,❌,❌,—
DGNMO,47.4,❌,❌,❌,❌,42.2,❌,❌,—
QNBFK,43.6,❌,❌,❌,❌,42.2,❌,❌,—
ALGYO,48.5,❌,❌,❌,❌,42.3,❌,✅,—
VKGYO,54.6,❌,❌,❌,✅,42.3,❌,❌,—
TABGD,54.9,❌,❌,❌,❌,42.3,❌,❌,—
SUNTK,48.7,❌,❌,❌,❌,42.5,❌,❌,—
VESBE,34.9,✅,✅,✅,❌,42.5,✅,✅,—
MSGYO,54.0,❌,❌,❌,✅,42.7,❌,❌,—
MARBL,44.2,❌,❌,❌,❌,42.7,❌,❌,—
INGRM,45.8,❌,❌,❌,❌,42.8,✅,❌,—
CWENE,51.5,❌,❌,❌,❌,42.8,❌,❌,—
MERCN,48.6,✅,❌,✅,❌,42.9,❌,❌,—
NTHOL,50.1,❌,❌,❌,✅,42.9,❌,❌,—
OBASE,49.9,❌,❌,❌,❌,42.9,❌,❌,—
DESPC,45.6,❌,❌,❌,❌,42.9,❌,❌,—
ULUSE,52.7,❌,❌,❌,❌,42.9,❌,❌,—
MNDRS,47.5,❌,❌,❌,❌,42.9,❌,✅,—
THYAO,52.0,❌,❌,❌,❌,43.0,❌,❌,—
AFYON,51.0,❌,❌,❌,✅,43.0,❌,❌,—
BESLR,47.7,❌,❌,❌,❌,43.1,❌,❌,—
BIZIM,43.9,✅,❌,✅,❌,43.1,❌,✅,—
RNPOL,54.0,❌,❌,❌,❌,43.1,❌,❌,—
GRSEL,55.4,❌,❌,❌,❌,43.3,✅,❌,—
EGSER,45.3,❌,❌,❌,❌,43.4,❌,❌,—
PLTUR,47.8,✅,❌,✅,✅,43.4,❌,✅,—
EMNIS,42.1,❌,❌,❌,❌,43.5,❌,❌,—
FONET,58.6,❌,❌,❌,❌,43.5,❌,❌,—
ISFIN,56.7,❌,❌,❌,❌,43.6,❌,❌,—
KLNMA,43.1,✅,✅,✅,❌,43.6,✅,✅,—
SDTTR,49.6,❌,❌,❌,✅,43.6,❌,❌,—
AYCES,48.3,✅,❌,✅,❌,43.6,✅,✅,—
BALAT,51.7,✅,❌,✅,❌,43.6,❌,❌,—
BRKSN,48.2,❌,❌,❌,❌,43.6,❌,❌,—
SANEL,55.6,❌,❌,❌,❌,43.7,❌,❌,—
AKSEN,60.4,❌,❌,❌,✅,43.7,❌,❌,—
TAVHL,52.5,❌,❌,❌,❌,43.8,❌,❌,—
DERIM,49.7,❌,❌,❌,✅,43.8,❌,❌,—
AYEN,54.4,❌,❌,❌,✅,43.9,❌,❌,—
PEKGY,55.9,❌,❌,❌,❌,44.0,❌,❌,—
BRMEN,52.1,❌,❌,❌,✅,44.0,❌,❌,—
CMBTN,41.1,✅,❌,✅,❌,44.1,❌,✅,—
BRKVY,50.4,❌,❌,❌,❌,44.1,❌,❌,—
ERSU,53.9,❌,❌,❌,❌,44.3,❌,❌,—
TCELL,54.7,✅,❌,✅,❌,44.4,❌,❌,—
AYES,61.9,❌,❌,❌,✅,44.5,❌,❌,—
RODRG,50.7,❌,❌,❌,❌,44.5,❌,❌,—
MTRYO,52.6,❌,❌,❌,❌,44.5,❌,❌,—
NUGYO,50.1,❌,❌,❌,❌,44.5,❌,❌,—
NIBAS,50.4,✅,❌,✅,❌,44.6,❌,✅,—
ULUUN,52.9,❌,❌,❌,✅,44.7,❌,❌,—
GSDHO,52.1,✅,❌,✅,✅,44.8,✅,❌,—
ALCAR,43.4,✅,❌,✅,❌,44.8,❌,✅,—
VAKKO,50.3,✅,❌,✅,✅,45.0,✅,❌,—
BEYAZ,48.5,✅,❌,✅,❌,45.0,✅,✅,—
INFO,54.2,❌,❌,❌,❌,45.0,❌,❌,—
FRIGO,52.2,❌,❌,❌,❌,45.1,❌,❌,—
KCAER,49.9,❌,❌,❌,✅,45.1,❌,❌,—
ADEL,43.2,❌,✅,❌,❌,45.2,❌,❌,—
MERIT,52.2,✅,❌,✅,❌,45.3,❌,❌,—
AKENR,49.3,❌,❌,❌,❌,45.3,❌,❌,—
OZKGY,51.7,❌,❌,❌,✅,45.3,❌,❌,—
GESAN,52.4,❌,❌,❌,❌,45.3,✅,❌,—
PRDGS,51.1,❌,❌,❌,✅,45.3,❌,❌,—
BASGZ,65.0,❌,❌,❌,✅,45.4,❌,❌,—
BNTAS,43.5,❌,❌,❌,✅,45.5,❌,❌,—
DOKTA,47.3,❌,❌,❌,❌,45.5,❌,❌,—
PSGYO,56.2,❌,❌,❌,❌,45.5,❌,❌,—
ENKAI,61.9,❌,❌,❌,❌,45.7,❌,❌,—
KMPUR,47.7,❌,❌,❌,❌,45.8,❌,❌,—
NUHCM,49.0,✅,❌,✅,❌,45.9,❌,✅,—
KRDMB,65.1,❌,❌,❌,✅,46.0,❌,❌,—
SKTAS,44.6,✅,❌,✅,❌,46.0,✅,✅,—
TBORG,50.9,❌,❌,❌,❌,46.1,❌,❌,—
ICBCT,54.9,❌,❌,❌,✅,46.2,❌,❌,—
BUCIM,44.1,❌,❌,❌,❌,46.5,❌,✅,—
GOODY,45.7,✅,❌,✅,✅,46.6,❌,❌,—
TSKB,51.6,✅,❌,✅,❌,46.6,❌,✅,—
NTGAZ,60.9,❌,❌,❌,✅,46.6,❌,❌,—
DGGYO,50.3,❌,❌,❌,✅,46.7,❌,❌,—
BOSSA,49.6,❌,❌,❌,✅,46.7,❌,❌,—
MOBTL,63.2,❌,❌,❌,✅,46.7,❌,❌,—
OYAKC,51.5,❌,❌,❌,❌,46.8,❌,❌,—
LOGO,53.7,✅,❌,✅,❌,47.0,❌,✅,—
FMIZP,49.9,❌,❌,❌,❌,47.0,❌,❌,—
SUWEN,43.8,✅,❌,✅,✅,47.0,✅,✅,—
SANKO,48.2,✅,❌,✅,❌,47.0,❌,✅,—
TTKOM,54.6,✅,❌,✅,✅,47.0,❌,✅,—
PETUN,51.9,❌,❌,❌,❌,47.1,❌,✅,—
GARFA,53.5,❌,❌,❌,✅,47.1,❌,❌,—
ESCAR,54.0,❌,❌,❌,❌,47.1,❌,❌,—
JANTS,42.7,✅,❌,✅,❌,47.1,❌,✅,—
ATLAS,52.9,✅,❌,✅,❌,47.2,✅,✅,—
EDATA,61.9,❌,❌,❌,✅,47.2,❌,❌,—
EDIP,55.7,❌,❌,❌,✅,47.2,❌,❌,—
TATGD,49.0,❌,✅,❌,❌,47.2,❌,❌,—
ZOREN,41.5,✅,✅,✅,❌,47.3,✅,✅,—
ISGYO,56.8,❌,❌,❌,✅,47.4,❌,❌,—
BRKO,53.2,❌,❌,❌,✅,47.4,✅,❌,—
FADE,51.2,❌,❌,❌,✅,47.4,❌,❌,—
MACKO,54.7,✅,❌,✅,❌,47.5,❌,❌,—
ESCOM,56.7,❌,❌,❌,✅,47.6,❌,❌,—
DENGE,46.1,✅,✅,✅,❌,47.7,❌,✅,—
SANFM,50.9,❌,❌,❌,✅,47.7,❌,❌,—
BRLSM,49.7,❌,❌,❌,❌,47.9,❌,❌,—
RUBNS,50.6,❌,❌,❌,❌,47.9,❌,❌,—
GATEG,62.8,❌,❌,❌,✅,48.0,✅,❌,—
OZGYO,61.3,❌,❌,❌,❌,48.0,❌,❌,—
KRONT,60.1,❌,❌,❌,❌,48.0,❌,❌,—
GEREL,65.5,❌,❌,❌,✅,48.0,❌,❌,—
BLUME,53.7,❌,❌,❌,❌,48.1,✅,✅,—
CCOLA,41.7,✅,✅,✅,❌,48.1,❌,❌,—
TSPOR,44.8,❌,✅,❌,❌,48.2,❌,❌,—
PNSUT,51.5,❌,❌,❌,❌,48.2,❌,✅,—
ANSGR,61.0,❌,❌,❌,❌,48.2,✅,❌,—
ODAS,53.6,❌,✅,❌,❌,48.4,❌,❌,—
GARAN,55.3,❌,❌,❌,✅,48.5,❌,❌,—
PAGYO,68.4,❌,❌,❌,✅,48.5,❌,❌,—
PRKME,49.5,❌,❌,❌,❌,48.6,✅,❌,—
AKSA,55.0,✅,❌,✅,✅,48.6,❌,❌,—
AEFES,55.5,✅,❌,✅,❌,48.8,❌,❌,—
AKMGY,57.9,❌,❌,❌,❌,48.9,❌,❌,—
AYDEM,54.2,❌,❌,❌,✅,48.9,❌,❌,—
YKBNK,54.2,❌,❌,❌,✅,48.9,❌,❌,—
MAALT,53.1,✅,❌,✅,❌,48.9,✅,✅,—
AKCNS,61.9,❌,❌,❌,✅,49.1,❌,❌,—
MRSHL,52.2,✅,❌,✅,❌,49.1,❌,❌,—
AVOD,53.3,✅,❌,✅,❌,49.1,❌,✅,—
TURSG,64.9,✅,❌,✅,❌,49.2,❌,❌,—
SEKUR,64.2,❌,❌,❌,✅,49.3,❌,❌,—
BIOEN,49.7,❌,❌,❌,❌,49.3,❌,❌,—
DIRIT,50.7,❌,❌,❌,❌,49.3,❌,❌,—
GOZDE,51.0,✅,❌,✅,✅,49.4,❌,❌,—
AKFGY,54.9,✅,❌,✅,❌,49.4,❌,✅,—
IZMDC,60.5,❌,✅,❌,✅,49.5,❌,❌,—
MEPET,61.8,✅,❌,✅,❌,49.5,✅,✅,—
SAHOL,53.9,❌,❌,❌,❌,49.5,❌,❌,—
SONME,57.2,❌,❌,❌,✅,49.6,❌,✅,—
ASTOR,66.4,❌,❌,❌,✅,49.7,❌,❌,—
MIATK,49.5,✅,❌,✅,❌,49.7,❌,✅,—
EUPWR,60.6,❌,❌,❌,❌,49.7,❌,❌,—
SAYAS,51.4,❌,✅,❌,❌,49.7,❌,❌,—
ISCTR,52.7,✅,❌,✅,✅,49.7,❌,✅,—
SISE,53.7,✅,❌,✅,❌,49.7,❌,✅,—
BAGFS,49.8,✅,❌,✅,❌,49.7,❌,✅,—
AKBNK,54.5,❌,❌,❌,❌,49.8,❌,✅,—
KORDS,53.3,❌,✅,❌,❌,49.8,❌,❌,—
VERUS,56.4,❌,❌,❌,✅,49.8,❌,❌,—
AGYO,52.7,✅,❌,✅,❌,49.8,✅,✅,—
TOASO,58.6,✅,❌,✅,✅,49.9,❌,❌,—
YEOTK,61.2,✅,✅,✅,❌,49.9,❌,❌,—
KNFRT,50.8,❌,❌,❌,❌,49.9,✅,✅,—
MTRKS,56.2,❌,✅,❌,✅,50.1,❌,❌,—
MPARK,61.4,✅,❌,✅,❌,50.3,❌,❌,—
PSDTC,55.1,❌,❌,❌,✅,50.3,❌,❌,—
GUBRF,59.8,❌,❌,❌,✅,50.3,❌,❌,—
HKTM,47.7,❌,✅,❌,❌,50.4,✅,❌,—
KUYAS,64.4,✅,❌,✅,✅,50.5,❌,✅,—
BIGTK,51.9,❌,❌,❌,❌,50.5,✅,❌,—
BVSAN,55.1,✅,✅,✅,❌,50.7,❌,✅,—
DNISI,52.6,✅,❌,✅,✅,50.8,❌,✅,—
CUSAN,52.6,✅,✅,✅,✅,50.9,❌,✅,—
ALBRK,60.7,❌,❌,❌,❌,51.0,❌,❌,—
ANHYT,59.4,✅,❌,✅,✅,51.1,❌,❌,—
DOHOL,61.0,❌,❌,❌,❌,51.2,❌,❌,—
EKGYO,57.5,✅,❌,✅,✅,51.2,❌,✅,—
VANGD,72.0,❌,❌,❌,✅,51.5,✅,❌,—
TRGYO,70.2,❌,❌,❌,✅,51.6,❌,❌,—
TURGG,51.4,✅,❌,✅,✅,51.6,❌,✅,—
DAGI,61.1,❌,❌,❌,✅,52.1,❌,❌,—
