Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
FORMT,33.7,19.1,❌,❌,❌,64.1,❌,—
KRTEK,31.3,20.3,✅,✅,✅,95.0,❌,—
MERKO,29.1,20.3,❌,✅,❌,-19.3,❌,—
ALVES,33.9,21.0,❌,❌,❌,-48.0,❌,—
SEKFK,34.3,22.1,❌,❌,❌,88.6,❌,—
OTTO,34.0,22.9,❌,❌,❌,73.3,❌,—
BARMA,,24.2,❌,❌,❌,75.8,❌,—
BSOKE,44.8,25.0,❌,❌,❌,96.6,✅,—
EGEPO,47.4,26.1,❌,❌,❌,91.5,❌,—
SAFKR,41.3,26.3,❌,❌,❌,92.8,❌,—
BTCIM,43.1,26.5,❌,❌,❌,91.0,❌,—
DUNYH,71.6,26.5,❌,❌,❌,82.5,❌,—
TEZOL,39.1,26.7,❌,❌,❌,80.9,❌,—
MEGAP,38.2,27.0,❌,✅,❌,63.0,❌,—
USAK,39.0,27.2,❌,✅,❌,85.2,❌,—
VAKFN,44.0,27.3,❌,❌,❌,98.3,✅,—
SODSN,37.9,27.4,❌,❌,❌,75.6,❌,—
YBTAS,36.7,27.5,✅,❌,✅,1.4,❌,—
RAYSG,37.5,27.7,❌,❌,❌,88.4,❌,—
SURGY,,27.9,❌,❌,❌,16.4,❌,—
MOPAS,,27.9,❌,❌,❌,78.2,❌,—
KZBGY,39.6,28.0,❌,❌,❌,83.9,❌,—
SEGYO,43.3,28.3,❌,❌,❌,89.1,❌,—
DARDL,35.8,28.4,❌,❌,❌,86.7,❌,—
LYDHO,47.7,28.4,❌,❌,❌,99.2,✅,—
BEGYO,,28.6,❌,❌,❌,40.0,❌,—
YYAPI,39.7,28.6,❌,✅,❌,84.2,❌,—
DCTTR,,28.8,❌,❌,❌,30.6,❌,—
A1CAP,43.0,28.8,❌,❌,❌,89.2,❌,—
CVKMD,44.0,28.9,❌,❌,❌,93.8,❌,—
LIDER,39.7,29.0,✅,❌,✅,70.5,❌,—
