hafta_tarihi,Hisse,RSI(A)_2025,RSI(H)_2025,kapanis_sinyal_haftasi,getiri_1ay(%),getiri_3ay(%),getiri_6ay(%),getiri_12ay(%),getiri_bugune_kadar(%),xu100_1ay(%),xu100_3ay(%),xu100_6ay(%),xu100_12ay(%),xu100_bugune_kadar(%)
2025-08-18,TSKB,69.7,64.2,13.6143,-2.8,-12.61,-6.8,-19.13,-18.25,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,TSPOR,48.6,60.7,1.27,3.94,-0.79,-18.11,-15.75,-3.15,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,TUKAS,42.5,51.0,3.24,8.02,-16.98,-16.98,-37.96,-37.04,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,TURGG,68.4,77.0,46.75,-28.34,-42.59,-31.51,-41.39,-42.2,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,VERTU,67.4,71.1,49.26,-11.98,-25.33,-18.39,-25.42,-27.04,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,VERUS,72.4,77.9,410.0,-8.96,-58.51,-39.8,73.17,83.05,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,VKFYO,59.2,71.9,24.32,1.97,-12.99,65.3,-4.36,-0.49,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,YATAS,57.0,67.1,32.02,14.12,11.31,44.53,-0.87,-2.62,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,YAYLA,81.1,84.1,44.02,-18.04,-32.76,-37.62,-47.07,-50.98,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,YESIL,48.5,67.8,2.33,18.45,5.15,-17.17,-47.21,-47.21,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,YGGYO,91.9,80.8,90.9015,18.64,40.31,60.84,148.95,148.95,-0.68,-3.95,22.53,27.63,28.02
2025-08-18,YUNSA,62.2,75.0,7.1495,9.66,20.94,26.44,19.73,15.67,-0.68,-3.95,22.53,27.63,28.02
2025-08-25,A1YEN,54.3,60.7,2.9498,-0.62,-10.07,-9.26,-5.08,-5.08,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ACSEL,56.5,63.3,126.6,-6.16,-23.03,-17.46,-3.32,-3.32,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ADEL,42.9,58.5,37.068,-12.65,-13.67,-7.95,-4.61,-4.61,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ADESE,94.5,98.3,3.718,-14.42,-62.08,-70.95,-76.87,-76.87,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,AKSA,58.3,57.8,10.0384,6.33,-3.97,-3.78,9.58,9.58,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ARSAN,69.3,71.4,2.92,1.71,-3.77,34.25,44.18,44.18,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ATATP,62.4,74.2,126.0897,29.7,18.17,16.11,152.2,152.2,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ATLAS,59.7,65.8,6.5667,3.03,-15.15,23.35,-1.93,-1.93,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BAGFS,65.5,67.2,38.18,-10.53,-29.28,-10.42,-29.75,-29.75,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BASCM,70.9,69.8,18.33,-10.53,-21.22,-21.55,-21.28,-21.28,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BEYAZ,60.9,65.5,27.6616,24.84,-10.67,5.15,-15.62,-15.62,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BIGTK,77.5,77.4,528.0,-37.69,-39.58,-49.43,-30.82,-30.82,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BIOEN,60.4,57.0,22.84,14.89,-12.65,-28.63,-13.57,-13.57,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BJKAS,36.7,36.7,2.28,-6.58,-24.56,-32.89,22.37,22.37,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BLCYT,60.3,65.6,21.68,6.0,50.0,75.18,-0.83,-0.83,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BMSTL,79.3,72.2,32.75,6.56,65.65,13.59,35.15,35.15,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BRKVY,58.2,66.4,85.5644,-2.09,-1.4,4.88,-1.42,-1.42,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BRMEN,82.0,85.5,16.85,-25.82,3.86,-49.85,-13.83,-13.83,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,BRYAT,63.0,76.3,2595.9561,-16.3,-19.39,-18.43,-34.21,-34.21,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,CEMTS,56.3,60.1,12.5164,-13.27,-16.37,-14.82,-28.57,-28.57,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,CRDFA,78.8,80.3,7.32,14.75,164.8,241.53,259.29,259.29,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,CUSAN,67.1,79.7,34.18,-6.55,-36.28,-33.24,-30.6,-30.6,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,CVKMD,64.3,65.3,14.74,4.82,15.94,119.0,6.51,6.51,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,DAGI,71.3,69.7,8.05,3.85,-1.61,-24.47,36.15,36.15,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,DAPGM,82.0,86.5,17.3,-13.87,-33.64,-33.82,-51.39,-51.39,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,DOCO,77.6,75.6,10922.4824,-2.49,-14.39,2.61,6.43,6.43,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,EGGUB,79.4,73.5,113.7,9.94,-16.31,-20.18,-2.02,-2.02,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,EKIZ,67.7,69.1,79.7,25.41,7.9,55.46,-24.15,-24.15,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ENSRI,89.1,94.9,20.1084,2.77,-17.13,45.41,-69.47,-69.47,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,EPLAS,59.8,69.3,7.19,-5.42,-27.4,-14.33,-15.02,-15.02,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ERBOS,53.6,63.1,187.8,2.24,-3.89,-5.54,-18.64,-18.64,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,EREGL,67.4,71.4,29.4594,1.54,-20.09,9.38,31.64,31.64,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,EUREN,47.9,71.2,8.85,10.85,-30.62,-43.16,-55.93,-55.93,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,FMIZP,63.5,62.9,344.442,-6.21,-10.79,-14.29,-13.12,-13.12,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,FRIGO,55.6,59.9,1.4851,22.9,25.62,104.63,77.76,77.76,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GARFA,60.6,61.5,29.0,1.17,-16.55,-5.66,-6.9,-6.9,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GLCVY,75.7,71.2,69.8316,-13.82,3.78,-0.48,-23.96,-23.96,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GOODY,54.0,61.8,3.3821,1.52,-22.9,-19.8,-22.53,-22.53,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GRNYO,73.4,83.0,13.88,0.36,-5.48,18.16,-1.37,-1.37,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GRSEL,88.3,67.6,332.9749,3.66,-7.32,8.3,-4.57,-4.57,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GSDDE,62.3,65.1,10.3,-1.84,-10.39,-2.04,39.42,39.42,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GSDHO,64.5,72.6,5.16,-6.2,-16.86,-11.24,-5.04,-5.04,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,GZNMI,95.2,79.6,289.5,-0.78,-76.42,-80.88,-80.5,-80.5,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,HDFGS,64.0,72.7,2.47,14.57,26.72,40.08,4.86,4.86,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,HEDEF,87.5,82.6,12.483,159.97,164.45,444.51,692.28,692.28,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,HTTBT,66.5,69.7,51.65,-5.83,-9.27,-19.19,-28.56,-28.56,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ICBCT,59.5,60.0,16.02,9.99,-16.54,-12.92,26.34,26.34,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,IHLAS,71.7,75.0,4.3,-12.56,-24.88,-50.7,-75.35,-75.35,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,INDES,57.8,64.1,7.9942,4.79,-11.29,-2.94,50.11,50.11,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ISGSY,83.5,90.3,16.7801,-8.82,-28.18,-4.46,1.01,1.01,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ISMEN,63.9,62.3,40.4011,0.78,-8.39,10.46,-17.43,-17.43,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,IZENR,61.3,72.5,8.89,15.86,9.45,6.3,-6.52,-6.52,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KAREL,50.9,61.8,10.26,-9.84,-14.62,-7.5,-14.33,-14.33,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KLKIM,66.7,68.0,36.261,-3.58,-17.5,8.34,-21.79,-21.79,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KLMSN,65.2,78.3,34.86,36.95,-14.29,-3.9,-17.84,-17.84,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KONKA,54.3,70.1,14.5533,12.28,-7.1,-1.4,-21.8,-21.8,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KRDMB,66.4,64.0,29.12,-4.95,-25.0,23.49,357.07,357.07,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KRONT,66.7,74.0,16.15,13.68,-16.1,-6.19,56.04,56.04,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KRTEK,53.9,55.9,30.12,16.2,-16.87,-8.7,-82.2,-82.2,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,KUVVA,71.5,71.0,104.0,25.0,45.19,0.87,73.94,73.94,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,LKMNH,66.6,68.1,20.2753,-13.11,-27.15,-18.23,-32.53,-32.53,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,LOGO,77.5,71.9,175.8066,-6.8,-16.34,-24.12,-22.47,-22.47,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,LUKSK,64.3,71.4,112.7,9.94,-5.41,-11.36,-23.91,-23.91,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MAALT,67.0,78.0,1291.0,-14.18,-29.51,-28.66,-21.92,-21.92,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MAGEN,80.8,83.6,20.34,15.04,54.77,144.64,67.35,67.35,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MAKTK,82.8,73.9,18.96,0.53,-32.07,-23.58,-47.05,-47.05,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MARTI,59.2,71.5,4.28,-10.05,-35.28,-66.82,-66.36,-66.36,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MAVI,61.3,64.6,42.9994,-14.73,-15.58,1.61,-10.79,-10.79,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,METRO,71.0,75.9,4.5,-10.44,4.22,12.89,96.22,96.22,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MNDRS,66.8,76.0,15.2,13.82,-11.84,-0.99,-19.87,-19.87,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,MSGYO,72.0,75.0,5.8132,-3.51,-8.97,-0.47,-1.95,-1.95,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,OBASE,61.6,70.2,43.0,-13.12,-21.16,-19.07,-12.56,-12.56,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,OYAYO,64.9,69.2,39.42,-8.68,32.93,50.94,9.74,9.74,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,PAMEL,54.8,71.3,129.0,-11.24,-37.13,-35.78,-39.84,-39.84,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,PCILT,65.5,78.5,20.5901,51.79,-2.43,16.84,71.34,71.34,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,PLTUR,61.1,55.0,26.7238,-9.14,-27.22,-19.16,-20.07,-20.07,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,PNSUT,65.3,73.7,13.0,3.69,-17.08,-14.46,-11.77,-11.77,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,POLHO,76.5,74.6,4.62,314.07,249.35,247.19,389.18,389.18,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,RALYH,74.2,62.3,130.9,18.87,61.8,19.56,101.68,101.68,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SANEL,65.7,65.1,31.5,-0.7,14.92,15.37,76.35,76.35,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SARKY,53.4,64.6,12.9813,13.95,13.95,182.3,102.75,102.75,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SDTTR,49.0,55.7,18.8367,3.95,-15.87,16.46,32.72,32.72,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SKBNK,68.1,72.4,7.9997,-13.43,0.62,51.74,-21.5,-21.5,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SNGYO,81.8,76.6,4.9,-6.33,-2.86,-7.76,-28.57,-28.57,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SONME,68.4,58.1,129.7,5.78,4.93,18.74,9.79,9.79,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,SUNTK,72.7,61.5,44.2421,7.97,-20.44,-16.78,-16.64,-16.64,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TEHOL,86.0,75.1,28.64,36.17,-3.98,-50.7,17.67,17.67,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TERA,99.4,86.3,155.25,-4.49,67.15,70.05,18.84,18.84,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TGSAS,87.7,84.5,211.7853,-10.66,-19.75,-14.66,14.22,14.22,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TKNSA,52.0,59.1,28.42,-11.12,-17.59,-20.48,-31.81,-31.81,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TMPOL,66.0,67.0,113.1,35.63,205.04,327.06,313.79,313.79,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TOASO,59.1,67.9,234.1178,2.6,-8.17,27.07,15.86,15.86,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TSKB,69.7,65.6,13.8432,-8.34,-11.37,-10.54,-19.6,-19.6,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,TUKAS,42.5,55.2,3.51,-16.81,-27.64,-30.77,-41.88,-41.88,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,ULUFA,70.8,66.1,1.9359,-12.53,-6.96,-8.12,-12.7,-12.7,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,VERTU,67.4,79.0,59.9,-28.05,-40.23,-35.79,-40.0,-40.0,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,VERUS,72.4,82.2,457.5,-26.83,-57.27,-47.37,64.04,64.04,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,YESIL,48.5,70.4,2.46,1.63,-9.35,-23.98,-50.0,-50.0,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,YGGYO,91.9,82.4,93.2336,32.72,31.29,48.85,142.72,142.72,-1.21,-3.45,21.52,28.98,28.98
2025-08-25,YUNSA,62.2,83.7,8.7329,-16.26,-8.35,-1.1,-5.3,-5.3,-1.21,-3.45,21.52,28.98,28.98
