Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
DUNYH,37.4,2.6,❌,❌,❌,80.6,❌,—
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
FORMT,31.7,15.1,❌,❌,❌,62.4,❌,—
LYDHO,37.1,17.7,❌,❌,❌,99.1,✅,—
BULGS,,18.5,❌,❌,❌,72.3,❌,—
BTCIM,36.7,18.9,❌,❌,❌,87.8,❌,—
BSOKE,39.7,18.9,❌,❌,❌,95.4,✅,—
ALVES,32.5,19.0,❌,❌,❌,-50.8,❌,—
USAK,36.5,19.2,❌,❌,❌,83.8,❌,—
OTTO,32.3,19.7,❌,❌,❌,70.3,❌,—
MERKO,28.9,19.8,❌,✅,❌,-25.9,❌,—
LYDYE,39.0,20.6,❌,❌,❌,99.5,✅,—
EGEPO,42.1,21.7,❌,❌,❌,89.5,❌,—
KRTEK,31.3,22.1,✅,✅,✅,94.8,❌,—
VRGYO,32.1,22.1,❌,❌,❌,-85.8,❌,—
A1CAP,37.8,22.2,❌,❌,❌,86.4,❌,—
MEGAP,36.9,22.9,❌,❌,❌,62.8,❌,—
SEKFK,34.0,22.9,✅,❌,✅,88.6,❌,—
DARDL,34.3,22.9,❌,❌,❌,85.7,❌,—
MEDTR,35.4,23.0,✅,❌,✅,75.2,❌,—
IMASM,37.1,23.2,❌,❌,❌,4.8,❌,—
RTALB,39.9,23.2,❌,❌,❌,89.3,❌,—
YBTAS,35.8,23.4,❌,❌,❌,-2.3,❌,—
BARMA,,23.4,✅,❌,✅,75.9,❌,—
SODSN,36.3,23.4,✅,❌,❌,75.0,❌,—
EKIZ,40.0,23.5,❌,❌,❌,94.8,❌,—
RAYSG,36.1,23.6,❌,❌,❌,88.2,❌,—
VAKFN,42.0,23.7,❌,❌,❌,98.1,✅,—
SAFKR,38.9,23.7,❌,❌,❌,91.8,❌,—
YONGA,35.4,23.7,❌,❌,❌,-94.0,❌,—
PAMEL,36.3,23.7,❌,❌,❌,86.1,❌,—
ONCSM,38.0,23.8,❌,❌,❌,78.6,❌,—
IHYAY,36.4,23.8,✅,❌,✅,87.3,❌,—
DCTTR,,23.9,❌,❌,❌,24.6,❌,—
MOPAS,,24.0,❌,❌,❌,75.8,❌,—
IZINV,36.2,24.4,❌,❌,❌,91.7,❌,—
SKYLP,39.4,24.4,❌,❌,❌,95.4,✅,—
YYAPI,38.4,24.4,❌,❌,❌,84.1,❌,—
BINBN,,24.5,❌,❌,❌,65.5,❌,—
AGROT,31.6,24.5,❌,❌,❌,-230.2,❌,—
AKYHO,36.8,24.7,❌,❌,❌,97.7,✅,—
TEZOL,37.9,24.7,❌,❌,❌,78.6,❌,—
KAPLM,41.7,24.7,❌,❌,❌,97.8,✅,—
ARFYE,,24.7,❌,❌,❌,,❌,—
YESIL,35.5,24.7,❌,❌,❌,71.8,❌,—
EKOS,,25.0,❌,❌,❌,37.0,❌,—
AKGRT,43.3,25.2,✅,❌,✅,95.9,✅,—
SURGY,,25.3,❌,❌,❌,10.5,❌,—
NATEN,34.0,25.4,❌,❌,❌,94.6,❌,—
PKENT,32.8,25.4,❌,❌,❌,77.6,❌,—
TMSN,35.3,25.4,❌,❌,❌,98.1,✅,—
QNBTR,43.7,25.5,❌,❌,❌,99.9,✅,—
SILVR,37.3,25.7,❌,❌,❌,99.2,✅,—
HDFGS,41.1,25.8,❌,❌,❌,90.1,❌,—
KZBGY,37.8,25.9,✅,❌,✅,83.7,❌,—
VERTU,41.3,25.9,❌,❌,❌,92.9,❌,—
ARZUM,34.3,25.9,❌,❌,❌,15.1,❌,—
VKING,37.8,26.0,❌,❌,❌,97.1,✅,—
REEDR,,26.0,❌,❌,❌,-2515.1,❌,—
BYDNR,39.2,26.1,❌,❌,❌,77.0,❌,—
CMENT,38.0,26.1,❌,❌,❌,98.2,✅,—
LUKSK,40.2,26.3,❌,❌,❌,97.7,✅,—
OYLUM,40.2,26.3,✅,❌,✅,97.3,✅,—
ANGEN,33.6,26.3,❌,❌,❌,57.6,❌,—
SOKE,36.5,26.4,❌,❌,❌,85.3,❌,—
EMKEL,39.8,26.4,❌,❌,❌,90.7,❌,—
GENTS,41.8,26.5,❌,❌,❌,95.2,✅,—
UFUK,42.3,26.6,❌,❌,❌,98.6,✅,—
LIDER,37.5,26.6,❌,❌,❌,68.0,❌,—
BAYRK,40.7,26.6,❌,❌,❌,96.1,✅,—
DAPGM,38.2,26.6,❌,❌,❌,79.6,❌,—
KONKA,36.2,26.6,❌,❌,❌,93.1,❌,—
MEKAG,38.8,26.7,❌,❌,❌,28.4,❌,—
DITAS,39.1,26.8,❌,❌,❌,85.6,❌,—
DOFER,38.0,26.9,❌,❌,❌,46.5,❌,—
LRSHO,38.9,26.9,❌,❌,❌,82.8,❌,—
MMCAS,39.1,27.0,❌,❌,❌,90.0,❌,—
IHEVA,41.3,27.0,❌,❌,❌,98.6,✅,—
DERHL,44.8,27.0,❌,❌,❌,71.4,❌,—
KLSER,23.9,27.1,❌,❌,❌,57.4,❌,—
CRDFA,44.9,27.1,❌,❌,❌,95.3,✅,—
MAKTK,40.9,27.3,❌,❌,❌,97.0,✅,—
PAHOL,,27.4,❌,❌,❌,,❌,—
ISSEN,36.0,27.5,❌,❌,❌,74.2,❌,—
ERBOS,38.2,27.5,✅,❌,✅,99.1,✅,—
EUREN,35.0,27.5,❌,❌,❌,-9.8,❌,—
KATMR,39.2,27.7,✅,❌,✅,86.3,❌,—
CASA,37.2,27.7,❌,❌,❌,-28.1,❌,—
DMSAS,38.9,27.7,❌,❌,❌,97.9,✅,—
ICUGS,42.2,27.8,❌,❌,❌,94.9,❌,—
GATEG,42.7,27.9,❌,❌,❌,99.0,✅,—
IZENR,32.1,27.9,❌,❌,❌,66.5,❌,—
CONSE,32.9,28.0,❌,❌,❌,85.0,❌,—
SMRTG,36.5,28.1,❌,❌,❌,79.3,❌,—
EGEGY,,28.1,❌,❌,❌,66.5,❌,—
ELITE,39.5,28.2,❌,❌,❌,87.8,❌,—
ADESE,42.9,28.2,❌,❌,❌,73.4,❌,—
ERSU,41.2,28.3,❌,❌,❌,94.5,❌,—
ULAS,41.0,28.3,❌,❌,❌,95.9,✅,—
ORCAY,33.0,28.3,❌,❌,❌,47.3,❌,—
GLRYH,36.2,28.4,❌,❌,❌,90.8,❌,—
ESCAR,42.7,28.4,❌,❌,❌,94.5,❌,—
TLMAN,38.7,28.5,❌,❌,❌,97.6,✅,—
BEGYO,,28.5,✅,❌,✅,40.5,❌,—
AVTUR,42.0,28.5,❌,❌,❌,96.7,✅,—
MEGMT,40.9,28.6,❌,❌,❌,80.9,❌,—
TATEN,35.9,28.6,❌,❌,❌,8.3,❌,—
ECZYT,46.3,28.8,❌,❌,❌,98.8,✅,—
KFEIN,41.2,28.8,❌,❌,❌,91.4,❌,—
SERNT,,28.9,❌,❌,❌,,❌,—
KOTON,,28.9,❌,❌,❌,,❌,—
ATAGY,40.6,29.0,❌,❌,❌,92.3,❌,—
SEGYO,41.5,29.0,✅,❌,✅,89.2,❌,—
BMSCH,41.2,29.0,❌,❌,❌,73.2,❌,—
A1YEN,39.1,29.1,❌,❌,❌,90.8,❌,—
MNDTR,35.7,29.1,✅,❌,✅,98.2,✅,—
HUBVC,41.9,29.1,❌,❌,❌,91.7,❌,—
CVKMD,43.8,29.2,✅,❌,✅,93.0,❌,—
ZGYO,,29.2,❌,❌,❌,79.0,❌,—
KIMMR,45.8,29.3,✅,❌,✅,93.2,❌,—
PARSN,38.5,29.3,❌,❌,❌,98.8,✅,—
BIOEN,39.8,29.4,❌,❌,❌,90.5,❌,—
KUTPO,43.8,29.4,❌,❌,❌,97.5,✅,—
KONTR,33.2,29.4,❌,✅,❌,-55.5,❌,—
IHLGM,40.2,29.4,❌,❌,❌,95.2,✅,—
ZEDUR,38.2,29.5,❌,❌,❌,89.6,❌,—
VSNMD,,29.5,❌,❌,❌,-175.5,❌,—
CGCAM,,29.6,❌,❌,❌,85.6,❌,—
COSMO,41.5,29.6,❌,❌,❌,74.1,❌,—
IHLAS,39.0,29.7,❌,✅,❌,82.0,❌,—
PAPIL,39.9,29.7,❌,❌,❌,88.4,❌,—
TRILC,36.6,29.8,❌,✅,❌,59.9,❌,—
AVHOL,39.4,29.8,❌,❌,❌,80.5,❌,—
SELVA,40.5,29.8,❌,❌,❌,-157.4,❌,—
KUYAS,42.9,29.9,❌,❌,❌,99.5,✅,—
ENSRI,40.4,30.0,❌,✅,❌,-76.8,❌,—
YAYLA,41.0,30.0,❌,❌,❌,98.2,✅,—
SMART,40.9,30.1,❌,❌,❌,95.8,✅,—
FENER,34.4,30.1,❌,✅,❌,-8.0,❌,—
BORLS,,30.2,❌,❌,❌,-322.4,❌,—
KOPOL,35.9,30.2,❌,❌,❌,84.7,❌,—
GRTHO,,30.3,❌,❌,❌,70.0,❌,—
MAGEN,44.4,30.3,❌,❌,❌,96.5,✅,—
UCAYM,,30.4,❌,❌,❌,6.0,❌,—
GZNMI,39.0,30.4,❌,❌,❌,91.9,❌,—
