build,kod,periyot,formasyon,sinif,yon,durum,formasyon_tarihi,teyit_tarihi,kapanis,formasyon_tepe,formasyon_dip,teyit_seviyesi,teyit_sarti,gecersizlik_seviyesi,gecersizlik_notu
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ALKLC,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,379.25,524.5,379.25,379.25,Formasyon kendi içinde teyitli,524.5,524.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ARSAN,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,3.59,4.2,3.54,3.54,Formasyon kendi içinde teyitli,4.2,4.20 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BOBET,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,17.25,25.54,16.62,16.62,Formasyon kendi içinde teyitli,25.54,25.54 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BUCIM,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,5.05,5.93,5.05,5.05,Formasyon kendi içinde teyitli,5.93,5.93 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,DOHOL,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,20.2,22.08,19.94,19.94,Formasyon kendi içinde teyitli,22.08,22.08 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,DSTKF,HAFTALIK,Evening Star,A,AYI,AYI TEYİDİ,2026-09-18,,1984.0,2795.0,1773.0,1773.0,Formasyon kendi içinde teyitli,2795.0,2795.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EGPRO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,33.38,39.44,32.82,32.82,Formasyon kendi içinde teyitli,39.44,39.44 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EUKYO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,12.51,15.5,12.51,12.51,Formasyon kendi içinde teyitli,15.5,15.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,GENIL,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,8.16,12.75,8.1,8.1,Formasyon kendi içinde teyitli,12.75,12.75 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,HUNER,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,3.88,4.18,3.61,3.61,Formasyon kendi içinde teyitli,4.18,4.18 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,IEYHO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,167.7,234.9,167.7,167.7,Formasyon kendi içinde teyitli,234.9,234.90 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,INDES,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,10.49,12.22,10.2,10.2,Formasyon kendi içinde teyitli,12.22,12.22 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KLSYN,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,13.6,17.48,12.31,12.31,Formasyon kendi içinde teyitli,17.48,17.48 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,METRO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,6.75,8.78,6.61,6.61,Formasyon kendi içinde teyitli,8.78,8.78 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ORGE,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,22.2,23.72,20.58,20.58,Formasyon kendi içinde teyitli,23.72,23.72 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,OTKAR,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,304.75,331.75,289.5,289.5,Formasyon kendi içinde teyitli,331.75,331.75 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,PETUN,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,10.81,12.78,10.61,10.61,Formasyon kendi içinde teyitli,12.78,12.78 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,PNSUT,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,10.44,13.0,10.19,10.19,Formasyon kendi içinde teyitli,13.0,13.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,SANKO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,19.02,21.58,18.74,18.74,Formasyon kendi içinde teyitli,21.58,21.58 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,SKYMD,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,14.7,17.96,13.6,13.6,Formasyon kendi içinde teyitli,17.96,17.96 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,SVGYO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,11.34,16.3,11.34,11.34,Formasyon kendi içinde teyitli,16.3,16.30 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,TERA,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,163.4,227.1,163.4,163.4,Formasyon kendi içinde teyitli,227.1,227.10 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ZERGY,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-18,,8.57,10.59,7.5,7.5,Formasyon kendi içinde teyitli,10.59,10.59 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,AZTEK,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-09-18,,3.8,3.81,3.12,3.81,Formasyon kendi içinde teyitli,3.12,3.12 altı formasyonu bozar
