Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
DUNYH,46.4,4.4,❌,❌,❌,82.8,❌,—
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
FORMT,32.3,16.2,❌,❌,❌,63.5,❌,—
KRTEK,30.1,18.5,❌,❌,❌,94.4,❌,—
ALVES,32.8,19.5,❌,❌,❌,-49.0,❌,—
MERKO,28.9,19.9,❌,✅,❌,-21.5,❌,—
OTTO,32.6,20.1,❌,❌,❌,72.4,❌,—
SEKFK,33.1,20.6,❌,❌,❌,88.5,❌,—
LYDHO,40.8,21.1,❌,❌,❌,99.2,✅,—
BSOKE,42.0,21.5,❌,❌,❌,96.4,✅,—
BTCIM,39.4,22.0,❌,❌,❌,90.0,❌,—
BULGS,,22.1,❌,❌,❌,76.6,❌,—
EGEPO,42.9,22.4,❌,❌,❌,90.8,❌,—
MEDTR,35.5,22.7,❌,❌,❌,75.4,❌,—
SEGYO,40.5,22.8,❌,❌,❌,88.8,❌,—
MEGAP,36.9,23.0,❌,❌,❌,62.9,❌,—
A1CAP,38.6,23.1,❌,❌,❌,88.5,❌,—
DARDL,34.3,23.1,❌,❌,❌,86.3,❌,—
BARMA,,23.3,❌,❌,❌,75.5,❌,—
VAKFN,41.7,23.3,❌,❌,❌,98.1,✅,—
SODSN,36.3,23.4,❌,❌,❌,75.3,❌,—
USAK,38.0,23.6,❌,❌,❌,84.9,❌,—
RAYSG,36.2,23.8,❌,❌,❌,88.3,❌,—
BEGYO,,23.8,❌,❌,❌,39.7,❌,—
YBTAS,36.0,24.0,❌,❌,❌,-0.3,❌,—
IHYAY,36.7,24.0,❌,❌,❌,87.2,❌,—
SAFKR,39.2,24.0,❌,❌,❌,92.4,❌,—
MOPAS,,24.4,❌,❌,❌,76.8,❌,—
DCTTR,,24.8,❌,❌,❌,27.1,❌,—
RTALB,40.9,24.8,❌,❌,❌,90.2,❌,—
AKGRT,43.4,25.0,❌,❌,❌,96.0,✅,—
EKIZ,41.0,25.0,❌,❌,❌,95.1,✅,—
KZBGY,37.8,25.0,❌,❌,❌,83.3,❌,—
ARFYE,,25.1,❌,❌,❌,,❌,—
EKOS,,25.1,❌,❌,❌,39.6,❌,—
IMASM,38.1,25.1,❌,❌,❌,9.9,❌,—
TEZOL,38.3,25.3,❌,❌,❌,80.1,❌,—
KATMR,38.8,25.6,❌,❌,❌,85.8,❌,—
NATEN,34.1,25.6,❌,❌,❌,94.7,❌,—
YYAPI,38.8,25.7,❌,❌,❌,84.1,❌,—
AKYHO,37.3,25.8,❌,❌,❌,97.8,✅,—
PAMEL,37.3,25.8,❌,❌,❌,87.4,❌,—
OYLUM,40.2,25.9,❌,❌,❌,97.2,✅,—
SURGY,,26.1,❌,❌,❌,14.5,❌,—
AGROT,32.2,26.2,❌,❌,❌,-225.4,❌,—
GENTS,41.7,26.4,❌,❌,❌,95.4,✅,—
VRGYO,33.7,26.4,❌,❌,❌,-82.1,❌,—
YESIL,36.1,26.4,❌,❌,❌,72.6,❌,—
TMSN,35.9,26.4,❌,❌,❌,98.2,✅,—
LYDYE,43.2,26.4,❌,❌,❌,99.6,✅,—
QNBTR,44.0,26.4,❌,❌,❌,99.9,✅,—
ONCSM,40.7,26.5,❌,❌,❌,86.6,❌,—
PKENT,33.3,26.6,❌,❌,❌,77.9,❌,—
VKING,38.1,26.7,❌,❌,❌,97.2,✅,—
ARZUM,34.6,26.8,❌,❌,❌,16.6,❌,—
IZINV,38.3,26.8,❌,❌,❌,92.3,❌,—
CEMTS,42.5,26.9,❌,❌,❌,97.5,✅,—
YONGA,37.2,27.0,❌,❌,❌,-88.7,❌,—
SKYLP,41.9,27.1,❌,❌,❌,95.6,✅,—
PAHOL,,27.1,❌,❌,❌,,❌,—
MEKAG,39.1,27.2,❌,❌,❌,29.7,❌,—
KONKA,36.7,27.3,❌,❌,❌,93.5,❌,—
VERTU,42.0,27.3,❌,❌,❌,93.0,❌,—
ERBOS,38.7,27.3,❌,❌,❌,99.1,✅,—
