Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
DUNYH,51.4,5.7,❌,❌,❌,82.5,❌,—
FORMT,32.8,17.2,❌,❌,❌,63.5,❌,—
KRTEK,30.6,18.9,❌,❌,❌,94.4,❌,—
ALVES,33.1,19.8,❌,❌,❌,-48.6,❌,—
MERKO,29.0,20.1,❌,✅,❌,-21.7,❌,—
OTTO,33.1,21.1,❌,❌,❌,72.3,❌,—
SEKFK,33.5,21.1,❌,❌,❌,88.5,❌,—
EGEPO,43.2,22.6,❌,❌,❌,90.7,❌,—
BSOKE,43.0,22.6,❌,❌,❌,96.4,✅,—
LYDHO,42.6,22.8,❌,❌,❌,99.2,✅,—
BTCIM,40.2,22.8,❌,❌,❌,89.9,❌,—
BARMA,,23.5,❌,❌,❌,75.5,❌,—
BULGS,,24.0,❌,❌,❌,76.6,❌,—
VAKFN,42.2,24.1,❌,❌,❌,98.1,✅,—
SEGYO,41.3,24.2,❌,❌,❌,88.8,❌,—
MEDTR,36.3,24.2,❌,❌,❌,75.4,❌,—
SAFKR,39.5,24.3,❌,❌,❌,92.4,❌,—
YBTAS,36.1,24.4,❌,❌,❌,-0.4,❌,—
DARDL,34.8,24.6,❌,❌,❌,86.2,❌,—
A1CAP,39.9,24.6,❌,❌,❌,87.9,❌,—
USAK,38.4,24.8,❌,✅,❌,84.9,❌,—
RAYSG,36.6,24.9,❌,❌,❌,88.3,❌,—
MOPAS,,24.9,❌,❌,❌,77.1,❌,—
AKGRT,43.4,25.1,❌,❌,❌,96.0,✅,—
BEGYO,,25.1,❌,❌,❌,39.7,❌,—
SODSN,37.1,25.3,❌,❌,❌,75.4,❌,—
IHYAY,37.2,25.6,❌,✅,❌,87.2,❌,—
MEGAP,37.8,25.6,❌,❌,❌,63.0,❌,—
TEZOL,38.5,25.7,❌,❌,❌,79.9,❌,—
KZBGY,38.3,25.8,❌,❌,❌,83.2,❌,—
DCTTR,,25.9,❌,❌,❌,27.5,❌,—
EKOS,,26.1,❌,❌,❌,39.3,❌,—
SURGY,,26.3,❌,❌,❌,14.2,❌,—
YYAPI,39.1,26.4,❌,❌,❌,84.1,❌,—
ARFYE,,26.5,❌,❌,❌,,❌,—
IMASM,38.8,26.5,❌,❌,❌,9.6,❌,—
KATMR,39.5,26.6,❌,❌,❌,85.7,❌,—
AGROT,32.4,26.8,❌,❌,❌,-225.7,❌,—
EKIZ,42.2,26.9,❌,❌,❌,95.1,✅,—
NATEN,34.8,27.0,❌,❌,❌,94.7,❌,—
OYLUM,41.0,27.3,❌,❌,❌,97.2,✅,—
TMSN,36.5,27.5,❌,❌,❌,98.1,✅,—
ATAKP,33.3,27.6,❌,❌,❌,45.2,❌,—
GENTS,42.3,27.6,❌,❌,❌,95.4,✅,—
ONCSM,41.9,27.7,❌,❌,❌,86.2,❌,—
AKYHO,38.0,27.8,❌,❌,❌,97.8,✅,—
KONKA,37.0,27.8,❌,❌,❌,93.4,❌,—
PKENT,33.7,27.8,❌,❌,❌,77.9,❌,—
PAMEL,38.3,27.8,❌,❌,❌,87.3,❌,—
RTALB,42.7,27.8,❌,❌,❌,90.1,❌,—
HTTBT,42.5,27.9,❌,❌,❌,84.4,❌,—
LIDER,38.7,27.9,❌,❌,❌,68.6,❌,—
ARZUM,35.0,27.9,❌,❌,❌,16.4,❌,—
YESIL,36.5,28.0,❌,❌,❌,72.5,❌,—
SOKE,38.0,28.1,❌,❌,❌,86.2,❌,—
LRSHO,39.6,28.2,❌,❌,❌,83.4,❌,—
SKYLP,43.0,28.2,❌,❌,❌,95.6,✅,—
