Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ISATR,70.9,❌,❌,❌,❌,5.4,❌,✅,—
KRTEK,30.4,✅,❌,✅,❌,16.0,❌,❌,—
MERKO,29.3,❌,❌,❌,❌,20.8,❌,✅,—
FORMT,35.2,❌,❌,❌,❌,22.1,❌,❌,—
SEKFK,34.7,❌,❌,❌,✅,22.2,❌,❌,—
TEZOL,41.1,❌,❌,❌,❌,26.1,✅,❌,—
IHYAY,38.1,✅,❌,✅,❌,26.7,❌,❌,—
EKIZ,44.1,❌,❌,❌,❌,27.7,❌,❌,—
ZOREN,35.7,❌,❌,❌,❌,27.9,❌,❌,—
VAKFN,46.0,❌,❌,❌,❌,28.0,❌,❌,—
VESBE,31.5,❌,❌,❌,❌,28.1,❌,❌,—
IHLAS,39.9,✅,❌,✅,❌,28.4,❌,✅,—
USAK,39.5,❌,❌,❌,❌,28.7,✅,✅,—
MEGAP,39.1,✅,❌,✅,❌,28.9,❌,❌,—
IMASM,40.5,❌,❌,❌,❌,29.0,❌,❌,—
TMSN,38.7,❌,❌,❌,✅,29.4,❌,❌,—
QNBTR,46.5,❌,❌,❌,❌,30.0,❌,❌,—
COSMO,43.8,❌,❌,❌,❌,30.1,❌,❌,—
CVKMD,45.3,❌,❌,❌,❌,30.2,❌,❌,—
SODSN,39.3,❌,❌,❌,❌,30.3,✅,❌,—
OSTIM,41.2,✅,❌,✅,❌,30.5,❌,❌,—
IHGZT,43.2,❌,❌,❌,❌,30.7,✅,❌,—
GENTS,43.9,❌,❌,❌,❌,30.9,❌,❌,—
VESTL,32.3,❌,❌,❌,❌,31.0,❌,❌,—
OTTO,36.9,❌,❌,❌,❌,31.1,✅,✅,—
SEGYO,44.9,❌,❌,❌,❌,31.2,❌,❌,—
AVTUR,46.6,❌,❌,❌,❌,31.4,❌,❌,—
KZBGY,41.8,❌,❌,❌,❌,31.8,❌,❌,—
YYAPI,40.7,❌,❌,❌,❌,32.3,❌,✅,—
LIDER,43.4,❌,❌,❌,❌,32.3,❌,❌,—
A1CAP,45.9,❌,❌,❌,❌,32.4,✅,❌,—
MEKAG,41.1,✅,❌,✅,❌,32.5,❌,❌,—
ENSRI,42.3,❌,❌,❌,❌,32.5,✅,✅,—
BUCIM,40.1,✅,❌,✅,❌,32.6,✅,✅,—
UNLU,39.1,❌,❌,❌,❌,32.8,❌,❌,—
DARDL,37.1,✅,✅,✅,❌,32.8,❌,❌,—
KONTR,34.0,❌,❌,❌,❌,32.8,❌,✅,—
CANTE,39.3,✅,❌,✅,❌,32.9,✅,✅,—
BMSCH,46.1,❌,❌,❌,❌,32.9,✅,❌,—
VRGYO,35.3,❌,✅,❌,❌,32.9,✅,✅,—
ARCLK,39.5,❌,❌,❌,❌,32.9,❌,❌,—
RAYSG,39.1,❌,❌,❌,❌,33.0,✅,✅,—
KATMR,44.5,❌,❌,❌,❌,33.1,❌,❌,—
ASUZU,42.3,❌,❌,❌,❌,33.1,✅,❌,—
YESIL,37.9,❌,❌,❌,❌,33.2,❌,✅,—
TRILC,38.1,❌,❌,❌,❌,33.2,❌,✅,—
EUREN,36.8,❌,❌,❌,❌,33.3,❌,❌,—
PGSUS,37.8,❌,❌,❌,❌,33.4,❌,❌,—
IHLGM,43.6,❌,❌,❌,❌,33.4,✅,❌,—
NATEN,38.5,❌,❌,❌,❌,33.4,✅,✅,—
TUKAS,38.0,✅,✅,✅,❌,33.6,✅,❌,—
CONSE,36.3,❌,❌,❌,❌,33.7,❌,❌,—
LRSHO,42.5,❌,❌,❌,❌,33.7,❌,❌,—
YBTAS,38.2,✅,❌,✅,❌,34.0,❌,✅,—
BERA,42.7,✅,❌,✅,❌,34.0,❌,❌,—
MAKTK,45.5,❌,❌,❌,❌,34.2,✅,❌,—
PKENT,36.3,❌,❌,❌,❌,34.3,❌,❌,—
ISYAT,43.8,❌,❌,❌,❌,34.3,❌,❌,—
MZHLD,40.9,✅,❌,✅,❌,34.3,✅,❌,—
AKGRT,48.3,❌,❌,❌,❌,34.4,❌,❌,—
ALKA,47.6,❌,❌,❌,❌,34.4,✅,❌,—
NIBAS,47.2,❌,❌,❌,❌,34.6,❌,❌,—
MNDTR,38.7,❌,❌,❌,❌,34.6,❌,❌,—
KRVGD,46.3,❌,❌,❌,❌,34.7,❌,❌,—
PAPIL,42.6,✅,❌,✅,❌,34.8,❌,❌,—
AKYHO,41.2,✅,❌,✅,❌,34.8,✅,❌,—
ARZUM,37.7,✅,❌,✅,❌,35.0,✅,✅,—
SKBNK,46.3,❌,❌,❌,❌,35.2,✅,❌,—
EMKEL,43.1,❌,❌,❌,❌,35.3,❌,❌,—
ISMEN,47.8,❌,❌,❌,❌,35.4,✅,❌,—
EGEEN,38.3,❌,❌,❌,❌,35.5,❌,❌,—
FENER,34.6,✅,✅,✅,❌,35.7,✅,✅,—
YKSLN,33.8,❌,❌,❌,❌,35.7,✅,✅,—
ATAGY,44.4,❌,❌,❌,❌,35.7,❌,❌,—
DESA,44.9,✅,❌,✅,✅,35.8,❌,❌,—
ERBOS,44.0,✅,❌,✅,✅,35.9,✅,❌,—
VKFYO,46.6,❌,❌,❌,❌,35.9,❌,❌,—
OYLUM,44.8,❌,❌,❌,❌,36.0,❌,❌,—
KZGYO,41.3,❌,❌,❌,❌,36.0,❌,❌,—
MARTI,37.3,❌,❌,❌,❌,36.1,❌,❌,—
KAYSE,41.5,❌,❌,❌,❌,36.2,✅,❌,—
MRGYO,43.0,✅,❌,✅,❌,36.2,✅,✅,—
DERHL,46.2,✅,❌,✅,❌,36.6,✅,✅,—
KSTUR,43.4,❌,❌,❌,❌,36.6,❌,❌,—
ADESE,45.2,✅,❌,✅,❌,36.7,✅,✅,—
SNGYO,46.7,✅,❌,✅,❌,36.8,❌,❌,—
CEMTS,46.3,✅,❌,✅,✅,36.9,✅,❌,—
BLCYT,45.4,✅,❌,✅,❌,36.9,✅,✅,—
VKING,42.1,❌,❌,❌,❌,36.9,❌,❌,—
MEGMT,50.6,❌,❌,❌,❌,37.0,❌,❌,—
CASA,41.6,✅,❌,✅,❌,37.0,❌,❌,—
SRVGY,40.9,✅,❌,✅,❌,37.1,❌,❌,—
OYYAT,47.5,✅,❌,✅,❌,37.2,✅,❌,—
GLCVY,47.4,✅,❌,✅,❌,37.2,✅,❌,—
ULAS,45.8,✅,❌,✅,❌,37.3,❌,❌,—
IHEVA,45.5,✅,❌,✅,❌,37.3,❌,❌,—
SANKO,45.3,✅,❌,✅,❌,37.4,✅,❌,—
TLMAN,44.6,✅,❌,✅,❌,37.4,✅,❌,—
ARENA,43.3,❌,❌,❌,❌,37.4,✅,❌,—
RTALB,47.2,❌,❌,❌,❌,37.4,✅,❌,—
CMENT,43.0,❌,❌,❌,✅,37.4,❌,❌,—
KUTPO,47.4,✅,❌,✅,❌,37.7,❌,❌,—
HATEK,44.0,❌,❌,❌,❌,37.7,✅,❌,—
ATAKP,41.6,❌,❌,❌,❌,37.7,✅,❌,—
KONKA,44.4,✅,❌,✅,❌,37.8,✅,❌,—
BTCIM,50.6,❌,❌,❌,❌,37.8,✅,❌,—
CEMAS,46.2,✅,❌,✅,❌,37.9,✅,✅,—
ANGEN,39.8,❌,❌,❌,❌,37.9,✅,❌,—
LUKSK,47.6,❌,❌,❌,✅,37.9,❌,❌,—
BIZIM,42.6,❌,❌,❌,❌,37.9,❌,❌,—
ISSEN,39.8,✅,❌,✅,❌,38.0,❌,❌,—
HLGYO,56.1,❌,❌,❌,✅,38.1,❌,❌,—
SISE,48.3,❌,❌,❌,❌,38.1,❌,❌,—
ELITE,44.9,❌,❌,❌,❌,38.2,✅,❌,—
TUCLK,37.6,✅,❌,✅,❌,38.3,✅,✅,—
TEKTU,46.6,❌,❌,❌,❌,38.3,❌,❌,—
ERCB,35.7,❌,❌,❌,❌,38.3,❌,❌,—
FROTO,46.5,❌,❌,❌,❌,38.4,✅,✅,—
KENT,36.9,✅,❌,✅,❌,38.5,❌,✅,—
SELVA,44.8,❌,❌,❌,❌,38.6,❌,❌,—
KLGYO,46.4,✅,❌,✅,✅,38.6,✅,✅,—
DAPGM,47.2,❌,❌,❌,❌,38.6,❌,❌,—
LKMNH,46.8,❌,❌,❌,✅,38.6,✅,❌,—
KLKIM,46.8,✅,❌,✅,❌,38.7,✅,✅,—
SILVR,44.9,❌,❌,❌,❌,38.7,❌,❌,—
IDGYO,45.2,❌,❌,❌,❌,38.7,❌,❌,—
MEDTR,41.9,✅,❌,✅,❌,38.7,✅,❌,—
DITAS,48.1,✅,❌,✅,❌,38.8,❌,❌,—
YATAS,48.3,✅,❌,✅,❌,38.8,❌,❌,—
KARSN,45.7,❌,❌,❌,❌,38.9,❌,❌,—
YONGA,42.8,❌,❌,❌,❌,38.9,✅,❌,—
ORCAY,35.9,❌,✅,❌,❌,38.9,✅,❌,—
GOKNR,44.3,❌,❌,❌,❌,38.9,✅,❌,—
MNDRS,47.2,✅,❌,✅,❌,39.0,✅,✅,—
KIMMR,53.4,❌,❌,❌,✅,39.0,✅,❌,—
SUWEN,39.9,✅,❌,✅,❌,39.0,❌,❌,—
SAFKR,52.0,❌,❌,❌,❌,39.0,❌,❌,—
BURCE,51.9,❌,❌,❌,❌,39.0,✅,❌,—
ZEDUR,45.3,❌,❌,❌,❌,39.0,❌,❌,—
TSGYO,43.3,✅,❌,✅,❌,39.1,✅,❌,—
MMCAS,48.7,❌,❌,❌,❌,39.2,❌,❌,—
GLRYH,44.8,✅,❌,✅,❌,39.4,✅,✅,—
PARSN,43.6,❌,❌,❌,❌,39.4,✅,❌,—
MIATK,45.5,✅,❌,✅,❌,39.4,❌,❌,—
BRYAT,46.5,✅,❌,✅,❌,39.5,✅,❌,—
BIENY,33.5,✅,❌,✅,❌,39.5,✅,✅,—
KLSER,27.5,❌,✅,❌,❌,39.7,❌,❌,—
LYDYE,50.9,❌,❌,❌,❌,39.7,❌,❌,—
HUBVC,48.6,❌,❌,❌,❌,39.8,❌,❌,—
GRNYO,52.3,❌,❌,❌,❌,39.8,❌,❌,—
KRSTL,51.0,❌,❌,❌,❌,39.8,❌,❌,—
HALKB,55.1,❌,❌,❌,❌,39.9,❌,❌,—
PRKAB,48.0,❌,❌,❌,❌,39.9,❌,❌,—
ULKER,47.7,✅,❌,✅,❌,40.0,✅,✅,—
DOFER,44.2,✅,❌,✅,❌,40.0,✅,✅,—
SMART,46.3,✅,❌,✅,❌,40.0,❌,❌,—
VKGYO,53.9,❌,❌,❌,✅,40.1,❌,❌,—
PLTUR,46.6,❌,❌,❌,❌,40.1,❌,❌,—
INVEO,45.2,❌,❌,❌,✅,40.1,❌,❌,—
HEKTS,34.3,❌,✅,❌,❌,40.1,✅,❌,—
ALKIM,46.9,✅,❌,✅,✅,40.2,✅,❌,—
IZINV,49.7,❌,❌,❌,❌,40.3,✅,❌,—
AGYO,49.3,❌,❌,❌,❌,40.4,❌,❌,—
POLTK,40.0,❌,❌,❌,❌,40.4,❌,❌,—
BFREN,33.8,✅,✅,✅,❌,40.6,✅,✅,—
ENKAI,59.1,❌,❌,❌,❌,40.7,❌,❌,—
AKFGY,52.3,❌,❌,❌,❌,40.9,❌,❌,—
RUZYE,48.9,✅,❌,✅,❌,40.9,✅,✅,—
GWIND,47.1,❌,❌,❌,❌,41.0,✅,❌,—
DZGYO,49.8,❌,❌,❌,✅,41.0,❌,❌,—
SNICA,35.5,❌,❌,❌,❌,41.0,✅,❌,—
PNSUT,48.8,❌,❌,❌,❌,41.0,✅,❌,—
TTKOM,52.7,✅,❌,✅,✅,41.2,❌,❌,—
BEYAZ,47.8,❌,❌,❌,❌,41.2,✅,❌,—
AYCES,47.8,❌,❌,❌,❌,41.3,❌,❌,—
TTRAK,40.8,✅,❌,✅,❌,41.3,✅,✅,—
KONYA,38.8,✅,❌,✅,❌,41.3,❌,✅,—
HTTBT,48.5,✅,❌,✅,❌,41.3,❌,❌,—
TATEN,45.1,❌,❌,❌,❌,41.4,✅,❌,—
SASA,39.6,❌,❌,❌,❌,41.4,❌,❌,—
UMPAS,56.5,❌,❌,❌,❌,41.4,❌,✅,—
ALGYO,48.7,✅,❌,✅,❌,41.4,❌,❌,—
OZKGY,49.9,❌,❌,❌,✅,41.4,❌,❌,—
CIMSA,52.7,✅,❌,✅,❌,41.5,✅,❌,—
KUYAS,58.4,❌,❌,❌,✅,41.6,❌,❌,—
LINK,42.5,❌,❌,❌,❌,41.7,❌,❌,—
MGROS,55.4,❌,❌,❌,❌,41.7,✅,❌,—
PENGD,52.4,❌,❌,❌,✅,41.8,✅,❌,—
BRKVY,50.2,✅,❌,✅,❌,41.8,✅,❌,—
MAGEN,55.5,❌,❌,❌,❌,41.9,✅,❌,—
BRISA,48.3,❌,❌,❌,❌,41.9,❌,❌,—
OYAYO,53.6,✅,❌,✅,✅,42.0,❌,❌,—
BVSAN,50.1,❌,❌,❌,❌,42.1,❌,❌,—
KFEIN,47.5,❌,❌,❌,❌,42.2,❌,❌,—
ESEN,45.0,✅,❌,✅,❌,42.2,✅,✅,—
CRDFA,61.7,❌,❌,❌,✅,42.2,❌,❌,—
YAPRK,42.9,✅,❌,✅,❌,42.2,❌,❌,—
SAMAT,43.8,✅,❌,✅,❌,42.3,✅,❌,—
ATLAS,50.8,❌,❌,❌,❌,42.3,✅,❌,—
PAMEL,43.4,❌,❌,❌,❌,42.3,❌,❌,—
SUMAS,47.5,❌,❌,❌,❌,42.4,❌,❌,—
ISCTR,50.1,✅,❌,✅,✅,42.5,✅,❌,—
KAPLM,55.7,❌,❌,❌,❌,42.5,❌,❌,—
AZTEK,45.7,❌,❌,❌,❌,42.6,❌,❌,—
PENTA,43.1,✅,✅,✅,❌,42.6,❌,❌,—
CLEBI,48.2,✅,❌,✅,❌,42.6,✅,✅,—
AVHOL,47.3,❌,❌,❌,❌,42.6,❌,❌,—
MAKIM,44.4,❌,❌,❌,❌,42.6,❌,❌,—
AFYON,51.4,❌,❌,❌,✅,42.6,❌,❌,—
OTKAR,42.5,✅,❌,✅,❌,42.8,✅,✅,—
MAVI,51.4,❌,❌,❌,❌,42.8,❌,❌,—
GZNMI,43.3,✅,❌,✅,❌,42.8,✅,✅,—
ALCAR,42.4,❌,❌,❌,❌,42.8,❌,❌,—
ISKPL,50.8,✅,❌,✅,❌,42.8,❌,❌,—
DENGE,44.9,❌,❌,❌,❌,42.9,✅,✅,—
IZENR,48.5,❌,❌,❌,❌,43.0,❌,❌,—
SOKE,50.8,❌,❌,❌,❌,43.0,❌,❌,—
YYLGD,47.5,✅,❌,✅,❌,43.0,✅,❌,—
ULUFA,54.9,✅,❌,✅,❌,43.3,❌,❌,—
TUREX,45.9,✅,❌,✅,❌,43.4,✅,✅,—
AGROT,36.3,✅,✅,✅,❌,43.5,✅,✅,—
LYDHO,58.3,❌,❌,❌,✅,43.5,❌,❌,—
FLAP,50.9,✅,❌,✅,❌,43.5,❌,❌,—
CMBTN,41.0,✅,❌,✅,❌,43.5,❌,✅,—
HDFGS,50.0,❌,❌,❌,✅,43.6,✅,❌,—
MARBL,44.8,✅,❌,✅,❌,43.7,❌,❌,—
ALCTL,50.9,❌,❌,❌,❌,43.7,❌,❌,—
AVOD,51.1,✅,❌,✅,❌,43.7,❌,❌,—
KLNMA,43.3,❌,✅,❌,❌,43.8,✅,❌,—
VERTU,48.3,✅,❌,✅,❌,43.8,✅,❌,—
NUHCM,48.6,❌,❌,❌,❌,43.8,❌,❌,—
ONCSM,56.2,❌,❌,❌,✅,43.9,❌,❌,—
IZFAS,60.5,❌,❌,❌,❌,44.0,❌,❌,—
DESPC,46.5,❌,❌,❌,❌,44.0,✅,❌,—
TSKB,50.6,✅,❌,✅,❌,44.0,✅,❌,—
TERA,55.3,✅,❌,✅,✅,44.1,✅,✅,—
EUYO,53.2,❌,❌,❌,❌,44.2,❌,❌,—
YAYLA,49.3,✅,❌,✅,❌,44.3,❌,✅,—
BRKSN,48.3,✅,❌,✅,❌,44.3,❌,❌,—
ECILC,53.4,✅,❌,✅,✅,44.4,✅,✅,—
KTSKR,54.1,❌,❌,❌,❌,44.4,❌,❌,—
PINSU,56.1,✅,❌,✅,✅,44.6,✅,❌,—
FRIGO,53.3,✅,❌,✅,❌,44.6,❌,✅,—
VAKKO,50.1,✅,❌,✅,✅,44.7,❌,❌,—
A1YEN,50.3,✅,❌,✅,❌,44.8,✅,❌,—
KOPOL,46.3,✅,❌,✅,❌,44.8,❌,❌,—
TDGYO,48.7,❌,❌,❌,❌,44.9,❌,✅,—
BANVT,43.6,✅,❌,✅,❌,45.0,❌,❌,—
MAALT,51.6,✅,❌,✅,❌,45.1,❌,❌,—
BAKAB,52.1,❌,❌,❌,❌,45.1,❌,❌,—
