Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
KUTPO,46.6,33.8,❌,❌,❌,97.6,✅,—
ADESE,44.6,33.8,❌,✅,❌,74.8,❌,—
MEDTR,39.8,33.8,❌,❌,❌,76.7,❌,—
MEKAG,42.5,33.8,❌,✅,❌,32.4,❌,—
ATAKP,37.9,33.9,❌,❌,❌,47.3,❌,—
SOKE,43.3,33.9,❌,❌,❌,88.0,❌,—
CEMTS,45.7,33.9,❌,❌,❌,97.5,✅,—
PARSN,41.4,33.9,❌,❌,❌,98.9,✅,—
ALKA,47.3,33.9,❌,❌,❌,98.3,✅,—
YATAS,45.2,34.0,❌,❌,❌,97.5,✅,—
MEGMT,48.5,34.0,❌,❌,❌,83.4,❌,—
EUREN,37.0,34.0,❌,✅,❌,-9.2,❌,—
IHLGM,43.6,34.0,❌,✅,❌,96.7,✅,—
MZHLD,40.0,34.1,❌,❌,❌,98.0,✅,—
TATEN,39.8,34.1,❌,❌,❌,12.4,❌,—
LUKSK,46.0,34.2,❌,❌,❌,97.7,✅,—
LKMNH,44.7,34.2,❌,❌,❌,99.3,✅,—
CONSE,36.2,34.4,❌,❌,❌,87.9,❌,—
OBAMS,,34.4,❌,✅,❌,-351.4,❌,—
IZINV,45.2,34.5,❌,❌,❌,92.5,❌,—
REEDR,,34.6,❌,❌,❌,-2089.5,❌,—
OYLUM,43.9,34.6,❌,❌,❌,97.4,✅,—
BRYAT,45.2,34.6,❌,❌,❌,98.8,✅,—
KIMMR,50.4,34.7,❌,❌,❌,93.9,❌,—
VSNMD,,34.7,❌,❌,❌,-174.0,❌,—
EGEEN,37.8,34.7,❌,✅,❌,99.0,✅,—
ORCAY,35.6,34.8,❌,❌,❌,48.7,❌,—
BIGCH,,34.9,❌,❌,❌,27.4,❌,—
BALSU,,34.9,❌,❌,❌,-492.5,❌,—
DAPGM,45.6,34.9,❌,❌,❌,81.7,❌,—
DITAS,44.4,34.9,❌,❌,❌,88.6,❌,—
FENER,34.5,35.0,❌,✅,❌,25.7,❌,—
VERTU,45.7,35.0,❌,❌,❌,93.0,❌,—
TLMAN,44.3,35.0,❌,❌,❌,98.0,✅,—
ARENA,42.0,35.1,❌,❌,❌,98.0,✅,—
SELVA,43.2,35.1,❌,❌,❌,-152.2,❌,—
SRVGY,40.3,35.2,❌,❌,❌,94.6,❌,—
RUZYE,46.4,35.3,❌,❌,❌,72.0,❌,—
BRISA,46.2,35.3,❌,❌,❌,98.4,✅,—
DOFER,41.5,35.3,❌,❌,❌,49.5,❌,—
OYYAT,46.2,35.3,❌,❌,❌,97.5,✅,—
PRKAB,46.0,35.4,❌,❌,❌,93.6,❌,—
BURCE,49.4,35.4,❌,❌,❌,97.5,✅,—
BFREN,33.1,35.5,❌,✅,❌,98.7,✅,—
ELITE,43.3,35.5,❌,❌,❌,90.5,❌,—
ERCB,35.1,35.5,❌,❌,❌,-33.6,❌,—
YUNSA,49.9,35.6,❌,❌,❌,97.7,✅,—
KAPLM,52.6,35.6,❌,❌,❌,98.0,✅,—
SILVR,43.4,35.7,❌,❌,❌,99.4,✅,—
KRSTL,49.4,35.8,❌,❌,❌,98.5,✅,—
TUCLK,37.8,35.9,❌,✅,❌,93.9,❌,—
PAMEL,41.3,36.0,❌,❌,❌,88.9,❌,—
SMRVA,,36.1,❌,✅,❌,-175.0,❌,—
DESA,45.8,36.1,❌,❌,❌,99.8,✅,—
SKBNK,46.5,36.2,❌,❌,❌,95.6,✅,—
MAKTK,46.0,36.2,❌,❌,❌,97.7,✅,—
COSMO,44.8,36.2,❌,✅,❌,74.6,❌,—
IZENR,41.4,36.3,❌,❌,❌,67.8,❌,—
POLTK,38.3,36.3,❌,❌,❌,64.6,❌,—
UCAYM,,36.3,❌,❌,❌,16.5,❌,—
VKFYO,46.1,36.3,❌,❌,❌,92.6,❌,—
MMCAS,48.2,36.3,❌,❌,❌,89.8,❌,—
FROTO,46.9,36.3,❌,❌,❌,90.0,❌,—
SNICA,33.3,36.4,❌,❌,❌,-196.2,❌,—
BORLS,,36.5,❌,❌,❌,-240.4,❌,—
TUREX,44.5,36.5,❌,❌,❌,-0.1,❌,—
AZTEK,43.3,36.5,❌,❌,❌,80.1,❌,—
PAHOL,,36.6,❌,❌,❌,,❌,—
BEYAZ,45.4,36.6,❌,❌,❌,88.7,❌,—
ONCSM,47.4,36.7,❌,❌,❌,89.7,❌,—
CASA,41.4,36.7,✅,✅,✅,-26.7,❌,—
MGROS,51.1,36.7,❌,❌,❌,97.7,✅,—
IDGYO,44.3,36.7,❌,❌,❌,89.1,❌,—
KLRHO,,36.8,❌,✅,❌,18.3,❌,—
ZERGY,,36.9,❌,✅,❌,,❌,—
ULKER,47.0,37.0,❌,❌,❌,84.3,❌,—
KBORU,,37.0,❌,❌,❌,89.4,❌,—
IHEVA,44.9,37.0,❌,❌,❌,98.9,✅,—
ORMA,46.8,37.1,❌,❌,❌,88.9,❌,—
BERA,44.4,37.1,❌,❌,❌,88.3,❌,—
SMART,44.9,37.2,❌,❌,❌,96.4,✅,—
HEKTS,34.6,37.2,❌,❌,❌,84.3,❌,—
PENGD,50.7,37.3,❌,❌,❌,95.9,✅,—
SKYLP,48.7,37.4,❌,❌,❌,96.0,✅,—
EGEPO,61.5,37.4,❌,❌,❌,95.0,✅,—
ISYAT,44.5,37.4,❌,❌,❌,97.3,✅,—
TKNSA,41.6,37.5,❌,❌,❌,96.3,✅,—
ZEDUR,43.9,37.5,❌,❌,❌,90.5,❌,—
AKFGY,50.4,37.5,❌,❌,❌,93.4,❌,—
TTKOM,51.1,37.7,❌,❌,❌,94.1,❌,—
INVEO,44.0,37.7,❌,❌,❌,95.8,✅,—
CLEBI,46.0,37.7,❌,❌,❌,97.9,✅,—
AHSGY,,37.8,❌,❌,❌,90.9,❌,—
KLKIM,45.9,37.8,❌,✅,❌,95.7,✅,—
LINK,41.4,37.8,❌,❌,❌,91.6,❌,—
GLRYH,43.3,37.9,❌,❌,❌,92.8,❌,—
SISE,52.1,37.9,❌,❌,❌,94.1,❌,—
AVHOL,44.5,37.9,❌,❌,❌,82.3,❌,—
ULAS,45.8,38.0,✅,✅,✅,96.3,✅,🟢
GZNMI,41.5,38.0,❌,❌,❌,96.5,✅,—
KFEIN,46.2,38.0,❌,❌,❌,91.7,❌,—
CGCAM,,38.1,❌,❌,❌,89.5,❌,—
MAVI,49.3,38.1,❌,❌,❌,88.6,❌,—
ALKIM,46.6,38.1,❌,❌,❌,96.7,✅,—
GLCVY,47.1,38.1,❌,✅,❌,82.8,❌,—
CEMAS,46.8,38.1,❌,❌,❌,94.1,❌,—
BAKAB,47.7,38.2,❌,❌,❌,96.4,✅,—
GRTHO,,38.2,❌,❌,❌,65.8,❌,—
YYLGD,46.3,38.3,❌,❌,❌,48.8,❌,—
TEKTU,46.1,38.4,❌,❌,❌,95.3,✅,—
GWIND,46.2,38.4,❌,❌,❌,63.3,❌,—
CIMSA,51.9,38.4,❌,❌,❌,98.1,✅,—
ALFAS,43.2,38.4,❌,❌,❌,77.2,❌,—
ESEN,44.5,38.5,❌,✅,❌,69.5,❌,—
ATLAS,47.8,38.6,❌,❌,❌,97.8,✅,—
BIZIM,43.2,38.6,❌,❌,❌,97.0,✅,—
GOLTS,45.3,38.6,❌,❌,❌,97.5,✅,—
BAYRK,45.5,38.8,❌,❌,❌,97.9,✅,—
HEDEF,48.8,38.9,❌,❌,❌,97.9,✅,—
HTTBT,46.9,38.9,❌,❌,❌,85.8,❌,—
OSMEN,36.9,38.9,❌,❌,❌,61.8,❌,—
SAMAT,43.0,39.0,❌,❌,❌,97.6,✅,—
TSGYO,42.7,39.1,❌,❌,❌,95.5,✅,—
A1YEN,47.5,39.1,❌,❌,❌,91.7,❌,—
KOPOL,42.9,39.1,❌,❌,❌,85.6,❌,—
OYAYO,50.0,39.2,❌,❌,❌,97.2,✅,—
KAREL,44.2,39.3,❌,❌,❌,94.0,❌,—
VAKFA,,39.4,❌,✅,❌,,❌,—
KENT,36.8,39.4,❌,✅,❌,70.8,❌,—
AGYO,48.6,39.5,❌,❌,❌,98.0,✅,—
MEYSU,,39.6,❌,❌,❌,82.5,❌,—
MERCN,49.0,39.6,❌,❌,❌,55.9,❌,—
SUMAS,45.5,39.7,❌,❌,❌,88.7,❌,—
HUBVC,47.6,39.7,✅,❌,✅,92.4,❌,—
ICUGS,50.7,39.8,❌,❌,❌,96.5,✅,—
SMRTG,44.1,39.8,❌,❌,❌,84.1,❌,—
PAPIL,44.2,39.9,❌,✅,❌,88.9,❌,—
PEKGY,53.4,39.9,❌,❌,❌,94.7,❌,—
SEYKM,44.8,39.9,❌,❌,❌,77.2,❌,—
JANTS,40.4,40.1,❌,✅,❌,92.0,❌,—
MIATK,47.9,40.1,✅,❌,✅,64.0,❌,—
YAPRK,42.2,40.1,❌,❌,❌,66.9,❌,—
KLMSN,48.4,40.2,❌,❌,❌,98.7,✅,—
ALCTL,48.3,40.2,❌,❌,❌,98.5,✅,—
BVSAN,53.4,40.2,❌,❌,❌,39.7,❌,—
BANVT,42.4,40.3,❌,❌,❌,98.5,✅,—
KTSKR,51.2,40.3,❌,❌,❌,95.6,✅,—
MAKIM,42.6,40.3,❌,❌,❌,97.4,✅,—
EKSUN,44.9,40.4,❌,❌,❌,-5940.2,❌,—
BIENY,33.8,40.5,❌,✅,❌,39.7,❌,—
MAGEN,54.2,40.6,❌,❌,❌,96.7,✅,—
SNGYO,47.2,40.6,❌,❌,❌,96.5,✅,—
ISSEN,41.2,40.6,✅,✅,✅,76.3,❌,—
VKGYO,54.2,40.6,❌,❌,❌,98.9,✅,—
ACSEL,49.3,40.7,❌,❌,❌,93.8,❌,—
EUHOL,49.1,40.7,❌,❌,❌,97.9,✅,—
CANTE,41.3,40.7,✅,✅,✅,39.6,❌,—
MHRGY,,40.8,✅,❌,✅,-87.1,❌,—
ULUFA,53.2,40.9,✅,❌,✅,89.6,❌,—
BLCYT,47.9,40.9,❌,✅,❌,85.1,❌,—
CRDFA,59.9,40.9,❌,❌,❌,95.5,✅,—
OTKAR,41.6,41.0,❌,✅,❌,99.6,✅,—
LILAK,,41.0,❌,❌,❌,58.0,❌,—
KAYSE,43.5,41.0,❌,❌,❌,89.1,❌,—
ALCAR,41.4,41.1,❌,❌,❌,99.4,✅,—
AKSUE,58.3,41.1,❌,❌,❌,95.3,✅,—
AYCES,47.2,41.1,❌,❌,❌,82.7,❌,—
HATEK,44.9,41.1,❌,❌,❌,85.1,❌,—
VESBE,33.8,41.1,✅,✅,✅,94.9,❌,—
DOFRB,,41.2,❌,❌,❌,87.8,❌,—
ALGYO,47.9,41.2,❌,❌,❌,92.3,❌,—
ISKPL,49.0,41.3,❌,❌,❌,92.2,❌,—
ISMEN,48.8,41.3,✅,✅,✅,94.8,❌,—
CMBTN,39.8,41.3,❌,❌,❌,97.5,✅,—
PNLSN,47.2,41.3,❌,❌,❌,91.9,❌,—
NUHCM,48.5,41.3,❌,❌,❌,95.7,✅,—
PINSU,55.2,41.3,❌,❌,❌,97.5,✅,—
EGEGY,,41.4,❌,❌,❌,90.0,❌,—
QUAGR,42.9,41.4,❌,❌,❌,68.2,❌,—
TCELL,54.1,41.4,❌,❌,❌,86.4,❌,—
MTRYO,51.6,41.6,❌,❌,❌,97.1,✅,—
HDFGS,49.3,41.6,❌,❌,❌,92.0,❌,—
BURVA,54.4,41.6,❌,❌,❌,99.8,✅,—
UMPAS,56.5,41.6,❌,✅,❌,3.7,❌,—
OBASE,52.9,41.9,❌,❌,❌,98.5,✅,—
PENTA,43.1,41.9,❌,❌,❌,-96.7,❌,—
GSRAY,34.2,42.0,❌,✅,❌,22.2,❌,—
GLBMD,50.0,42.0,❌,❌,❌,94.1,❌,—
INTEM,49.7,42.1,❌,❌,❌,99.0,✅,—
GSDHO,52.7,42.1,❌,❌,❌,99.5,✅,—
ENTRA,,42.1,❌,❌,❌,-40068.2,❌,—
TTRAK,41.2,42.2,❌,✅,❌,92.7,❌,—
YAYLA,49.6,42.2,✅,❌,✅,98.4,✅,—
LYDYE,50.0,42.3,✅,✅,✅,99.8,✅,🟢
ECILC,51.4,42.3,❌,✅,❌,97.1,✅,—
DYOBY,46.7,42.4,❌,❌,❌,97.8,✅,—
IHAAS,52.2,42.4,❌,❌,❌,90.9,❌,—
SASA,42.2,42.4,❌,❌,❌,95.2,✅,—
AFYON,51.1,42.5,❌,❌,❌,99.3,✅,—
EUYO,51.2,42.6,❌,❌,❌,97.2,✅,—
ONRYT,,42.6,❌,❌,❌,33.8,❌,—
GEDIK,54.8,42.6,❌,❌,❌,96.4,✅,—
DOAS,51.5,42.6,❌,❌,❌,98.3,✅,—
DESPC,46.9,42.7,❌,❌,❌,97.2,✅,—
GRSEL,54.8,42.8,❌,❌,❌,86.5,❌,—
INGRM,49.7,42.8,❌,❌,❌,97.9,✅,—
KLNMA,43.1,42.9,❌,❌,❌,96.3,✅,—
MNDRS,48.3,42.9,❌,✅,❌,99.5,✅,—
QNBFK,43.8,42.9,❌,❌,❌,93.8,❌,—
LIDFA,57.8,42.9,❌,❌,❌,96.5,✅,—
VAKKO,50.5,42.9,❌,❌,❌,99.3,✅,—
PLTUR,48.8,42.9,❌,❌,❌,98.0,✅,—
DZGYO,50.9,43.0,✅,❌,✅,96.5,✅,—
MEPET,61.1,43.0,❌,❌,❌,99.4,✅,—
SARKY,54.5,43.0,❌,❌,❌,93.1,❌,—
AYEN,55.2,43.1,❌,❌,❌,99.0,✅,—
EGSER,46.3,43.1,❌,❌,❌,98.7,✅,—
DOGUB,56.3,43.2,✅,❌,✅,98.7,✅,—
INTEK,42.1,43.2,❌,❌,❌,59.5,❌,—
MARMR,,43.3,❌,❌,❌,-420.4,❌,—
IZFAS,59.1,43.3,❌,❌,❌,97.3,✅,—
HOROZ,,43.4,❌,❌,❌,75.3,❌,—
TSKB,51.0,43.6,❌,❌,❌,98.8,✅,—
GLRMK,,43.7,❌,❌,❌,60.3,❌,—
MERIT,51.9,43.7,❌,❌,❌,76.4,❌,—
FRMPL,,43.8,❌,❌,❌,-66.8,❌,—
LOGO,53.9,43.8,❌,❌,❌,97.7,✅,—
DMSAS,48.9,43.8,❌,❌,❌,99.4,✅,—
DOKTA,47.1,43.9,❌,❌,❌,99.7,✅,—
BESLR,48.9,43.9,❌,❌,❌,97.9,✅,—
ULUSE,52.9,43.9,❌,❌,❌,97.1,✅,—
KLGYO,47.7,43.9,❌,✅,❌,96.4,✅,—
TMPOL,55.2,43.9,❌,❌,❌,94.5,❌,—
AEFES,54.6,44.0,✅,❌,✅,92.9,❌,—
GEDZA,51.5,44.1,❌,❌,❌,96.3,✅,—
BAGFS,48.8,44.2,❌,✅,❌,97.7,✅,—
NETCD,,44.2,❌,❌,❌,13.4,❌,—
DERIM,51.5,44.2,❌,❌,❌,99.7,✅,—
ATEKS,48.2,44.3,❌,❌,❌,98.9,✅,—
MARBL,43.6,44.3,❌,❌,❌,69.7,❌,—
GESAN,53.3,44.3,❌,❌,❌,95.7,✅,—
ISBIR,43.7,44.3,❌,✅,❌,-13.6,❌,—
ISGSY,59.1,44.4,✅,❌,✅,98.3,✅,—
SUNTK,49.6,44.4,❌,❌,❌,90.0,❌,—
PATEK,45.8,44.4,❌,❌,❌,95.7,✅,—
DGATE,59.4,44.4,❌,❌,❌,99.5,✅,—
THYAO,53.2,44.4,❌,❌,❌,99.8,✅,—
EPLAS,48.1,44.6,❌,❌,❌,93.6,❌,—
SUWEN,42.5,44.7,✅,✅,✅,87.5,❌,—
BNTAS,44.7,44.8,❌,❌,❌,98.1,✅,—
SANKO,47.0,44.8,✅,✅,✅,98.9,✅,🟢
AKENR,49.7,44.8,❌,❌,❌,96.5,✅,—
CWENE,55.1,45.0,❌,❌,❌,68.1,❌,—
ASGYO,,45.1,❌,❌,❌,-63.0,❌,—
NUGYO,51.1,45.1,❌,❌,❌,95.7,✅,—
MAALT,51.2,45.2,❌,❌,❌,98.1,✅,—
BRKSN,48.4,45.3,❌,❌,❌,93.7,❌,—
ECZYT,58.0,45.3,❌,❌,❌,99.3,✅,—
DNISI,50.7,45.3,❌,❌,❌,99.0,✅,—
SERNT,,45.4,✅,✅,✅,,❌,—
ODINE,,45.4,❌,❌,❌,96.6,✅,—
TDGYO,49.2,45.4,✅,✅,✅,86.1,❌,—
GARFA,52.4,45.4,❌,❌,❌,99.3,✅,—
NIBAS,52.6,45.5,❌,✅,❌,64.5,❌,—
DGNMO,49.1,45.5,❌,❌,❌,98.2,✅,—
ANSGR,58.9,45.5,❌,❌,❌,99.4,✅,—
ADEL,43.7,45.6,❌,❌,❌,82.1,❌,—
RNPOL,55.9,45.6,❌,❌,❌,85.2,❌,—
CEOEM,48.3,45.7,❌,❌,❌,95.8,✅,—
MSGYO,56.4,45.7,✅,❌,✅,99.2,✅,—
YIGIT,,45.8,❌,✅,❌,29.7,❌,—
TAVHL,54.1,45.8,❌,❌,❌,99.4,✅,—
DENGE,47.8,45.8,❌,✅,❌,89.3,❌,—
AKSA,54.5,45.8,❌,❌,❌,98.6,✅,—
PNSUT,54.4,45.8,✅,✅,✅,96.6,✅,🟢
OZGYO,61.3,45.9,❌,❌,❌,99.6,✅,—
EMNIS,43.9,46.0,✅,❌,✅,98.6,✅,—
ECOGR,,46.0,❌,❌,❌,-239.9,❌,—
SEGMN,,46.0,❌,❌,❌,97.5,✅,—
EYGYO,,46.1,❌,✅,❌,-134.1,❌,—
ENKAI,63.7,46.2,❌,❌,❌,96.2,✅,—
ISCTR,51.6,46.2,✅,✅,✅,93.3,❌,—
SKTAS,45.3,46.2,✅,✅,✅,100.0,✅,🟢
BRMEN,53.4,46.2,❌,❌,❌,99.5,✅,—
KMPUR,47.8,46.2,❌,❌,❌,94.0,❌,—
BYDNR,55.6,46.3,❌,❌,❌,86.8,❌,—
HLGYO,59.0,46.4,✅,❌,✅,99.7,✅,—
ISFIN,58.0,46.4,❌,❌,❌,99.9,✅,—
YEOTK,59.5,46.4,❌,❌,❌,97.2,✅,—
TOASO,59.1,46.5,✅,❌,✅,86.3,❌,—
TABGD,57.6,46.5,❌,❌,❌,93.8,❌,—
BASCM,53.0,46.6,❌,❌,❌,97.0,✅,—
FRIGO,53.4,46.6,❌,✅,❌,96.7,✅,—
GATEG,64.4,46.6,❌,❌,❌,99.4,✅,—
DGGYO,50.2,46.6,❌,❌,❌,100.0,✅,—
FMIZP,49.7,46.6,❌,❌,❌,99.4,✅,—
OZYSR,,46.7,❌,❌,❌,97.1,✅,—
GOODY,47.0,46.7,✅,❌,✅,94.6,❌,—
KONYA,40.5,46.7,✅,✅,✅,98.5,✅,🟢
BINHO,,46.7,❌,❌,❌,84.5,❌,—
MOGAN,,46.7,❌,❌,❌,81.8,❌,—
INFO,54.5,46.7,❌,❌,❌,83.4,❌,—
AKSEN,64.2,47.0,❌,❌,❌,96.0,✅,—
BASGZ,67.4,47.0,❌,❌,❌,99.3,✅,—
BUCIM,44.1,47.0,❌,✅,❌,98.3,✅,—
GOZDE,50.3,47.1,❌,❌,❌,99.7,✅,—
PSGYO,59.1,47.1,❌,❌,❌,85.9,❌,—
FONET,62.4,47.2,❌,❌,❌,97.6,✅,—
PRDGS,53.6,47.4,❌,❌,❌,92.2,❌,—
ERSU,56.3,47.4,❌,❌,❌,94.9,❌,—
MRSHL,50.7,47.4,❌,❌,❌,98.1,✅,—
TURSG,64.9,47.4,❌,❌,❌,99.2,✅,—
KRDMB,68.6,47.5,❌,❌,❌,99.6,✅,—
OYAKC,52.4,47.5,❌,✅,❌,97.5,✅,—
KNFRT,52.4,47.6,❌,❌,❌,99.8,✅,—
MRGYO,46.2,47.6,❌,✅,❌,87.8,❌,—
GIPTA,,47.7,❌,❌,❌,93.1,❌,—
ESCOM,57.6,47.7,❌,❌,❌,99.2,✅,—
BOSSA,50.6,47.8,❌,❌,❌,99.7,✅,—
FLAP,53.7,47.8,✅,✅,✅,86.6,❌,—
TERA,56.9,47.8,✅,✅,✅,96.7,✅,🟢
EDIP,56.5,47.9,❌,❌,❌,97.8,✅,—
MOBTL,65.8,48.0,❌,❌,❌,99.0,✅,—
NTHOL,53.6,48.0,❌,❌,❌,99.6,✅,—
EUPWR,60.5,48.0,❌,❌,❌,86.4,❌,—
TATGD,49.9,48.1,❌,❌,❌,94.3,❌,—
CUSAN,52.3,48.5,❌,❌,❌,99.5,✅,—
EKGYO,57.2,48.6,❌,✅,❌,97.3,✅,—
ULUUN,58.4,48.6,❌,❌,❌,99.5,✅,—
PETUN,54.8,48.7,✅,✅,✅,97.5,✅,🟢
MACKO,55.8,48.7,❌,❌,❌,82.0,❌,—
HRKET,,48.7,❌,❌,❌,,❌,—
KUYAS,63.5,48.8,✅,✅,✅,100.0,✅,🟢
OZKGY,53.1,48.8,❌,❌,❌,99.9,✅,—
GUNDG,,48.8,❌,❌,❌,97.6,✅,—
BINBN,,49.1,❌,❌,❌,77.7,❌,—
BMSTL,60.6,49.1,❌,❌,❌,97.5,✅,—
BRKO,54.0,49.2,❌,❌,❌,98.3,✅,—
AKFYE,57.5,49.2,❌,❌,❌,-3076.7,❌,—
SANEL,62.9,49.2,❌,❌,❌,95.3,✅,—
AKMGY,59.2,49.2,❌,❌,❌,82.3,❌,—
AVPGY,,49.2,❌,✅,❌,80.9,❌,—
MPARK,60.6,49.3,❌,❌,❌,99.3,✅,—
ANHYT,58.5,49.3,❌,❌,❌,98.9,✅,—
ODAS,55.1,49.4,❌,❌,❌,97.3,✅,—
ISGYO,58.3,49.4,❌,❌,❌,99.6,✅,—
SDTTR,52.7,49.5,❌,❌,❌,92.7,❌,—
NTGAZ,61.3,49.6,❌,❌,❌,97.5,✅,—
GARAN,56.5,49.6,❌,✅,❌,98.8,✅,—
SONME,57.0,49.7,❌,✅,❌,99.5,✅,—
CCOLA,42.1,49.8,✅,❌,✅,97.0,✅,—
PETKM,57.6,49.8,✅,❌,✅,99.9,✅,—
KOCMT,,49.8,❌,❌,❌,42.4,❌,—
YKBNK,55.1,49.9,❌,✅,❌,96.6,✅,—
ICBCT,57.0,50.0,❌,❌,❌,99.6,✅,—
SNPAM,51.2,50.1,✅,✅,✅,99.7,✅,🟢
KCAER,53.9,50.1,❌,❌,❌,97.1,✅,—
PAGYO,70.1,50.2,❌,❌,❌,99.2,✅,—
