Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ISATR,70.9,❌,❌,❌,❌,5.4,❌,✅,—
KRTEK,30.0,❌,❌,❌,❌,15.4,❌,❌,—
FORMT,34.0,❌,❌,❌,❌,19.9,❌,❌,—
MERKO,29.2,❌,❌,❌,❌,20.6,❌,✅,—
SEKFK,34.6,❌,❌,❌,✅,22.6,❌,❌,—
IHYAY,37.8,✅,❌,✅,❌,24.1,❌,❌,—
OTTO,34.7,❌,❌,❌,❌,24.1,❌,❌,—
NATEN,36.4,❌,❌,❌,❌,25.7,❌,❌,—
TEZOL,39.4,❌,❌,❌,❌,25.9,❌,❌,—
IMASM,39.4,❌,❌,❌,❌,26.1,❌,❌,—
TMSN,37.5,❌,❌,❌,✅,26.2,❌,❌,—
BTCIM,44.4,❌,❌,❌,❌,26.7,❌,❌,—
BMSCH,43.0,❌,❌,❌,❌,26.7,❌,❌,—
VAKFN,44.8,❌,❌,❌,❌,26.8,❌,❌,—
MEGAP,38.3,❌,❌,❌,❌,26.8,❌,❌,—
USAK,39.1,❌,❌,❌,❌,27.0,❌,✅,—
EKIZ,43.4,❌,❌,❌,❌,27.7,❌,❌,—
AKYHO,40.0,✅,❌,✅,❌,27.9,❌,❌,—
KATMR,41.3,❌,❌,❌,❌,28.0,❌,❌,—
YBTAS,37.0,❌,❌,❌,❌,28.2,❌,❌,—
IHLAS,39.8,❌,❌,❌,❌,28.3,❌,✅,—
SAFKR,42.7,❌,❌,❌,❌,28.5,❌,❌,—
LIDER,39.8,❌,❌,❌,❌,29.1,❌,❌,—
DARDL,36.0,❌,✅,❌,❌,29.2,❌,❌,—
KZBGY,40.4,❌,❌,❌,❌,29.3,❌,❌,—
RAYSG,37.7,❌,❌,❌,❌,29.5,❌,❌,—
KONKA,38.7,❌,❌,❌,❌,29.6,❌,❌,—
A1CAP,43.2,❌,❌,❌,❌,29.6,❌,❌,—
AGROT,32.1,❌,❌,❌,❌,29.7,❌,❌,—
SODSN,38.8,❌,❌,❌,❌,29.7,❌,❌,—
QNBTR,45.3,❌,❌,❌,❌,29.8,❌,❌,—
CVKMD,44.9,❌,❌,❌,❌,29.9,❌,❌,—
ATAGY,43.0,❌,❌,❌,❌,30.0,❌,❌,—
YKSLN,34.9,✅,✅,✅,❌,30.1,❌,❌,—
KRVGD,45.8,✅,❌,✅,❌,30.3,❌,❌,—
YYAPI,40.3,✅,❌,✅,❌,30.3,❌,✅,—
LRSHO,41.1,❌,❌,❌,❌,30.4,❌,❌,—
YESIL,37.3,❌,❌,❌,❌,30.5,❌,❌,—
ARZUM,36.1,❌,❌,❌,❌,30.5,❌,❌,—
GENTS,43.9,✅,❌,✅,❌,30.6,❌,✅,—
SEGYO,44.2,❌,❌,❌,❌,30.6,❌,❌,—
GOKNR,40.1,❌,❌,❌,❌,30.7,❌,❌,—
UNLU,38.0,❌,❌,❌,❌,30.8,❌,❌,—
EMKEL,41.6,❌,❌,❌,❌,31.1,❌,❌,—
OSTIM,41.1,✅,❌,✅,❌,31.2,❌,❌,—
KONTR,33.6,❌,✅,❌,❌,31.2,❌,✅,—
BSOKE,48.6,❌,❌,❌,✅,31.2,❌,❌,—
PGSUS,38.0,✅,❌,✅,❌,31.5,❌,❌,—
ARCLK,40.4,✅,❌,✅,❌,31.5,❌,❌,—
TRILC,37.3,❌,❌,❌,❌,31.6,❌,✅,—
IHGZT,42.7,❌,❌,❌,❌,31.6,❌,❌,—
AKGRT,47.4,❌,❌,❌,❌,31.6,❌,❌,—
CMENT,40.2,❌,❌,❌,✅,31.7,❌,❌,—
AVTUR,46.4,✅,❌,✅,❌,32.0,❌,❌,—
ENSRI,41.6,❌,❌,❌,❌,32.2,❌,✅,—
RTALB,45.2,❌,❌,❌,❌,32.2,❌,❌,—
GRNYO,46.6,❌,❌,❌,❌,32.3,❌,❌,—
ERBOS,42.3,❌,❌,❌,✅,32.3,❌,❌,—
YONGA,40.7,❌,❌,❌,❌,32.4,❌,❌,—
ZOREN,36.8,✅,❌,✅,❌,32.4,✅,✅,—
ASUZU,42.3,❌,❌,❌,❌,32.5,❌,❌,—
VKING,40.6,❌,❌,❌,❌,32.6,❌,❌,—
PKENT,35.7,❌,❌,❌,❌,32.6,❌,❌,—
DERHL,45.7,❌,❌,❌,❌,32.8,❌,❌,—
MNDTR,39.2,✅,✅,✅,❌,33.0,❌,❌,—
LYDHO,49.2,❌,❌,❌,❌,33.1,❌,❌,—
TUKAS,38.1,✅,✅,✅,❌,33.2,❌,✅,—
ANGEN,38.1,❌,❌,❌,❌,33.2,❌,❌,—
VRGYO,35.3,❌,✅,❌,❌,33.3,❌,✅,—
KSTUR,41.4,❌,❌,❌,❌,33.3,❌,❌,—
KLSER,26.7,❌,✅,❌,❌,33.5,❌,❌,—
KUTPO,46.6,❌,❌,❌,❌,33.8,❌,❌,—
MEDTR,39.7,❌,❌,❌,❌,33.8,❌,❌,—
ADESE,44.5,❌,❌,❌,❌,33.8,❌,✅,—
MEKAG,41.8,✅,❌,✅,❌,33.8,❌,✅,—
PARSN,41.4,❌,❌,❌,❌,33.9,❌,❌,—
ALKA,47.3,❌,❌,❌,❌,33.9,❌,❌,—
SOKE,43.5,❌,❌,❌,❌,33.9,❌,❌,—
ATAKP,37.9,❌,❌,❌,❌,33.9,❌,❌,—
CEMTS,45.7,✅,❌,✅,✅,33.9,❌,❌,—
MEGMT,47.0,✅,❌,✅,❌,34.0,❌,❌,—
IHLGM,43.6,❌,❌,❌,❌,34.0,❌,✅,—
YATAS,45.2,❌,❌,❌,❌,34.0,❌,❌,—
EUREN,36.9,❌,✅,❌,❌,34.0,❌,✅,—
TATEN,40.0,❌,❌,❌,❌,34.1,❌,❌,—
MZHLD,40.0,❌,❌,❌,❌,34.1,❌,❌,—
LUKSK,46.0,✅,❌,✅,✅,34.2,❌,❌,—
LKMNH,44.7,❌,❌,❌,✅,34.2,❌,❌,—
CONSE,36.3,❌,❌,❌,❌,34.4,❌,❌,—
IZINV,45.1,❌,❌,❌,❌,34.5,❌,❌,—
OYLUM,43.9,❌,❌,❌,❌,34.6,❌,❌,—
BRYAT,45.2,❌,❌,❌,❌,34.6,❌,❌,—
EGEEN,37.8,❌,❌,❌,❌,34.7,❌,✅,—
KIMMR,50.4,❌,❌,❌,❌,34.7,❌,❌,—
ORCAY,35.3,❌,✅,❌,❌,34.8,❌,❌,—
DITAS,44.4,❌,❌,❌,❌,34.9,❌,❌,—
DAPGM,45.6,❌,❌,❌,❌,34.9,❌,❌,—
FENER,34.5,❌,✅,❌,❌,35.0,❌,✅,—
TLMAN,44.3,❌,❌,❌,❌,35.0,❌,❌,—
VERTU,45.7,❌,❌,❌,❌,35.0,❌,❌,—
SELVA,43.1,❌,❌,❌,❌,35.1,❌,❌,—
ARENA,42.0,❌,❌,❌,❌,35.1,❌,❌,—
SRVGY,40.3,❌,❌,❌,❌,35.2,❌,❌,—
OYYAT,46.2,❌,❌,❌,❌,35.3,❌,❌,—
BRISA,46.2,❌,❌,❌,❌,35.3,❌,❌,—
RUZYE,46.4,❌,❌,❌,❌,35.3,❌,❌,—
DOFER,42.0,❌,❌,❌,❌,35.3,❌,❌,—
PRKAB,46.0,❌,❌,❌,❌,35.4,❌,❌,—
BURCE,49.4,❌,❌,❌,❌,35.4,❌,❌,—
ERCB,35.2,❌,❌,❌,❌,35.5,❌,❌,—
BFREN,33.1,❌,✅,❌,❌,35.5,❌,✅,—
ELITE,43.3,❌,❌,❌,❌,35.5,❌,❌,—
YUNSA,49.9,❌,❌,❌,✅,35.6,❌,❌,—
KAPLM,52.6,❌,❌,❌,❌,35.6,❌,❌,—
SILVR,43.4,❌,❌,❌,❌,35.7,❌,❌,—
KRSTL,49.4,❌,❌,❌,❌,35.8,❌,❌,—
TUCLK,37.8,✅,❌,✅,❌,35.9,❌,✅,—
PAMEL,41.3,❌,❌,❌,❌,36.0,❌,❌,—
DESA,45.8,❌,❌,❌,✅,36.1,❌,❌,—
SKBNK,46.5,✅,❌,✅,❌,36.2,❌,❌,—
COSMO,44.8,❌,❌,❌,❌,36.2,❌,✅,—
MAKTK,46.0,❌,❌,❌,❌,36.2,❌,❌,—
POLTK,38.3,❌,❌,❌,❌,36.3,❌,❌,—
VKFYO,46.1,❌,❌,❌,❌,36.3,❌,❌,—
MMCAS,48.2,✅,❌,✅,❌,36.3,❌,❌,—
FROTO,46.9,✅,❌,✅,❌,36.3,❌,❌,—
IZENR,41.6,❌,❌,❌,❌,36.3,❌,❌,—
SNICA,33.4,❌,❌,❌,❌,36.4,❌,❌,—
TUREX,44.5,❌,❌,❌,❌,36.5,❌,❌,—
AZTEK,43.3,❌,❌,❌,❌,36.5,❌,❌,—
BEYAZ,45.5,❌,❌,❌,❌,36.6,❌,❌,—
MGROS,51.1,❌,❌,❌,❌,36.7,❌,❌,—
CASA,41.4,✅,❌,✅,❌,36.7,✅,✅,—
ONCSM,47.5,❌,❌,❌,❌,36.7,❌,❌,—
IDGYO,44.3,❌,❌,❌,❌,36.7,❌,❌,—
IHEVA,44.9,❌,❌,❌,❌,37.0,❌,❌,—
ULKER,47.0,✅,❌,✅,❌,37.0,❌,❌,—
BERA,44.4,✅,❌,✅,❌,37.1,❌,❌,—
ORMA,46.8,❌,❌,❌,❌,37.1,❌,❌,—
SMART,44.9,❌,❌,❌,❌,37.2,❌,❌,—
HEKTS,34.6,✅,✅,✅,❌,37.2,❌,❌,—
PENGD,50.7,✅,❌,✅,✅,37.3,❌,❌,—
ISYAT,44.4,✅,❌,✅,❌,37.4,❌,❌,—
SKYLP,48.7,❌,❌,❌,✅,37.4,❌,❌,—
AKFGY,50.4,❌,❌,❌,❌,37.4,❌,❌,—
EGEPO,61.5,❌,❌,❌,✅,37.4,❌,❌,—
ZEDUR,43.9,❌,❌,❌,❌,37.5,❌,❌,—
TKNSA,41.6,❌,❌,❌,❌,37.5,❌,❌,—
INVEO,44.0,❌,❌,❌,❌,37.7,❌,❌,—
TTKOM,51.1,✅,❌,✅,✅,37.7,❌,❌,—
CLEBI,46.0,❌,❌,❌,❌,37.7,❌,❌,—
KLKIM,45.9,❌,❌,❌,❌,37.8,❌,✅,—
LINK,41.4,❌,❌,❌,❌,37.8,❌,❌,—
AVHOL,44.5,❌,❌,❌,❌,37.9,❌,❌,—
SISE,52.1,✅,❌,✅,❌,37.9,❌,❌,—
GLRYH,43.3,❌,❌,❌,❌,37.9,❌,❌,—
GZNMI,41.5,❌,❌,❌,❌,38.0,❌,❌,—
KFEIN,46.2,❌,❌,❌,❌,38.0,❌,❌,—
ULAS,45.8,✅,❌,✅,❌,38.0,✅,✅,—
ALKIM,46.6,✅,❌,✅,✅,38.1,❌,❌,—
MAVI,49.3,❌,❌,❌,❌,38.1,❌,❌,—
GLCVY,47.1,❌,❌,❌,❌,38.1,❌,✅,—
CEMAS,46.8,✅,❌,✅,❌,38.1,❌,❌,—
BAKAB,47.7,❌,❌,❌,❌,38.2,❌,❌,—
