Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
KRTEK,30.7,15.4,❌,❌,❌,96.3,✅,—
MERKO,29.3,20.7,❌,✅,❌,-10.9,❌,—
FORMT,35.2,22.1,❌,❌,❌,65.2,❌,—
SEKFK,35.4,23.0,❌,❌,❌,89.4,❌,—
BARMA,,23.1,❌,❌,❌,81.4,❌,—
TEZOL,41.0,25.9,✅,❌,✅,70.0,❌,—
VAKFN,45.2,26.4,❌,❌,❌,98.4,✅,—
IHYAY,38.1,26.7,❌,❌,❌,87.8,❌,—
ALVES,,27.1,❌,❌,❌,-29.3,❌,—
ZOREN,35.3,27.1,❌,❌,❌,81.5,❌,—
IHGZT,42.6,27.5,❌,❌,❌,83.9,❌,—
EKIZ,44.1,27.7,❌,❌,❌,94.9,❌,—
USAK,39.4,28.0,✅,✅,✅,85.0,❌,—
MEGAP,38.8,28.0,❌,❌,❌,63.2,❌,—
BUCIM,38.8,28.1,❌,❌,❌,97.8,✅,—
VESBE,31.5,28.2,❌,❌,❌,93.0,❌,—
IHLAS,39.8,28.2,❌,✅,❌,87.7,❌,—
IMASM,40.5,28.3,❌,❌,❌,18.6,❌,—
SODSN,39.0,28.5,❌,❌,❌,76.3,❌,—
NATEN,37.7,29.0,❌,❌,❌,94.8,❌,—
OTTO,36.8,29.4,✅,✅,✅,77.3,❌,—
SURGY,,29.8,❌,❌,❌,39.8,❌,—
CVKMD,45.2,30.1,❌,❌,❌,96.3,✅,—
OSTIM,40.9,30.2,❌,❌,❌,96.7,✅,—
TMSN,39.1,30.2,❌,❌,❌,98.7,✅,—
GENTS,43.7,30.5,❌,❌,❌,95.0,✅,—
VESTL,32.2,30.5,❌,❌,❌,92.8,❌,—
COSMO,44.3,30.8,❌,❌,❌,74.5,❌,—
MEKAG,41.5,30.9,❌,❌,❌,31.1,❌,—
VRGYO,35.9,31.0,❌,❌,❌,-86.2,❌,—
ASUZU,41.7,31.1,❌,❌,❌,98.6,✅,—
KZBGY,41.4,31.1,❌,❌,❌,84.7,❌,—
QNBTR,46.5,31.1,❌,❌,❌,99.9,✅,—
YYAPI,40.3,31.2,❌,✅,❌,84.4,❌,—
CANTE,38.9,31.2,✅,✅,✅,22.5,❌,—
MZHLD,40.4,31.5,❌,❌,❌,97.6,✅,—
ARFYE,,31.6,❌,❌,❌,,❌,—
TUKAS,37.7,31.6,✅,❌,✅,84.9,❌,—
KATMR,43.6,31.7,❌,❌,❌,87.5,❌,—
UNLU,38.7,31.9,❌,❌,❌,88.7,❌,—
RAYSG,38.8,32.0,❌,❌,❌,88.9,❌,—
BMSCH,45.9,32.0,✅,❌,✅,76.4,❌,—
A1CAP,46.3,32.1,✅,❌,✅,91.3,❌,—
BEGYO,,32.1,❌,✅,❌,39.8,❌,—
DARDL,36.9,32.2,❌,❌,❌,89.2,❌,—
AVTUR,47.2,32.2,❌,❌,❌,96.9,✅,—
EUREN,36.6,32.2,❌,❌,❌,-5.7,❌,—
ENSRI,42.2,32.4,❌,✅,❌,-63.1,❌,—
MNDTR,38.0,32.5,❌,❌,❌,98.2,✅,—
SEGYO,45.6,32.7,❌,❌,❌,90.1,❌,—
KONTR,34.0,32.7,❌,✅,❌,-54.0,❌,—
PARSN,41.9,32.7,✅,❌,✅,98.8,✅,—
ARCLK,39.5,32.7,❌,❌,❌,95.8,✅,—
IHLGM,43.4,32.8,❌,❌,❌,97.6,✅,—
KOTON,,32.9,✅,❌,✅,,❌,—
LIDER,44.1,32.9,❌,❌,❌,88.3,❌,—
DCTTR,,33.0,❌,❌,❌,44.4,❌,—
PGSUS,37.6,33.0,❌,❌,❌,93.0,❌,—
