Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
KLGYO,45.8,36.8,✅,✅,✅,96.5,✅,🟢
MNDRS,47.5,40.2,✅,✅,✅,99.3,✅,🟢
CLEBI,48.0,42.0,✅,✅,✅,98.1,✅,🟢
OTKAR,42.4,42.7,✅,✅,✅,99.4,✅,🟢
GOLTS,47.1,42.8,✅,✅,✅,97.4,✅,🟢
ECILC,53.1,43.8,✅,✅,✅,97.0,✅,🟢
SNPAM,50.7,45.6,✅,✅,✅,99.7,✅,🟢
EKGYO,55.3,45.8,✅,✅,✅,96.7,✅,🟢
DYOBY,47.6,46.2,✅,✅,✅,97.5,✅,🟢
SKTAS,44.8,46.4,✅,✅,✅,98.8,✅,🟢
KLMSN,50.8,46.4,✅,✅,✅,98.9,✅,🟢
TURGG,49.5,46.6,✅,✅,✅,97.3,✅,🟢
LOGO,54.0,47.0,✅,✅,✅,98.2,✅,🟢
TKNSA,45.1,47.1,✅,✅,✅,96.4,✅,🟢
BAGFS,49.0,47.1,✅,✅,✅,97.6,✅,🟢
BESLR,49.7,47.7,✅,✅,✅,97.2,✅,🟢
GUBRF,58.7,48.2,✅,✅,✅,98.2,✅,🟢
TAVHL,55.1,48.5,✅,✅,✅,99.6,✅,🟢
MEPET,61.7,48.5,✅,✅,✅,99.5,✅,🟢
CEOEM,49.4,51.1,✅,✅,✅,95.1,✅,🟢
DMSAS,52.9,51.4,✅,✅,✅,99.4,✅,🟢
DOKTA,50.0,51.4,✅,✅,✅,99.7,✅,🟢
BAYRK,49.3,51.7,✅,✅,✅,96.8,✅,🟢
HOROZ,,52.4,✅,✅,✅,100.0,✅,🟢
BLUME,56.9,52.9,✅,✅,✅,97.8,✅,🟢
ALBRK,61.1,53.0,✅,✅,✅,98.5,✅,🟢
MPARK,62.4,53.5,✅,✅,✅,99.3,✅,🟢
ARSAN,62.9,53.6,✅,✅,✅,99.0,✅,🟢
BINBN,,53.8,✅,✅,✅,98.9,✅,🟢
BMSTL,63.0,55.2,✅,✅,✅,98.9,✅,🟢
ASELS,75.1,56.2,✅,✅,✅,100.0,✅,🟢
BOBET,49.4,56.4,✅,✅,✅,99.7,✅,🟢
SKYMD,,57.9,✅,✅,✅,96.1,✅,🟢
KRPLS,62.1,59.3,✅,✅,✅,100.0,✅,🟢
HURGZ,60.1,59.6,✅,✅,✅,100.0,✅,🟢
SONME,62.2,59.6,✅,✅,✅,99.5,✅,🟢
EDATA,72.8,60.4,✅,✅,✅,99.2,✅,🟢
INDES,65.3,60.4,✅,✅,✅,99.3,✅,🟢
CEMZY,,60.4,✅,✅,✅,100.0,✅,🟢
KCHOL,65.0,61.1,✅,✅,✅,100.0,✅,🟢
ALARK,57.6,61.1,✅,✅,✅,99.4,✅,🟢
TBORG,57.9,61.2,✅,✅,✅,95.7,✅,🟢
GENIL,59.6,62.3,✅,✅,✅,97.0,✅,🟢
BIMAS,82.3,62.6,✅,✅,✅,98.9,✅,🟢
ISGYO,67.0,63.2,✅,✅,✅,99.7,✅,🟢
VERUS,63.7,64.1,✅,✅,✅,99.8,✅,🟢
AKCNS,73.0,64.2,✅,✅,✅,100.0,✅,🟢
KORDS,61.9,64.4,✅,✅,✅,98.5,✅,🟢
POLHO,73.3,64.5,✅,✅,✅,99.8,✅,🟢
MTRKS,62.9,65.4,✅,✅,✅,100.0,✅,🟢
KCAER,61.0,66.3,✅,✅,✅,100.0,✅,🟢
DEVA,61.2,67.0,✅,✅,✅,99.4,✅,🟢
AKSGY,75.4,67.4,✅,✅,✅,98.3,✅,🟢
NETAS,61.0,67.7,✅,✅,✅,99.8,✅,🟢
KRDMD,73.5,68.1,✅,✅,✅,99.0,✅,🟢
KUVVA,70.7,70.3,✅,✅,✅,99.5,✅,🟢
ATATP,77.7,70.4,✅,✅,✅,100.0,✅,🟢
KTLEV,,70.7,✅,✅,✅,99.2,✅,🟢
KRDMA,69.3,72.6,✅,✅,✅,100.0,✅,🟢
DAGI,71.6,72.8,✅,✅,✅,98.4,✅,🟢
ARMGD,,73.4,✅,✅,✅,95.6,✅,🟢
SELEC,86.4,74.0,✅,✅,✅,99.7,✅,🟢
CELHA,64.8,74.7,✅,✅,✅,99.4,✅,🟢
OZSUB,81.9,76.2,✅,✅,✅,97.4,✅,🟢
TUPRS,78.4,78.2,✅,✅,✅,100.0,✅,🟢
AKFIS,,80.5,✅,✅,✅,98.4,✅,🟢
TRHOL,96.8,81.8,✅,✅,✅,100.0,✅,🟢
ARDYZ,81.4,82.0,✅,✅,✅,100.0,✅,🟢
TEHOL,72.2,82.4,✅,✅,✅,100.0,✅,🟢
EUKYO,80.0,83.8,✅,✅,✅,99.7,✅,🟢
IEYHO,98.4,97.8,✅,✅,✅,100.0,✅,🟢
