Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
KRTEK,29.9,15.5,❌,❌,❌,94.3,❌,—
FORMT,34.2,20.5,❌,❌,❌,64.7,❌,—
MERKO,29.2,20.6,❌,✅,❌,-12.8,❌,—
BARMA,,22.5,❌,❌,❌,75.6,❌,—
SEKFK,34.7,22.6,❌,❌,❌,88.9,❌,—
IHYAY,37.5,24.1,❌,❌,❌,87.6,❌,—
ALVES,36.3,24.8,❌,❌,❌,-38.0,❌,—
OTTO,35.2,25.4,❌,✅,❌,75.9,❌,—
AKYHO,38.9,26.1,❌,❌,❌,97.8,✅,—
TEZOL,39.4,26.2,❌,❌,❌,80.6,❌,—
IMASM,39.8,26.7,❌,❌,❌,7.8,❌,—
VAKFN,44.6,26.8,❌,❌,❌,98.2,✅,—
BTCIM,44.2,26.9,❌,❌,❌,90.1,❌,—
MEGAP,38.5,27.1,❌,❌,❌,63.0,❌,—
NATEN,36.5,27.1,❌,❌,❌,94.7,❌,—
TMSN,37.7,27.4,❌,❌,❌,98.3,✅,—
USAK,39.2,27.5,❌,✅,❌,85.1,❌,—
EKIZ,43.0,27.6,❌,❌,❌,95.2,✅,—
BMSCH,43.5,27.8,❌,❌,❌,75.7,❌,—
SURGY,,28.0,❌,❌,❌,14.1,❌,—
IHLAS,39.8,28.5,❌,✅,❌,87.3,❌,—
ARFYE,,28.6,❌,❌,❌,,❌,—
GENTS,43.2,29.7,❌,❌,❌,95.5,✅,—
DCTTR,,29.8,❌,❌,❌,40.3,❌,—
RAYSG,38.1,29.8,❌,❌,❌,88.6,❌,—
KZBGY,40.7,29.9,❌,❌,❌,84.7,❌,—
LIDER,41.1,30.1,❌,❌,❌,72.5,❌,—
YBTAS,37.4,30.2,❌,✅,❌,3.1,❌,—
CVKMD,45.2,30.3,❌,❌,❌,95.7,✅,—
KRVGD,44.8,30.3,❌,❌,❌,83.7,❌,—
AGROT,33.5,30.3,❌,❌,❌,-216.4,❌,—
DARDL,36.3,30.4,❌,❌,❌,86.6,❌,—
KONKA,39.3,30.5,❌,❌,❌,93.7,❌,—
YKSLN,32.7,30.5,❌,❌,❌,89.2,❌,—
SODSN,39.0,30.6,❌,✅,❌,76.3,❌,—
ATAGY,42.9,30.7,❌,❌,❌,92.4,❌,—
YYAPI,40.5,30.7,❌,✅,❌,84.3,❌,—
KATMR,43.1,30.8,❌,❌,❌,86.4,❌,—
LRSHO,41.2,30.8,❌,❌,❌,83.7,❌,—
ARCLK,38.7,30.8,❌,❌,❌,95.7,✅,—
MOPAS,,30.9,❌,❌,❌,80.8,❌,—
ARZUM,36.2,30.9,❌,❌,❌,17.6,❌,—
QNBTR,46.1,30.9,❌,❌,❌,99.9,✅,—
KONTR,33.7,31.1,❌,✅,❌,-54.8,❌,—
A1CAP,44.7,31.2,❌,❌,❌,91.6,❌,—
AVTUR,45.2,31.2,❌,❌,❌,96.9,✅,—
EGEEN,37.2,31.3,❌,❌,❌,99.1,✅,—
TRILC,37.2,31.4,❌,✅,❌,60.4,❌,—
YESIL,37.6,31.5,❌,❌,❌,73.6,❌,—
UNLU,38.3,31.6,❌,❌,❌,88.3,❌,—
AKGRT,46.8,31.6,❌,❌,❌,97.4,✅,—
PGSUS,37.9,31.6,❌,❌,❌,92.4,❌,—
BSOKE,49.1,31.6,❌,❌,❌,98.2,✅,—
BEGYO,,31.8,❌,✅,❌,40.9,❌,—
ERBOS,41.8,32.1,❌,❌,❌,99.1,✅,—
LYDHO,50.5,32.1,❌,❌,❌,99.3,✅,—
OSTIM,40.5,32.1,❌,❌,❌,96.8,✅,—
EMKEL,42.1,32.3,❌,❌,❌,90.9,❌,—
SEGYO,45.1,32.4,❌,❌,❌,89.7,❌,—
IHGZT,43.0,32.7,❌,✅,❌,84.5,❌,—
MNDTR,37.9,32.7,❌,❌,❌,98.1,✅,—
ENSRI,42.0,32.8,❌,✅,❌,-65.4,❌,—
CMENT,41.3,32.8,❌,❌,❌,98.3,✅,—
FZLGY,,32.9,❌,❌,❌,35.5,❌,—
TUKAS,37.8,32.9,❌,❌,❌,85.8,❌,—
ASUZU,41.8,32.9,❌,❌,❌,98.6,✅,—
GOKNR,40.7,32.9,❌,❌,❌,81.4,❌,—
EKOS,,32.9,❌,❌,❌,45.6,❌,—
RTALB,45.5,33.1,❌,❌,❌,91.8,❌,—
PARSN,41.2,33.1,❌,❌,❌,98.9,✅,—
CEMTS,45.1,33.1,❌,❌,❌,97.5,✅,—
SAFKR,47.6,33.1,❌,❌,❌,94.1,❌,—
VKING,40.8,33.2,❌,❌,❌,97.3,✅,—
DERHL,45.7,33.2,❌,❌,❌,71.8,❌,—
PKENT,35.8,33.2,❌,❌,❌,78.2,❌,—
MEGMT,46.8,33.3,❌,❌,❌,84.2,❌,—
ADESE,44.6,33.8,❌,✅,❌,75.0,❌,—
YONGA,40.9,33.9,❌,❌,❌,-86.2,❌,—
OYLUM,43.9,33.9,❌,❌,❌,97.4,✅,—
EUREN,36.9,34.0,❌,✅,❌,-8.2,❌,—
ATAKP,38.3,34.0,❌,❌,❌,47.7,❌,—
ANGEN,38.2,34.1,❌,❌,❌,61.2,❌,—
MEKAG,42.3,34.2,❌,✅,❌,32.8,❌,—
BRYAT,44.8,34.2,❌,❌,❌,98.9,✅,—
YATAS,45.4,34.3,❌,❌,❌,97.6,✅,—
KOTON,,34.3,❌,❌,❌,,❌,—
IHLGM,43.6,34.3,❌,✅,❌,96.9,✅,—
SOKE,43.3,34.5,❌,❌,❌,88.2,❌,—
LMKDC,43.4,34.5,❌,❌,❌,80.4,❌,—
VRGYO,36.3,34.6,❌,✅,❌,-83.0,❌,—
FENER,34.6,34.6,❌,✅,❌,30.8,❌,—
KUTPO,46.4,34.7,❌,❌,❌,97.7,✅,—
KLSER,26.4,34.8,❌,❌,❌,58.1,❌,—
GRNYO,48.7,34.8,❌,❌,❌,99.5,✅,—
REEDR,,34.9,❌,❌,❌,-2045.6,❌,—
BULGS,,34.9,✅,❌,✅,81.9,❌,—
LYDYE,49.1,34.9,❌,❌,❌,99.6,✅,—
HTTBT,46.0,35.0,❌,❌,❌,86.2,❌,—
DOFER,41.3,35.0,❌,❌,❌,49.9,❌,—
MEDTR,40.7,35.1,❌,❌,❌,76.9,❌,—
ERCB,34.4,35.2,❌,❌,❌,-32.8,❌,—
KIMMR,50.8,35.3,❌,❌,❌,94.1,❌,—
ALKA,47.4,35.3,❌,❌,❌,98.3,✅,—
DESA,45.2,35.3,❌,❌,❌,99.8,✅,—
TLMAN,43.2,35.3,❌,❌,❌,98.1,✅,—
VSNMD,,35.3,❌,❌,❌,-173.4,❌,—
LUKSK,46.2,35.3,❌,❌,❌,97.8,✅,—
FROTO,44.8,35.4,❌,❌,❌,90.0,❌,—
BURCE,49.8,35.4,❌,❌,❌,97.6,✅,—
MZHLD,40.7,35.4,❌,❌,❌,98.1,✅,—
MIATK,43.6,35.5,❌,❌,❌,60.8,❌,—
TATEN,41.1,35.5,❌,❌,❌,16.3,❌,—
MMCAS,45.9,35.5,❌,❌,❌,89.9,❌,—
BFREN,33.2,35.7,❌,✅,❌,98.7,✅,—
KSTUR,42.9,35.7,❌,❌,❌,53.3,❌,—
CONSE,36.8,35.8,❌,✅,❌,88.6,❌,—
SELVA,43.5,35.9,❌,❌,❌,-150.2,❌,—
PRKAB,46.0,35.9,❌,❌,❌,93.7,❌,—
RUZYE,46.0,36.0,❌,❌,❌,73.2,❌,—
IZINV,46.1,36.1,❌,❌,❌,92.8,❌,—
TUCLK,37.3,36.2,❌,✅,❌,94.0,❌,—
TTKOM,49.4,36.2,❌,❌,❌,94.5,❌,—
BIGCH,,36.2,❌,❌,❌,29.5,❌,—
SRVGY,40.3,36.2,❌,❌,❌,95.1,✅,—
SILVR,43.6,36.3,❌,❌,❌,99.4,✅,—
ARENA,42.5,36.3,❌,❌,❌,98.1,✅,—
SKBNK,46.6,36.3,❌,❌,❌,96.0,✅,—
YUNSA,49.7,36.3,❌,❌,❌,97.7,✅,—
ORCAY,35.7,36.4,❌,❌,❌,48.9,❌,—
COSMO,45.1,36.4,❌,✅,❌,74.7,❌,—
MGROS,50.8,36.5,❌,❌,❌,98.1,✅,—
ULKER,45.7,36.6,❌,❌,❌,84.7,❌,—
DAPGM,45.9,36.6,❌,❌,❌,85.0,❌,—
OYYAT,46.9,36.7,❌,❌,❌,97.9,✅,—
POLTK,38.5,36.7,❌,❌,❌,64.9,❌,—
SNICA,33.3,36.8,❌,❌,❌,-194.5,❌,—
CLEBI,45.7,36.9,❌,❌,❌,97.9,✅,—
ZGYO,,36.9,❌,❌,❌,81.0,❌,—
ELITE,43.9,37.0,❌,❌,❌,91.0,❌,—
VERTU,46.2,37.0,❌,❌,❌,93.1,❌,—
ONCSM,50.3,37.0,❌,❌,❌,92.2,❌,—
SMRVA,,37.0,❌,✅,❌,-172.8,❌,—
BERA,43.4,37.0,❌,❌,❌,88.5,❌,—
VKFYO,46.9,37.0,❌,❌,❌,92.6,❌,—
LKMNH,46.2,37.0,❌,❌,❌,99.3,✅,—
KLRHO,,37.1,❌,✅,❌,22.8,❌,—
UCAYM,,37.1,❌,❌,❌,17.7,❌,—
KLKIM,45.1,37.1,❌,❌,❌,95.8,✅,—
PAHOL,,37.1,❌,❌,❌,,❌,—
BEYAZ,45.7,37.2,❌,❌,❌,88.8,❌,—
BALSU,,37.2,❌,❌,❌,-476.3,❌,—
ZOREN,38.1,37.2,✅,✅,✅,81.9,❌,—
KRSTL,49.8,37.2,❌,❌,❌,98.6,✅,—
BRISA,46.3,37.3,❌,❌,❌,98.4,✅,—
BORLS,,37.3,❌,❌,❌,-226.3,❌,—
DITAS,46.7,37.3,❌,❌,❌,89.9,❌,—
IZENR,41.9,37.3,❌,❌,❌,69.0,❌,—
ISYAT,44.0,37.3,❌,❌,❌,97.3,✅,—
HEKTS,33.7,37.4,❌,❌,❌,84.8,❌,—
IDGYO,44.4,37.4,❌,❌,❌,89.3,❌,—
CEMAS,45.6,37.4,❌,❌,❌,94.2,❌,—
SMART,45.0,37.4,❌,❌,❌,96.5,✅,—
MHRGY,,37.7,❌,❌,❌,-82.2,❌,—
LINK,41.2,37.7,❌,❌,❌,91.7,❌,—
PENGD,50.1,37.7,❌,❌,❌,95.9,✅,—
OBAMS,,37.7,❌,✅,❌,-324.6,❌,—
VAKFA,,37.8,❌,❌,❌,,❌,—
TUREX,44.7,37.8,❌,❌,❌,0.8,❌,—
AZTEK,43.7,37.8,❌,❌,❌,80.3,❌,—
PAMEL,42.1,37.9,❌,❌,❌,89.4,❌,—
SISE,48.1,37.9,❌,❌,❌,94.3,❌,—
GWIND,45.3,37.9,❌,❌,❌,63.9,❌,—
TKNSA,41.7,38.0,❌,❌,❌,96.4,✅,—
VESBE,33.9,38.0,✅,✅,✅,93.4,❌,—
IHEVA,45.2,38.1,❌,❌,❌,98.9,✅,—
GRTHO,,38.1,❌,❌,❌,68.3,❌,—
CGCAM,,38.1,❌,❌,❌,90.1,❌,—
ZERGY,,38.2,✅,✅,✅,,❌,—
ORMA,46.6,38.3,❌,❌,❌,89.2,❌,—
AKFGY,50.7,38.3,❌,❌,❌,93.6,❌,—
ESEN,43.9,38.4,❌,✅,❌,69.8,❌,—
GLCVY,47.6,38.5,❌,✅,❌,83.0,❌,—
KAPLM,53.2,38.6,❌,❌,❌,98.1,✅,—
MAKTK,47.0,38.6,❌,✅,❌,97.8,✅,—
GZNMI,41.9,38.6,❌,❌,❌,97.1,✅,—
ALKIM,46.0,38.7,❌,❌,❌,96.8,✅,—
BAYRK,45.3,38.8,❌,❌,❌,98.2,✅,—
INVEO,44.3,38.8,❌,❌,❌,95.8,✅,—
CIMSA,50.7,38.8,❌,❌,❌,98.3,✅,—
ATLAS,47.8,38.9,❌,❌,❌,97.9,✅,—
AVHOL,45.2,38.9,❌,❌,❌,82.7,❌,—
TSGYO,42.5,38.9,❌,❌,❌,95.7,✅,—
AKSUE,53.6,39.1,❌,❌,❌,95.9,✅,—
BAKAB,47.7,39.1,❌,❌,❌,96.5,✅,—
KBORU,,39.1,❌,❌,❌,94.4,❌,—
ALFAS,42.8,39.1,❌,❌,❌,77.3,❌,—
YAYLA,46.6,39.2,❌,❌,❌,97.8,✅,—
ICUGS,51.3,39.3,❌,❌,❌,96.8,✅,—
JANTS,39.9,39.3,❌,✅,❌,92.3,❌,—
YYLGD,46.3,39.4,❌,❌,❌,49.7,❌,—
MAVI,49.9,39.5,❌,❌,❌,88.9,❌,—
BLCYT,46.2,39.5,❌,✅,❌,86.4,❌,—
ZEDUR,45.1,39.5,❌,❌,❌,90.7,❌,—
GLRYH,43.6,39.6,❌,❌,❌,93.0,❌,—
AHSGY,,39.7,❌,❌,❌,91.2,❌,—
GOLTS,45.1,39.7,❌,❌,❌,97.5,✅,—
OYAYO,51.6,39.7,❌,❌,❌,97.2,✅,—
ALCTL,47.8,39.7,❌,❌,❌,98.5,✅,—
KFEIN,46.7,39.7,❌,❌,❌,91.8,❌,—
MAGEN,53.2,39.8,❌,❌,❌,97.1,✅,—
CMBTN,39.5,39.9,❌,❌,❌,97.5,✅,—
