Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
BEGYO,,31.1,✅,✅,✅,41.1,❌,—
KONTR,33.7,31.1,❌,✅,❌,-55.1,❌,—
YESIL,37.3,31.3,✅,✅,✅,73.7,❌,—
SODSN,38.9,31.4,✅,✅,✅,76.5,❌,—
EMKEL,41.6,31.4,✅,❌,✅,91.0,❌,—
TMSN,38.1,31.5,✅,❌,✅,98.4,✅,—
BULGS,,31.6,❌,❌,❌,75.4,❌,—
KONKA,39.3,31.7,✅,❌,✅,93.8,❌,—
ARZUM,36.2,31.8,✅,✅,✅,17.9,❌,—
KSTUR,41.3,31.9,❌,❌,❌,51.1,❌,—
ENSRI,41.7,32.1,❌,✅,❌,-69.6,❌,—
DCTTR,,32.2,✅,❌,✅,42.9,❌,—
LRSHO,41.3,32.2,✅,❌,✅,83.9,❌,—
EKIZ,44.3,32.4,✅,✅,✅,95.2,✅,🟢
NATEN,37.1,32.6,✅,✅,✅,94.8,❌,—
ATAKP,37.2,32.6,❌,❌,❌,46.4,❌,—
OYLUM,43.4,32.6,❌,❌,❌,97.3,✅,—
EKOS,,32.9,✅,❌,✅,46.1,❌,—
SEGYO,44.7,32.9,✅,❌,✅,89.8,❌,—
LKMNH,44.4,32.9,❌,❌,❌,99.2,✅,—
ARFYE,,32.9,✅,❌,✅,,❌,—
TRILC,37.7,33.2,✅,✅,✅,60.4,❌,—
ONCSM,46.9,33.3,❌,❌,❌,88.0,❌,—
SKYLP,47.6,33.3,❌,❌,❌,95.8,✅,—
MZHLD,39.9,33.4,❌,❌,❌,97.9,✅,—
BORLS,,33.5,❌,❌,❌,-286.8,❌,—
SOKE,42.5,33.5,❌,❌,❌,87.6,❌,—
FENER,34.5,33.7,❌,✅,❌,19.1,❌,—
MEDTR,40.2,34.0,✅,❌,✅,76.9,❌,—
BMSCH,44.8,34.0,✅,❌,✅,76.1,❌,—
RTALB,45.5,34.1,✅,❌,✅,91.8,❌,—
DITAS,44.4,34.1,❌,❌,❌,87.1,❌,—
MEKAG,42.2,34.1,✅,✅,✅,33.4,❌,—
IHGZT,43.0,34.1,✅,✅,✅,85.4,❌,—
LUKSK,45.4,34.2,❌,❌,❌,97.7,✅,—
REEDR,,34.3,❌,❌,❌,-2140.6,❌,—
KOTON,,34.4,✅,❌,✅,,❌,—
VKING,40.9,34.4,✅,❌,✅,97.3,✅,—
PKENT,35.9,34.5,✅,✅,✅,78.2,❌,—
KIMMR,50.2,34.6,❌,❌,❌,93.6,❌,—
OYYAT,45.9,34.7,❌,❌,❌,96.9,✅,—
ERBOS,42.6,34.7,✅,❌,✅,99.1,✅,—
MEGMT,48.2,34.7,✅,❌,✅,85.3,❌,—
IZINV,44.8,34.7,✅,❌,✅,92.8,❌,—
UNLU,38.8,34.7,✅,✅,✅,88.4,❌,—
ADESE,44.7,34.8,✅,✅,✅,75.3,❌,—
BALSU,,34.9,❌,❌,❌,-492.5,❌,—
COSMO,44.4,34.9,❌,✅,❌,74.5,❌,—
YONGA,40.8,35.1,✅,❌,✅,-86.7,❌,—
TATEN,40.4,35.2,✅,❌,✅,17.9,❌,—
ELITE,43.0,35.3,❌,❌,❌,89.7,❌,—
KUTPO,46.3,35.3,✅,❌,✅,97.7,✅,—
VSNMD,,35.3,✅,❌,✅,-172.0,❌,—
PAMEL,41.1,35.3,❌,❌,❌,88.5,❌,—
IHLGM,43.8,35.4,✅,✅,✅,97.0,✅,🟢
DERHL,45.9,35.5,✅,✅,✅,71.9,❌,—
BURCE,49.9,35.6,✅,❌,✅,97.6,✅,—
ATAGY,44.3,35.7,✅,✅,✅,92.5,❌,—
HTTBT,46.5,35.8,❌,❌,❌,85.4,❌,—
DOFER,41.5,35.9,✅,✅,✅,50.6,❌,—
MAKTK,45.7,36.0,❌,❌,❌,97.5,✅,—
KLSER,26.4,36.0,✅,❌,✅,58.1,❌,—
KRVGD,46.6,36.0,✅,❌,✅,84.2,❌,—
AVTUR,47.5,36.1,✅,❌,✅,96.9,✅,—
DESA,45.6,36.1,❌,❌,❌,99.7,✅,—
PGSUS,39.5,36.2,✅,✅,✅,92.6,❌,—
YATAS,46.1,36.2,✅,❌,✅,97.6,✅,—
SILVR,43.4,36.3,✅,❌,✅,99.4,✅,—
LMKDC,43.4,36.3,✅,❌,✅,80.6,❌,—
CASA,41.2,36.3,❌,✅,❌,-26.9,❌,—
OSTIM,41.9,36.4,✅,✅,✅,96.8,✅,🟢
SMART,44.5,36.4,❌,❌,❌,96.2,✅,—
CONSE,36.5,36.4,✅,✅,✅,90.2,❌,—
GZNMI,41.2,36.5,❌,❌,❌,95.3,✅,—
LYDYE,48.6,36.5,❌,❌,❌,99.6,✅,—
ARENA,42.3,36.5,✅,❌,✅,98.1,✅,—
KLRHO,,36.5,❌,✅,❌,16.1,❌,—
CEMTS,45.8,36.5,✅,✅,✅,97.5,✅,🟢
GOKNR,41.3,36.5,✅,❌,✅,82.3,❌,—
ASUZU,42.7,36.6,✅,❌,✅,98.7,✅,—
SELVA,43.5,36.6,✅,❌,✅,-149.3,❌,—
UCAYM,,36.7,✅,❌,✅,19.4,❌,—
VKFYO,46.5,36.7,✅,❌,✅,92.6,❌,—
SKBNK,46.8,36.8,✅,❌,✅,96.9,✅,—
SMRVA,,36.8,✅,✅,✅,-170.2,❌,—
HEDEF,47.6,36.8,❌,❌,❌,96.5,✅,—
ORMA,46.0,36.9,❌,❌,❌,88.6,❌,—
ULAS,45.1,36.9,❌,✅,❌,96.2,✅,—
ANGEN,38.7,36.9,✅,❌,✅,61.4,❌,—
VERTU,45.9,36.9,✅,❌,✅,93.1,❌,—
EUREN,37.3,36.9,✅,✅,✅,-6.6,❌,—
IHEVA,44.9,37.0,❌,❌,❌,98.9,✅,—
KRSTL,49.4,37.0,✅,❌,✅,98.6,✅,—
TUCLK,37.4,37.1,✅,✅,✅,94.3,❌,—
TKNSA,41.3,37.1,❌,❌,❌,96.1,✅,—
POLTK,38.6,37.5,✅,❌,✅,65.3,❌,—
ZERGY,,37.5,✅,✅,✅,,❌,—
AZTEK,43.4,37.6,✅,❌,✅,80.5,❌,—
KAPLM,51.9,37.6,✅,❌,✅,98.2,✅,—
TUKAS,38.3,37.6,✅,✅,✅,86.2,❌,—
TUREX,44.5,37.7,✅,❌,✅,1.2,❌,—
FZLGY,,37.7,✅,❌,✅,35.8,❌,—
TLMAN,43.9,37.8,✅,❌,✅,98.2,✅,—
HUBVC,47.1,37.9,❌,❌,❌,92.3,❌,—
ERCB,35.1,37.9,✅,❌,✅,-29.4,❌,—
ZEDUR,43.9,38.0,✅,❌,✅,90.8,❌,—
IZENR,41.9,38.0,✅,❌,✅,68.7,❌,—
GRNYO,49.1,38.0,✅,❌,✅,99.5,✅,—
YUNSA,50.1,38.0,✅,❌,✅,97.8,✅,—
KENT,36.4,38.2,❌,✅,❌,70.8,❌,—
MMCAS,47.4,38.2,✅,❌,✅,90.5,❌,—
VRGYO,36.8,38.2,✅,✅,✅,-80.4,❌,—
CGCAM,,38.3,✅,❌,✅,90.4,❌,—
ALKA,47.9,38.3,✅,✅,✅,98.4,✅,🟢
AKSUE,52.8,38.3,❌,❌,❌,94.4,❌,—
PARSN,43.1,38.4,✅,✅,✅,99.0,✅,🟢
SNICA,33.7,38.4,✅,❌,✅,-190.7,❌,—
LINK,41.4,38.4,✅,❌,✅,91.8,❌,—
DAPGM,46.0,38.5,✅,❌,✅,83.3,❌,—
BRYAT,46.0,38.6,✅,✅,✅,99.0,✅,🟢
BIGCH,,38.6,✅,❌,✅,29.8,❌,—
MNDTR,39.3,38.7,✅,✅,✅,98.2,✅,🟢
OBAMS,,38.7,✅,✅,✅,-337.8,❌,—
TEKTU,46.2,38.7,✅,❌,✅,95.5,✅,—
VESBE,33.8,38.7,❌,✅,❌,93.9,❌,—
IDGYO,44.7,38.8,✅,❌,✅,89.4,❌,—
ARCLK,41.2,38.8,✅,✅,✅,95.8,✅,🟢
BFREN,33.4,38.8,✅,✅,✅,98.8,✅,🟢
AKYHO,41.5,38.8,✅,✅,✅,97.9,✅,🟢
ALCTL,47.2,38.8,❌,❌,❌,98.4,✅,—
ZGYO,,38.8,✅,❌,✅,81.6,❌,—
TSGYO,42.6,39.0,❌,❌,❌,95.3,✅,—
ICUGS,51.1,39.0,❌,❌,❌,95.9,✅,—
BRISA,46.4,39.1,✅,❌,✅,98.4,✅,—
CLEBI,46.5,39.1,✅,✅,✅,97.9,✅,🟢
BAYRK,45.4,39.1,✅,❌,✅,98.2,✅,—
ISYAT,44.6,39.1,✅,✅,✅,97.3,✅,🟢
ORCAY,36.0,39.2,✅,❌,✅,49.2,❌,—
BAKAB,47.4,39.2,✅,❌,✅,96.6,✅,—
SRVGY,40.8,39.3,✅,✅,✅,95.3,✅,🟢
SMRTG,43.1,39.4,❌,❌,❌,83.5,❌,—
KLKIM,46.2,39.4,✅,✅,✅,95.9,✅,🟢
KBORU,,39.4,✅,❌,✅,94.3,❌,—
CRDFA,58.7,39.4,❌,❌,❌,95.5,✅,—
BIENY,33.8,39.5,❌,✅,❌,38.8,❌,—
ISSEN,40.3,39.5,❌,❌,❌,75.7,❌,—
ODINE,,39.6,❌,❌,❌,96.5,✅,—
MGROS,52.5,39.6,✅,❌,✅,98.5,✅,—
BEYAZ,46.4,39.7,✅,❌,✅,89.1,❌,—
AVHOL,45.3,39.7,✅,❌,✅,82.8,❌,—
MAKIM,42.2,39.7,❌,❌,❌,97.2,✅,—
SAMAT,42.8,39.8,✅,❌,✅,97.7,✅,—
KAREL,44.6,39.9,✅,❌,✅,94.1,❌,—
INVEO,44.4,39.9,✅,❌,✅,95.9,✅,—
GATEG,55.2,40.0,❌,❌,❌,99.3,✅,—
SNGYO,47.1,40.2,❌,❌,❌,96.2,✅,—
ALFAS,43.0,40.2,✅,❌,✅,77.4,❌,—
OYAYO,51.7,40.2,✅,❌,✅,97.2,✅,—
KTSKR,51.2,40.3,❌,❌,❌,95.0,✅,—
MAVI,49.8,40.3,✅,❌,✅,89.2,❌,—
GLBMD,49.0,40.4,❌,❌,❌,94.0,❌,—
GOLTS,45.2,40.5,✅,❌,✅,97.6,✅,—
AHSGY,,40.6,✅,❌,✅,95.4,✅,—
AYCES,47.0,40.6,❌,❌,❌,82.6,❌,—
VAKFA,,40.6,✅,✅,✅,,❌,—
ACSEL,49.9,40.7,❌,❌,❌,93.8,❌,—
HDFGS,48.9,40.7,❌,❌,❌,91.4,❌,—
MEYSU,,40.7,✅,❌,✅,84.1,❌,—
ISKPL,48.8,40.7,❌,❌,❌,91.6,❌,—
PRKAB,47.7,40.8,✅,❌,✅,94.3,❌,—
BANVT,42.2,40.9,✅,❌,✅,98.5,✅,—
EUHOL,49.4,40.9,✅,❌,✅,97.9,✅,—
BURVA,55.2,41.0,❌,❌,❌,99.8,✅,—
TMPOL,53.5,41.0,❌,❌,❌,93.3,❌,—
YAPRK,42.2,41.0,✅,❌,✅,67.1,❌,—
BERA,45.2,41.1,✅,✅,✅,88.5,❌,—
KFEIN,46.8,41.1,✅,❌,✅,91.8,❌,—
ESEN,44.4,41.1,✅,✅,✅,70.1,❌,—
KOPOL,43.1,41.1,✅,❌,✅,86.0,❌,—
ECILC,51.3,41.1,❌,❌,❌,97.0,✅,—
PAHOL,,41.1,✅,✅,✅,,❌,—
SUMAS,45.9,41.1,✅,❌,✅,89.0,❌,—
OSMEN,37.0,41.3,✅,❌,✅,64.2,❌,—
DOFRB,,41.4,✅,❌,✅,89.4,❌,—
ZOREN,39.4,41.4,✅,✅,✅,82.8,❌,—
ATLAS,49.2,41.4,✅,❌,✅,97.9,✅,—
GLRYH,44.0,41.5,✅,✅,✅,93.1,❌,—
EKSUN,45.0,41.5,✅,❌,✅,-5810.2,❌,—
ULUFA,53.4,41.6,✅,❌,✅,90.2,❌,—
UMPAS,56.5,41.6,❌,✅,❌,3.7,❌,—
BLCYT,47.4,41.6,✅,✅,✅,86.9,❌,—
YYLGD,46.7,41.7,✅,❌,✅,50.2,❌,—
EUYO,51.2,41.7,❌,❌,❌,97.1,✅,—
QUAGR,43.2,41.9,✅,❌,✅,70.0,❌,—
ULKER,47.8,42.0,✅,✅,✅,85.0,❌,—
CMBTN,40.4,42.0,✅,✅,✅,97.6,✅,🟢
DOGUB,54.8,42.0,❌,❌,❌,98.6,✅,—
GSRAY,34.1,42.0,❌,✅,❌,22.2,❌,—
UFUK,55.9,42.1,❌,❌,❌,99.0,✅,—
CANTE,41.9,42.2,✅,✅,✅,44.2,❌,—
GEDIK,54.2,42.2,❌,❌,❌,96.2,✅,—
GWIND,47.1,42.4,✅,❌,✅,64.6,❌,—
PENGD,51.9,42.4,✅,❌,✅,96.0,✅,—
IHAAS,52.3,42.4,❌,❌,❌,90.9,❌,—
OTKAR,41.7,42.5,✅,✅,✅,99.7,✅,🟢
EGEGY,,42.5,✅,❌,✅,96.4,✅,—
DESPC,45.6,42.6,❌,❌,❌,97.0,✅,—
SNPAM,49.7,42.7,❌,❌,❌,99.7,✅,—
INTEK,41.9,42.7,❌,❌,❌,59.3,❌,—
LIDFA,56.8,42.7,❌,❌,❌,96.2,✅,—
ALGYO,49.0,42.8,✅,✅,✅,92.5,❌,—
INTEM,49.6,43.0,✅,❌,✅,99.0,✅,—
GRSEL,55.2,43.0,✅,❌,✅,86.8,❌,—
MARMR,,43.1,❌,❌,❌,-435.3,❌,—
INGRM,46.0,43.1,✅,❌,✅,98.0,✅,—
KLMSN,49.1,43.1,✅,❌,✅,98.8,✅,—
CIMSA,52.4,43.1,✅,❌,✅,98.4,✅,—
SEYKM,46.2,43.1,✅,❌,✅,77.6,❌,—
ALKIM,47.4,43.1,✅,✅,✅,96.9,✅,🟢
EGEEN,40.5,43.2,✅,✅,✅,99.2,✅,🟢
VKGYO,55.1,43.2,✅,❌,✅,99.2,✅,—
MHRGY,,43.3,✅,❌,✅,-51.7,❌,—
KLNMA,43.1,43.4,✅,✅,✅,96.4,✅,🟢
ULUSE,53.2,43.4,❌,❌,❌,96.8,✅,—
HOROZ,,43.4,❌,❌,❌,75.3,❌,—
ISGSY,58.5,43.4,✅,❌,✅,98.4,✅,—
HEKTS,35.1,43.4,✅,✅,✅,85.3,❌,—
HATEK,45.5,43.4,✅,✅,✅,85.4,❌,—
QNBFK,43.9,43.4,✅,❌,✅,93.8,❌,—
PNLSN,47.7,43.5,✅,❌,✅,92.6,❌,—
FROTO,48.2,43.5,✅,✅,✅,90.0,❌,—
KAYSE,43.8,43.5,✅,✅,✅,89.4,❌,—
PINSU,54.9,43.6,✅,❌,✅,97.7,✅,—
MSGYO,54.6,43.6,❌,❌,❌,99.1,✅,—
PAPIL,44.9,43.6,✅,✅,✅,89.3,❌,—
TABGD,55.1,43.7,❌,❌,❌,92.7,❌,—
PENTA,43.1,43.8,✅,❌,✅,-94.9,❌,—
DMSAS,49.1,43.8,❌,❌,❌,99.4,✅,—
ALCAR,42.9,43.8,✅,❌,✅,99.5,✅,—
CEMAS,47.2,43.8,✅,✅,✅,94.3,❌,—
LILAK,,43.8,✅,❌,✅,60.8,❌,—
GLCVY,49.5,43.8,✅,✅,✅,83.6,❌,—
HRKET,,43.9,❌,❌,❌,,❌,—
GEDZA,50.8,43.9,❌,❌,❌,96.2,✅,—
DGNMO,48.4,43.9,❌,❌,❌,98.0,✅,—
A1YEN,49.0,44.0,✅,❌,✅,92.4,❌,—
DGATE,56.5,44.1,❌,❌,❌,99.4,✅,—
DOAS,51.8,44.1,✅,❌,✅,98.4,✅,—
ECZYT,56.7,44.1,❌,❌,❌,99.2,✅,—
SUWEN,42.3,44.1,❌,✅,❌,86.6,❌,—
MERCN,49.4,44.2,✅,❌,✅,57.3,❌,—
SANKO,47.3,44.2,❌,✅,❌,98.8,✅,—
FRMPL,,44.2,✅,❌,✅,-63.9,❌,—
DYOBY,46.9,44.2,✅,❌,✅,97.9,✅,—
GRTHO,,44.3,✅,❌,✅,71.0,❌,—
MTRYO,52.6,44.3,✅,❌,✅,97.2,✅,—
MERIT,51.9,44.4,✅,❌,✅,76.9,❌,—
YAYLA,49.0,44.4,✅,✅,✅,98.6,✅,🟢
AFYON,51.6,44.4,✅,❌,✅,99.3,✅,—
VAKKO,50.2,44.6,✅,❌,✅,99.3,✅,—
CWENE,53.8,44.7,❌,❌,❌,65.2,❌,—
PASEU,,44.7,❌,❌,❌,62.4,❌,—
HLGYO,58.9,44.7,❌,❌,❌,99.2,✅,—
RNPOL,55.5,44.7,❌,❌,❌,85.0,❌,—
KLGYO,48.2,44.8,✅,✅,✅,96.4,✅,🟢
PEKGY,56.6,44.8,✅,❌,✅,96.9,✅,—
OBASE,50.9,44.8,✅,❌,✅,98.9,✅,—
GSDHO,52.2,44.9,✅,❌,✅,99.6,✅,—
GUNDG,,44.9,❌,❌,❌,97.2,✅,—
SUNTK,49.8,45.0,✅,❌,✅,90.3,❌,—
GESAN,52.2,45.0,✅,❌,✅,97.3,✅,—
BASCM,52.3,45.0,❌,❌,❌,96.3,✅,—
YEOTK,57.5,45.1,❌,❌,❌,96.6,✅,—
ATEKS,48.4,45.1,✅,❌,✅,98.9,✅,—
NTHOL,51.5,45.1,❌,❌,❌,99.5,✅,—
TTKOM,54.0,45.3,✅,✅,✅,94.9,❌,—
BALAT,53.1,45.4,❌,✅,❌,90.6,❌,—
MAGEN,56.3,45.4,✅,✅,✅,97.7,✅,🟢
TCELL,55.4,45.5,✅,❌,✅,87.7,❌,—
EMNIS,42.8,45.5,❌,❌,❌,98.6,✅,—
YIGIT,,45.5,❌,✅,❌,27.4,❌,—
SKTAS,44.4,45.6,❌,✅,❌,98.9,✅,—
MAALT,51.4,45.6,✅,❌,✅,98.2,✅,—
MOGAN,,45.7,❌,❌,❌,76.9,❌,—
TTRAK,42.1,45.8,✅,✅,✅,92.8,❌,—
PLTUR,48.6,45.8,✅,✅,✅,99.1,✅,🟢
MARBL,44.3,45.8,✅,❌,✅,70.4,❌,—
ENTRA,,45.9,✅,❌,✅,-38630.6,❌,—
SANEL,58.4,45.9,❌,❌,❌,95.0,❌,—
THYAO,53.9,45.9,✅,❌,✅,99.8,✅,—
BRMEN,53.4,46.0,❌,❌,❌,99.4,✅,—
SERNT,,46.0,✅,✅,✅,,❌,—
GARFA,53.0,46.1,✅,❌,✅,99.3,✅,—
BLUME,52.4,46.1,❌,❌,❌,97.5,✅,—
ANSGR,59.6,46.1,✅,❌,✅,99.5,✅,—
BESLR,49.0,46.2,✅,✅,✅,98.0,✅,🟢
ERSU,55.2,46.2,❌,❌,❌,94.8,❌,—
SARKY,55.1,46.3,✅,❌,✅,93.7,❌,—
MNDRS,48.8,46.3,✅,✅,✅,99.6,✅,🟢
ISMEN,51.6,46.3,✅,✅,✅,95.4,✅,🟢
BRKVY,51.5,46.4,❌,✅,❌,75.0,❌,—
ISFIN,58.0,46.5,✅,❌,✅,99.9,✅,—
DERIM,51.7,46.5,✅,❌,✅,99.8,✅,—
EPLAS,48.5,46.6,✅,❌,✅,94.1,❌,—
EGSER,46.8,46.6,✅,✅,✅,98.7,✅,🟢
SEGMN,,46.7,✅,❌,✅,97.9,✅,—
SDTTR,51.3,46.7,❌,❌,❌,91.3,❌,—
ADEL,43.4,46.8,✅,✅,✅,83.6,❌,—
NUGYO,51.3,46.8,✅,✅,✅,96.1,✅,🟢
NETCD,,46.8,✅,❌,✅,18.2,❌,—
RODRG,52.2,46.9,❌,❌,❌,70.0,❌,—
NUHCM,49.7,47.0,✅,✅,✅,95.9,✅,🟢
OZGYO,60.3,47.0,✅,❌,✅,99.7,✅,—
TSKB,51.8,47.0,✅,✅,✅,99.0,✅,🟢
FONET,61.6,47.1,❌,❌,❌,97.5,✅,—
AGYO,51.4,47.1,✅,✅,✅,98.1,✅,🟢
BRKO,53.2,47.1,❌,❌,❌,98.1,✅,—
FMIZP,50.3,47.3,✅,❌,✅,99.4,✅,—
BRKSN,49.5,47.4,✅,✅,✅,93.8,❌,—
PRDGS,52.9,47.4,❌,❌,❌,92.2,❌,—
BIGTK,50.4,47.6,❌,❌,❌,97.4,✅,—
BNTAS,44.4,47.7,✅,✅,✅,98.3,✅,🟢
ESCAR,54.3,47.8,❌,❌,❌,95.6,✅,—
BIZIM,46.2,47.8,✅,✅,✅,97.2,✅,🟢
AYES,64.7,47.8,❌,❌,❌,99.0,✅,—
ASGYO,,47.8,✅,❌,✅,-51.4,❌,—
AKENR,50.9,47.9,✅,❌,✅,96.7,✅,—
BYDNR,58.3,47.9,✅,❌,✅,88.3,❌,—
ONRYT,,48.0,✅,✅,✅,37.5,❌,—
ISBIR,44.5,48.0,✅,✅,✅,-12.5,❌,—
TERA,56.9,48.1,✅,✅,✅,97.3,✅,🟢
AKSEN,64.4,48.1,✅,❌,✅,96.3,✅,—
DOKTA,48.5,48.1,✅,✅,✅,99.8,✅,🟢
NIBAS,51.8,48.2,✅,✅,✅,67.8,❌,—
KMPUR,49.4,48.2,✅,❌,✅,94.5,❌,—
RUZYE,50.9,48.2,✅,✅,✅,74.2,❌,—
EDATA,63.0,48.2,❌,❌,❌,98.7,✅,—
DGGYO,51.1,48.3,✅,❌,✅,100.0,✅,—
AYEN,57.8,48.4,✅,❌,✅,99.0,✅,—
PKART,60.8,48.4,❌,❌,❌,97.1,✅,—
PSGYO,59.1,48.4,✅,❌,✅,86.7,❌,—
KRDMB,67.2,48.5,✅,❌,✅,99.6,✅,—
FADE,51.9,48.5,❌,❌,❌,94.9,❌,—
PRKME,49.5,48.6,❌,❌,❌,99.5,✅,—
TAVHL,55.1,48.6,✅,✅,✅,99.6,✅,🟢
ULUUN,56.9,48.6,❌,❌,❌,99.5,✅,—
GOODY,47.2,48.7,✅,✅,✅,94.7,❌,—
MRSHL,51.8,48.7,✅,❌,✅,98.3,✅,—
EDIP,56.7,48.8,✅,❌,✅,98.0,✅,—
FRIGO,54.5,48.8,✅,✅,✅,97.0,✅,🟢
INFO,57.7,48.8,✅,❌,✅,85.6,❌,—
GLRMK,,48.9,✅,✅,✅,63.7,❌,—
ICBCT,56.7,48.9,❌,❌,❌,99.6,✅,—
IZFAS,64.1,48.9,✅,❌,✅,97.6,✅,—
MACKO,55.2,48.9,✅,❌,✅,83.1,❌,—
EUPWR,59.9,49.0,✅,❌,✅,90.5,❌,—
EYGYO,,49.0,✅,✅,✅,-129.3,❌,—
TBORG,52.2,49.0,❌,✅,❌,97.4,✅,—
TURSG,64.9,49.0,✅,❌,✅,99.3,✅,—
VESTL,37.4,49.3,❌,✅,❌,93.4,❌,—
KNFRT,50.6,49.4,✅,✅,✅,100.0,✅,🟢
ESCOM,57.9,49.4,✅,❌,✅,99.3,✅,—
OZYSR,,49.4,✅,❌,✅,98.3,✅,—
ENKAI,64.1,49.4,✅,✅,✅,96.7,✅,🟢
TATGD,50.1,49.5,✅,❌,✅,94.8,❌,—
SANFM,51.9,49.5,❌,❌,❌,99.3,✅,—
BASGZ,67.9,49.7,✅,❌,✅,99.3,✅,—
OZKGY,53.7,49.7,✅,✅,✅,100.0,✅,🟢
KONYA,42.0,49.8,✅,✅,✅,98.8,✅,🟢
PAGYO,69.9,49.8,❌,❌,❌,99.1,✅,—
RUBNS,51.8,49.9,❌,❌,❌,36.7,❌,—
HKTM,48.0,49.9,❌,❌,❌,85.8,❌,—
BUCIM,45.2,50.0,✅,✅,✅,98.4,✅,🟢
GIPTA,,50.0,✅,❌,✅,97.1,✅,—
KRONT,61.9,50.1,❌,❌,❌,99.1,✅,—
MEPET,62.3,50.2,✅,✅,✅,99.5,✅,🟢
DURKN,,50.3,❌,❌,❌,,❌,—
BINBN,,50.3,✅,❌,✅,81.1,❌,—
KTLEV,,50.3,❌,❌,❌,91.6,❌,—
MOBTL,65.7,50.3,✅,❌,✅,99.1,✅,—
IZMDC,61.4,50.4,❌,❌,❌,99.5,✅,—
ISGYO,59.3,50.4,✅,❌,✅,99.7,✅,—
OYAKC,53.0,50.5,✅,✅,✅,97.8,✅,🟢
YKBNK,55.0,50.5,✅,✅,✅,97.6,✅,🟢
CCOLA,42.1,50.5,✅,❌,✅,97.0,✅,—
BOSSA,52.0,50.7,✅,✅,✅,99.8,✅,🟢
BMSTL,61.3,50.7,✅,❌,✅,97.7,✅,—
ENDAE,,50.7,❌,❌,❌,80.2,❌,—
CUSAN,52.5,50.8,✅,✅,✅,99.7,✅,🟢
BRLSM,51.7,50.9,❌,❌,❌,53.6,❌,—
BINHO,,50.9,✅,❌,✅,88.5,❌,—
TSPOR,45.7,51.0,❌,✅,❌,79.1,❌,—
AKSA,56.0,51.0,✅,❌,✅,98.8,✅,—
AEFES,56.2,51.0,✅,❌,✅,94.0,❌,—
VERUS,57.1,51.1,❌,❌,❌,99.4,✅,—
DZGYO,53.9,51.1,✅,✅,✅,96.8,✅,🟢
DENGE,47.2,51.1,✅,✅,✅,92.0,❌,—
KOCMT,,51.3,✅,❌,✅,52.7,❌,—
GARAN,56.4,51.3,✅,✅,✅,99.1,✅,🟢
ARTMS,,51.4,❌,✅,❌,66.6,❌,—
DIRIT,51.8,51.6,❌,✅,❌,89.0,❌,—
AKBNK,55.3,51.6,✅,✅,✅,100.0,✅,🟢
ASTOR,68.3,51.7,❌,❌,❌,94.1,❌,—
KCAER,53.7,51.7,✅,❌,✅,97.7,✅,—
