Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
MARTI,49.2,63.6,✅,✅,✅,100.0,✅,🟢
TEHOL,65.8,63.7,✅,✅,✅,99.7,✅,🟢
PETKM,62.6,63.9,✅,✅,✅,100.0,✅,🟢
KLSYN,72.7,64.1,✅,✅,✅,100.0,✅,🟢
SOKM,61.4,64.6,✅,✅,✅,96.3,✅,🟢
KRGYO,45.7,64.8,✅,✅,✅,97.3,✅,🟢
KRDMD,73.0,65.3,✅,✅,✅,99.3,✅,🟢
KCHOL,68.0,65.4,✅,✅,✅,100.0,✅,🟢
ISDMR,74.1,66.1,✅,✅,✅,99.5,✅,🟢
BIMAS,84.5,67.3,✅,✅,✅,99.9,✅,🟢
ALARK,60.3,67.7,✅,✅,✅,100.0,✅,🟢
ENERY,69.0,67.8,✅,✅,✅,100.0,✅,🟢
TKFEN,76.6,68.2,✅,✅,✅,99.8,✅,🟢
AYGAZ,71.2,69.1,✅,✅,✅,99.8,✅,🟢
CELHA,64.7,69.8,✅,✅,✅,99.4,✅,🟢
KARSN,63.2,70.9,✅,✅,✅,100.0,✅,🟢
SKYMD,,71.6,✅,✅,✅,100.0,✅,🟢
BOBET,57.1,71.7,✅,✅,✅,100.0,✅,🟢
ALKLC,,73.4,✅,✅,✅,100.0,✅,🟢
KRPLS,74.8,77.0,✅,✅,✅,100.0,✅,🟢
TUPRS,80.7,78.7,✅,✅,✅,98.7,✅,🟢
DEVA,69.7,78.8,✅,✅,✅,100.0,✅,🟢
SELEC,91.5,84.2,✅,✅,✅,100.0,✅,🟢
TRHOL,98.4,92.5,✅,✅,✅,100.0,✅,🟢
IEYHO,98.8,98.8,✅,✅,✅,100.0,✅,🟢
