Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
AKGRT,46.2,❌,❌,❌,❌,30.5,❌,❌,—
IMASM,40.3,✅,❌,✅,❌,30.8,✅,✅,—
QNBTR,45.8,❌,❌,❌,❌,30.8,✅,❌,—
LYDHO,49.6,❌,❌,❌,❌,31.0,❌,❌,—
GENTS,43.9,✅,❌,✅,❌,31.1,✅,✅,—
KONTR,33.7,❌,✅,❌,❌,31.1,❌,✅,—
YESIL,37.3,❌,❌,❌,❌,31.3,✅,✅,—
SODSN,38.9,❌,❌,❌,❌,31.4,✅,✅,—
EMKEL,41.6,❌,❌,❌,❌,31.4,✅,❌,—
TMSN,38.1,❌,❌,❌,✅,31.5,✅,❌,—
KONKA,39.3,❌,❌,❌,❌,31.7,✅,❌,—
ARZUM,36.3,❌,❌,❌,❌,31.8,✅,✅,—
KSTUR,41.3,❌,❌,❌,❌,31.9,❌,❌,—
ENSRI,41.7,❌,❌,❌,❌,32.1,❌,✅,—
LRSHO,41.3,❌,❌,❌,❌,32.2,✅,❌,—
EKIZ,44.3,✅,❌,✅,❌,32.4,✅,✅,—
OYLUM,43.4,❌,❌,❌,❌,32.6,❌,❌,—
ATAKP,37.2,❌,❌,❌,❌,32.6,❌,❌,—
NATEN,37.1,❌,❌,❌,❌,32.6,✅,✅,—
LKMNH,44.4,❌,❌,❌,✅,32.9,❌,❌,—
SEGYO,44.7,❌,❌,❌,❌,32.9,✅,❌,—
TRILC,37.8,✅,❌,✅,❌,33.2,✅,✅,—
SKYLP,47.6,❌,❌,❌,✅,33.3,❌,❌,—
ONCSM,47.0,❌,❌,❌,❌,33.3,❌,❌,—
MZHLD,39.9,❌,❌,❌,❌,33.4,❌,❌,—
SOKE,42.7,❌,❌,❌,❌,33.5,❌,❌,—
FENER,34.5,❌,✅,❌,❌,33.7,❌,✅,—
MEDTR,40.2,❌,❌,❌,❌,34.0,✅,❌,—
BMSCH,44.7,✅,❌,✅,❌,34.0,✅,❌,—
DITAS,44.4,❌,❌,❌,❌,34.1,❌,❌,—
RTALB,45.5,❌,❌,❌,❌,34.1,✅,❌,—
IHGZT,43.0,❌,❌,❌,❌,34.1,✅,✅,—
MEKAG,41.5,✅,❌,✅,❌,34.1,✅,✅,—
LUKSK,45.4,❌,❌,❌,✅,34.2,❌,❌,—
VKING,40.9,❌,❌,❌,❌,34.4,✅,❌,—
PKENT,35.9,❌,❌,❌,❌,34.5,✅,✅,—
KIMMR,50.2,❌,❌,❌,❌,34.6,❌,❌,—
UNLU,38.8,❌,❌,❌,❌,34.7,✅,✅,—
ERBOS,42.6,❌,❌,❌,❌,34.7,✅,❌,—
IZINV,44.8,❌,❌,❌,❌,34.7,✅,❌,—
MEGMT,46.7,✅,❌,✅,❌,34.7,✅,❌,—
OYYAT,45.9,❌,❌,❌,❌,34.7,❌,❌,—
ADESE,44.7,✅,❌,✅,❌,34.8,✅,✅,—
COSMO,44.4,❌,❌,❌,❌,34.9,❌,✅,—
YONGA,40.8,❌,❌,❌,❌,35.1,✅,❌,—
TATEN,40.6,❌,❌,❌,❌,35.2,✅,❌,—
KUTPO,46.3,❌,❌,❌,❌,35.3,✅,❌,—
ELITE,43.0,❌,❌,❌,❌,35.3,❌,❌,—
PAMEL,41.1,❌,❌,❌,❌,35.3,❌,❌,—
IHLGM,43.8,❌,❌,❌,❌,35.4,✅,✅,—
DERHL,45.9,✅,❌,✅,❌,35.5,✅,✅,—
BURCE,49.9,❌,❌,❌,❌,35.6,✅,❌,—
ATAGY,44.2,✅,❌,✅,❌,35.7,✅,✅,—
HTTBT,46.5,❌,❌,❌,❌,35.8,❌,❌,—
DOFER,42.1,❌,❌,❌,❌,35.9,✅,✅,—
MAKTK,45.7,❌,❌,❌,❌,36.0,❌,❌,—
KRVGD,46.5,✅,❌,✅,❌,36.0,✅,❌,—
KLSER,26.4,❌,✅,❌,❌,36.0,✅,❌,—
DESA,45.6,❌,❌,❌,✅,36.1,❌,❌,—
AVTUR,47.4,✅,❌,✅,❌,36.1,✅,❌,—
PGSUS,39.5,✅,❌,✅,❌,36.2,✅,✅,—
YATAS,46.1,✅,❌,✅,❌,36.2,✅,❌,—
CASA,41.2,✅,❌,✅,❌,36.3,❌,✅,—
SILVR,43.4,❌,❌,❌,❌,36.3,✅,❌,—
OSTIM,41.9,✅,❌,✅,❌,36.4,✅,✅,—
CONSE,36.5,✅,❌,✅,❌,36.4,✅,✅,—
SMART,44.5,❌,❌,❌,❌,36.4,❌,❌,—
GZNMI,41.2,❌,❌,❌,❌,36.5,❌,❌,—
GOKNR,41.8,✅,❌,✅,❌,36.5,✅,❌,—
CEMTS,45.8,✅,❌,✅,✅,36.5,✅,✅,—
ARENA,42.3,❌,❌,❌,❌,36.5,✅,❌,—
LYDYE,48.6,❌,❌,❌,❌,36.5,❌,❌,—
SELVA,43.4,❌,❌,❌,❌,36.6,✅,❌,—
ASUZU,42.7,✅,❌,✅,❌,36.6,✅,❌,—
VKFYO,46.5,❌,❌,❌,❌,36.7,✅,❌,—
HEDEF,47.6,❌,❌,❌,✅,36.8,❌,❌,—
SKBNK,46.8,✅,❌,✅,❌,36.8,✅,❌,—
VERTU,45.9,❌,❌,❌,❌,36.9,✅,❌,—
EUREN,37.2,✅,✅,✅,❌,36.9,✅,✅,—
ORMA,46.0,❌,❌,❌,❌,36.9,❌,❌,—
ANGEN,38.7,✅,❌,✅,❌,36.9,✅,❌,—
ULAS,45.1,✅,❌,✅,❌,36.9,❌,✅,—
KRSTL,49.4,❌,❌,❌,❌,37.0,✅,❌,—
IHEVA,44.9,❌,❌,❌,❌,37.0,❌,❌,—
TKNSA,41.3,❌,❌,❌,❌,37.1,❌,❌,—
TUCLK,37.4,❌,❌,❌,❌,37.1,✅,✅,—
POLTK,38.6,❌,❌,❌,❌,37.5,✅,❌,—
AZTEK,43.3,❌,❌,❌,❌,37.6,✅,❌,—
TUKAS,38.3,✅,✅,✅,❌,37.6,✅,✅,—
KAPLM,51.9,❌,❌,❌,❌,37.6,✅,❌,—
TUREX,44.5,❌,❌,❌,❌,37.7,✅,❌,—
TLMAN,43.9,❌,❌,❌,❌,37.8,✅,❌,—
ERCB,35.1,❌,❌,❌,❌,37.9,✅,❌,—
HUBVC,47.1,❌,❌,❌,❌,37.9,❌,❌,—
YUNSA,50.1,❌,❌,❌,✅,38.0,✅,❌,—
IZENR,42.1,❌,❌,❌,❌,38.0,✅,❌,—
ZEDUR,43.8,❌,❌,❌,❌,38.0,✅,❌,—
GRNYO,49.1,❌,❌,❌,❌,38.0,✅,❌,—
VRGYO,36.0,✅,✅,✅,❌,38.2,✅,✅,—
MMCAS,47.4,✅,❌,✅,❌,38.2,✅,❌,—
KENT,36.4,❌,❌,❌,❌,38.2,❌,✅,—
ALKA,47.9,✅,❌,✅,❌,38.3,✅,✅,—
AKSUE,52.8,❌,❌,❌,❌,38.3,❌,❌,—
LINK,41.4,❌,❌,❌,❌,38.4,✅,❌,—
SNICA,33.8,❌,❌,❌,❌,38.4,✅,❌,—
PARSN,43.1,✅,❌,✅,❌,38.4,✅,✅,—
DAPGM,46.0,❌,❌,❌,❌,38.5,✅,❌,—
BRYAT,46.0,✅,❌,✅,❌,38.6,✅,✅,—
MNDTR,39.3,✅,✅,✅,❌,38.7,✅,✅,—
TEKTU,46.2,❌,❌,❌,❌,38.7,✅,❌,—
VESBE,33.8,✅,✅,✅,❌,38.7,❌,✅,—
ALCTL,47.2,❌,❌,❌,❌,38.8,❌,❌,—
AKYHO,41.5,✅,❌,✅,❌,38.8,✅,✅,—
IDGYO,44.7,❌,❌,❌,❌,38.8,✅,❌,—
ARCLK,41.2,✅,❌,✅,❌,38.8,✅,✅,—
BFREN,33.4,✅,✅,✅,❌,38.8,✅,✅,—
ICUGS,51.1,❌,❌,❌,❌,39.0,❌,❌,—
TSGYO,42.6,❌,❌,❌,❌,39.0,❌,❌,—
BAYRK,45.4,❌,❌,❌,❌,39.1,✅,❌,—
CLEBI,46.5,✅,❌,✅,❌,39.1,✅,✅,—
BRISA,46.4,✅,❌,✅,❌,39.1,✅,❌,—
ISYAT,44.6,✅,❌,✅,❌,39.1,✅,✅,—
BAKAB,47.4,❌,❌,❌,❌,39.2,✅,❌,—
ORCAY,35.7,✅,✅,✅,❌,39.2,✅,❌,—
SRVGY,40.8,❌,❌,❌,❌,39.3,✅,✅,—
KLKIM,46.2,✅,❌,✅,❌,39.4,✅,✅,—
SMRTG,43.1,❌,❌,❌,❌,39.4,❌,❌,—
CRDFA,58.7,❌,❌,❌,✅,39.4,❌,❌,—
ISSEN,40.2,✅,✅,✅,❌,39.5,❌,❌,—
BIENY,33.9,❌,❌,❌,❌,39.5,❌,✅,—
MGROS,52.5,✅,❌,✅,❌,39.6,✅,❌,—
AVHOL,45.3,❌,❌,❌,❌,39.7,✅,❌,—
MAKIM,42.2,❌,❌,❌,❌,39.7,❌,❌,—
BEYAZ,46.4,❌,❌,❌,❌,39.7,✅,❌,—
SAMAT,42.8,❌,❌,❌,❌,39.8,✅,❌,—
INVEO,44.4,❌,❌,❌,❌,39.9,✅,❌,—
KAREL,44.6,❌,❌,❌,❌,39.9,✅,❌,—
GATEG,55.2,❌,❌,❌,✅,40.0,❌,❌,—
SNGYO,47.1,❌,❌,❌,❌,40.2,❌,❌,—
ALFAS,42.5,❌,❌,❌,❌,40.2,✅,❌,—
OYAYO,51.7,❌,❌,❌,❌,40.2,✅,❌,—
MAVI,49.8,❌,❌,❌,❌,40.3,✅,❌,—
KTSKR,51.0,❌,❌,❌,❌,40.3,❌,❌,—
GLBMD,49.0,❌,❌,❌,❌,40.4,❌,❌,—
GOLTS,45.2,❌,❌,❌,❌,40.5,✅,❌,—
AYCES,47.0,❌,❌,❌,❌,40.6,❌,❌,—
ISKPL,48.8,❌,❌,❌,✅,40.7,❌,❌,—
HDFGS,48.9,❌,❌,❌,❌,40.7,❌,❌,—
ACSEL,49.8,❌,❌,❌,❌,40.7,❌,❌,—
PRKAB,47.7,✅,❌,✅,❌,40.8,✅,❌,—
BANVT,42.2,❌,❌,❌,❌,40.9,✅,❌,—
EUHOL,49.4,✅,❌,✅,✅,40.9,✅,❌,—
TMPOL,53.5,❌,❌,❌,❌,41.0,❌,❌,—
BURVA,55.2,❌,❌,❌,❌,41.0,❌,❌,—
YAPRK,42.2,❌,❌,❌,❌,41.0,✅,❌,—
BERA,45.2,✅,❌,✅,❌,41.1,✅,✅,—
SUMAS,45.9,❌,❌,❌,❌,41.1,✅,❌,—
KFEIN,46.8,❌,❌,❌,❌,41.1,✅,❌,—
KOPOL,43.4,❌,❌,❌,❌,41.1,✅,❌,—
ESEN,44.4,❌,❌,❌,❌,41.1,✅,✅,—
ECILC,51.3,❌,❌,❌,✅,41.1,❌,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.1,❌,✅,—
OSMEN,37.0,❌,✅,❌,❌,41.3,✅,❌,—
ATLAS,49.2,✅,❌,✅,❌,41.4,✅,❌,—
ZOREN,39.4,✅,❌,✅,❌,41.4,✅,✅,—
GLRYH,44.0,❌,❌,❌,❌,41.5,✅,✅,—
EKSUN,45.8,❌,❌,❌,❌,41.5,✅,❌,—
ULUFA,53.4,✅,❌,✅,❌,41.6,✅,❌,—
BLCYT,47.4,✅,❌,✅,❌,41.6,✅,✅,—
EUYO,51.2,✅,❌,✅,❌,41.7,❌,❌,—
YYLGD,46.5,❌,❌,❌,❌,41.7,✅,❌,—
QUAGR,43.2,❌,❌,❌,❌,41.9,✅,❌,—
GSRAY,34.1,❌,✅,❌,❌,42.0,✅,✅,—
CMBTN,40.4,❌,❌,❌,❌,42.0,✅,✅,—
DOGUB,54.8,✅,❌,✅,❌,42.0,❌,❌,—
ULKER,47.8,✅,❌,✅,❌,42.0,✅,✅,—
UFUK,55.9,❌,❌,❌,❌,42.1,❌,❌,—
CANTE,41.8,❌,❌,❌,❌,42.2,✅,✅,—
GEDIK,54.2,❌,❌,❌,❌,42.2,❌,❌,—
GWIND,47.1,✅,❌,✅,❌,42.4,✅,❌,—
IHAAS,52.3,❌,❌,❌,❌,42.4,❌,❌,—
PENGD,51.9,✅,❌,✅,✅,42.4,✅,❌,—
OTKAR,41.7,✅,❌,✅,❌,42.5,✅,✅,—
DESPC,45.6,❌,❌,❌,❌,42.6,❌,❌,—
SNPAM,49.7,❌,❌,❌,✅,42.7,❌,❌,—
INTEK,41.9,❌,❌,❌,❌,42.7,❌,❌,—
LIDFA,56.8,❌,❌,❌,❌,42.7,❌,❌,—
ALGYO,49.0,✅,❌,✅,❌,42.8,✅,✅,—
GRSEL,55.2,❌,❌,❌,❌,43.0,✅,❌,—
INTEM,49.6,❌,❌,❌,❌,43.0,✅,❌,—
INGRM,46.0,❌,❌,❌,❌,43.1,✅,❌,—
CIMSA,52.4,✅,❌,✅,❌,43.1,✅,❌,—
KLMSN,49.1,❌,❌,❌,✅,43.1,✅,❌,—
ALKIM,47.4,✅,❌,✅,✅,43.1,✅,✅,—
SEYKM,46.2,❌,❌,❌,❌,43.1,✅,❌,—
EGEEN,40.5,✅,❌,✅,❌,43.2,✅,✅,—
VKGYO,55.1,✅,❌,✅,✅,43.2,✅,❌,—
HATEK,45.5,✅,❌,✅,❌,43.4,✅,✅,—
ULUSE,53.2,❌,❌,❌,❌,43.4,❌,❌,—
QNBFK,43.9,❌,❌,❌,❌,43.4,✅,❌,—
ISGSY,58.5,❌,❌,❌,✅,43.4,✅,❌,—
HEKTS,35.1,✅,✅,✅,❌,43.4,✅,✅,—
KLNMA,43.1,❌,✅,❌,❌,43.4,✅,✅,—
KAYSE,43.8,❌,❌,❌,❌,43.5,✅,✅,—
FROTO,48.2,✅,❌,✅,❌,43.5,✅,✅,—
PNLSN,47.7,❌,❌,❌,❌,43.5,✅,❌,—
PAPIL,44.9,❌,❌,❌,❌,43.6,✅,✅,—
MSGYO,54.6,❌,❌,❌,✅,43.6,❌,❌,—
PINSU,54.9,❌,❌,❌,✅,43.6,✅,❌,—
TABGD,56.0,❌,❌,❌,❌,43.7,❌,❌,—
CEMAS,47.2,✅,❌,✅,❌,43.8,✅,✅,—
ALCAR,42.9,✅,❌,✅,❌,43.8,✅,❌,—
DMSAS,49.1,❌,❌,❌,❌,43.8,✅,❌,—
PENTA,43.1,❌,✅,❌,❌,43.8,✅,❌,—
GLCVY,49.6,✅,❌,✅,❌,43.8,✅,✅,—
GEDZA,50.8,❌,❌,❌,❌,43.9,❌,❌,—
DGNMO,48.4,❌,❌,❌,❌,43.9,❌,❌,—
A1YEN,48.9,❌,❌,❌,❌,44.0,✅,❌,—
ECZYT,56.7,❌,❌,❌,✅,44.1,❌,❌,—
SUWEN,42.3,✅,❌,✅,✅,44.1,❌,✅,—
DGATE,56.5,❌,❌,❌,✅,44.1,❌,❌,—
DOAS,51.8,✅,❌,✅,✅,44.1,✅,❌,—
SANKO,47.3,✅,❌,✅,❌,44.2,❌,✅,—
MERCN,49.4,✅,❌,✅,❌,44.2,✅,❌,—
DYOBY,46.9,❌,❌,❌,❌,44.2,✅,❌,—
MTRYO,52.6,❌,❌,❌,❌,44.3,✅,❌,—
YAYLA,49.0,✅,❌,✅,✅,44.4,✅,✅,—
MERIT,51.9,✅,❌,✅,❌,44.4,✅,❌,—
AFYON,51.6,❌,❌,❌,✅,44.4,✅,❌,—
VAKKO,50.2,✅,❌,✅,✅,44.6,✅,❌,—
CWENE,53.8,❌,❌,❌,❌,44.7,❌,❌,—
RNPOL,55.5,❌,❌,❌,❌,44.7,❌,❌,—
HLGYO,58.9,✅,❌,✅,✅,44.7,❌,❌,—
KLGYO,48.2,❌,❌,❌,✅,44.8,✅,✅,—
OBASE,50.9,❌,❌,❌,❌,44.8,✅,❌,—
PEKGY,56.6,❌,❌,❌,✅,44.8,✅,❌,—
GSDHO,52.2,✅,❌,✅,✅,44.9,✅,❌,—
GESAN,52.2,❌,❌,❌,❌,45.0,✅,❌,—
SUNTK,49.8,❌,❌,❌,❌,45.0,✅,❌,—
BASCM,52.3,❌,❌,❌,❌,45.0,❌,❌,—
NTHOL,51.5,❌,❌,❌,✅,45.1,❌,❌,—
ATEKS,48.4,❌,❌,❌,✅,45.1,✅,❌,—
YEOTK,57.5,❌,❌,❌,❌,45.1,❌,❌,—
TTKOM,54.0,✅,❌,✅,✅,45.3,✅,✅,—
MAGEN,56.3,✅,❌,✅,❌,45.4,✅,✅,—
BALAT,53.1,✅,❌,✅,❌,45.4,❌,✅,—
EMNIS,42.8,✅,❌,✅,❌,45.5,❌,❌,—
TCELL,55.4,✅,❌,✅,❌,45.5,✅,❌,—
SKTAS,44.4,✅,❌,✅,❌,45.6,❌,✅,—
MAALT,51.4,❌,❌,❌,❌,45.6,✅,❌,—
MARBL,45.6,❌,❌,❌,❌,45.8,✅,❌,—
TTRAK,42.1,✅,❌,✅,❌,45.8,✅,✅,—
PLTUR,48.8,✅,❌,✅,✅,45.8,✅,✅,—
SANEL,58.4,❌,❌,❌,❌,45.9,❌,❌,—
THYAO,53.9,❌,❌,❌,❌,45.9,✅,❌,—
BRMEN,53.4,❌,❌,❌,✅,46.0,❌,❌,—
BLUME,52.4,❌,❌,❌,❌,46.1,❌,❌,—
GARFA,53.0,❌,❌,❌,✅,46.1,✅,❌,—
ANSGR,59.6,❌,❌,❌,❌,46.1,✅,❌,—
ERSU,55.2,❌,❌,❌,❌,46.2,❌,❌,—
BESLR,49.0,✅,❌,✅,❌,46.2,✅,✅,—
MNDRS,48.8,❌,❌,❌,❌,46.3,✅,✅,—
SARKY,55.1,❌,❌,❌,❌,46.3,✅,❌,—
ISMEN,51.6,✅,❌,✅,❌,46.3,✅,✅,—
BRKVY,51.6,❌,❌,❌,❌,46.4,❌,✅,—
ISFIN,58.0,❌,❌,❌,❌,46.5,✅,❌,—
DERIM,51.7,❌,❌,❌,✅,46.5,✅,❌,—
EPLAS,48.4,❌,❌,❌,❌,46.6,✅,❌,—
EGSER,46.8,✅,❌,✅,❌,46.6,✅,✅,—
SDTTR,51.4,❌,❌,❌,✅,46.7,❌,❌,—
NUGYO,51.3,✅,❌,✅,❌,46.8,✅,✅,—
ADEL,43.4,❌,✅,❌,❌,46.8,✅,✅,—
RODRG,52.2,❌,❌,❌,❌,46.9,❌,❌,—
NUHCM,49.7,✅,❌,✅,❌,47.0,✅,✅,—
OZGYO,60.4,❌,❌,❌,❌,47.0,✅,❌,—
TSKB,51.8,✅,❌,✅,❌,47.0,✅,✅,—
FONET,61.6,❌,❌,❌,❌,47.1,❌,❌,—
BRKO,53.2,❌,❌,❌,✅,47.1,❌,❌,—
AGYO,51.4,✅,❌,✅,❌,47.1,✅,✅,—
FMIZP,50.2,❌,❌,❌,❌,47.3,✅,❌,—
PRDGS,52.9,❌,❌,❌,✅,47.4,❌,❌,—
BRKSN,49.5,❌,❌,❌,❌,47.4,✅,✅,—
BIGTK,50.4,❌,❌,❌,❌,47.6,❌,❌,—
BNTAS,44.4,❌,✅,❌,✅,47.7,✅,✅,—
ESCAR,54.3,✅,❌,✅,❌,47.8,❌,❌,—
AYES,64.7,❌,❌,❌,✅,47.8,❌,❌,—
BIZIM,46.2,✅,✅,✅,❌,47.8,✅,✅,—
AKENR,50.9,✅,❌,✅,✅,47.9,✅,❌,—
BYDNR,58.6,❌,❌,❌,❌,47.9,✅,❌,—
ISBIR,44.5,✅,✅,✅,❌,48.0,✅,✅,—
TERA,56.9,✅,❌,✅,✅,48.1,✅,✅,—
DOKTA,48.4,✅,❌,✅,❌,48.1,✅,✅,—
AKSEN,64.4,✅,❌,✅,✅,48.1,✅,❌,—
RUZYE,50.9,✅,❌,✅,❌,48.2,✅,✅,—
KMPUR,49.4,✅,✅,✅,❌,48.2,✅,❌,—
EDATA,63.0,❌,❌,❌,✅,48.2,❌,❌,—
NIBAS,51.8,✅,❌,✅,❌,48.2,✅,✅,—
DGGYO,51.1,✅,❌,✅,✅,48.3,✅,❌,—
PKART,60.8,❌,❌,❌,❌,48.4,❌,❌,—
AYEN,57.8,✅,❌,✅,✅,48.4,✅,❌,—
PSGYO,59.1,❌,❌,❌,❌,48.4,✅,❌,—
KRDMB,67.2,❌,❌,❌,✅,48.5,✅,❌,—
FADE,51.9,❌,❌,❌,✅,48.5,❌,❌,—
ULUUN,56.9,❌,❌,❌,✅,48.6,❌,❌,—
TAVHL,55.1,✅,❌,✅,❌,48.6,✅,✅,—
PRKME,49.5,❌,❌,❌,❌,48.6,❌,❌,—
GOODY,47.2,✅,✅,✅,✅,48.7,✅,✅,🟢
MRSHL,51.8,❌,❌,❌,❌,48.7,✅,❌,—
FRIGO,54.5,❌,❌,❌,❌,48.8,✅,✅,—
EDIP,56.7,❌,❌,❌,✅,48.8,✅,❌,—
INFO,57.7,❌,❌,❌,✅,48.8,✅,❌,—
IZFAS,64.1,❌,❌,❌,❌,48.9,✅,❌,—
ICBCT,56.7,❌,❌,❌,✅,48.9,❌,❌,—
MACKO,55.2,✅,❌,✅,❌,48.9,✅,❌,—
EUPWR,59.8,❌,❌,❌,❌,49.0,✅,❌,—
TURSG,64.9,✅,❌,✅,❌,49.0,✅,❌,—
TBORG,52.2,❌,❌,❌,❌,49.0,❌,✅,—
VESTL,37.4,✅,✅,✅,❌,49.3,❌,✅,—
KNFRT,50.6,❌,❌,❌,❌,49.4,✅,✅,—
ESCOM,57.9,❌,❌,❌,✅,49.4,✅,❌,—
ENKAI,64.1,✅,❌,✅,❌,49.4,✅,✅,—
TATGD,50.1,❌,✅,❌,❌,49.5,✅,❌,—
SANFM,51.9,❌,❌,❌,✅,49.5,❌,❌,—
OZKGY,53.7,❌,❌,❌,✅,49.7,✅,✅,—
BASGZ,67.8,✅,❌,✅,✅,49.7,✅,❌,—
PAGYO,69.9,❌,❌,❌,✅,49.8,❌,❌,—
KONYA,42.0,✅,✅,✅,❌,49.8,✅,✅,—
HKTM,47.5,❌,✅,❌,❌,49.9,❌,❌,—
RUBNS,51.8,❌,❌,❌,❌,49.9,❌,❌,—
BUCIM,45.2,✅,❌,✅,❌,50.0,✅,✅,—
KRONT,61.9,❌,❌,❌,❌,50.1,❌,❌,—
MEPET,62.3,✅,❌,✅,❌,50.2,✅,✅,—
MOBTL,65.7,✅,❌,✅,✅,50.3,✅,❌,—
IZMDC,61.4,❌,✅,❌,✅,50.4,❌,❌,—
ISGYO,59.3,❌,❌,❌,✅,50.4,✅,❌,—
OYAKC,53.2,❌,❌,❌,❌,50.5,✅,✅,—
CCOLA,42.1,✅,✅,✅,❌,50.5,✅,❌,—
YKBNK,55.0,❌,❌,❌,✅,50.5,✅,✅,—
BMSTL,61.3,✅,❌,✅,✅,50.7,✅,❌,—
BOSSA,52.0,✅,❌,✅,✅,50.7,✅,✅,—
CUSAN,52.5,✅,✅,✅,✅,50.8,✅,✅,🟢
BRLSM,51.7,❌,✅,❌,❌,50.9,❌,❌,—
AKSA,56.0,✅,❌,✅,✅,51.0,✅,❌,—
AEFES,56.2,✅,❌,✅,❌,51.0,✅,❌,—
TSPOR,45.6,❌,✅,❌,❌,51.0,❌,✅,—
DZGYO,53.8,✅,❌,✅,✅,51.1,✅,✅,—
VERUS,57.1,❌,❌,❌,✅,51.1,❌,❌,—
DENGE,47.2,✅,✅,✅,❌,51.1,✅,✅,—
GARAN,56.4,✅,❌,✅,✅,51.3,✅,✅,—
AKBNK,55.3,✅,❌,✅,✅,51.6,✅,✅,—
DIRIT,51.8,❌,❌,❌,❌,51.6,❌,✅,—
ZRGYO,56.1,✅,❌,✅,✅,51.7,✅,✅,—
ASTOR,68.3,❌,✅,❌,✅,51.7,❌,❌,—
KCAER,53.7,❌,✅,❌,✅,51.7,✅,❌,—
ODAS,55.9,✅,✅,✅,❌,51.8,✅,❌,—
NTGAZ,63.7,❌,❌,❌,✅,51.8,✅,✅,—
ISCTR,53.4,✅,❌,✅,✅,52.0,✅,✅,—
AKMGY,60.0,❌,❌,❌,❌,52.0,✅,❌,—
MIATK,50.5,✅,✅,✅,❌,52.0,✅,✅,—
ANHYT,59.6,✅,❌,✅,✅,52.0,✅,✅,—
TDGYO,51.6,✅,❌,✅,❌,52.0,✅,✅,—
VANGD,72.8,❌,❌,❌,✅,52.1,❌,❌,—
PSDTC,56.5,❌,❌,❌,✅,52.2,❌,❌,—
KGYO,68.1,❌,❌,❌,✅,52.3,❌,❌,—
KORDS,55.0,❌,✅,❌,❌,52.3,❌,❌,—
TOASO,59.5,✅,❌,✅,✅,52.4,✅,✅,—
KUYAS,65.2,✅,❌,✅,✅,52.4,✅,✅,—
BIOEN,50.8,❌,✅,❌,❌,52.6,❌,✅,—
OZRDN,67.7,❌,❌,❌,❌,52.6,✅,❌,—
GSDDE,64.4,❌,✅,❌,✅,52.7,✅,❌,—
DOHOL,61.8,❌,❌,❌,❌,52.7,❌,❌,—
TURGG,51.6,✅,❌,✅,✅,52.7,✅,✅,—
GOZDE,52.6,✅,✅,✅,✅,52.7,✅,✅,🟢
BAGFS,51.1,✅,✅,✅,❌,52.8,✅,✅,—
SONME,59.0,✅,❌,✅,✅,52.8,✅,✅,—
LOGO,55.9,✅,❌,✅,❌,52.9,✅,✅,—
GEREL,72.7,✅,✅,✅,✅,52.9,✅,❌,—
SAHOL,55.4,✅,❌,✅,✅,53.0,✅,✅,—
SAYAS,53.2,❌,✅,❌,❌,53.2,❌,❌,—
PETUN,54.5,✅,❌,✅,✅,53.2,✅,✅,—
SISE,55.4,✅,✅,✅,❌,53.3,✅,✅,—
CEOEM,50.3,✅,✅,✅,❌,53.6,✅,✅,—
SASA,45.0,✅,✅,✅,❌,53.7,✅,✅,—
JANTS,45.7,✅,✅,✅,❌,53.8,✅,✅,—
AYDEM,57.0,✅,✅,✅,✅,53.8,✅,✅,🟢
