build,kod,periyot,formasyon,sinif,yon,durum,formasyon_tarihi,teyit_tarihi,kapanis,formasyon_tepe,formasyon_dip,teyit_seviyesi,teyit_sarti,gecersizlik_seviyesi,gecersizlik_notu
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,CEOEM,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-25,,20.24,32.62,19.98,19.98,Formasyon kendi içinde teyitli,32.62,32.62 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,LOGO,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-09-25,,140.0,152.7,121.1,121.1,Formasyon kendi içinde teyitli,152.7,152.70 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ISGYO,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-09-25,,23.76,25.2,21.26,25.2,Formasyon kendi içinde teyitli,21.26,21.26 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KRTEK,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-09-25,,6.32,6.79,4.85,6.79,Formasyon kendi içinde teyitli,4.85,4.85 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,MRGYO,HAFTALIK,Dark Cloud,B,AYI,AYI TEYİDİ,2026-09-18,2026-09-25,1.07,2.46,1.55,1.55,Teyit geldi: haftalık kapanış < 1.55,2.46,2.46 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,TDGYO,HAFTALIK,Shooting Star,B,AYI,AYI TEYİDİ,2026-09-18,2026-09-25,9.72,22.52,14.94,14.94,Teyit geldi: haftalık kapanış < 14.94,22.52,22.52 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,HRKET,HAFTALIK,Piercing,B,BOĞA,BOĞA TEYİDİ,2026-09-18,2026-09-25,8.23,6.64,5.43,6.64,Teyit geldi: haftalık kapanış > 6.64,5.43,5.43 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ISCTR,HAFTALIK,Shooting Star,B,AYI,TEYİT BEKLİYOR,2026-09-25,,13.07,13.78,13.05,13.05,Sonraki haftalık kapanış < 13.05,13.78,13.78 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ASTOR,HAFTALIK,Boğa Harami,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,261.25,290.75,238.9,290.75,Sonraki haftalık kapanış > 290.75,238.9,238.90 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ATAKP,HAFTALIK,Boğa Harami,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,36.5,40.2,33.9,40.2,Sonraki haftalık kapanış > 40.20,33.9,33.90 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ATEKS,HAFTALIK,Piercing,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,91.5,99.95,76.5,99.95,Sonraki haftalık kapanış > 99.95,76.5,76.50 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BARMA,HAFTALIK,Hammer,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,7.43,7.48,6.01,7.48,Sonraki haftalık kapanış > 7.48,6.01,6.01 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BLUME,HAFTALIK,Piercing,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,37.0,38.7,29.8,38.7,Sonraki haftalık kapanış > 38.70,29.8,29.80 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ECILC,HAFTALIK,Piercing,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,68.5,72.3,54.8,72.3,Sonraki haftalık kapanış > 72.30,54.8,54.80 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EMNIS,HAFTALIK,Boğa Harami,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,140.0,157.9,130.0,157.9,Sonraki haftalık kapanış > 157.90,130.0,130.00 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ERBOS,HAFTALIK,Ters Hammer,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,117.9,128.9,117.9,128.9,Sonraki haftalık kapanış > 128.90,117.9,117.90 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,FONET,HAFTALIK,Piercing,B,BOĞA,TEYİT BEKLİYOR,2026-09-25,,4.37,4.57,3.73,4.57,Sonraki haftalık kapanış > 4.57,3.73,3.73 altı formasyonu bozar
