Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
YATAS,48.5,37.6,✅,❌,✅,98.2,✅,—
ARENA,43.3,37.6,✅,❌,✅,98.2,✅,—
DESA,46.9,37.8,✅,❌,✅,99.4,✅,—
ELITE,44.8,37.8,❌,❌,❌,91.9,❌,—
BORLS,,37.8,❌,❌,❌,-228.1,❌,—
EKOS,,37.9,❌,❌,❌,34.2,❌,—
KLRHO,,37.9,❌,✅,❌,18.3,❌,—
IHEVA,45.7,38.0,❌,❌,❌,99.1,✅,—
ESEN,44.1,38.0,✅,✅,✅,66.3,❌,—
GLRYH,44.4,38.0,✅,✅,✅,91.5,❌,—
FROTO,46.4,38.1,✅,❌,✅,90.0,❌,—
ATAKP,42.2,38.2,❌,❌,❌,46.8,❌,—
PNSUT,47.7,38.2,❌,❌,❌,95.4,✅,—
SERNT,,38.3,❌,❌,❌,,❌,—
BAGFS,45.8,38.3,✅,❌,✅,97.5,✅,—
LMKDC,,38.3,✅,❌,✅,81.0,❌,—
DITAS,47.8,38.4,❌,❌,❌,90.5,❌,—
YONGA,42.8,38.4,❌,❌,❌,-73.0,❌,—
SILVR,44.9,38.5,✅,❌,✅,99.4,✅,—
ULAS,46.5,38.5,✅,✅,✅,96.4,✅,🟢
KSTUR,44.2,38.5,❌,❌,❌,55.1,❌,—
BULGS,,38.6,❌,❌,❌,84.1,❌,—
BALSU,,38.6,❌,❌,❌,-456.8,❌,—
LUKSK,48.1,38.7,❌,❌,❌,98.0,✅,—
MGROS,53.4,38.7,❌,❌,❌,98.3,✅,—
ARTMS,,38.9,❌,❌,❌,37.5,❌,—
ORCAY,36.3,39.0,❌,❌,❌,52.0,❌,—
LRSHO,44.9,39.0,✅,✅,✅,84.6,❌,—
KIMMR,53.5,39.0,❌,❌,❌,95.5,✅,—
DOFER,43.4,39.1,✅,✅,✅,53.6,❌,—
ISSEN,40.5,39.1,✅,❌,✅,76.1,❌,—
KUTPO,48.1,39.1,✅,❌,✅,97.8,✅,—
REEDR,,39.2,❌,❌,❌,-1740.0,❌,—
TEKTU,47.1,39.3,❌,❌,❌,95.7,✅,—
ALKIM,46.6,39.3,❌,❌,❌,97.0,✅,—
BRYAT,46.7,39.3,❌,❌,❌,98.9,✅,—
MMCAS,48.9,39.3,❌,❌,❌,90.1,❌,—
DAPGM,47.7,39.3,❌,❌,❌,90.5,❌,—
BIZIM,43.5,39.5,❌,❌,❌,97.1,✅,—
FZLGY,,39.6,✅,❌,✅,45.9,❌,—
HEKTS,34.3,39.6,❌,❌,❌,82.8,❌,—
IZINV,49.5,39.7,❌,❌,❌,93.1,❌,—
GZNMI,42.5,39.8,❌,✅,❌,92.4,❌,—
VSNMD,,39.9,❌,✅,❌,-168.2,❌,—
MIATK,46.1,40.0,✅,❌,✅,63.0,❌,—
BFREN,33.7,40.0,✅,✅,✅,98.8,✅,🟢
GWIND,46.7,40.0,❌,❌,❌,61.0,❌,—
HUBVC,48.6,40.0,❌,❌,❌,92.6,❌,—
BAYRK,45.8,40.1,✅,❌,✅,95.4,✅,—
BRKVY,49.6,40.1,❌,❌,❌,71.5,❌,—
ERCB,36.3,40.2,✅,❌,✅,-24.6,❌,—
BRISA,48.0,40.2,✅,❌,✅,98.6,✅,—
NTGAZ,57.9,40.3,❌,❌,❌,97.5,✅,—
DENGE,44.4,40.3,❌,❌,❌,84.2,❌,—
SUWEN,40.9,40.3,❌,✅,❌,78.7,❌,—
HALKB,55.5,40.3,❌,❌,❌,93.6,❌,—
ZEDUR,46.3,40.3,❌,❌,❌,90.7,❌,—
CASA,43.4,40.3,✅,✅,✅,-26.5,❌,—
TKNSA,42.9,40.4,✅,✅,✅,95.8,✅,🟢
BIGCH,,40.5,❌,❌,❌,28.2,❌,—
SMRVA,,40.5,✅,✅,✅,-174.3,❌,—
TUREX,45.4,40.5,✅,❌,✅,4.4,❌,—
MTRYO,51.7,40.7,❌,❌,❌,97.2,✅,—
KENT,38.1,40.7,❌,✅,❌,70.8,❌,—
PRKAB,48.6,40.8,❌,❌,❌,94.2,❌,—
DOKTA,46.0,40.8,✅,❌,✅,99.5,✅,—
MAGEN,54.7,40.9,❌,❌,❌,96.1,✅,—
OTKAR,41.5,40.9,✅,✅,✅,99.2,✅,🟢
MEPET,56.4,40.9,❌,❌,❌,99.4,✅,—
PLTUR,46.9,40.9,❌,❌,❌,90.3,❌,—
GSRAY,33.8,41.1,✅,✅,✅,26.2,❌,—
SELVA,46.1,41.1,✅,❌,✅,-148.7,❌,—
ALGYO,48.6,41.2,✅,❌,✅,92.5,❌,—
KONYA,38.9,41.3,✅,✅,✅,98.4,✅,🟢
AGYO,49.8,41.3,✅,❌,✅,98.1,✅,—
SAFKR,53.8,41.4,❌,❌,❌,94.8,❌,—
ALFAS,43.8,41.4,❌,❌,❌,77.4,❌,—
BEYAZ,48.0,41.4,❌,❌,❌,90.1,❌,—
CLEBI,47.8,41.5,✅,✅,✅,98.0,✅,🟢
INVEO,45.7,41.5,✅,❌,✅,96.8,✅,—
TTKOM,53.0,41.5,✅,❌,❌,95.5,✅,—
UMPAS,56.5,41.6,❌,✅,❌,3.7,❌,—
HTTBT,48.7,41.6,❌,❌,❌,88.6,❌,—
CIMSA,52.8,41.7,✅,❌,✅,97.8,✅,—
ATLAS,50.6,41.7,❌,❌,❌,98.2,✅,—
SMART,47.3,41.7,✅,❌,✅,96.9,✅,—
PENGD,52.4,41.8,✅,❌,✅,96.6,✅,—
SAMAT,43.7,41.9,✅,❌,✅,97.6,✅,—
KARSN,47.3,41.9,✅,❌,✅,99.3,✅,—
BESLR,47.5,42.0,✅,❌,✅,96.9,✅,—
YIGIT,,42.0,❌,❌,❌,28.2,❌,—
GRNYO,53.9,42.0,❌,❌,❌,99.6,✅,—
KLSER,28.8,42.0,✅,❌,✅,58.2,❌,—
PETUN,50.1,42.1,✅,❌,✅,96.2,✅,—
VERTU,47.9,42.1,✅,❌,✅,93.7,❌,—
AKFGY,53.0,42.2,❌,❌,❌,94.7,❌,—
ISCTR,50.0,42.3,✅,❌,✅,95.5,✅,—
GRTHO,,42.3,❌,❌,❌,76.3,❌,—
IDGYO,47.5,42.4,❌,❌,❌,90.0,❌,—
KRSTL,52.0,42.4,❌,❌,❌,98.8,✅,—
HLGYO,59.3,42.5,❌,❌,❌,98.8,✅,—
MHRGY,,42.5,✅,❌,✅,-61.6,❌,—
OYAYO,54.0,42.6,❌,❌,❌,97.2,✅,—
QUAGR,43.9,42.6,❌,❌,❌,71.1,❌,—
DESPC,45.9,42.7,✅,❌,✅,97.1,✅,—
ISKPL,50.8,42.8,✅,❌,✅,86.2,❌,—
YYLGD,47.7,42.8,✅,❌,✅,61.4,❌,—
KAPLM,55.9,42.9,❌,❌,❌,98.0,✅,—
BASGZ,63.6,42.9,❌,❌,❌,99.5,✅,—
KBORU,,43.0,❌,❌,❌,85.5,❌,—
GUBRF,56.3,43.0,❌,❌,❌,98.2,✅,—
HDFGS,50.0,43.0,❌,❌,❌,93.3,❌,—
HKTM,44.7,43.1,✅,❌,✅,74.2,❌,—
BORSK,,43.1,❌,❌,❌,-174.4,❌,—
KLNMA,43.1,43.1,❌,❌,❌,96.4,✅,—
AVPGY,,43.2,❌,❌,❌,81.5,❌,—
EGSER,45.2,43.2,❌,❌,❌,98.5,✅,—
SNPAM,50.1,43.2,✅,✅,✅,99.7,✅,🟢
SUMAS,48.1,43.2,❌,❌,❌,89.9,❌,—
ALCAR,42.7,43.3,✅,❌,✅,99.5,✅,—
ONRYT,,43.4,❌,❌,❌,40.3,❌,—
ENKAI,61.6,43.4,❌,❌,❌,97.9,✅,—
CGCAM,,43.4,❌,❌,❌,91.8,❌,—
MAKIM,44.8,43.5,❌,❌,❌,97.7,✅,—
AYCES,49.2,43.5,✅,❌,✅,82.6,❌,—
CRDFA,63.3,43.5,❌,❌,❌,96.0,✅,—
IZENR,48.9,43.6,❌,❌,❌,78.8,❌,—
AFYON,51.9,43.6,❌,❌,❌,99.3,✅,—
TSKB,50.4,43.6,❌,❌,❌,98.8,✅,—
KUYAS,60.5,43.7,❌,❌,❌,99.8,✅,—
LILAK,,43.7,❌,❌,❌,55.2,❌,—
MARBL,43.6,43.8,❌,❌,❌,69.0,❌,—
CMBTN,41.2,43.8,❌,✅,❌,97.7,✅,—
MAVI,52.0,43.8,❌,❌,❌,88.6,❌,—
EGGUB,55.0,43.8,✅,❌,✅,99.4,✅,—
PINSU,55.7,43.8,❌,❌,❌,98.6,✅,—
ECILC,53.2,43.9,✅,✅,✅,96.8,✅,🟢
EKGYO,54.5,43.9,✅,❌,✅,96.6,✅,—
VKGYO,56.1,43.9,❌,❌,❌,99.1,✅,—
TERA,55.3,43.9,❌,✅,❌,95.1,✅,—
KLMSN,49.9,44.0,✅,❌,✅,98.8,✅,—
TOASO,55.6,44.0,✅,❌,✅,86.3,❌,—
PENTA,43.7,44.1,❌,❌,❌,-100.3,❌,—
MAALT,51.3,44.1,✅,❌,✅,98.3,✅,—
KFEIN,48.5,44.1,✅,❌,✅,93.3,❌,—
DZGYO,51.4,44.2,✅,❌,✅,96.3,✅,—
YAPRK,44.0,44.3,❌,✅,❌,67.4,❌,—
BASCM,52.0,44.3,✅,❌,✅,95.6,✅,—
A1YEN,50.3,44.3,❌,❌,❌,90.4,❌,—
ORMA,49.0,44.3,❌,❌,❌,89.2,❌,—
NUGYO,50.1,44.5,❌,❌,❌,97.2,✅,—
DNISI,50.0,44.6,❌,❌,❌,99.1,✅,—
EGEGY,,44.6,❌,❌,❌,88.7,❌,—
ISBIR,43.5,44.6,❌,✅,❌,-10.8,❌,—
DERIM,51.3,44.6,✅,❌,✅,99.6,✅,—
NUHCM,49.1,44.7,❌,❌,❌,96.0,✅,—
FRIGO,53.3,44.7,❌,✅,❌,97.4,✅,—
PAMEL,44.3,44.8,✅,❌,✅,97.4,✅,—
ASGYO,,44.8,❌,❌,❌,-91.2,❌,—
KTSKR,54.7,44.9,❌,❌,❌,99.1,✅,—
SASA,41.0,44.9,❌,❌,❌,95.4,✅,—
LINK,43.7,44.9,✅,❌,✅,93.2,❌,—
PATEK,,45.1,✅,❌,✅,86.2,❌,—
GEDZA,51.8,45.1,✅,❌,✅,95.8,✅,—
SOKE,52.2,45.2,❌,❌,❌,90.7,❌,—
TBORG,51.1,45.2,✅,✅,✅,96.1,✅,🟢
ALCTL,52.1,45.2,❌,❌,❌,99.0,✅,—
GARFA,52.9,45.2,✅,❌,✅,99.9,✅,—
POLTK,42.6,45.3,✅,✅,✅,66.6,❌,—
KLYPV,,45.3,❌,❌,❌,-38.8,❌,—
BIOEN,47.8,45.4,❌,❌,❌,91.3,❌,—
AVOD,51.7,45.4,✅,❌,✅,98.9,✅,—
EKSUN,47.7,45.4,❌,❌,❌,-5921.1,❌,—
ONCSM,57.3,45.4,✅,❌,✅,96.4,✅,—
MACKO,53.7,45.5,❌,❌,❌,66.5,❌,—
TDGYO,49.0,45.5,❌,✅,❌,86.7,❌,—
LOGO,53.5,45.6,✅,✅,✅,98.1,✅,🟢
BALAT,54.1,45.6,✅,✅,✅,90.1,❌,—
ULUFA,49.6,45.7,✅,✅,✅,91.3,❌,—
PNLSN,48.9,45.7,❌,❌,❌,94.3,❌,—
SISE,52.9,45.8,✅,❌,✅,95.8,✅,—
OZKGY,52.1,45.8,✅,❌,✅,99.2,✅,—
SKTAS,44.6,45.9,✅,❌,✅,99.0,✅,—
EUHOL,51.9,45.9,✅,✅,✅,98.2,✅,🟢
TURGG,49.3,45.9,✅,✅,✅,97.1,✅,🟢
GSDHO,53.4,46.0,✅,❌,✅,99.7,✅,—
SEYKM,47.7,46.0,❌,❌,❌,78.6,❌,—
INTEM,51.2,46.0,❌,✅,❌,99.1,✅,—
BVSAN,53.3,46.0,✅,❌,✅,42.9,❌,—
BANVT,44.0,46.1,❌,❌,❌,98.5,✅,—
BRLSM,49.3,46.2,❌,❌,❌,58.5,❌,—
EPLAS,48.4,46.2,❌,✅,❌,92.5,❌,—
FLAP,52.2,46.2,✅,❌,✅,86.3,❌,—
IHAAS,55.7,46.3,✅,❌,✅,92.9,❌,—
EYGYO,,46.3,❌,✅,❌,-122.1,❌,—
DSTKF,,46.4,✅,❌,✅,95.4,✅,—
KOPOL,46.9,46.4,✅,❌,✅,85.7,❌,—
OYAKC,51.8,46.5,✅,✅,✅,94.7,❌,—
INTEK,43.8,46.6,❌,❌,❌,60.8,❌,—
MSGYO,57.1,46.6,❌,❌,❌,99.1,✅,—
TCELL,57.0,46.6,❌,❌,❌,92.0,❌,—
PETKM,51.3,46.7,✅,❌,✅,99.4,✅,—
ACSEL,52.9,46.7,❌,❌,❌,94.1,❌,—
SKYLP,58.6,46.7,✅,❌,✅,96.6,✅,—
INGRM,48.2,46.7,❌,❌,❌,98.1,✅,—
AGHOL,54.6,46.8,❌,❌,❌,99.4,✅,—
DYOBY,47.9,46.8,✅,✅,✅,97.4,✅,🟢
ENERY,58.6,46.9,✅,❌,✅,86.7,❌,—
GOODY,46.4,46.9,✅,❌,✅,95.3,✅,—
VAKBN,55.6,47.1,❌,❌,❌,96.5,✅,—
VAKKO,51.3,47.2,✅,❌,✅,99.6,✅,—
LIDFA,62.1,47.2,✅,❌,✅,96.8,✅,—
AVHOL,49.6,47.2,❌,❌,❌,85.3,❌,—
ADGYO,,47.3,❌,❌,❌,-17.5,❌,—
SARKY,56.0,47.4,❌,❌,❌,92.5,❌,—
EMNIS,43.4,47.5,❌,✅,❌,98.5,✅,—
ATEKS,49.3,47.5,❌,❌,❌,98.9,✅,—
BURVA,61.2,47.5,❌,❌,❌,99.9,✅,—
CEOEM,48.1,47.5,✅,❌,✅,94.7,❌,—
OZGYO,60.8,47.5,❌,❌,❌,99.8,✅,—
GLBMD,52.7,47.8,✅,❌,✅,94.3,❌,—
SAHOL,53.0,47.9,✅,✅,✅,90.5,❌,—
TARKM,,47.9,❌,❌,❌,90.0,❌,—
LYDYE,53.3,48.0,✅,✅,✅,99.7,✅,🟢
AEFES,56.0,48.0,❌,❌,❌,95.5,✅,—
DOGUB,60.9,48.1,❌,❌,❌,98.8,✅,—
OSMEN,37.3,48.1,❌,❌,❌,65.0,❌,—
GARAN,55.1,48.2,✅,✅,✅,98.9,✅,🟢
BAKAB,54.1,48.2,✅,❌,✅,98.0,✅,—
MERCN,52.0,48.3,✅,❌,✅,62.0,❌,—
AKBNK,53.9,48.4,✅,✅,✅,97.7,✅,🟢
BNTAS,44.9,48.5,❌,✅,❌,98.0,✅,—
TURSG,65.7,48.5,❌,❌,❌,99.2,✅,—
YKBNK,54.1,48.6,✅,✅,✅,97.7,✅,🟢
HOROZ,,48.6,✅,✅,✅,100.0,✅,🟢
THYAO,56.0,48.7,✅,❌,✅,99.8,✅,—
MEGMT,67.0,48.7,✅,❌,✅,91.0,❌,—
ARSAN,59.6,48.7,✅,✅,✅,98.8,✅,🟢
HATSN,,48.8,❌,❌,❌,82.8,❌,—
MARMR,,48.8,✅,✅,✅,-422.9,❌,—
NETAS,50.8,48.9,❌,❌,❌,99.5,✅,—
KAREL,49.8,48.9,✅,❌,✅,95.6,✅,—
ESCAR,54.3,48.9,❌,❌,❌,97.4,✅,—
LYDHO,61.5,48.9,✅,❌,✅,99.6,✅,—
ULUUN,57.5,49.1,✅,❌,✅,98.7,✅,—
ENTRA,,49.1,❌,❌,❌,-40371.3,❌,—
KNFRT,50.6,49.1,✅,✅,✅,98.9,✅,🟢
ECZYT,59.2,49.1,❌,❌,❌,99.5,✅,—
BLUME,54.7,49.2,✅,✅,✅,97.7,✅,🟢
ADEL,43.8,49.2,✅,✅,✅,70.8,❌,—
TAVHL,55.3,49.3,✅,✅,✅,99.5,✅,🟢
DOAS,54.6,49.5,❌,❌,❌,98.6,✅,—
AKENR,52.3,49.5,✅,✅,✅,97.4,✅,🟢
MERIT,54.6,49.6,✅,✅,✅,77.5,❌,—
OZRDN,66.8,49.6,❌,❌,❌,96.2,✅,—
FADE,52.8,49.6,❌,❌,❌,96.4,✅,—
QNBFK,45.9,49.7,❌,✅,❌,93.9,❌,—
SKYMD,,49.8,❌,❌,❌,94.5,❌,—
EDIP,59.8,49.9,❌,❌,❌,99.4,✅,—
FMIZP,51.8,49.9,✅,✅,✅,99.4,✅,🟢
DMSAS,52.3,50.0,✅,✅,✅,99.2,✅,🟢
DOFRB,,50.0,✅,❌,✅,94.2,❌,—
YAYLA,51.9,50.1,✅,✅,✅,97.7,✅,🟢
AHSGY,,50.2,❌,❌,❌,92.2,❌,—
RODRG,54.8,50.2,❌,❌,❌,70.1,❌,—
BRKO,55.0,50.2,✅,❌,✅,98.5,✅,—
ALBRK,59.9,50.3,❌,✅,❌,98.5,✅,—
AYDEM,54.8,50.6,✅,✅,✅,90.8,❌,—
BRKSN,51.0,50.7,✅,✅,✅,93.8,❌,—
OBASE,54.5,50.7,❌,❌,❌,99.3,✅,—
PRKME,50.8,50.8,❌,✅,❌,98.6,✅,—
AYEN,59.8,50.9,❌,❌,❌,99.3,✅,—
GEDIK,59.4,51.0,✅,❌,✅,100.0,✅,—
RNPOL,60.9,51.0,❌,❌,❌,84.4,❌,—
KRGYO,41.7,51.2,✅,✅,✅,93.8,❌,—
DOHOL,61.6,51.2,✅,❌,✅,99.8,✅,—
TRALT,62.6,51.2,❌,❌,❌,96.5,✅,—
ODAS,56.1,51.3,❌,❌,❌,99.2,✅,—
SMRTG,49.2,51.4,❌,❌,❌,84.4,❌,—
MPARK,61.5,51.5,✅,✅,✅,99.0,✅,🟢
PRDGS,56.3,51.5,❌,❌,❌,94.0,❌,—
EUYO,57.8,51.6,❌,✅,❌,97.6,✅,—
IZFAS,67.9,51.6,❌,❌,❌,98.4,✅,—
TRENJ,61.7,51.7,❌,❌,❌,100.0,✅,—
BINBN,,51.8,❌,✅,❌,97.1,✅,—
TRMET,61.4,51.8,❌,❌,❌,99.9,✅,—
ZRGYO,56.1,51.9,✅,✅,✅,90.3,❌,—
BINHO,,52.1,❌,❌,❌,89.8,❌,—
ISDMR,65.2,52.1,❌,❌,❌,98.1,✅,—
ALTNY,,52.2,✅,✅,✅,58.1,❌,—
AZTEK,49.5,52.3,✅,✅,✅,84.4,❌,—
ECOGR,,52.3,✅,❌,✅,-162.0,❌,—
DGGYO,53.3,52.4,✅,❌,✅,100.0,✅,—
INDES,61.4,52.5,✅,❌,✅,99.0,✅,—
AKSEN,69.2,52.5,❌,❌,❌,97.0,✅,—
DIRIT,51.8,52.5,✅,✅,✅,89.2,❌,—
BSOKE,58.4,52.5,❌,❌,❌,99.7,✅,—
GOZDE,52.5,52.6,❌,❌,❌,99.7,✅,—
EGPRO,61.1,52.7,✅,❌,✅,97.8,✅,—
GLRMK,,52.7,✅,✅,✅,62.7,❌,—
ENJSA,69.0,52.7,❌,❌,❌,99.3,✅,—
AGESA,67.9,52.7,✅,❌,✅,98.2,✅,—
BRMEN,57.8,52.9,❌,❌,❌,99.8,✅,—
HUNER,50.7,52.9,✅,✅,✅,42.9,❌,—
CWENE,63.8,53.0,❌,❌,❌,83.2,❌,—
SANFM,53.0,53.0,❌,❌,❌,99.2,✅,—
TATGD,51.7,53.1,✅,❌,✅,95.4,✅,—
BYDNR,62.3,53.1,✅,❌,✅,92.8,❌,—
CUSAN,53.9,53.1,✅,✅,✅,100.0,✅,🟢
TRGYO,71.9,53.2,✅,❌,✅,99.8,✅,—
YUNSA,57.7,53.2,✅,❌,✅,98.3,✅,—
AKFYE,60.9,53.3,❌,❌,❌,-2738.1,❌,—
ANHYT,60.8,53.4,❌,✅,❌,99.7,✅,—
