Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ORCAY,35.9,❌,✅,❌,❌,38.9,❌,❌,—
KIMMR,53.5,❌,❌,❌,✅,39.0,❌,❌,—
IHEVA,45.7,✅,❌,✅,❌,39.0,❌,✅,—
BRYAT,46.5,✅,❌,✅,❌,39.0,❌,❌,—
ISSEN,40.4,✅,❌,✅,❌,39.1,✅,❌,—
KUTPO,48.1,✅,❌,✅,❌,39.1,✅,❌,—
MIATK,45.9,✅,❌,✅,❌,39.3,✅,❌,—
TEKTU,47.1,❌,❌,❌,❌,39.3,❌,❌,—
ALKIM,46.6,✅,❌,✅,✅,39.3,❌,❌,—
MMCAS,48.9,❌,❌,❌,❌,39.4,❌,❌,—
DOFER,43.8,✅,❌,✅,❌,39.4,✅,✅,—
DAPGM,47.6,✅,❌,✅,❌,39.4,❌,❌,—
NTGAZ,58.0,❌,❌,❌,✅,39.5,❌,❌,—
BIZIM,43.5,✅,❌,✅,❌,39.5,❌,❌,—
HEKTS,34.3,❌,✅,❌,❌,39.6,❌,❌,—
IZINV,49.5,❌,❌,❌,❌,39.7,❌,❌,—
GZNMI,42.6,❌,❌,❌,❌,39.8,❌,✅,—
CASA,43.4,✅,❌,✅,❌,39.8,✅,✅,—
BAYRK,45.8,✅,❌,✅,❌,39.9,✅,❌,—
GWIND,46.7,❌,❌,❌,❌,39.9,❌,❌,—
BFREN,33.7,✅,✅,✅,❌,39.9,✅,✅,—
TKNSA,42.9,✅,❌,✅,❌,40.0,✅,✅,—
BRKVY,49.7,✅,❌,✅,❌,40.0,❌,❌,—
HUBVC,48.6,❌,❌,❌,❌,40.0,❌,❌,—
DENGE,44.3,❌,❌,❌,❌,40.1,❌,❌,—
ERCB,36.3,✅,❌,✅,❌,40.1,✅,❌,—
BRISA,48.0,❌,❌,❌,❌,40.2,✅,❌,—
LRSHO,45.3,✅,❌,✅,❌,40.2,✅,✅,—
ZEDUR,46.2,✅,❌,✅,❌,40.2,❌,❌,—
HALKB,55.5,❌,❌,❌,✅,40.2,❌,❌,—
MTRYO,51.4,❌,❌,❌,❌,40.2,❌,❌,—
TUREX,45.4,❌,❌,❌,❌,40.4,✅,❌,—
DOKTA,45.9,✅,❌,✅,❌,40.5,✅,❌,—
SUWEN,41.0,✅,❌,✅,❌,40.6,❌,✅,—
PRKAB,48.6,✅,❌,✅,❌,40.7,❌,❌,—
KENT,38.1,✅,❌,✅,❌,40.7,❌,✅,—
HTTBT,48.6,✅,❌,✅,❌,41.0,❌,❌,—
PLTUR,47.1,✅,❌,✅,❌,41.1,❌,❌,—
OTKAR,41.7,✅,❌,✅,❌,41.1,✅,✅,—
SAFKR,53.8,✅,❌,✅,❌,41.1,❌,❌,—
MAGEN,54.6,❌,❌,❌,❌,41.2,❌,❌,—
TTKOM,52.9,✅,❌,✅,✅,41.3,❌,❌,—
ALGYO,48.6,✅,❌,✅,❌,41.3,✅,❌,—
AGYO,49.8,✅,❌,✅,❌,41.3,✅,❌,—
KONYA,38.9,✅,❌,✅,❌,41.3,✅,✅,—
SELVA,46.1,✅,❌,✅,❌,41.4,✅,✅,—
MEPET,56.5,✅,❌,✅,❌,41.4,❌,❌,—
BEYAZ,48.0,❌,❌,❌,❌,41.4,❌,❌,—
ALFAS,43.3,❌,❌,❌,❌,41.4,❌,❌,—
UMPAS,56.5,❌,❌,❌,❌,41.4,❌,✅,—
GSRAY,33.7,✅,✅,✅,❌,41.5,✅,✅,—
KLSER,28.8,✅,✅,✅,❌,41.5,✅,❌,—
CLEBI,47.8,✅,❌,✅,❌,41.5,✅,✅,—
SMART,47.2,✅,❌,✅,❌,41.5,✅,❌,—
INVEO,45.7,✅,❌,✅,✅,41.5,✅,❌,—
CIMSA,52.7,✅,❌,✅,❌,41.6,✅,❌,—
ATLAS,50.6,❌,❌,❌,❌,41.7,❌,❌,—
KARSN,47.3,✅,❌,✅,❌,41.8,✅,❌,—
SAMAT,43.6,✅,❌,✅,❌,41.8,✅,❌,—
VERTU,47.9,✅,❌,✅,❌,41.8,✅,❌,—
PENGD,52.4,❌,❌,❌,✅,41.8,✅,❌,—
GRNYO,53.9,✅,❌,✅,❌,42.0,❌,❌,—
BESLR,47.5,✅,❌,✅,❌,42.0,✅,❌,—
PETUN,50.1,✅,❌,✅,❌,42.1,✅,❌,—
IDGYO,47.4,❌,❌,❌,❌,42.2,❌,❌,—
AKFGY,53.0,❌,❌,❌,❌,42.2,❌,❌,—
ISCTR,50.0,✅,❌,✅,✅,42.2,✅,❌,—
KAPLM,55.9,❌,❌,❌,❌,42.4,❌,❌,—
KRSTL,52.0,❌,❌,❌,❌,42.4,❌,❌,—
HLGYO,59.3,❌,❌,❌,✅,42.5,❌,❌,—
QUAGR,43.8,❌,❌,❌,❌,42.6,❌,❌,—
YYLGD,47.5,✅,❌,✅,❌,42.7,✅,❌,—
AYCES,48.9,✅,❌,✅,✅,42.8,✅,❌,—
ISKPL,50.8,✅,❌,✅,❌,42.8,✅,❌,—
OYAYO,54.2,✅,❌,✅,✅,42.8,❌,❌,—
DESPC,46.0,❌,❌,❌,❌,42.9,✅,❌,—
GUBRF,56.3,✅,❌,✅,❌,42.9,❌,❌,—
BASGZ,63.5,❌,❌,❌,✅,42.9,❌,❌,—
KLNMA,43.1,❌,✅,❌,❌,43.1,❌,❌,—
HKTM,44.0,✅,❌,✅,❌,43.1,✅,❌,—
SUMAS,48.1,❌,❌,❌,❌,43.2,❌,❌,—
DZGYO,51.3,✅,❌,✅,✅,43.2,✅,❌,—
SNPAM,50.1,✅,❌,✅,✅,43.2,✅,✅,—
ENKAI,61.5,❌,❌,❌,❌,43.3,❌,❌,—
HDFGS,50.0,❌,❌,❌,✅,43.3,❌,❌,—
EGSER,45.3,✅,❌,✅,❌,43.4,❌,❌,—
ALCAR,42.7,❌,❌,❌,❌,43.4,✅,❌,—
MAKIM,44.8,❌,❌,❌,❌,43.4,❌,❌,—
ORMA,49.0,❌,❌,❌,❌,43.4,❌,❌,—
AFYON,51.8,❌,❌,❌,✅,43.5,❌,❌,—
PINSU,55.7,❌,❌,❌,✅,43.5,❌,❌,—
EKGYO,54.5,✅,❌,✅,❌,43.5,✅,❌,—
TSKB,50.4,✅,❌,✅,❌,43.6,❌,❌,—
KFEIN,48.2,✅,❌,✅,❌,43.6,✅,❌,—
IZENR,49.3,❌,❌,❌,❌,43.6,❌,❌,—
MARBL,44.9,✅,❌,✅,❌,43.8,❌,❌,—
EGGUB,54.9,✅,❌,✅,❌,43.8,✅,❌,—
CRDFA,63.6,❌,❌,❌,✅,43.8,❌,❌,—
MAVI,51.9,❌,❌,❌,❌,43.8,❌,❌,—
KUYAS,60.6,❌,❌,❌,✅,43.8,❌,❌,—
VKGYO,56.1,✅,❌,✅,✅,43.9,❌,❌,—
TERA,55.3,❌,❌,❌,❌,43.9,❌,✅,—
CMBTN,41.3,✅,❌,✅,❌,43.9,❌,✅,—
MAALT,51.2,❌,❌,❌,❌,43.9,✅,❌,—
ECILC,53.3,✅,❌,✅,✅,44.0,✅,✅,—
A1YEN,50.1,✅,❌,✅,❌,44.0,❌,❌,—
TOASO,55.7,❌,❌,❌,✅,44.1,✅,❌,—
PENTA,43.7,✅,✅,✅,❌,44.1,❌,❌,—
KLMSN,49.9,✅,❌,✅,✅,44.1,✅,❌,—
YAPRK,44.0,✅,❌,✅,❌,44.2,❌,✅,—
BASCM,52.0,❌,❌,❌,❌,44.3,✅,❌,—
DERIM,51.2,✅,❌,✅,✅,44.4,✅,❌,—
NUHCM,49.0,✅,❌,✅,❌,44.6,❌,❌,—
NUGYO,50.2,❌,❌,❌,❌,44.6,❌,❌,—
KTSKR,54.4,❌,❌,❌,❌,44.6,❌,❌,—
ISBIR,43.5,✅,❌,✅,❌,44.6,❌,✅,—
DNISI,50.0,✅,❌,✅,✅,44.6,❌,❌,—
PAMEL,44.3,✅,✅,✅,✅,44.7,✅,❌,—
TDGYO,48.7,❌,❌,❌,❌,44.8,❌,✅,—
LINK,43.7,✅,❌,✅,❌,44.9,✅,❌,—
FRIGO,53.4,✅,❌,✅,❌,45.0,❌,✅,—
SASA,41.1,❌,✅,❌,❌,45.1,❌,❌,—
GEDZA,51.8,✅,❌,✅,❌,45.1,✅,❌,—
AVOD,51.7,✅,❌,✅,❌,45.2,✅,❌,—
SOKE,52.5,❌,❌,❌,❌,45.2,❌,❌,—
GARFA,52.9,✅,❌,✅,✅,45.2,✅,❌,—
ONCSM,57.3,❌,❌,❌,✅,45.2,✅,❌,—
OZKGY,52.1,✅,❌,✅,✅,45.3,✅,❌,—
POLTK,42.6,✅,❌,✅,❌,45.3,✅,✅,—
ALCTL,52.2,❌,❌,❌,❌,45.4,❌,❌,—
MACKO,53.7,✅,❌,✅,❌,45.4,❌,❌,—
EKSUN,48.6,❌,❌,❌,❌,45.4,❌,❌,—
BIOEN,47.8,✅,❌,✅,❌,45.4,❌,❌,—
TBORG,51.1,✅,❌,✅,❌,45.4,✅,✅,—
TURGG,49.2,✅,❌,✅,✅,45.5,✅,✅,—
INTEM,51.0,✅,❌,✅,❌,45.5,❌,✅,—
EPLAS,48.4,✅,❌,✅,❌,45.5,❌,❌,—
SISE,52.9,✅,❌,✅,❌,45.6,✅,❌,—
BALAT,54.1,✅,❌,✅,❌,45.6,✅,✅,—
PNLSN,48.8,❌,❌,❌,❌,45.6,❌,❌,—
LOGO,53.5,❌,❌,❌,❌,45.7,✅,✅,—
SKTAS,44.5,✅,❌,✅,❌,45.7,✅,❌,—
GSDHO,53.3,✅,❌,✅,✅,45.8,✅,❌,—
BVSAN,52.9,✅,❌,✅,❌,45.8,✅,❌,—
EUHOL,51.9,✅,❌,✅,✅,45.9,✅,✅,—
IHAAS,55.4,✅,❌,✅,❌,46.0,✅,❌,—
KOPOL,47.0,✅,✅,✅,❌,46.0,✅,❌,—
BRLSM,49.4,✅,❌,✅,❌,46.2,❌,❌,—
BANVT,44.0,✅,❌,✅,❌,46.2,❌,❌,—
SEYKM,47.8,❌,❌,❌,❌,46.2,❌,❌,—
FLAP,52.2,✅,❌,✅,❌,46.3,✅,❌,—
OYAKC,51.9,✅,❌,✅,❌,46.4,✅,✅,—
MSGYO,57.0,❌,❌,❌,✅,46.4,❌,❌,—
INTEK,43.8,❌,❌,❌,❌,46.6,❌,❌,—
PETKM,51.2,✅,❌,✅,❌,46.6,✅,❌,—
DYOBY,47.8,✅,❌,✅,❌,46.6,✅,✅,—
ACSEL,52.9,❌,❌,❌,❌,46.7,❌,❌,—
EMNIS,43.4,✅,❌,✅,❌,46.8,❌,✅,—
INGRM,48.3,✅,❌,✅,❌,46.8,❌,❌,—
SKYLP,58.8,❌,❌,❌,✅,46.9,✅,❌,—
TCELL,57.0,✅,❌,✅,❌,46.9,❌,❌,—
AGHOL,54.6,❌,❌,❌,✅,46.9,❌,❌,—
VAKBN,55.6,✅,❌,✅,✅,46.9,❌,❌,—
VAKKO,51.3,✅,❌,✅,✅,47.1,✅,❌,—
AVHOL,49.6,❌,❌,❌,❌,47.3,❌,❌,—
SARKY,56.0,✅,❌,✅,❌,47.3,❌,❌,—
GOODY,46.5,✅,❌,✅,✅,47.3,✅,❌,—
ENERY,58.8,❌,❌,❌,❌,47.3,✅,❌,—
LIDFA,62.3,✅,❌,✅,❌,47.4,✅,❌,—
CEOEM,48.1,✅,❌,✅,❌,47.4,✅,❌,—
OZGYO,60.9,❌,❌,❌,❌,47.5,❌,❌,—
ATEKS,49.3,❌,❌,❌,✅,47.5,❌,❌,—
SAHOL,52.9,✅,❌,✅,❌,47.5,✅,❌,—
BURVA,61.1,✅,❌,✅,❌,47.8,❌,❌,—
GLBMD,52.7,✅,❌,✅,❌,47.8,✅,❌,—
OSMEN,37.3,✅,✅,✅,❌,47.9,❌,❌,—
LYDYE,53.3,✅,❌,✅,❌,48.0,✅,✅,—
GARAN,55.1,✅,❌,✅,✅,48.0,✅,✅,—
DOGUB,60.9,❌,❌,❌,❌,48.1,❌,❌,—
AEFES,56.0,❌,❌,❌,❌,48.1,❌,❌,—
KAREL,49.7,✅,❌,✅,❌,48.3,✅,❌,—
MERCN,52.0,✅,❌,✅,❌,48.3,✅,❌,—
BAKAB,54.2,✅,✅,✅,✅,48.4,✅,❌,—
TURSG,65.7,❌,❌,❌,❌,48.5,❌,❌,—
AKBNK,53.9,✅,❌,✅,❌,48.6,✅,✅,—
YKBNK,54.1,✅,❌,✅,✅,48.6,✅,✅,—
BNTAS,44.9,✅,✅,✅,✅,48.6,❌,✅,—
NETAS,50.9,❌,❌,❌,❌,48.7,❌,❌,—
ECZYT,59.3,✅,❌,✅,✅,48.7,❌,❌,—
THYAO,56.0,❌,❌,❌,❌,48.7,✅,❌,—
MEGMT,65.6,✅,❌,✅,❌,48.8,✅,❌,—
LYDHO,61.5,❌,❌,❌,✅,48.9,✅,❌,—
TAVHL,55.3,✅,❌,✅,❌,48.9,✅,✅,—
ARSAN,59.7,✅,❌,✅,❌,48.9,✅,✅,—
ESCAR,54.3,❌,❌,❌,❌,48.9,❌,❌,—
ULUUN,57.5,✅,❌,✅,✅,49.0,✅,❌,—
KNFRT,50.7,✅,❌,✅,❌,49.0,✅,✅,—
DOAS,54.6,❌,❌,❌,✅,49.1,❌,❌,—
MERIT,54.5,✅,❌,✅,❌,49.2,✅,✅,—
BLUME,54.7,✅,❌,✅,❌,49.2,✅,✅,—
ADEL,43.8,✅,✅,✅,❌,49.4,✅,✅,—
AKENR,52.3,✅,❌,✅,❌,49.5,✅,✅,—
QNBFK,45.9,❌,✅,❌,❌,49.7,❌,✅,—
FADE,52.8,✅,✅,✅,❌,49.7,❌,❌,—
OZRDN,66.8,✅,❌,✅,❌,49.7,❌,❌,—
EDIP,59.8,✅,❌,✅,✅,49.8,❌,❌,—
FMIZP,51.7,✅,❌,✅,❌,49.8,✅,✅,—
YAYLA,51.9,✅,❌,✅,❌,50.0,✅,✅,—
DMSAS,52.3,✅,❌,✅,❌,50.1,✅,✅,—
BRKO,55.0,✅,❌,✅,✅,50.2,✅,❌,—
RODRG,54.8,✅,❌,✅,❌,50.2,❌,❌,—
ALBRK,60.0,✅,❌,✅,❌,50.4,❌,✅,—
BRKSN,51.0,✅,❌,✅,❌,50.5,✅,✅,—
AYDEM,54.8,✅,✅,✅,❌,50.6,✅,✅,—
MPARK,61.1,✅,❌,✅,❌,50.7,✅,✅,—
OBASE,54.5,❌,✅,❌,❌,50.8,❌,❌,—
PRKME,50.9,✅,✅,✅,❌,50.9,❌,✅,—
AYEN,59.9,✅,✅,✅,✅,50.9,❌,❌,—
GEDIK,59.4,✅,❌,✅,✅,51.0,✅,❌,—
EUYO,57.6,✅,❌,✅,✅,51.1,❌,✅,—
DOHOL,61.5,✅,❌,✅,❌,51.1,✅,❌,—
TRALT,62.6,✅,✅,✅,✅,51.2,❌,❌,—
RNPOL,61.0,✅,✅,✅,❌,51.2,❌,❌,—
KRGYO,41.7,✅,✅,✅,❌,51.2,✅,✅,—
ODAS,56.1,❌,✅,❌,❌,51.3,❌,❌,—
SMRTG,49.2,❌,✅,❌,❌,51.4,❌,❌,—
IZFAS,67.8,❌,❌,❌,❌,51.5,❌,❌,—
PRDGS,56.3,✅,✅,✅,✅,51.5,❌,❌,—
ZRGYO,56.1,✅,❌,✅,✅,51.6,✅,✅,—
TRENJ,61.7,✅,❌,✅,✅,51.7,❌,❌,—
TRMET,61.4,✅,❌,✅,✅,51.8,❌,❌,—
ISDMR,65.1,❌,✅,❌,✅,52.0,❌,❌,—
AZTEK,49.5,✅,✅,✅,❌,52.1,✅,✅,—
AKSEN,69.0,❌,✅,❌,✅,52.3,❌,❌,—
INDES,61.3,✅,✅,✅,✅,52.3,✅,❌,—
BSOKE,58.4,❌,✅,❌,✅,52.4,❌,❌,—
DGGYO,53.3,✅,✅,✅,✅,52.4,✅,❌,—
DIRIT,51.8,✅,❌,✅,❌,52.5,✅,✅,—
GOZDE,52.5,❌,✅,❌,✅,52.6,❌,❌,—
ENJSA,68.9,❌,❌,❌,❌,52.6,❌,❌,—
TRGYO,71.6,❌,❌,❌,✅,52.6,✅,❌,—
EGPRO,61.1,✅,❌,✅,❌,52.7,✅,❌,—
AKFYE,61.1,❌,✅,❌,❌,52.8,❌,❌,—
BRMEN,57.8,❌,✅,❌,✅,52.9,❌,❌,—
AGESA,68.1,❌,❌,❌,✅,52.9,✅,❌,—
CWENE,63.7,✅,✅,✅,✅,52.9,❌,❌,—
HUNER,50.7,✅,✅,✅,❌,52.9,✅,✅,—
YUNSA,57.7,✅,✅,✅,✅,53.1,✅,❌,—
SANFM,53.1,❌,✅,❌,✅,53.1,❌,❌,—
BYDNR,62.8,✅,✅,✅,❌,53.1,✅,❌,—
CUSAN,54.0,✅,✅,✅,✅,53.1,✅,✅,🟢
TATGD,51.8,✅,✅,✅,❌,53.2,✅,❌,—
ANHYT,60.8,❌,❌,❌,✅,53.4,❌,✅,—
DEVA,54.2,✅,✅,✅,❌,53.5,❌,❌,—
SONME,58.9,✅,❌,✅,✅,53.6,✅,✅,—
GATEG,66.8,✅,❌,✅,✅,53.6,✅,✅,—
SANEL,68.8,❌,✅,❌,❌,53.9,❌,❌,—
HEDEF,61.5,❌,✅,❌,✅,53.9,❌,❌,—
GSDDE,65.2,✅,✅,✅,❌,54.0,❌,❌,—
AYES,67.6,✅,✅,✅,✅,54.0,❌,❌,—
EREGL,63.0,❌,✅,❌,✅,54.1,❌,❌,—
TSPOR,45.8,✅,✅,✅,❌,54.2,❌,✅,—
ALARK,55.1,✅,✅,✅,❌,54.4,✅,❌,—
SDTTR,55.4,✅,✅,✅,✅,54.5,✅,✅,🟢
TABGD,62.7,✅,✅,✅,❌,54.5,❌,✅,—
SOKM,56.2,✅,✅,✅,❌,54.7,✅,✅,—
BIMAS,74.8,❌,✅,❌,✅,54.9,❌,❌,—
AKSA,58.2,❌,✅,❌,✅,55.0,❌,❌,—
CCOLA,42.3,❌,✅,❌,❌,55.1,❌,❌,—
SUNTK,54.4,❌,❌,❌,❌,55.2,❌,✅,—
NTHOL,57.7,✅,❌,✅,✅,55.3,✅,✅,—
RUBNS,54.1,✅,✅,✅,❌,55.3,✅,✅,—
FONET,68.0,❌,✅,❌,❌,55.4,✅,❌,—
BOBET,49.1,✅,✅,✅,❌,55.4,✅,✅,—
RALYH,61.7,✅,✅,✅,✅,55.6,✅,✅,🟢
ULUSE,61.1,✅,✅,✅,❌,55.6,❌,❌,—
PCILT,65.2,❌,✅,❌,✅,55.8,❌,❌,—
ETILR,50.6,✅,✅,✅,❌,55.9,✅,✅,—
MRSHL,56.9,✅,✅,✅,❌,55.9,✅,✅,—
