Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
CASA,40.3,❌,❌,❌,❌,34.5,❌,❌,—
IZINV,44.7,❌,❌,❌,❌,34.6,✅,❌,—
IHLAS,41.0,✅,❌,✅,❌,34.6,✅,✅,—
BURCE,49.4,❌,❌,❌,❌,34.6,❌,❌,—
TATEN,40.4,❌,❌,❌,❌,34.7,✅,❌,—
MEGMT,46.7,✅,❌,✅,❌,34.7,✅,❌,—
ATAGY,43.9,✅,❌,✅,❌,34.7,✅,❌,—
KIMMR,50.4,❌,❌,❌,❌,34.7,❌,❌,—
KSTUR,42.2,❌,❌,❌,❌,34.8,✅,❌,—
HTTBT,46.0,❌,❌,❌,❌,34.8,❌,❌,—
DOFER,41.8,❌,❌,❌,❌,35.0,❌,✅,—
LUKSK,45.7,❌,❌,❌,✅,35.1,✅,❌,—
ELITE,43.0,❌,❌,❌,❌,35.2,❌,❌,—
KUTPO,46.3,❌,❌,❌,❌,35.3,✅,❌,—
SILVR,43.0,❌,❌,❌,❌,35.4,❌,❌,—
SELVA,43.1,❌,❌,❌,❌,35.5,✅,❌,—
KLSER,26.4,❌,✅,❌,❌,35.5,✅,❌,—
ANGEN,38.3,❌,❌,❌,❌,35.5,✅,❌,—
MAKTK,45.6,❌,❌,❌,❌,35.8,❌,❌,—
KRSTL,49.1,❌,❌,❌,❌,35.8,❌,❌,—
AVTUR,47.3,✅,❌,✅,❌,35.8,✅,❌,—
VRGYO,35.5,✅,✅,✅,❌,35.9,✅,✅,—
KRVGD,46.5,✅,❌,✅,❌,36.0,✅,❌,—
AKYHO,40.9,✅,❌,✅,❌,36.0,✅,✅,—
CONSE,36.4,❌,❌,❌,❌,36.0,✅,✅,—
ASUZU,42.5,✅,❌,✅,❌,36.1,✅,❌,—
ARENA,42.2,❌,❌,❌,❌,36.1,✅,❌,—
BMSCH,45.5,✅,❌,✅,❌,36.3,✅,✅,—
GZNMI,41.1,❌,❌,❌,❌,36.3,❌,❌,—
CEMTS,45.8,✅,❌,✅,✅,36.3,✅,✅,—
EUREN,37.1,✅,✅,✅,❌,36.4,✅,✅,—
HEDEF,47.2,❌,❌,❌,✅,36.4,❌,❌,—
LYDYE,48.6,❌,❌,❌,❌,36.5,❌,❌,—
VERTU,45.8,❌,❌,❌,❌,36.5,✅,❌,—
AZTEK,43.1,❌,❌,❌,❌,36.5,❌,❌,—
SMART,44.5,❌,❌,❌,❌,36.5,❌,❌,—
DESA,45.8,❌,❌,❌,✅,36.5,✅,❌,—
GOKNR,41.9,✅,❌,✅,❌,36.6,✅,❌,—
ORMA,45.8,❌,❌,❌,❌,36.7,❌,❌,—
TUKAS,38.2,✅,✅,✅,❌,36.9,✅,✅,—
ULAS,45.2,✅,❌,✅,❌,37.0,❌,✅,—
PGSUS,39.8,✅,❌,✅,❌,37.1,✅,✅,—
YATAS,46.6,✅,❌,✅,❌,37.2,✅,❌,—
SKBNK,47.1,✅,❌,✅,❌,37.2,✅,❌,—
TUREX,44.5,❌,❌,❌,❌,37.3,✅,❌,—
HUBVC,46.8,❌,❌,❌,❌,37.3,❌,❌,—
TKNSA,41.4,❌,❌,❌,❌,37.3,❌,❌,—
MMCAS,47.0,✅,❌,✅,❌,37.3,✅,❌,—
ZEDUR,43.6,❌,❌,❌,❌,37.4,❌,❌,—
SNICA,33.5,❌,❌,❌,❌,37.5,✅,❌,—
KAPLM,51.8,❌,❌,❌,❌,37.5,✅,❌,—
ORCAY,35.3,❌,✅,❌,❌,37.5,✅,❌,—
TLMAN,43.8,❌,❌,❌,❌,37.6,✅,❌,—
IZENR,41.8,❌,❌,❌,❌,37.6,✅,❌,—
BAYRK,45.0,❌,❌,❌,❌,37.8,❌,❌,—
TUCLK,37.4,❌,❌,❌,❌,37.9,✅,✅,—
ERCB,35.1,❌,❌,❌,❌,37.9,✅,❌,—
PARSN,43.0,✅,❌,✅,❌,37.9,✅,✅,—
SRVGY,40.5,❌,❌,❌,❌,38.0,✅,✅,—
POLTK,38.8,❌,❌,❌,❌,38.2,✅,❌,—
MNDTR,39.2,✅,✅,✅,❌,38.2,✅,✅,—
IDGYO,44.5,❌,❌,❌,❌,38.2,✅,❌,—
YUNSA,50.2,❌,❌,❌,✅,38.4,✅,❌,—
BAKAB,47.1,❌,❌,❌,❌,38.4,✅,❌,—
ICUGS,50.8,❌,❌,❌,❌,38.5,❌,❌,—
CRDFA,57.7,❌,❌,❌,✅,38.5,❌,❌,—
VKFYO,47.3,❌,❌,❌,❌,38.6,✅,❌,—
OSTIM,42.9,✅,❌,✅,❌,38.7,✅,✅,—
AKSUE,53.3,❌,❌,❌,❌,38.7,❌,❌,—
VESBE,33.8,✅,✅,✅,❌,38.8,❌,✅,—
ALKA,48.0,✅,❌,✅,✅,38.8,✅,✅,—
KLKIM,45.9,❌,❌,❌,❌,38.8,✅,✅,—
LINK,41.5,❌,❌,❌,❌,38.9,✅,❌,—
CLEBI,46.5,✅,❌,✅,❌,38.9,✅,✅,—
SMRTG,42.8,❌,❌,❌,❌,38.9,❌,❌,—
ISSEN,40.1,❌,✅,❌,❌,39.0,❌,❌,—
HDFGS,48.2,❌,❌,❌,❌,39.0,❌,❌,—
BFREN,33.4,✅,✅,✅,❌,39.0,✅,✅,—
ZOREN,38.6,✅,❌,✅,❌,39.0,✅,✅,—
ALCTL,47.3,❌,❌,❌,❌,39.0,❌,❌,—
BIENY,33.7,❌,❌,❌,❌,39.0,❌,❌,—
INVEO,44.2,❌,❌,❌,❌,39.1,✅,❌,—
OYAYO,51.1,❌,❌,❌,❌,39.2,❌,❌,—
DAPGM,46.3,✅,❌,✅,❌,39.2,✅,❌,—
EUHOL,48.6,❌,❌,❌,❌,39.2,❌,❌,—
ALFAS,42.3,❌,❌,❌,❌,39.3,✅,❌,—
OSMEN,36.9,❌,✅,❌,❌,39.4,✅,❌,—
TEKTU,46.4,❌,❌,❌,❌,39.4,✅,❌,—
KAREL,44.4,❌,❌,❌,❌,39.4,✅,❌,—
IHLGM,45.0,✅,❌,✅,❌,39.4,✅,✅,—
ACSEL,49.2,❌,❌,❌,❌,39.5,❌,❌,—
KENT,36.8,❌,❌,❌,❌,39.5,✅,✅,—
TSGYO,42.7,❌,❌,❌,❌,39.5,✅,✅,—
MAKIM,42.2,❌,❌,❌,❌,39.6,❌,❌,—
ISYAT,44.8,✅,❌,✅,❌,39.6,✅,✅,—
KFEIN,46.4,❌,❌,❌,❌,39.6,✅,❌,—
BERA,44.6,✅,❌,✅,❌,39.8,✅,✅,—
TMPOL,52.2,❌,❌,❌,❌,39.9,❌,❌,—
PRKAB,47.3,✅,❌,✅,❌,39.9,✅,❌,—
LKMNH,46.4,✅,❌,✅,✅,40.0,✅,✅,—
KTSKR,50.9,❌,❌,❌,❌,40.1,❌,❌,—
EKSUN,45.2,❌,❌,❌,❌,40.1,❌,❌,—
CANTE,41.4,❌,❌,❌,❌,40.1,❌,✅,—
BURVA,54.3,❌,❌,❌,❌,40.1,❌,❌,—
BLCYT,46.6,❌,❌,❌,❌,40.1,❌,✅,—
SAMAT,42.9,❌,❌,❌,❌,40.2,✅,❌,—
ARCLK,41.6,✅,❌,✅,❌,40.3,✅,✅,—
AYCES,46.8,❌,❌,❌,❌,40.3,❌,❌,—
GLRYH,43.5,❌,❌,❌,❌,40.4,✅,✅,—
BRYAT,46.6,✅,❌,✅,❌,40.5,✅,✅,—
ISKPL,48.6,❌,❌,❌,✅,40.5,❌,❌,—
ESEN,44.3,❌,❌,❌,❌,40.5,✅,✅,—
YAPRK,42.1,❌,❌,❌,❌,40.6,✅,❌,—
MGROS,53.0,✅,❌,✅,❌,40.6,✅,❌,—
SNGYO,47.3,❌,❌,❌,❌,40.6,❌,✅,—
IHEVA,45.5,✅,❌,✅,❌,40.7,✅,✅,—
AVHOL,45.7,❌,❌,❌,❌,40.8,✅,❌,—
SUMAS,45.7,❌,❌,❌,❌,40.8,✅,❌,—
GLBMD,49.2,❌,❌,❌,❌,40.9,❌,❌,—
QUAGR,42.9,❌,❌,❌,❌,40.9,❌,❌,—
CEMAS,46.5,✅,❌,✅,❌,41.0,✅,✅,—
HATEK,44.5,❌,❌,❌,❌,41.1,✅,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.1,❌,✅,—
KOPOL,43.4,❌,❌,❌,❌,41.3,✅,❌,—
BASCM,50.3,❌,❌,❌,❌,41.3,❌,❌,—
PAPIL,44.3,❌,❌,❌,❌,41.3,✅,✅,—
BEYAZ,47.0,❌,❌,❌,❌,41.4,✅,❌,—
ATLAS,49.3,✅,❌,✅,❌,41.5,✅,❌,—
YYLGD,46.5,❌,❌,❌,❌,41.5,✅,❌,—
UFUK,55.4,❌,❌,❌,❌,41.5,❌,❌,—
ULUFA,53.4,✅,❌,✅,❌,41.6,✅,❌,—
GWIND,46.8,✅,❌,✅,❌,41.6,✅,❌,—
IHGZT,45.0,✅,❌,✅,❌,41.6,✅,✅,—
GLCVY,48.7,✅,❌,✅,❌,41.6,✅,✅,—
ECILC,51.6,❌,❌,❌,✅,41.6,❌,✅,—
PENGD,51.6,✅,❌,✅,✅,41.6,✅,❌,—
GEDIK,53.8,❌,❌,❌,❌,41.7,❌,❌,—
EUYO,51.2,✅,❌,✅,❌,41.8,❌,❌,—
GOLTS,45.6,❌,❌,❌,❌,41.9,✅,✅,—
IHAAS,52.0,❌,❌,❌,❌,42.0,❌,❌,—
DOGUB,54.8,✅,❌,✅,❌,42.1,❌,❌,—
SNPAM,49.5,❌,❌,❌,✅,42.1,❌,❌,—
INGRM,45.5,❌,❌,❌,❌,42.1,❌,❌,—
ULKER,47.8,✅,❌,✅,❌,42.1,✅,✅,—
BRISA,47.6,✅,❌,✅,❌,42.2,✅,❌,—
INTEK,41.7,❌,❌,❌,❌,42.2,❌,❌,—
LIDFA,56.3,❌,❌,❌,❌,42.3,❌,❌,—
HEKTS,34.8,✅,✅,✅,❌,42.3,✅,❌,—
A1YEN,48.1,❌,❌,❌,❌,42.3,✅,❌,—
INTEM,49.5,❌,❌,❌,❌,42.5,✅,❌,—
PINSU,54.4,❌,❌,❌,✅,42.6,✅,❌,—
MAVI,50.7,✅,❌,✅,❌,42.7,✅,❌,—
OTKAR,41.9,✅,❌,✅,❌,42.8,✅,✅,—
KLMSN,49.0,❌,❌,❌,✅,42.8,✅,❌,—
YAYLA,48.4,✅,❌,✅,✅,42.9,✅,✅,—
GRNYO,52.2,✅,❌,✅,❌,42.9,✅,❌,—
GRSEL,55.2,❌,❌,❌,❌,43.0,✅,❌,—
ISGSY,58.3,❌,❌,❌,✅,43.0,✅,❌,—
DMSAS,48.7,❌,❌,❌,❌,43.0,❌,❌,—
SEYKM,46.2,❌,❌,❌,❌,43.1,✅,❌,—
ALKIM,47.4,✅,❌,✅,✅,43.1,✅,✅,—
GSRAY,34.1,❌,✅,❌,❌,43.1,✅,✅,—
KAYSE,43.7,❌,❌,❌,❌,43.3,✅,✅,—
KLNMA,43.1,❌,✅,❌,❌,43.4,✅,✅,—
PENTA,43.0,❌,✅,❌,❌,43.4,✅,❌,—
QNBFK,43.9,❌,❌,❌,❌,43.4,✅,❌,—
MSGYO,54.5,❌,❌,❌,✅,43.5,❌,❌,—
HLGYO,58.4,✅,❌,✅,✅,43.6,❌,❌,—
ATEKS,47.9,❌,❌,❌,✅,43.6,❌,❌,—
MAGEN,55.5,✅,❌,✅,❌,43.7,✅,✅,—
ALGYO,49.6,✅,❌,✅,❌,43.8,✅,✅,—
DGATE,56.3,❌,❌,❌,✅,43.8,❌,❌,—
PNLSN,47.8,❌,❌,❌,❌,43.9,✅,❌,—
CWENE,52.7,❌,❌,❌,❌,43.9,❌,❌,—
DGNMO,48.3,❌,❌,❌,❌,43.9,❌,❌,—
CIMSA,52.7,✅,❌,✅,❌,43.9,✅,❌,—
SUNTK,49.4,❌,❌,❌,❌,44.0,❌,❌,—
VAKKO,50.0,✅,❌,✅,✅,44.0,✅,❌,—
DESPC,46.2,❌,❌,❌,❌,44.1,✅,❌,—
ECZYT,56.7,❌,❌,❌,✅,44.1,❌,❌,—
GEDZA,51.0,❌,❌,❌,❌,44.1,❌,❌,—
ISBIR,43.3,❌,❌,❌,❌,44.1,❌,✅,—
DYOBY,46.9,❌,❌,❌,❌,44.2,✅,❌,—
BYDNR,55.9,❌,❌,❌,❌,44.4,❌,❌,—
GSDHO,51.9,✅,❌,✅,✅,44.4,✅,❌,—
MARBL,45.0,❌,❌,❌,❌,44.4,✅,❌,—
IZFAS,58.6,❌,❌,❌,❌,44.4,✅,❌,—
BANVT,43.1,✅,❌,✅,❌,44.5,✅,❌,—
TTRAK,41.7,✅,❌,✅,❌,44.5,✅,✅,—
BALAT,52.4,✅,❌,✅,❌,44.5,❌,❌,—
DOAS,52.1,✅,❌,✅,✅,44.6,✅,❌,—
PLTUR,48.4,✅,❌,✅,✅,44.6,✅,✅,—
MNDRS,48.2,❌,❌,❌,❌,44.7,✅,✅,—
GATEG,60.0,❌,❌,❌,✅,44.7,❌,❌,—
OBASE,50.8,❌,❌,❌,❌,44.7,✅,❌,—
SANEL,56.8,❌,❌,❌,❌,44.7,❌,❌,—
FROTO,48.8,✅,❌,✅,❌,44.7,✅,✅,—
EMNIS,42.5,❌,❌,❌,❌,44.7,❌,❌,—
AFYON,51.7,❌,❌,❌,✅,44.7,✅,❌,—
VKGYO,55.7,✅,❌,✅,✅,44.8,✅,❌,—
KLGYO,48.2,❌,❌,❌,✅,44.8,✅,✅,—
ULUSE,54.3,❌,❌,❌,❌,44.9,✅,❌,—
GESAN,52.1,❌,❌,❌,❌,44.9,✅,❌,—
MERCN,49.8,✅,❌,✅,❌,45.0,✅,❌,—
PEKGY,56.8,❌,❌,❌,❌,45.0,✅,❌,—
NTHOL,51.4,❌,❌,❌,✅,45.0,❌,❌,—
TABGD,57.2,❌,❌,❌,❌,45.0,❌,❌,—
EGSER,46.1,✅,❌,✅,❌,45.1,✅,❌,—
SARKY,54.7,❌,❌,❌,❌,45.3,✅,❌,—
BRKSN,48.8,❌,❌,❌,❌,45.3,✅,✅,—
MTRYO,53.2,✅,❌,✅,❌,45.4,✅,❌,—
RUZYE,49.7,✅,❌,✅,❌,45.6,✅,✅,—
MAALT,51.5,❌,❌,❌,❌,45.6,✅,❌,—
ISMEN,51.3,✅,❌,✅,❌,45.6,✅,✅,—
BRKO,52.2,❌,❌,❌,✅,45.7,❌,❌,—
ALCAR,43.9,✅,❌,✅,❌,45.7,✅,✅,—
FONET,60.5,❌,❌,❌,❌,45.8,❌,❌,—
SKTAS,44.5,✅,❌,✅,❌,45.8,❌,✅,—
FRIGO,52.7,❌,❌,❌,❌,45.9,❌,❌,—
DERIM,51.3,❌,❌,❌,✅,45.9,✅,❌,—
BESLR,48.9,✅,❌,✅,❌,46.0,✅,✅,—
SUWEN,43.3,✅,❌,✅,✅,46.0,✅,✅,—
BIZIM,45.5,✅,❌,✅,❌,46.1,✅,✅,—
NUGYO,51.0,✅,❌,✅,❌,46.1,✅,❌,—
ISFIN,57.9,❌,❌,❌,❌,46.2,❌,❌,—
ERSU,55.2,❌,❌,❌,❌,46.2,❌,❌,—
THYAO,54.1,❌,❌,❌,❌,46.3,✅,❌,—
RNPOL,57.0,❌,❌,❌,❌,46.5,✅,❌,—
AYES,63.6,❌,❌,❌,✅,46.5,❌,❌,—
BRKVY,51.7,❌,❌,❌,❌,46.5,❌,✅,—
CMBTN,42.5,✅,❌,✅,❌,46.6,✅,✅,—
KRDMB,65.5,❌,❌,❌,✅,46.6,❌,❌,—
AYEN,56.6,✅,❌,✅,✅,46.6,✅,❌,—
RODRG,52.0,❌,❌,❌,❌,46.6,❌,❌,—
BRMEN,53.9,❌,❌,❌,✅,46.7,✅,❌,—
SDTTR,51.4,❌,❌,❌,✅,46.7,❌,❌,—
MERIT,52.8,✅,❌,✅,❌,46.7,✅,✅,—
NIBAS,51.2,✅,❌,✅,❌,46.7,✅,✅,—
PRDGS,52.3,❌,❌,❌,✅,46.8,❌,❌,—
ULUUN,55.1,❌,❌,❌,✅,46.8,❌,❌,—
BNTAS,44.0,❌,✅,❌,✅,46.8,✅,❌,—
AKENR,50.3,❌,❌,❌,❌,46.8,✅,❌,—
BLUME,52.9,❌,❌,❌,❌,46.8,❌,❌,—
INFO,56.0,❌,❌,❌,❌,47.0,✅,❌,—
ANSGR,60.2,❌,❌,❌,❌,47.0,✅,❌,—
ADEL,43.5,❌,✅,❌,❌,47.2,✅,✅,—
MZHLD,44.4,✅,❌,✅,❌,47.3,✅,✅,—
DZGYO,52.4,✅,❌,✅,✅,47.3,✅,✅,—
FADE,51.3,❌,❌,❌,✅,47.5,❌,❌,—
TCELL,56.5,✅,❌,✅,❌,47.7,✅,✅,—
TSKB,52.2,✅,❌,✅,❌,47.7,✅,✅,—
PKART,60.4,❌,❌,❌,❌,47.9,❌,❌,—
OZGYO,61.3,❌,❌,❌,❌,48.0,✅,❌,—
DGGYO,51.0,✅,❌,✅,✅,48.1,✅,❌,—
EDATA,62.9,❌,❌,❌,✅,48.2,❌,❌,—
PRKME,49.2,❌,❌,❌,❌,48.2,❌,❌,—
OZKGY,53.0,❌,❌,❌,✅,48.2,❌,❌,—
KMPUR,49.5,✅,✅,✅,❌,48.2,✅,❌,—
AKSEN,64.5,✅,❌,✅,✅,48.2,✅,❌,—
KNFRT,50.1,❌,❌,❌,❌,48.3,✅,❌,—
TAVHL,55.0,✅,❌,✅,❌,48.3,✅,✅,—
MACKO,55.0,✅,❌,✅,❌,48.4,❌,❌,—
SANKO,48.7,✅,❌,✅,❌,48.5,✅,✅,—
NUHCM,50.3,✅,❌,✅,❌,48.5,✅,✅,—
DOKTA,48.6,✅,✅,✅,❌,48.6,✅,✅,—
DENGE,46.5,✅,✅,✅,❌,48.7,✅,✅,—
PSGYO,59.4,❌,❌,❌,❌,48.7,✅,❌,—
GARFA,54.4,✅,❌,✅,✅,48.7,✅,✅,—
EDIP,56.6,❌,❌,❌,✅,48.7,✅,❌,—
ESCAR,54.6,✅,❌,✅,❌,48.7,❌,❌,—
MEPET,61.4,✅,❌,✅,❌,48.8,✅,✅,—
BASGZ,67.5,✅,❌,✅,✅,48.9,✅,❌,—
ISGYO,58.0,❌,❌,❌,✅,48.9,❌,❌,—
AGYO,52.3,✅,❌,✅,❌,48.9,✅,✅,—
GOODY,47.4,✅,✅,✅,✅,49.0,✅,✅,🟢
VESTL,37.2,✅,✅,✅,❌,49.0,❌,✅,—
AKMGY,58.0,❌,❌,❌,❌,49.1,❌,❌,—
TBORG,52.3,❌,❌,❌,❌,49.2,❌,✅,—
BIGTK,51.3,❌,❌,❌,❌,49.2,❌,❌,—
ICBCT,57.0,❌,❌,❌,✅,49.3,❌,❌,—
BMSTL,60.8,❌,❌,❌,✅,49.5,✅,❌,—
JANTS,43.7,✅,✅,✅,❌,49.5,✅,✅,—
TATGD,50.1,✅,✅,✅,❌,49.5,✅,❌,—
DIRIT,50.8,❌,❌,❌,❌,49.6,❌,❌,—
BRLSM,50.8,❌,❌,❌,❌,49.6,❌,❌,—
TDGYO,50.6,✅,❌,✅,❌,49.7,✅,✅,—
KRONT,61.6,❌,❌,❌,❌,49.7,❌,❌,—
EUPWR,60.7,❌,❌,❌,❌,49.7,✅,❌,—
TURSG,65.1,✅,❌,✅,❌,49.7,✅,❌,—
BOSSA,51.5,✅,❌,✅,✅,49.8,✅,✅,—
KCAER,52.6,❌,✅,❌,✅,49.9,❌,❌,—
YEOTK,61.3,✅,✅,✅,❌,49.9,✅,❌,—
GEREL,68.2,❌,❌,❌,✅,49.9,❌,❌,—
RUBNS,51.8,❌,❌,❌,❌,49.9,❌,❌,—
NTGAZ,62.6,❌,❌,❌,✅,49.9,✅,❌,—
PAGYO,70.2,❌,❌,❌,✅,50.0,❌,❌,—
HKTM,47.6,❌,✅,❌,❌,50.3,❌,❌,—
MOBTL,65.7,✅,❌,✅,✅,50.3,✅,❌,—
ESCOM,58.5,❌,✅,❌,✅,50.3,✅,❌,—
SANFM,52.4,❌,✅,❌,✅,50.3,❌,❌,—
TERA,57.9,✅,❌,✅,✅,50.5,✅,✅,—
BAGFS,50.1,✅,❌,✅,❌,50.6,✅,✅,—
PETUN,53.4,❌,❌,❌,❌,50.6,✅,✅,—
BUCIM,45.5,✅,❌,✅,❌,50.9,✅,✅,—
VANGD,71.4,❌,❌,❌,✅,51.0,❌,❌,—
LOGO,55.2,✅,❌,✅,❌,51.0,✅,✅,—
CUSAN,52.6,✅,✅,✅,✅,51.0,✅,✅,🟢
ENKAI,64.9,✅,❌,✅,❌,51.1,✅,✅,—
MIATK,50.1,✅,✅,✅,❌,51.1,✅,✅,—
ODAS,55.4,✅,✅,✅,❌,51.1,✅,❌,—
OYAKC,53.5,❌,❌,❌,❌,51.2,✅,✅,—
AKCNS,63.6,❌,❌,❌,✅,51.2,❌,❌,—
AKSA,56.2,✅,❌,✅,✅,51.4,✅,❌,—
CCOLA,42.3,✅,✅,✅,❌,51.4,✅,❌,—
YKBNK,55.6,✅,❌,✅,✅,51.6,✅,✅,—
FMIZP,53.1,✅,✅,✅,❌,51.6,✅,✅,—
VERUS,57.6,❌,❌,❌,✅,51.7,❌,❌,—
AVOD,54.4,✅,✅,✅,❌,51.7,❌,✅,—
PSDTC,56.0,❌,❌,❌,✅,51.7,❌,❌,—
OZRDN,66.8,❌,❌,❌,❌,51.8,❌,❌,—
AEFES,56.5,✅,❌,✅,❌,51.8,✅,❌,—
GARAN,56.7,✅,❌,✅,✅,51.9,✅,✅,—
AKBNK,55.6,✅,❌,✅,✅,52.2,✅,✅,—
SONME,58.8,✅,❌,✅,✅,52.4,✅,✅,—
DNISI,53.3,✅,❌,✅,✅,52.5,✅,✅,—
PNSUT,53.6,✅,❌,✅,✅,52.5,✅,✅,—
ZRGYO,56.5,✅,❌,✅,✅,52.5,✅,✅,—
KUYAS,65.4,✅,❌,✅,✅,52.7,✅,✅,—
KORDS,97.3,✅,✅,✅,❌,52.7,❌,❌,—
ISBTR,52.5,❌,✅,❌,❌,52.7,❌,❌,—
TSPOR,46.2,❌,✅,❌,❌,52.8,✅,✅,—
MRSHL,55.1,✅,✅,✅,❌,53.0,✅,✅,—
EGEEN,43.6,✅,✅,✅,❌,53.0,✅,✅,—
ISCTR,53.9,✅,❌,✅,✅,53.3,✅,✅,—
ASTOR,70.2,❌,✅,❌,✅,53.5,❌,❌,—
SAYAS,53.4,❌,✅,❌,❌,53.5,❌,❌,—
SAHOL,55.6,✅,❌,✅,✅,53.6,✅,✅,—
ANHYT,60.3,✅,❌,✅,✅,53.7,✅,✅,—
SEKUR,68.3,❌,✅,❌,✅,53.7,❌,❌,—
AYDEM,56.9,✅,✅,✅,✅,53.7,✅,✅,🟢
MPARK,62.8,✅,❌,✅,❌,53.8,✅,✅,—
BIOEN,51.3,✅,✅,✅,✅,53.8,❌,✅,—
EPLAS,52.1,✅,✅,✅,❌,54.0,✅,✅,—
DOHOL,62.6,❌,❌,❌,❌,54.1,✅,✅,—
TTKOM,58.6,✅,❌,✅,✅,54.3,✅,✅,—
DOCO,61.9,❌,❌,❌,✅,54.3,❌,❌,—
IZMDC,66.9,❌,✅,❌,✅,54.3,✅,❌,—
KGYO,70.9,❌,✅,❌,✅,54.6,❌,❌,—
