Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
GENTS,43.8,30.8,✅,✅,✅,95.5,✅,🟢
AKYHO,40.9,36.0,✅,✅,✅,97.9,✅,🟢
CEMTS,45.8,36.3,✅,✅,✅,97.5,✅,🟢
PARSN,43.0,38.0,✅,✅,✅,99.0,✅,🟢
SRVGY,40.5,38.0,✅,✅,✅,95.5,✅,🟢
MNDTR,39.2,38.2,✅,✅,✅,98.2,✅,🟢
OSTIM,42.9,38.7,✅,✅,✅,96.8,✅,🟢
ALKA,48.0,38.8,✅,✅,✅,98.4,✅,🟢
KLKIM,45.9,38.8,✅,✅,✅,95.9,✅,🟢
CLEBI,46.5,38.9,✅,✅,✅,97.9,✅,🟢
BFREN,33.4,39.0,✅,✅,✅,98.9,✅,🟢
IHLGM,45.0,39.4,✅,✅,✅,97.4,✅,🟢
TSGYO,42.7,39.5,✅,✅,✅,95.8,✅,🟢
ISYAT,44.8,39.6,✅,✅,✅,97.4,✅,🟢
LKMNH,46.4,40.0,✅,✅,✅,99.7,✅,🟢
ARCLK,41.6,40.3,✅,✅,✅,95.8,✅,🟢
BRYAT,46.6,40.5,✅,✅,✅,99.1,✅,🟢
IHEVA,45.6,40.7,✅,✅,✅,99.1,✅,🟢
GOLTS,45.6,41.9,✅,✅,✅,97.6,✅,🟢
OTKAR,41.9,42.8,✅,✅,✅,99.7,✅,🟢
YAYLA,48.4,42.9,✅,✅,✅,98.6,✅,🟢
ALKIM,47.4,43.1,✅,✅,✅,96.9,✅,🟢
KLNMA,43.1,43.4,✅,✅,✅,96.4,✅,🟢
MAGEN,55.5,43.7,✅,✅,✅,97.9,✅,🟢
PLTUR,48.2,44.6,✅,✅,✅,99.3,✅,🟢
MNDRS,48.2,44.7,✅,✅,✅,99.6,✅,🟢
KLGYO,48.2,44.8,✅,✅,✅,96.4,✅,🟢
ISMEN,51.3,45.6,✅,✅,✅,95.5,✅,🟢
ALCAR,43.9,45.7,✅,✅,✅,99.6,✅,🟢
BESLR,48.9,46.0,✅,✅,✅,98.1,✅,🟢
BIZIM,45.5,46.1,✅,✅,✅,97.2,✅,🟢
CMBTN,42.5,46.6,✅,✅,✅,97.7,✅,🟢
DZGYO,52.4,47.3,✅,✅,✅,96.8,✅,🟢
MZHLD,44.4,47.3,✅,✅,✅,98.3,✅,🟢
TSKB,52.2,47.7,✅,✅,✅,99.0,✅,🟢
TAVHL,55.0,48.3,✅,✅,✅,99.7,✅,🟢
NUHCM,50.3,48.5,✅,✅,✅,95.9,✅,🟢
SANKO,48.7,48.5,✅,✅,✅,99.0,✅,🟢
DOKTA,48.7,48.6,✅,✅,✅,99.8,✅,🟢
GARFA,54.4,48.7,✅,✅,✅,99.4,✅,🟢
MEPET,61.3,48.8,✅,✅,✅,99.6,✅,🟢
AGYO,52.3,48.9,✅,✅,✅,98.1,✅,🟢
BOSSA,51.5,49.8,✅,✅,✅,99.8,✅,🟢
TERA,57.9,50.5,✅,✅,✅,98.2,✅,🟢
BAGFS,50.1,50.6,✅,✅,✅,97.9,✅,🟢
PETUN,53.4,50.6,✅,✅,✅,97.9,✅,🟢
BUCIM,45.5,50.9,✅,✅,✅,98.5,✅,🟢
LOGO,55.2,51.0,✅,✅,✅,97.9,✅,🟢
CUSAN,52.6,51.0,✅,✅,✅,99.7,✅,🟢
ENKAI,64.9,51.1,✅,✅,✅,96.8,✅,🟢
OYAKC,53.4,51.2,✅,✅,✅,97.9,✅,🟢
YKBNK,55.6,51.6,✅,✅,✅,97.8,✅,🟢
FMIZP,53.1,51.6,✅,✅,✅,99.5,✅,🟢
GARAN,56.7,51.9,✅,✅,✅,99.2,✅,🟢
AKBNK,55.6,52.2,✅,✅,✅,100.0,✅,🟢
SONME,58.8,52.4,✅,✅,✅,99.5,✅,🟢
DNISI,53.3,52.5,✅,✅,✅,99.4,✅,🟢
PNSUT,53.6,52.5,✅,✅,✅,97.1,✅,🟢
KUYAS,65.4,52.7,✅,✅,✅,100.0,✅,🟢
MRSHL,55.1,53.0,✅,✅,✅,98.4,✅,🟢
EGEEN,43.6,53.0,✅,✅,✅,99.3,✅,🟢
ISCTR,53.9,53.3,✅,✅,✅,95.3,✅,🟢
ANHYT,60.3,53.7,✅,✅,✅,99.1,✅,🟢
MPARK,62.8,53.8,✅,✅,✅,99.6,✅,🟢
EPLAS,52.1,54.0,✅,✅,✅,95.0,✅,🟢
DOHOL,62.6,54.1,✅,✅,✅,100.0,✅,🟢
TTKOM,58.6,54.3,✅,✅,✅,95.8,✅,🟢
EKGYO,58.9,54.7,✅,✅,✅,98.6,✅,🟢
EGGUB,60.6,55.1,✅,✅,✅,100.0,✅,🟢
AGHOL,58.1,55.2,✅,✅,✅,100.0,✅,🟢
DSTKF,,55.3,✅,✅,✅,100.0,✅,🟢
KONYA,44.6,55.3,✅,✅,✅,98.9,✅,🟢
SISE,56.6,55.3,✅,✅,✅,96.2,✅,🟢
AKFGY,57.4,55.4,✅,✅,✅,95.4,✅,🟢
TRALT,66.2,55.5,✅,✅,✅,95.1,✅,🟢
GUBRF,62.5,55.5,✅,✅,✅,99.0,✅,🟢
TRMET,63.7,55.7,✅,✅,✅,100.0,✅,🟢
GOZDE,54.6,56.2,✅,✅,✅,99.8,✅,🟢
TURGG,53.1,56.6,✅,✅,✅,99.7,✅,🟢
TARKM,,56.8,✅,✅,✅,98.0,✅,🟢
AVGYO,63.9,57.0,✅,✅,✅,100.0,✅,🟢
PATEK,54.7,57.6,✅,✅,✅,100.0,✅,🟢
ARSAN,64.0,57.7,✅,✅,✅,99.6,✅,🟢
TRENJ,65.9,57.7,✅,✅,✅,100.0,✅,🟢
ENJSA,72.6,58.9,✅,✅,✅,99.8,✅,🟢
CEOEM,52.7,59.0,✅,✅,✅,96.9,✅,🟢
EGPRO,64.4,59.2,✅,✅,✅,98.9,✅,🟢
ALBRK,65.1,59.4,✅,✅,✅,98.8,✅,🟢
HURGZ,61.7,60.5,✅,✅,✅,100.0,✅,🟢
TNZTP,64.3,61.9,✅,✅,✅,98.9,✅,🟢
GENIL,61.5,62.6,✅,✅,✅,99.1,✅,🟢
TRCAS,69.0,62.6,✅,✅,✅,99.4,✅,🟢
INDES,66.6,62.8,✅,✅,✅,99.8,✅,🟢
TEHOL,65.5,63.1,✅,✅,✅,99.8,✅,🟢
GMTAS,93.0,63.1,✅,✅,✅,100.0,✅,🟢
PETKM,62.2,63.3,✅,✅,✅,100.0,✅,🟢
KRDMD,71.9,64.6,✅,✅,✅,99.3,✅,🟢
SOKM,61.9,65.5,✅,✅,✅,96.4,✅,🟢
KCHOL,68.3,65.9,✅,✅,✅,100.0,✅,🟢
KLSYN,73.8,65.9,✅,✅,✅,100.0,✅,🟢
MARTI,50.8,66.1,✅,✅,✅,100.0,✅,🟢
VAKBN,63.1,66.2,✅,✅,✅,100.0,✅,🟢
ISDMR,74.3,66.6,✅,✅,✅,99.6,✅,🟢
KARSN,60.1,66.6,✅,✅,✅,100.0,✅,🟢
KRGYO,46.4,66.7,✅,✅,✅,98.5,✅,🟢
KERVN,87.2,68.0,✅,✅,✅,95.9,✅,🟢
BIMAS,84.8,68.2,✅,✅,✅,100.0,✅,🟢
ALARK,60.6,68.3,✅,✅,✅,100.0,✅,🟢
SKYMD,,68.5,✅,✅,✅,100.0,✅,🟢
AYGAZ,71.0,68.9,✅,✅,✅,99.9,✅,🟢
AKSGY,76.4,69.1,✅,✅,✅,98.9,✅,🟢
TKFEN,77.3,69.3,✅,✅,✅,99.9,✅,🟢
AHGAZ,67.2,69.5,✅,✅,✅,100.0,✅,🟢
CELHA,65.4,70.9,✅,✅,✅,99.6,✅,🟢
ENERY,70.9,71.1,✅,✅,✅,100.0,✅,🟢
BOBET,59.0,74.5,✅,✅,✅,100.0,✅,🟢
KRPLS,73.8,75.7,✅,✅,✅,100.0,✅,🟢
ALKLC,,76.0,✅,✅,✅,100.0,✅,🟢
DEVA,68.9,77.8,✅,✅,✅,100.0,✅,🟢
TUPRS,80.5,78.4,✅,✅,✅,98.8,✅,🟢
SELEC,90.4,81.8,✅,✅,✅,100.0,✅,🟢
TRHOL,98.4,92.9,✅,✅,✅,100.0,✅,🟢
IEYHO,98.8,98.8,✅,✅,✅,100.0,✅,🟢
