Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
QNBTR,43.5,❌,❌,❌,❌,26.4,❌,❌,—
VRGYO,32.0,❌,❌,❌,❌,26.4,❌,❌,—
ONCSM,39.7,❌,❌,❌,❌,26.5,❌,❌,—
CEMTS,42.1,❌,❌,❌,✅,26.5,❌,❌,—
VKING,37.8,❌,❌,❌,❌,26.6,❌,❌,—
IZINV,37.3,❌,❌,❌,❌,26.8,❌,❌,—
ATAKP,32.7,❌,❌,❌,❌,26.9,❌,❌,—
YONGA,35.4,❌,❌,❌,❌,27.0,❌,❌,—
LRSHO,38.8,❌,❌,❌,❌,27.1,❌,❌,—
CMENT,36.3,❌,❌,❌,✅,27.1,❌,❌,—
PKENT,32.6,❌,❌,❌,❌,27.1,❌,❌,—
SKYLP,40.9,❌,❌,❌,✅,27.1,❌,❌,—
SOKE,36.7,❌,❌,❌,❌,27.1,❌,❌,—
ARZUM,34.4,❌,❌,❌,❌,27.2,❌,❌,—
MEKAG,38.1,❌,❌,❌,❌,27.2,❌,❌,—
KONKA,36.1,❌,❌,❌,❌,27.3,❌,❌,—
VERTU,41.1,❌,❌,❌,❌,27.3,❌,❌,—
GENTS,41.6,❌,❌,❌,❌,27.4,❌,❌,—
LUKSK,40.1,❌,❌,❌,✅,27.4,❌,❌,—
LIDER,38.0,❌,❌,❌,❌,27.5,❌,❌,—
DITAS,39.1,❌,❌,❌,❌,27.7,❌,❌,—
KLSER,23.7,❌,✅,❌,❌,27.8,❌,❌,—
ANGEN,33.4,❌,❌,❌,❌,27.8,❌,❌,—
EMKEL,39.9,❌,❌,❌,❌,27.9,❌,❌,—
EUREN,34.7,❌,❌,❌,❌,27.9,❌,❌,—
DERHL,44.7,❌,❌,❌,❌,28.0,❌,❌,—
OYYAT,42.2,❌,❌,❌,❌,28.0,❌,❌,—
KIMMR,45.3,❌,❌,❌,❌,28.2,❌,❌,—
CVKMD,43.3,❌,❌,❌,❌,28.3,❌,❌,—
DOFER,38.5,❌,❌,❌,❌,28.3,❌,❌,—
KAPLM,43.6,❌,❌,❌,❌,28.3,❌,❌,—
MAKTK,40.8,❌,❌,❌,❌,28.4,❌,❌,—
MNDTR,35.8,❌,❌,❌,❌,28.6,❌,❌,—
MEGMT,39.7,❌,❌,❌,❌,28.8,❌,❌,—
ORMA,40.2,❌,❌,❌,❌,28.8,❌,❌,—
TLMAN,38.7,❌,❌,❌,❌,29.0,❌,❌,—
ELITE,39.3,❌,❌,❌,❌,29.0,❌,❌,—
IHEVA,41.2,❌,❌,❌,❌,29.0,❌,❌,—
ADESE,42.9,❌,❌,❌,❌,29.1,❌,❌,—
CONSE,33.2,❌,❌,❌,❌,29.1,❌,❌,—
DAPGM,39.5,❌,❌,❌,❌,29.2,❌,❌,—
ICUGS,42.3,❌,❌,❌,❌,29.3,❌,❌,—
TATEN,35.8,❌,❌,❌,❌,29.4,❌,❌,—
MMCAS,40.3,❌,❌,❌,❌,29.4,❌,❌,—
IZENR,32.4,❌,❌,❌,❌,29.5,❌,❌,—
HDFGS,42.5,❌,❌,❌,❌,29.5,❌,❌,—
EUHOL,41.8,❌,❌,❌,❌,29.5,❌,❌,—
AVTUR,41.0,❌,❌,❌,❌,29.5,❌,❌,—
ECZYT,44.3,❌,❌,❌,✅,29.5,❌,❌,—
ISSEN,36.0,❌,❌,❌,❌,29.5,❌,❌,—
SMRTG,36.4,❌,❌,❌,❌,29.6,❌,❌,—
KRVGD,42.1,❌,❌,❌,❌,29.7,❌,❌,—
KFEIN,41.0,❌,❌,❌,❌,29.7,❌,❌,—
ATAGY,40.6,❌,❌,❌,❌,29.7,❌,❌,—
CEMAS,41.6,❌,❌,❌,❌,29.8,❌,❌,—
TRILC,36.8,❌,❌,❌,❌,29.9,❌,✅,—
BAYRK,41.2,❌,❌,❌,❌,29.9,❌,❌,—
TUKAS,37.9,❌,✅,❌,❌,29.9,❌,❌,—
GLRYH,36.0,❌,❌,❌,❌,30.0,❌,❌,—
SELVA,40.3,❌,❌,❌,❌,30.1,❌,❌,—
ENSRI,40.5,❌,❌,❌,❌,30.2,❌,✅,—
KUTPO,43.6,❌,❌,❌,❌,30.2,❌,❌,—
ORCAY,32.7,❌,❌,❌,❌,30.2,❌,❌,—
BURCE,46.1,❌,❌,❌,❌,30.3,❌,❌,—
BYDNR,41.0,❌,❌,❌,❌,30.3,❌,❌,—
KONTR,33.2,❌,❌,❌,❌,30.3,❌,✅,—
IHLAS,38.9,❌,❌,❌,❌,30.4,❌,✅,—
A1YEN,38.2,❌,❌,❌,❌,30.4,❌,❌,—
ZEDUR,37.9,❌,❌,❌,❌,30.4,❌,❌,—
PARSN,38.1,❌,❌,❌,❌,30.4,❌,❌,—
SILVR,37.9,❌,❌,❌,❌,30.5,❌,❌,—
YATAS,41.1,❌,❌,❌,❌,30.5,❌,❌,—
FENER,34.4,❌,✅,❌,❌,30.5,❌,✅,—
YYLGD,41.1,❌,❌,❌,❌,30.6,❌,❌,—
PENTA,37.8,❌,❌,❌,❌,30.6,❌,❌,—
ULAS,41.2,❌,❌,❌,❌,30.6,❌,❌,—
SAMAT,38.9,❌,❌,❌,❌,30.7,❌,❌,—
CRDFA,47.4,❌,❌,❌,✅,30.7,❌,❌,—
CASA,37.0,❌,❌,❌,❌,30.7,❌,❌,—
BMSCH,41.6,❌,❌,❌,❌,30.7,❌,❌,—
SRVGY,36.8,❌,❌,❌,❌,30.7,❌,❌,—
TUCLK,35.8,❌,❌,❌,❌,30.8,❌,❌,—
DMSAS,39.5,❌,❌,❌,❌,30.8,❌,❌,—
KRSTL,46.6,❌,❌,❌,❌,30.9,❌,❌,—
KOPOL,36.0,❌,❌,❌,❌,30.9,❌,❌,—
COSMO,41.2,❌,❌,❌,❌,31.0,❌,❌,—
LINK,38.4,❌,❌,❌,❌,31.1,❌,❌,—
SMART,40.8,❌,❌,❌,❌,31.1,❌,❌,—
HUBVC,42.2,❌,❌,❌,❌,31.3,❌,❌,—
IHLGM,40.5,❌,❌,❌,❌,31.4,❌,❌,—
TUREX,42.7,❌,❌,❌,❌,31.4,❌,❌,—
ERCB,33.4,❌,❌,❌,❌,31.5,❌,❌,—
ALKA,43.4,❌,❌,❌,❌,31.5,❌,❌,—
AKSUE,44.0,❌,❌,❌,❌,31.6,❌,❌,—
OSTIM,37.8,❌,❌,❌,❌,31.6,❌,❌,—
ISYAT,40.6,❌,❌,❌,❌,31.6,❌,❌,—
UFUK,45.1,❌,❌,❌,❌,31.6,❌,❌,—
BERA,39.1,❌,❌,❌,❌,31.6,❌,❌,—
PAPIL,40.3,❌,❌,❌,❌,31.6,❌,❌,—
YUNSA,45.5,❌,❌,❌,✅,31.7,❌,❌,—
BFREN,32.3,❌,✅,❌,❌,31.7,❌,❌,—
OSMEN,36.3,❌,✅,❌,❌,31.7,❌,❌,—
KLKIM,42.1,❌,❌,❌,❌,31.7,❌,❌,—
DESA,42.7,❌,❌,❌,✅,31.8,❌,❌,—
KAREL,39.6,❌,❌,❌,❌,31.9,❌,❌,—
SEYKM,40.6,❌,❌,❌,❌,31.9,❌,❌,—
ARENA,40.2,❌,❌,❌,❌,31.9,❌,❌,—
TSGYO,39.8,❌,❌,❌,❌,32.0,❌,❌,—
SNICA,29.9,❌,❌,❌,❌,32.0,❌,❌,—
IHGZT,41.0,❌,❌,❌,❌,32.0,❌,❌,—
ALFAS,39.1,❌,❌,❌,❌,32.0,❌,❌,—
GZNMI,39.2,❌,❌,❌,❌,32.1,❌,❌,—
BIENY,30.3,❌,❌,❌,❌,32.1,❌,❌,—
ARCLK,37.3,❌,❌,❌,❌,32.2,❌,❌,—
EKSUN,39.5,❌,❌,❌,❌,32.3,❌,❌,—
AVHOL,39.4,❌,❌,❌,❌,32.4,❌,❌,—
RUZYE,39.7,❌,❌,❌,❌,32.4,❌,❌,—
ACSEL,44.1,❌,❌,❌,❌,32.6,❌,❌,—
ASUZU,40.1,❌,❌,❌,❌,32.8,❌,❌,—
VESBE,30.8,❌,❌,❌,❌,32.8,❌,❌,—
ALCTL,42.7,❌,❌,❌,❌,32.9,❌,❌,—
KSTUR,40.4,❌,❌,❌,❌,32.9,❌,❌,—
POLTK,36.2,❌,❌,❌,❌,33.0,❌,❌,—
GLBMD,43.2,❌,❌,❌,❌,33.0,❌,❌,—
YAYLA,41.6,❌,❌,❌,❌,33.0,❌,❌,—
PRKAB,43.2,❌,❌,❌,❌,33.0,❌,❌,—
SNGYO,42.2,❌,❌,❌,❌,33.1,❌,❌,—
ALKIM,41.5,❌,❌,❌,✅,33.2,❌,❌,—
MAKIM,38.5,❌,❌,❌,❌,33.3,❌,❌,—
MARBL,37.7,❌,❌,❌,❌,33.3,❌,❌,—
TKNSA,39.5,❌,❌,❌,❌,33.4,❌,❌,—
TEKTU,43.0,❌,❌,❌,❌,33.4,❌,❌,—
KLMSN,43.2,❌,❌,❌,✅,33.4,❌,❌,—
PGSUS,38.3,✅,❌,✅,❌,33.5,❌,❌,—
GLCVY,43.5,❌,❌,❌,❌,33.5,❌,❌,—
VKGYO,49.1,❌,❌,❌,✅,33.5,❌,❌,—
BRYAT,42.7,❌,❌,❌,❌,33.6,❌,❌,—
ULUFA,47.6,❌,❌,❌,❌,33.6,❌,❌,—
ZOREN,35.4,❌,❌,❌,❌,33.7,❌,❌,—
GOLTS,40.4,❌,❌,❌,❌,33.9,❌,❌,—
PLTUR,42.1,❌,❌,❌,❌,33.9,❌,❌,—
ECILC,45.8,❌,❌,❌,✅,33.9,❌,❌,—
KTSKR,44.9,❌,❌,❌,❌,34.1,❌,❌,—
GRNYO,42.0,❌,❌,❌,❌,34.1,❌,❌,—
BAKAB,43.2,❌,❌,❌,❌,34.1,❌,❌,—
LKMNH,43.1,❌,❌,❌,✅,34.2,❌,❌,—
VKFYO,43.0,❌,❌,❌,❌,34.3,❌,❌,—
BRKSN,43.4,❌,❌,❌,❌,34.4,❌,❌,—
CLEBI,44.9,❌,❌,❌,❌,34.4,❌,❌,—
ERSU,44.0,❌,❌,❌,❌,34.4,❌,❌,—
BLCYT,42.9,❌,❌,❌,❌,34.7,❌,❌,—
PENGD,46.2,❌,❌,❌,✅,34.7,❌,❌,—
KAYSE,39.0,❌,❌,❌,❌,34.7,❌,❌,—
PRDGS,39.6,❌,❌,❌,❌,34.7,❌,❌,—
HEKTS,32.5,❌,✅,❌,❌,34.8,❌,❌,—
DOGUB,46.9,❌,❌,❌,❌,34.8,❌,❌,—
BIZIM,38.9,❌,❌,❌,❌,34.8,❌,❌,—
GATEG,47.1,❌,❌,❌,✅,34.8,❌,❌,—
PINSU,48.1,❌,❌,❌,✅,34.8,❌,❌,—
ESEN,42.3,❌,❌,❌,❌,34.8,❌,❌,—
EMNIS,38.8,❌,❌,❌,❌,34.9,❌,❌,—
QUAGR,39.8,❌,❌,❌,❌,34.9,❌,❌,—
INTEM,45.4,❌,❌,❌,❌,35.0,❌,❌,—
DESPC,40.4,❌,❌,❌,❌,35.0,❌,❌,—
HEDEF,45.9,❌,❌,❌,✅,35.0,❌,❌,—
EUYO,43.1,❌,❌,❌,❌,35.1,❌,❌,—
BASCM,43.6,❌,❌,❌,❌,35.3,❌,❌,—
TMPOL,46.1,❌,❌,❌,❌,35.3,❌,❌,—
ESCAR,45.3,❌,❌,❌,❌,35.3,❌,❌,—
MAGEN,47.2,❌,❌,❌,❌,35.4,❌,❌,—
GOKNR,38.2,❌,❌,❌,❌,35.5,❌,❌,—
KENT,34.8,❌,❌,❌,❌,35.5,❌,❌,—
CANTE,39.0,❌,❌,❌,❌,35.5,❌,✅,—
IZFAS,46.0,❌,❌,❌,❌,35.6,❌,❌,—
GRSEL,50.1,❌,❌,❌,❌,35.6,❌,❌,—
KLGYO,43.6,❌,❌,❌,✅,35.7,❌,❌,—
DYOBY,43.2,❌,❌,❌,❌,35.7,❌,❌,—
BRKVY,44.5,❌,❌,❌,❌,35.7,❌,❌,—
MZHLD,38.1,❌,❌,❌,❌,35.8,❌,❌,—
IDGYO,42.2,❌,❌,❌,❌,35.9,❌,❌,—
INVEO,43.6,❌,❌,❌,❌,35.9,❌,❌,—
BEYAZ,42.8,❌,❌,❌,❌,35.9,❌,❌,—
AFYON,46.4,❌,❌,❌,✅,35.9,❌,❌,—
CIMSA,47.4,❌,❌,❌,❌,35.9,❌,❌,—
DGATE,47.3,❌,❌,❌,✅,35.9,❌,❌,—
ISKPL,44.1,❌,❌,❌,❌,35.9,❌,❌,—
OYAYO,46.6,❌,❌,❌,❌,36.0,❌,❌,—
PNLSN,43.0,❌,❌,❌,❌,36.0,❌,❌,—
KUYAS,47.3,❌,❌,❌,✅,36.2,❌,❌,—
SKBNK,45.8,❌,❌,❌,❌,36.3,❌,❌,—
GSRAY,33.2,❌,✅,❌,❌,36.4,❌,❌,—
ULKER,44.3,❌,❌,❌,❌,36.5,❌,❌,—
PSGYO,45.4,❌,❌,❌,❌,36.5,❌,❌,—
BRISA,43.4,❌,❌,❌,❌,36.5,❌,❌,—
BIOEN,42.1,❌,❌,❌,❌,36.6,❌,❌,—
INGRM,41.5,❌,❌,❌,❌,36.7,❌,❌,—
HATEK,41.5,❌,❌,❌,❌,36.7,❌,❌,—
GWIND,43.0,❌,❌,❌,❌,36.7,❌,❌,—
BUCIM,40.5,❌,❌,❌,❌,36.8,❌,❌,—
YAPRK,40.0,❌,❌,❌,❌,36.9,❌,❌,—
MAVI,50.4,✅,❌,✅,❌,36.9,❌,❌,—
OBASE,45.1,❌,❌,❌,❌,36.9,❌,❌,—
SUMAS,40.7,❌,❌,❌,❌,37.0,❌,❌,—
PEKGY,47.4,❌,❌,❌,❌,37.1,❌,❌,—
FADE,43.2,❌,❌,❌,❌,37.3,❌,❌,—
HLGYO,53.2,❌,❌,❌,✅,37.3,❌,❌,—
GEDIK,53.2,❌,❌,❌,❌,37.4,❌,❌,—
PKART,51.8,❌,❌,❌,❌,37.4,❌,❌,—
MNDRS,44.5,❌,❌,❌,❌,37.5,❌,❌,—
NIBAS,46.3,❌,❌,❌,❌,37.5,❌,❌,—
INTEK,38.9,❌,❌,❌,❌,37.5,❌,❌,—
BNTAS,39.3,❌,❌,❌,✅,37.6,❌,❌,—
MIATK,41.0,❌,❌,❌,❌,37.6,❌,❌,—
EGSER,40.9,❌,❌,❌,❌,37.7,❌,❌,—
DOAS,48.2,❌,❌,❌,❌,37.7,❌,❌,—
MGROS,51.8,✅,❌,✅,✅,37.8,❌,❌,—
CWENE,45.0,❌,❌,❌,❌,37.8,❌,❌,—
AKSEN,54.5,❌,❌,❌,✅,37.8,❌,❌,—
NUGYO,45.7,❌,❌,❌,❌,37.8,❌,❌,—
DERIM,43.4,❌,❌,❌,✅,37.8,❌,❌,—
IHAAS,46.3,❌,❌,❌,❌,37.9,❌,❌,—
BANVT,40.1,❌,❌,❌,❌,37.9,❌,❌,—
MERCN,44.9,❌,❌,❌,❌,38.1,❌,❌,—
DGNMO,43.0,❌,❌,❌,❌,38.1,❌,❌,—
FROTO,45.4,✅,❌,✅,❌,38.1,❌,❌,—
SNPAM,48.1,❌,❌,❌,✅,38.2,❌,❌,—
ISBIR,40.8,❌,❌,❌,❌,38.3,❌,❌,—
OZGYO,48.8,❌,❌,❌,❌,38.3,❌,❌,—
BURVA,50.7,❌,❌,❌,❌,38.4,❌,❌,—
BESLR,44.5,❌,❌,❌,❌,38.5,❌,❌,—
GESAN,46.0,❌,❌,❌,❌,38.5,❌,❌,—
GEDZA,46.5,❌,❌,❌,❌,38.5,❌,❌,—
MSGYO,49.8,❌,❌,❌,✅,38.6,❌,❌,—
MOBTL,54.0,❌,❌,❌,✅,38.6,❌,❌,—
ATEKS,45.8,❌,❌,❌,✅,38.6,❌,❌,—
SDTTR,46.1,❌,❌,❌,✅,38.7,❌,❌,—
BRKO,45.8,❌,❌,❌,✅,38.7,❌,❌,—
DGGYO,44.2,❌,❌,❌,✅,38.9,❌,❌,—
SANFM,43.6,❌,❌,❌,✅,39.0,❌,❌,—
GSDHO,47.2,❌,❌,❌,✅,39.0,❌,❌,—
MERIT,48.3,❌,❌,❌,❌,39.1,❌,❌,—
BRMEN,47.6,❌,❌,❌,✅,39.1,❌,❌,—
SUWEN,37.8,❌,❌,❌,❌,39.2,❌,❌,—
ALGYO,45.4,❌,❌,❌,❌,39.2,❌,❌,—
DOKTA,43.5,❌,❌,❌,❌,39.2,❌,❌,—
ISGSY,54.7,❌,❌,❌,✅,39.2,❌,❌,—
FRIGO,46.6,❌,❌,❌,❌,39.3,❌,❌,—
SKTAS,41.0,❌,❌,❌,❌,39.3,❌,❌,—
EDATA,51.6,❌,❌,❌,✅,39.4,❌,❌,—
AYCES,46.2,❌,❌,❌,❌,39.4,❌,❌,—
QNBFK,41.9,❌,❌,❌,❌,39.5,❌,❌,—
VANGD,53.6,❌,❌,❌,✅,39.5,❌,❌,—
VAKKO,47.7,❌,❌,❌,✅,39.5,❌,❌,—
ULUUN,47.3,❌,❌,❌,✅,39.5,❌,❌,—
SEKUR,52.0,❌,❌,❌,✅,39.6,❌,❌,—
FONET,55.5,❌,❌,❌,❌,39.6,❌,❌,—
PSDTC,45.1,❌,❌,❌,✅,39.6,❌,❌,—
INFO,47.6,❌,❌,❌,❌,39.6,❌,❌,—
ULUSE,48.8,❌,❌,❌,❌,39.7,❌,❌,—
KLNMA,41.8,❌,✅,❌,❌,39.7,❌,❌,—
AZTEK,45.9,✅,❌,✅,❌,39.7,✅,❌,—
BVSAN,42.9,❌,❌,❌,❌,39.8,❌,❌,—
LIDFA,55.1,❌,❌,❌,❌,39.8,❌,❌,—
DAGI,49.4,❌,❌,❌,✅,39.8,❌,❌,—
SUNTK,47.2,❌,❌,❌,❌,39.9,❌,❌,—
MACKO,50.1,❌,❌,❌,❌,39.9,❌,❌,—
CMBTN,37.6,❌,❌,❌,❌,40.0,❌,❌,—
AYES,54.9,❌,❌,❌,✅,40.1,❌,❌,—
TGSAS,49.1,❌,❌,❌,✅,40.2,❌,❌,—
ISMEN,48.4,✅,❌,✅,❌,40.2,❌,❌,—
NTHOL,47.4,❌,❌,❌,✅,40.2,❌,❌,—
AYEN,49.2,❌,❌,❌,✅,40.2,❌,❌,—
OTKAR,40.2,❌,❌,❌,❌,40.2,❌,✅,—
SARKY,52.1,❌,❌,❌,❌,40.2,❌,❌,—
KCAER,45.0,❌,❌,❌,✅,40.2,❌,❌,—
RODRG,47.0,❌,❌,❌,❌,40.3,❌,❌,—
GEREL,52.7,❌,❌,❌,✅,40.3,❌,❌,—
NUHCM,45.9,❌,❌,❌,❌,40.3,❌,❌,—
TSPOR,42.3,❌,❌,❌,❌,40.4,❌,❌,—
BASGZ,58.1,❌,❌,❌,✅,40.6,❌,❌,—
CUSAN,45.1,❌,❌,❌,✅,40.7,❌,❌,—
THYAO,51.6,❌,❌,❌,❌,40.9,❌,❌,—
AKFGY,47.4,❌,❌,❌,❌,41.0,❌,❌,—
KMPUR,43.5,❌,❌,❌,❌,41.0,❌,❌,—
SANKO,44.2,❌,❌,❌,❌,41.1,❌,❌,—
AKENR,45.2,❌,❌,❌,❌,41.1,❌,❌,—
OZKGY,49.6,❌,❌,❌,✅,41.2,❌,❌,—
TDGYO,44.6,❌,❌,❌,❌,41.2,❌,❌,—
DZGYO,48.1,❌,❌,❌,❌,41.2,❌,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.2,❌,✅,—
FMIZP,43.4,❌,❌,❌,❌,41.3,❌,❌,—
ETYAT,52.1,❌,❌,❌,✅,41.3,❌,❌,—
JANTS,38.9,❌,❌,❌,❌,41.3,❌,❌,—
BIGTK,45.8,❌,❌,❌,❌,41.3,❌,❌,—
AVOD,47.1,❌,❌,❌,❌,41.3,❌,❌,—
ISFIN,55.5,❌,❌,❌,❌,41.4,❌,❌,—
GARFA,49.7,❌,❌,❌,✅,41.4,❌,❌,—
VESTL,32.8,❌,✅,❌,❌,41.5,❌,✅,—
TERA,50.9,❌,❌,❌,✅,41.5,❌,❌,—
GENIL,45.5,❌,❌,❌,✅,41.5,❌,❌,—
PETUN,48.2,❌,❌,❌,❌,41.6,❌,❌,—
ESCOM,52.2,❌,❌,❌,✅,41.6,❌,❌,—
PNSUT,47.5,❌,❌,❌,❌,41.6,❌,❌,—
ADEL,42.2,❌,✅,❌,❌,41.6,❌,❌,—
EDIP,51.0,❌,❌,❌,✅,41.6,❌,❌,—
SANEL,51.9,❌,❌,❌,❌,41.6,❌,❌,—
BAGFS,45.2,❌,❌,❌,❌,41.6,❌,❌,—
GOODY,41.0,❌,❌,❌,✅,41.7,❌,❌,—
KRDMB,57.6,❌,❌,❌,✅,41.7,❌,❌,—
ATLAS,51.9,✅,❌,✅,❌,41.7,✅,❌,—
ALCAR,39.5,❌,❌,❌,❌,41.8,❌,❌,—
MAALT,48.0,❌,❌,❌,❌,41.8,❌,❌,—
EGEEN,36.6,❌,❌,❌,❌,41.8,❌,✅,—
DENGE,42.5,❌,❌,❌,❌,41.9,❌,❌,—
TURGG,45.9,❌,❌,❌,❌,42.0,❌,❌,—
KORDS,46.4,❌,❌,❌,❌,42.0,❌,❌,—
TCELL,53.9,✅,❌,✅,❌,42.0,❌,❌,—
TTRAK,39.3,❌,❌,❌,❌,42.0,❌,✅,—
IZMDC,49.8,❌,❌,❌,✅,42.1,❌,❌,—
BALAT,47.2,❌,❌,❌,❌,42.2,❌,❌,—
OYAKC,49.3,❌,❌,❌,❌,42.2,❌,❌,—
NTGAZ,58.7,❌,❌,❌,✅,42.3,❌,❌,—
RUBNS,46.9,❌,❌,❌,❌,42.4,❌,❌,—
MTRKS,49.9,❌,❌,❌,✅,42.4,❌,❌,—
TTKOM,52.1,✅,❌,✅,✅,42.8,❌,❌,—
PRKME,45.9,❌,❌,❌,❌,42.8,❌,❌,—
ICBCT,51.4,❌,❌,❌,❌,42.8,❌,❌,—
UNLU,46.1,✅,❌,✅,❌,43.0,✅,✅,—
PAGYO,63.5,❌,❌,❌,✅,43.1,❌,❌,—
BOBET,43.7,❌,❌,❌,❌,43.1,❌,❌,—
TABGD,54.9,❌,❌,❌,❌,43.3,❌,❌,—
RALYH,51.7,❌,❌,❌,✅,43.3,❌,❌,—
SISE,50.0,✅,❌,✅,❌,43.4,❌,❌,—
MTRYO,53.6,✅,❌,✅,❌,43.4,❌,❌,—
AKMGY,53.6,❌,❌,❌,❌,43.4,❌,❌,—
KRONT,56.2,❌,❌,❌,❌,43.5,❌,❌,—
TSKB,49.5,❌,❌,❌,❌,43.5,❌,❌,—
AKCNS,55.2,❌,❌,❌,✅,43.6,❌,❌,—
RNPOL,51.7,❌,❌,❌,❌,43.6,❌,❌,—
ANHYT,57.3,❌,❌,❌,✅,43.6,❌,❌,—
METRO,56.9,❌,❌,❌,✅,43.6,❌,❌,—
BRLSM,46.1,❌,❌,❌,❌,43.7,❌,❌,—
YEOTK,56.3,❌,❌,❌,❌,43.7,❌,❌,—
BLUME,49.6,❌,❌,❌,❌,43.8,❌,❌,—
SAYAS,48.3,❌,❌,❌,❌,43.9,❌,❌,—
KARSN,44.7,❌,❌,❌,❌,44.2,❌,❌,—
POLHO,60.6,❌,❌,❌,✅,44.2,❌,❌,—
TATGD,47.2,❌,✅,❌,❌,44.2,❌,❌,—
KNFRT,46.7,❌,❌,❌,❌,44.2,❌,❌,—
KARTN,51.5,❌,❌,❌,❌,44.3,❌,❌,—
HKTM,44.5,❌,❌,❌,❌,44.3,❌,❌,—
MEPET,56.0,❌,❌,❌,❌,44.4,❌,❌,—
ENKAI,61.9,❌,❌,❌,❌,44.6,❌,❌,—
DIRIT,46.3,❌,❌,❌,❌,44.6,❌,❌,—
DOHOL,56.0,❌,❌,❌,❌,44.7,❌,❌,—
AYDEM,50.0,❌,❌,❌,✅,44.7,❌,❌,—
GOZDE,46.3,❌,❌,❌,❌,44.8,❌,❌,—
ASTOR,63.8,❌,❌,❌,❌,44.9,❌,❌,—
ODAS,50.2,❌,❌,❌,❌,45.0,❌,❌,—
DNISI,47.6,❌,❌,❌,✅,45.0,❌,❌,—
TBORG,50.1,❌,❌,❌,❌,45.0,❌,❌,—
OZRDN,55.9,❌,❌,❌,❌,45.2,❌,❌,—
EUPWR,55.2,❌,❌,❌,❌,45.2,❌,❌,—
KZGYO,38.8,❌,❌,❌,❌,45.4,❌,❌,—
SASA,40.0,❌,❌,❌,❌,45.4,❌,❌,—
MANAS,54.5,❌,❌,❌,❌,45.4,❌,❌,—
EGPRO,57.0,❌,❌,❌,❌,45.6,❌,❌,—
KUVVA,53.5,❌,❌,❌,✅,45.6,❌,❌,—
SAHOL,52.6,❌,❌,❌,❌,45.7,❌,❌,—
GLYHO,65.6,❌,❌,❌,✅,45.8,❌,❌,—
AGYO,48.7,❌,❌,❌,❌,45.9,❌,✅,—
ISBTR,49.1,❌,❌,❌,❌,46.2,❌,❌,—
