build,kod,periyot,formasyon,sinif,yon,durum,formasyon_tarihi,teyit_tarihi,kapanis,formasyon_tepe,formasyon_dip,teyit_seviyesi,teyit_sarti,gecersizlik_seviyesi,gecersizlik_notu
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ARMGD,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,193.3,220.7,181.8,181.8,Formasyon kendi içinde teyitli,220.7,220.70 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,DGATE,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,103.7,114.0,98.2,98.2,Formasyon kendi içinde teyitli,114.0,114.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,FRMPL,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,35.2,39.74,32.68,32.68,Formasyon kendi içinde teyitli,39.74,39.74 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,GEREL,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,38.9,47.0,38.76,38.76,Formasyon kendi içinde teyitli,47.0,47.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,GMTAS,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,44.38,49.0,43.4,43.4,Formasyon kendi içinde teyitli,49.0,49.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,GRSEL,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,318.5,358.5,318.5,318.5,Formasyon kendi içinde teyitli,358.5,358.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ISFIN,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,19.91,21.18,19.65,19.65,Formasyon kendi içinde teyitli,21.18,21.18 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ODINE,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,2062.0,3512.5,2062.0,2062.0,Formasyon kendi içinde teyitli,3512.5,3512.50 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,TKFEN,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,205.9,245.2,205.5,205.5,Formasyon kendi içinde teyitli,245.2,245.20 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,YEOTK,HAFTALIK,Yutan Ayı,A,AYI,AYI TEYİDİ,2026-08-21,,34.84,43.38,34.5,34.5,Formasyon kendi içinde teyitli,43.38,43.38 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,AAGYO,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,13.11,13.42,12.34,13.42,Formasyon kendi içinde teyitli,12.34,12.34 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ALFAS,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,42.24,45.6,39.38,45.6,Formasyon kendi içinde teyitli,39.38,39.38 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BASCM,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,13.99,14.15,12.75,14.15,Formasyon kendi içinde teyitli,12.75,12.75 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BASGZ,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,46.36,46.98,42.64,46.98,Formasyon kendi içinde teyitli,42.64,42.64 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,BURCE,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,36.0,37.04,34.02,37.04,Formasyon kendi içinde teyitli,34.02,34.02 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EKOS,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,5.56,5.75,5.28,5.75,Formasyon kendi içinde teyitli,5.28,5.28 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,ENPRA,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,59.1,62.5,49.0,62.5,Formasyon kendi içinde teyitli,49.0,49.00 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,HATEK,HAFTALIK,Three Inside Up,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,14.11,14.08,11.21,14.08,Formasyon kendi içinde teyitli,11.21,11.21 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,IZINV,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,56.3,60.1,53.05,60.1,Formasyon kendi içinde teyitli,53.05,53.05 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KAYSE,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,4.15,4.23,3.71,4.23,Formasyon kendi içinde teyitli,3.71,3.71 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KLYPV,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,65.2,65.2,57.3,65.2,Formasyon kendi içinde teyitli,57.3,57.30 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KOTON,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,13.18,13.35,12.36,13.35,Formasyon kendi içinde teyitli,12.36,12.36 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,MRGYO,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,1.33,1.34,1.25,1.34,Formasyon kendi içinde teyitli,1.25,1.25 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,MTRYO,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,9.28,10.0,8.36,10.0,Formasyon kendi içinde teyitli,8.36,8.36 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,MZHLD,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,5.4,5.77,5.18,5.77,Formasyon kendi içinde teyitli,5.18,5.18 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,NIBAS,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,3.85,3.85,3.3,3.85,Formasyon kendi içinde teyitli,3.3,3.30 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,PARSN,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,73.6,78.5,68.7,78.5,Formasyon kendi içinde teyitli,68.7,68.70 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,TUREX,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,6.78,7.16,6.37,7.16,Formasyon kendi içinde teyitli,6.37,6.37 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,UNLU,HAFTALIK,Yutan Boğa,A,BOĞA,BOĞA TEYİDİ,2026-08-21,,11.12,11.2,10.56,11.2,Formasyon kendi içinde teyitli,10.56,10.56 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,KENT,HAFTALIK,Shooting Star,B,AYI,AYI TEYİDİ,2026-08-14,2026-08-21,363.0,439.0,365.0,365.0,Teyit geldi: haftalık kapanış < 365.00,439.0,439.00 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,SUNTK,HAFTALIK,Shooting Star,B,AYI,AYI TEYİDİ,2026-08-14,2026-08-21,38.6,48.8,39.64,39.64,Teyit geldi: haftalık kapanış < 39.64,48.8,48.80 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,HATEK,HAFTALIK,Boğa Harami,B,BOĞA,BOĞA TEYİDİ,2026-08-14,2026-08-21,14.11,13.26,11.21,13.26,Teyit geldi: haftalık kapanış > 13.26,11.21,11.21 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,RUZYE,HAFTALIK,Ters Hammer,B,BOĞA,BOĞA TEYİDİ,2026-08-14,2026-08-21,9.3,8.98,8.28,8.98,Teyit geldi: haftalık kapanış > 8.98,8.28,8.28 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,SNPAM,HAFTALIK,Hammer,B,BOĞA,BOĞA TEYİDİ,2026-08-14,2026-08-21,20.28,20.04,18.9,20.04,Teyit geldi: haftalık kapanış > 20.04,18.9,18.90 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,TRGYO,HAFTALIK,Piercing,B,BOĞA,BOĞA TEYİDİ,2026-08-14,2026-08-21,95.5,95.1,89.1,95.1,Teyit geldi: haftalık kapanış > 95.10,89.1,89.10 altı formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,CRFSA,HAFTALIK,Ayı Harami,B,AYI,TEYİT BEKLİYOR,2026-08-21,,289.75,338.25,211.5,211.5,Sonraki haftalık kapanış < 211.50,338.25,338.25 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,DIRIT,HAFTALIK,Ayı Harami,B,AYI,TEYİT BEKLİYOR,2026-08-21,,26.98,29.98,23.4,23.4,Sonraki haftalık kapanış < 23.40,29.98,29.98 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EUHOL,HAFTALIK,Ayı Harami,B,AYI,TEYİT BEKLİYOR,2026-08-21,,11.23,13.65,10.35,10.35,Sonraki haftalık kapanış < 10.35,13.65,13.65 üstü formasyonu bozar
MUM_TARAMA_2026-08-11_v1.7_STRICT_RAW_OHLC,EUHOL,HAFTALIK,Hanging Man,B,AYI,TEYİT BEKLİYOR,2026-08-21,,11.23,11.5,10.35,10.35,Sonraki haftalık kapanış < 10.35,11.5,11.50 üstü formasyonu bozar
