Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ISATR,70.9,✅,❌,❌,❌,5.4,❌,✅,—
KRTEK,30.2,✅,❌,✅,❌,15.9,❌,❌,—
MERKO,29.3,❌,❌,❌,❌,20.7,❌,✅,—
SEKFK,34.4,❌,❌,❌,✅,21.2,❌,❌,—
FORMT,35.4,❌,❌,❌,❌,23.4,✅,❌,—
IHYAY,37.8,❌,❌,❌,❌,25.5,❌,❌,—
TMSN,38.6,❌,❌,❌,✅,26.9,❌,❌,—
EKIZ,44.4,❌,❌,❌,❌,27.8,❌,❌,—
VAKFN,46.0,❌,❌,❌,❌,27.9,❌,❌,—
VESBE,31.5,❌,❌,❌,❌,28.0,❌,❌,—
IHLAS,40.0,✅,❌,✅,❌,28.3,✅,✅,—
TEZOL,40.8,❌,❌,❌,❌,28.4,❌,❌,—
ZOREN,35.8,❌,❌,❌,❌,28.5,✅,❌,—
IMASM,40.4,❌,❌,❌,❌,28.7,❌,❌,—
USAK,39.5,❌,❌,❌,❌,28.7,✅,✅,—
MEGAP,39.0,✅,❌,✅,❌,28.9,❌,❌,—
OTTO,36.8,❌,❌,❌,❌,29.5,✅,✅,—
SODSN,39.2,❌,❌,❌,❌,30.1,✅,❌,—
NATEN,38.0,❌,❌,❌,❌,30.3,✅,❌,—
COSMO,44.0,❌,❌,❌,❌,30.4,❌,❌,—
CVKMD,45.5,❌,❌,❌,❌,30.4,❌,❌,—
GENTS,43.8,❌,❌,❌,❌,30.7,❌,❌,—
OSTIM,41.2,✅,❌,✅,❌,30.9,❌,❌,—
KZBGY,41.6,❌,❌,❌,❌,31.5,❌,❌,—
PGSUS,37.8,❌,❌,❌,❌,31.5,❌,❌,—
MEKAG,41.1,❌,❌,❌,❌,31.6,❌,❌,—
VRGYO,35.2,❌,✅,❌,❌,31.6,✅,❌,—
CANTE,39.1,✅,❌,✅,❌,31.7,✅,✅,—
LIDER,43.0,❌,❌,❌,❌,31.9,❌,❌,—
SEGYO,45.2,❌,❌,❌,❌,31.9,❌,❌,—
IHGZT,43.5,✅,❌,✅,❌,32.0,✅,❌,—
A1CAP,45.9,❌,❌,❌,❌,32.0,✅,❌,—
VESTL,32.6,❌,❌,❌,❌,32.1,❌,❌,—
DARDL,36.9,✅,✅,✅,❌,32.2,❌,❌,—
AVTUR,46.1,❌,❌,❌,❌,32.6,❌,❌,—
ENSRI,42.3,❌,❌,❌,❌,32.6,✅,✅,—
KATMR,44.2,❌,❌,❌,❌,32.7,❌,❌,—
UNLU,39.1,❌,❌,❌,❌,32.7,❌,❌,—
KONTR,34.0,❌,❌,❌,❌,32.8,❌,✅,—
RAYSG,39.1,✅,❌,✅,❌,32.8,✅,✅,—
YESIL,38.0,❌,❌,❌,❌,32.8,❌,✅,—
AKYHO,40.9,✅,❌,✅,❌,32.9,✅,❌,—
KRVGD,46.3,❌,❌,❌,❌,32.9,❌,❌,—
EUREN,36.9,❌,❌,❌,❌,33.0,❌,✅,—
BMSCH,46.1,❌,❌,❌,❌,33.0,✅,❌,—
ARCLK,39.7,❌,❌,❌,❌,33.0,❌,❌,—
TRILC,38.1,❌,❌,❌,❌,33.2,❌,✅,—
YBTAS,38.1,✅,❌,✅,❌,33.4,❌,✅,—
LRSHO,42.4,❌,❌,❌,❌,33.4,❌,❌,—
YYAPI,40.9,❌,❌,❌,❌,33.4,✅,✅,—
IHLGM,43.8,✅,❌,✅,❌,33.5,✅,❌,—
BERA,42.7,✅,❌,✅,❌,33.5,❌,❌,—
QNBTR,47.0,❌,❌,❌,❌,33.5,✅,✅,—
TUKAS,38.1,✅,✅,✅,❌,33.7,✅,✅,—
ASUZU,42.5,❌,❌,❌,❌,33.7,✅,❌,—
ATAGY,44.5,❌,❌,❌,❌,33.8,❌,❌,—
CONSE,36.4,❌,❌,❌,❌,33.9,❌,❌,—
AKGRT,48.1,❌,❌,❌,❌,34.0,❌,❌,—
PKENT,36.7,✅,❌,✅,❌,34.3,✅,✅,—
MAKTK,45.6,❌,❌,❌,❌,34.3,✅,❌,—
MNDTR,38.6,❌,❌,❌,❌,34.5,❌,❌,—
EGEEN,38.2,❌,❌,❌,❌,34.5,❌,❌,—
EMKEL,42.9,❌,❌,❌,❌,34.7,❌,❌,—
ARZUM,37.6,✅,❌,✅,❌,34.7,✅,✅,—
ISMEN,47.4,❌,❌,❌,❌,34.8,❌,❌,—
ADESE,44.8,❌,❌,❌,❌,34.8,✅,✅,—
YKSLN,33.7,❌,❌,❌,❌,34.9,❌,❌,—
