Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
SDTTR,56.4,57.1,✅,✅,✅,96.9,✅,🟢
SKYMD,,57.2,✅,✅,✅,95.6,✅,🟢
EGPRO,63.2,58.0,✅,✅,✅,97.9,✅,🟢
PRDGS,60.8,58.0,✅,✅,✅,95.7,✅,🟢
RYSAS,69.4,58.2,✅,✅,✅,100.0,✅,🟢
ERSU,62.3,58.4,✅,✅,✅,95.1,✅,🟢
ASELS,76.1,58.4,✅,✅,✅,100.0,✅,🟢
EDATA,71.9,59.2,✅,✅,✅,99.4,✅,🟢
FONET,70.5,59.7,✅,✅,✅,98.1,✅,🟢
TBORG,57.1,59.7,✅,✅,✅,97.3,✅,🟢
ALARK,57.1,60.0,✅,✅,✅,99.7,✅,🟢
HATSN,,60.1,✅,✅,✅,99.6,✅,🟢
TNZTP,62.3,60.9,✅,✅,✅,97.9,✅,🟢
AVGYO,64.5,60.9,✅,✅,✅,100.0,✅,🟢
KGYO,79.0,61.0,✅,✅,✅,100.0,✅,🟢
HURGZ,61.0,61.2,✅,✅,✅,100.0,✅,🟢
INDES,65.6,61.7,✅,✅,✅,99.4,✅,🟢
BRSAN,61.5,61.8,✅,✅,✅,100.0,✅,🟢
SANFM,57.3,61.9,✅,✅,✅,99.2,✅,🟢
VANGD,82.7,62.2,✅,✅,✅,100.0,✅,🟢
SOKM,59.7,62.2,✅,✅,✅,95.1,✅,🟢
ORGE,67.3,63.5,✅,✅,✅,99.6,✅,🟢
KLSYN,72.1,63.8,✅,✅,✅,100.0,✅,🟢
BIMAS,83.2,64.2,✅,✅,✅,98.3,✅,🟢
POLHO,73.1,64.3,✅,✅,✅,99.8,✅,🟢
ISGYO,68.0,64.4,✅,✅,✅,99.6,✅,🟢
VERUS,64.4,65.3,✅,✅,✅,100.0,✅,🟢
KCHOL,66.9,66.1,✅,✅,✅,100.0,✅,🟢
ARASE,83.7,66.2,✅,✅,✅,100.0,✅,🟢
CEMZY,,66.6,✅,✅,✅,100.0,✅,🟢
KRPLS,66.6,66.7,✅,✅,✅,100.0,✅,🟢
KCAER,61.1,66.8,✅,✅,✅,99.1,✅,🟢
GESAN,69.4,66.8,✅,✅,✅,100.0,✅,🟢
VBTYZ,67.8,66.9,✅,✅,✅,100.0,✅,🟢
AKSGY,74.9,67.0,✅,✅,✅,98.5,✅,🟢
GENIL,62.2,67.1,✅,✅,✅,99.0,✅,🟢
KRDMD,73.0,67.2,✅,✅,✅,99.0,✅,🟢
ALKLC,,67.5,✅,✅,✅,100.0,✅,🟢
TMPOL,70.5,67.8,✅,✅,✅,100.0,✅,🟢
TCKRC,,68.1,✅,✅,✅,100.0,✅,🟢
MARKA,65.1,68.3,✅,✅,✅,100.0,✅,🟢
DEVA,62.7,68.8,✅,✅,✅,99.7,✅,🟢
KUVVA,70.7,69.5,✅,✅,✅,100.0,✅,🟢
MTRKS,65.5,70.1,✅,✅,✅,100.0,✅,🟢
MOGAN,,70.9,✅,✅,✅,95.0,✅,🟢
TGSAS,72.3,71.0,✅,✅,✅,99.7,✅,🟢
AYGAZ,72.3,72.0,✅,✅,✅,100.0,✅,🟢
IZMDC,80.9,72.5,✅,✅,✅,99.8,✅,🟢
DAGI,71.9,73.4,✅,✅,✅,98.8,✅,🟢
KRDMA,70.2,73.9,✅,✅,✅,100.0,✅,🟢
CELHA,64.3,74.0,✅,✅,✅,99.8,✅,🟢
KTLEV,,74.5,✅,✅,✅,100.0,✅,🟢
NETAS,66.0,74.5,✅,✅,✅,100.0,✅,🟢
SELEC,87.7,76.1,✅,✅,✅,100.0,✅,🟢
ATATP,79.8,76.7,✅,✅,✅,100.0,✅,🟢
RYGYO,80.4,77.1,✅,✅,✅,100.0,✅,🟢
ANELE,93.6,77.4,✅,✅,✅,100.0,✅,🟢
OZSUB,82.0,77.9,✅,✅,✅,99.0,✅,🟢
PRZMA,92.2,78.6,✅,✅,✅,95.0,✅,🟢
FORTE,,81.6,✅,✅,✅,100.0,✅,🟢
TUPRS,79.6,81.7,✅,✅,✅,100.0,✅,🟢
AKFIS,,82.0,✅,✅,✅,99.5,✅,🟢
EUKYO,80.4,82.4,✅,✅,✅,99.9,✅,🟢
TRHOL,97.1,84.1,✅,✅,✅,100.0,✅,🟢
ARDYZ,81.9,84.4,✅,✅,✅,100.0,✅,🟢
BIGEN,,85.6,✅,✅,✅,100.0,✅,🟢
KERVN,87.8,85.8,✅,✅,✅,100.0,✅,🟢
IEYHO,98.4,97.9,✅,✅,✅,100.0,✅,🟢
