Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
KRTEK,31.1,15.6,❌,❌,❌,96.5,✅,—
MERKO,29.4,20.9,❌,✅,❌,-8.2,❌,—
FORMT,35.3,22.2,❌,❌,❌,65.6,❌,—
SEKFK,35.5,23.1,❌,❌,❌,89.6,❌,—
BARMA,,23.3,❌,❌,❌,82.2,❌,—
IHYAY,38.1,26.7,❌,❌,❌,87.8,❌,—
VAKFN,45.4,26.9,❌,❌,❌,98.4,✅,—
ALVES,,27.4,❌,❌,❌,-29.0,❌,—
ZOREN,35.6,27.7,❌,❌,❌,81.6,❌,—
IHGZT,42.8,28.0,❌,❌,❌,84.1,❌,—
USAK,39.4,28.0,✅,✅,✅,84.9,❌,—
IHLAS,39.8,28.2,❌,✅,❌,88.1,❌,—
EKIZ,44.4,28.2,❌,❌,❌,95.0,❌,—
VESBE,31.6,28.4,❌,❌,❌,93.1,❌,—
OTTO,36.6,28.6,❌,✅,❌,77.0,❌,—
SODSN,39.0,28.7,❌,❌,❌,76.4,❌,—
BUCIM,39.1,28.7,❌,❌,❌,97.9,✅,—
IMASM,40.8,29.0,❌,❌,❌,19.5,❌,—
NATEN,37.8,29.3,❌,❌,❌,94.8,❌,—
QNBTR,46.5,29.9,❌,❌,❌,99.9,✅,—
MEGAP,39.4,30.0,✅,✅,✅,63.2,❌,—
VESTL,32.1,30.1,❌,❌,❌,92.9,❌,—
OSTIM,40.9,30.2,❌,❌,❌,96.7,✅,—
CVKMD,45.5,30.4,❌,❌,❌,96.8,✅,—
GENTS,43.7,30.5,❌,❌,❌,95.1,✅,—
COSMO,44.1,30.6,❌,❌,❌,74.4,❌,—
TMSN,39.5,30.9,❌,❌,❌,98.7,✅,—
SURGY,,30.9,❌,❌,❌,45.7,❌,—
TEZOL,41.6,31.1,✅,❌,✅,82.8,❌,—
CANTE,38.9,31.2,✅,✅,✅,21.8,❌,—
KZBGY,41.5,31.3,❌,❌,❌,85.3,❌,—
BEGYO,,31.5,❌,✅,❌,39.4,❌,—
MZHLD,40.4,31.5,❌,❌,❌,97.6,✅,—
AKYHO,40.6,31.5,❌,❌,❌,97.9,✅,—
TUKAS,37.8,31.6,✅,❌,✅,84.4,❌,—
ASUZU,41.9,31.7,✅,❌,✅,98.6,✅,—
RAYSG,38.8,31.8,❌,❌,❌,88.9,❌,—
YYAPI,40.7,31.9,❌,✅,❌,84.4,❌,—
KOTON,,32.2,✅,❌,✅,,❌,—
AVTUR,47.2,32.2,❌,❌,❌,97.0,✅,—
MEKAG,41.8,32.4,❌,❌,❌,33.1,❌,—
ENSRI,42.2,32.4,❌,✅,❌,-62.6,❌,—
DARDL,37.1,32.8,❌,❌,❌,89.3,❌,—
KATMR,44.4,32.9,❌,❌,❌,87.3,❌,—
MNDTR,38.2,32.9,❌,❌,❌,98.2,✅,—
UNLU,39.2,32.9,❌,❌,❌,88.9,❌,—
VRGYO,36.2,32.9,✅,✅,✅,-85.3,❌,—
PARSN,41.9,33.0,✅,❌,✅,98.8,✅,—
A1CAP,46.7,33.0,✅,❌,✅,90.6,❌,—
ARZUM,36.9,33.0,❌,❌,❌,28.8,❌,—
KONTR,34.0,33.0,❌,✅,❌,-53.9,❌,—
YBTAS,38.0,33.1,❌,✅,❌,7.1,❌,—
EUREN,36.9,33.2,❌,❌,❌,-5.5,❌,—
YESIL,37.9,33.2,❌,✅,❌,74.2,❌,—
SEGYO,45.9,33.3,❌,❌,❌,90.1,❌,—
BMSCH,46.2,33.3,✅,❌,✅,76.1,❌,—
IHLGM,43.6,33.4,✅,❌,✅,97.6,✅,—
DCTTR,,33.5,❌,❌,❌,44.8,❌,—
OBAMS,,33.5,✅,✅,✅,-385.4,❌,—
PGSUS,37.9,33.5,❌,❌,❌,93.0,❌,—
ARCLK,40.0,33.6,❌,❌,❌,95.9,✅,—
BERA,42.5,33.7,❌,❌,❌,89.0,❌,—
CONSE,36.2,33.7,❌,❌,❌,90.0,❌,—
LIDER,45.0,33.7,✅,❌,✅,90.5,❌,—
ISMEN,46.8,33.8,❌,❌,❌,93.9,❌,—
TRILC,38.1,33.8,✅,✅,✅,61.7,❌,—
ALKA,47.4,33.9,❌,❌,❌,98.2,✅,—
MRGYO,42.6,34.0,❌,✅,❌,91.0,❌,—
CEMTS,45.6,34.1,❌,❌,❌,97.5,✅,—
PKENT,36.3,34.2,❌,❌,❌,79.2,❌,—
YKSLN,33.6,34.2,❌,❌,❌,92.8,❌,—
AGROT,35.3,34.3,❌,❌,❌,-210.6,❌,—
ZERGY,,34.4,❌,❌,❌,,❌,—
LRSHO,42.8,34.4,❌,❌,❌,85.6,❌,—
NIBAS,47.1,34.4,❌,❌,❌,61.7,❌,—
PAHOL,,34.5,✅,❌,✅,,❌,—
KAYSE,41.0,34.6,❌,❌,❌,88.4,❌,—
MAKTK,45.7,34.6,✅,❌,✅,97.5,✅,—
KLKIM,45.1,34.6,❌,❌,❌,95.6,✅,—
AKGRT,48.4,34.6,❌,❌,❌,97.8,✅,—
KRVGD,46.3,34.7,❌,❌,❌,85.5,❌,—
MOPAS,,34.7,✅,❌,✅,82.4,❌,—
ANGEN,39.0,34.8,✅,❌,✅,61.5,❌,—
ERBOS,43.4,34.9,❌,❌,❌,99.2,✅,—
PAPIL,42.8,35.3,❌,❌,❌,89.3,❌,—
OYLUM,44.4,35.3,❌,❌,❌,97.7,✅,—
JANTS,38.9,35.4,✅,❌,✅,92.2,❌,—
OYYAT,47.0,35.5,✅,❌,✅,98.8,✅,—
LKMNH,45.7,35.5,❌,❌,❌,99.2,✅,—
MARTI,37.1,35.5,❌,❌,❌,88.6,❌,—
CEMAS,45.6,35.6,❌,❌,❌,93.3,❌,—
ISYAT,44.3,35.6,✅,❌,✅,97.3,✅,—
SKBNK,46.6,35.7,✅,❌,✅,94.7,❌,—
VAKFA,,35.8,✅,❌,✅,,❌,—
