Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
KLGYO,45.7,36.6,✅,✅,✅,96.5,✅,🟢
CLEBI,48.1,42.4,✅,✅,✅,98.0,✅,🟢
OTKAR,42.6,42.9,✅,✅,✅,99.3,✅,🟢
LYDYE,51.9,43.1,✅,✅,✅,99.8,✅,🟢
SNPAM,50.5,44.9,✅,✅,✅,99.7,✅,🟢
MNDRS,49.1,45.3,✅,✅,✅,99.3,✅,🟢
INTEM,51.1,45.9,✅,✅,✅,99.0,✅,🟢
BESLR,49.0,45.9,✅,✅,✅,97.2,✅,🟢
BAGFS,48.7,46.5,✅,✅,✅,97.7,✅,🟢
GOLTS,48.5,46.9,✅,✅,✅,97.5,✅,🟢
KLMSN,51.3,47.6,✅,✅,✅,98.9,✅,🟢
TAVHL,55.6,49.6,✅,✅,✅,99.5,✅,🟢
OYAKC,52.8,49.7,✅,✅,✅,96.3,✅,🟢
ARSAN,60.5,49.9,✅,✅,✅,98.5,✅,🟢
BAYRK,49.0,50.8,✅,✅,✅,96.5,✅,🟢
KNFRT,51.5,51.0,✅,✅,✅,99.1,✅,🟢
BLUME,56.3,51.8,✅,✅,✅,97.8,✅,🟢
ALBRK,60.7,52.0,✅,✅,✅,98.5,✅,🟢
CUSAN,53.9,53.2,✅,✅,✅,100.0,✅,🟢
OFSYM,,53.9,✅,✅,✅,100.0,✅,🟢
TKNSA,47.8,54.2,✅,✅,✅,95.9,✅,🟢
BMSTL,62.8,54.7,✅,✅,✅,98.7,✅,🟢
HOROZ,,54.7,✅,✅,✅,100.0,✅,🟢
RALYH,62.3,56.6,✅,✅,✅,100.0,✅,🟢
GOODY,52.2,56.9,✅,✅,✅,96.1,✅,🟢
ALARK,56.0,57.1,✅,✅,✅,99.4,✅,🟢
SEGMN,,58.1,✅,✅,✅,100.0,✅,🟢
PSDTC,59.6,58.2,✅,✅,✅,98.2,✅,🟢
CEMZY,,59.0,✅,✅,✅,100.0,✅,🟢
FONET,70.6,60.1,✅,✅,✅,98.5,✅,🟢
EDATA,72.8,60.4,✅,✅,✅,99.0,✅,🟢
GENIL,58.8,60.9,✅,✅,✅,96.8,✅,🟢
NETAS,57.7,61.5,✅,✅,✅,99.5,✅,🟢
VANGD,82.6,61.8,✅,✅,✅,100.0,✅,🟢
ESCOM,63.4,61.9,✅,✅,✅,99.7,✅,🟢
BIMAS,82.3,62.7,✅,✅,✅,99.3,✅,🟢
KRPLS,64.4,62.8,✅,✅,✅,100.0,✅,🟢
POLHO,72.8,62.8,✅,✅,✅,99.8,✅,🟢
KUVVA,67.2,63.4,✅,✅,✅,99.3,✅,🟢
KGYO,80.0,63.7,✅,✅,✅,100.0,✅,🟢
KLSYN,72.2,63.7,✅,✅,✅,100.0,✅,🟢
ORGE,67.7,64.2,✅,✅,✅,99.3,✅,🟢
ISGYO,67.9,64.9,✅,✅,✅,99.7,✅,🟢
KCAER,60.5,65.5,✅,✅,✅,100.0,✅,🟢
KRDMD,73.0,67.2,✅,✅,✅,98.9,✅,🟢
DEVA,61.3,67.3,✅,✅,✅,99.5,✅,🟢
TGSAS,69.7,67.9,✅,✅,✅,98.7,✅,🟢
KRDMA,67.5,69.7,✅,✅,✅,100.0,✅,🟢
DAGI,71.4,72.5,✅,✅,✅,98.3,✅,🟢
SELEC,85.9,72.9,✅,✅,✅,99.5,✅,🟢
CELHA,64.2,73.9,✅,✅,✅,99.1,✅,🟢
OZSUB,81.6,77.2,✅,✅,✅,96.8,✅,🟢
ETYAT,82.0,77.3,✅,✅,✅,100.0,✅,🟢
TUPRS,78.0,79.2,✅,✅,✅,100.0,✅,🟢
ARDYZ,81.0,81.4,✅,✅,✅,100.0,✅,🟢
TEHOL,72.1,82.2,✅,✅,✅,100.0,✅,🟢
KERVN,87.8,85.8,✅,✅,✅,100.0,✅,🟢
IEYHO,98.4,97.8,✅,✅,✅,100.0,✅,🟢
