Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
AGROT,34.1,❌,✅,❌,❌,34.4,❌,❌,—
PKENT,36.4,❌,❌,❌,❌,34.4,❌,✅,—
NIBAS,47.1,❌,❌,❌,❌,34.4,❌,❌,—
AKGRT,48.3,❌,❌,❌,❌,34.5,❌,❌,—
LRSHO,42.9,❌,❌,❌,❌,34.5,❌,❌,—
MAKTK,45.7,✅,❌,✅,❌,34.6,✅,❌,—
ANGEN,39.0,❌,❌,❌,❌,35.0,✅,❌,—
ERBOS,43.6,❌,❌,❌,✅,35.1,❌,❌,—
OYYAT,46.9,✅,❌,✅,❌,35.2,✅,❌,—
PAPIL,42.8,✅,❌,✅,❌,35.2,❌,❌,—
ISYAT,44.2,❌,❌,❌,❌,35.2,❌,❌,—
LKMNH,45.6,❌,❌,❌,✅,35.4,❌,❌,—
OYLUM,44.5,❌,❌,❌,❌,35.5,❌,❌,—
JANTS,38.9,❌,❌,❌,❌,35.5,✅,❌,—
CEMAS,45.6,✅,❌,✅,❌,35.6,❌,❌,—
MARTI,37.1,❌,❌,❌,❌,35.7,❌,❌,—
SKBNK,46.7,❌,❌,❌,❌,35.9,✅,❌,—
RTALB,46.8,❌,❌,❌,❌,35.9,✅,❌,—
TLMAN,44.1,✅,❌,✅,❌,35.9,❌,❌,—
SNGYO,46.1,❌,❌,❌,❌,36.0,❌,❌,—
KLGYO,45.6,❌,❌,❌,❌,36.1,❌,✅,—
SNICA,33.7,❌,❌,❌,❌,36.1,✅,❌,—
FENER,34.6,✅,✅,✅,❌,36.2,✅,✅,—
ARENA,42.9,❌,❌,❌,❌,36.4,❌,❌,—
SISE,47.1,❌,❌,❌,❌,36.4,❌,❌,—
GLCVY,47.1,✅,❌,✅,❌,36.5,✅,❌,—
ATAGY,44.7,❌,❌,❌,❌,36.5,✅,❌,—
SRVGY,40.6,✅,❌,✅,❌,36.6,❌,❌,—
EGEEN,38.7,❌,❌,❌,❌,36.7,❌,✅,—
BLCYT,45.3,✅,❌,✅,❌,36.7,✅,❌,—
ADESE,45.2,✅,❌,✅,❌,36.7,✅,✅,—
VKING,42.1,❌,❌,❌,❌,36.8,❌,❌,—
ISSEN,39.4,❌,❌,❌,❌,36.8,❌,❌,—
TTRAK,39.5,✅,❌,✅,❌,37.0,✅,✅,—
EMKEL,43.7,❌,❌,❌,❌,37.0,❌,✅,—
VKFYO,47.4,❌,❌,❌,❌,37.1,❌,❌,—
ULAS,45.7,✅,❌,✅,❌,37.2,❌,❌,—
IHEVA,45.5,✅,❌,✅,❌,37.3,❌,❌,—
HATEK,43.9,❌,❌,❌,❌,37.5,✅,❌,—
ENKAI,56.4,❌,❌,❌,❌,37.6,❌,❌,—
ULKER,46.9,✅,❌,✅,❌,37.6,✅,❌,—
BIZIM,42.5,❌,❌,❌,❌,37.7,❌,❌,—
FROTO,46.3,❌,❌,❌,❌,37.8,❌,✅,—
TATEN,43.3,❌,❌,❌,❌,37.8,✅,❌,—
TSGYO,43.0,✅,❌,✅,❌,37.8,✅,❌,—
CASA,42.2,✅,❌,✅,❌,37.9,❌,✅,—
LUKSK,47.7,❌,❌,❌,✅,38.0,❌,❌,—
BTCIM,50.7,❌,❌,❌,❌,38.0,✅,❌,—
KUTPO,47.5,✅,❌,✅,❌,38.0,❌,❌,—
BRYAT,45.9,❌,❌,❌,❌,38.0,❌,❌,—
PNSUT,47.7,❌,❌,❌,❌,38.2,❌,❌,—
KONKA,44.6,✅,❌,✅,❌,38.2,✅,❌,—
MEDTR,41.8,✅,❌,✅,❌,38.3,✅,❌,—
CMENT,43.4,❌,❌,❌,✅,38.3,✅,❌,—
KIMMR,52.9,❌,❌,❌,✅,38.3,❌,❌,—
BFREN,33.5,✅,✅,✅,❌,38.4,❌,✅,—
SELVA,44.7,❌,❌,❌,❌,38.4,❌,❌,—
DAPGM,47.3,❌,❌,❌,❌,38.6,❌,❌,—
TEKTU,46.7,❌,❌,❌,❌,38.6,❌,❌,—
SANKO,45.7,✅,❌,✅,❌,38.7,✅,❌,—
KSTUR,44.2,✅,❌,✅,❌,38.7,✅,❌,—
GOKNR,44.2,❌,❌,❌,❌,38.7,✅,❌,—
KARSN,45.6,❌,❌,❌,❌,38.8,❌,❌,—
DITAS,48.2,✅,❌,✅,❌,38.9,❌,❌,—
SUWEN,39.8,✅,❌,✅,❌,38.9,❌,❌,—
HLGYO,56.8,❌,❌,❌,✅,39.0,❌,❌,—
ATAKP,42.2,❌,❌,❌,❌,39.0,✅,❌,—
IDGYO,45.5,❌,❌,❌,❌,39.1,❌,❌,—
DESA,47.1,✅,❌,✅,✅,39.2,❌,✅,—
TUREX,45.2,❌,❌,❌,❌,39.3,❌,❌,—
BURCE,52.0,❌,❌,❌,❌,39.3,✅,❌,—
ERCB,36.0,❌,❌,❌,❌,39.3,❌,❌,—
KRSTL,50.8,❌,❌,❌,❌,39.5,❌,❌,—
ALKIM,46.7,✅,❌,✅,✅,39.6,✅,❌,—
ESEN,44.5,✅,❌,✅,❌,39.6,✅,✅,—
HEKTS,34.2,❌,✅,❌,❌,39.6,✅,❌,—
MTRYO,51.0,❌,❌,❌,❌,39.6,❌,❌,—
TUCLK,37.9,✅,❌,✅,❌,39.7,✅,✅,—
HALKB,55.0,❌,❌,❌,✅,39.8,❌,❌,—
BRKVY,49.5,✅,❌,✅,❌,39.8,❌,❌,—
KENT,37.5,✅,❌,✅,❌,39.8,✅,✅,—
HUBVC,48.6,❌,❌,❌,❌,39.9,❌,❌,—
KLSER,27.7,✅,✅,✅,❌,40.1,❌,❌,—
TTKOM,52.0,✅,❌,✅,✅,40.1,❌,❌,—
AKFGY,51.8,❌,❌,❌,❌,40.1,❌,❌,—
INVEO,45.2,❌,❌,❌,✅,40.2,❌,❌,—
HTTBT,48.0,✅,❌,✅,❌,40.2,❌,❌,—
BRISA,47.5,❌,❌,❌,❌,40.2,❌,❌,—
ZEDUR,46.2,✅,❌,✅,❌,40.2,❌,❌,—
GLRYH,45.1,✅,❌,✅,❌,40.3,✅,✅,—
RUZYE,48.7,✅,❌,✅,❌,40.4,✅,✅,—
AGYO,49.3,❌,❌,❌,❌,40.4,❌,❌,—
GWIND,46.9,❌,❌,❌,❌,40.5,✅,❌,—
ALGYO,47.9,✅,❌,✅,❌,40.5,❌,❌,—
PRKAB,48.5,✅,❌,✅,❌,40.6,❌,❌,—
MIATK,46.2,✅,❌,✅,❌,40.6,❌,❌,—
ELITE,45.7,✅,❌,✅,❌,40.8,✅,❌,—
YONGA,43.4,❌,❌,❌,❌,40.9,✅,❌,—
PENGD,51.8,❌,❌,❌,✅,40.9,❌,❌,—
YATAS,50.1,✅,❌,✅,❌,41.0,❌,❌,—
SILVR,46.0,✅,❌,✅,❌,41.0,✅,❌,—
SUMAS,46.4,❌,❌,❌,❌,41.1,❌,❌,—
POLTK,40.4,✅,❌,✅,❌,41.1,❌,✅,—
BEYAZ,47.8,❌,❌,❌,❌,41.2,✅,❌,—
MMCAS,50.1,❌,❌,❌,❌,41.2,✅,❌,—
ORCAY,36.3,❌,✅,❌,❌,41.2,✅,❌,—
GRNYO,53.4,✅,❌,✅,❌,41.3,❌,❌,—
CIMSA,52.5,✅,❌,✅,❌,41.3,❌,❌,—
KONYA,38.8,✅,❌,✅,❌,41.4,❌,✅,—
ALFAS,43.4,❌,✅,❌,❌,41.4,❌,❌,—
SAFKR,53.7,✅,❌,✅,❌,41.4,❌,❌,—
UMPAS,56.5,❌,❌,❌,❌,41.4,❌,✅,—
SMART,47.2,✅,❌,✅,❌,41.4,✅,❌,—
MAGEN,55.2,❌,❌,❌,❌,41.5,❌,❌,—
DENGE,44.6,❌,❌,❌,❌,41.6,✅,✅,—
ATLAS,50.3,❌,❌,❌,❌,41.6,✅,❌,—
BIENY,34.4,✅,❌,✅,❌,41.6,✅,✅,—
DERHL,46.7,✅,❌,✅,❌,41.7,✅,✅,—
SAMAT,43.6,✅,❌,✅,❌,41.7,❌,❌,—
AYCES,48.2,✅,❌,✅,✅,41.8,❌,❌,—
MGROS,55.4,❌,❌,❌,❌,41.8,✅,❌,—
LINK,42.5,❌,❌,❌,❌,41.9,❌,❌,—
PENTA,42.8,✅,✅,✅,❌,42.0,❌,❌,—
YYLGD,47.2,✅,❌,✅,❌,42.0,✅,❌,—
PLTUR,47.4,✅,❌,✅,❌,42.1,✅,❌,—
ISCTR,50.0,✅,❌,✅,✅,42.2,❌,❌,—
GZNMI,43.1,❌,❌,❌,❌,42.2,✅,✅,—
VERTU,48.0,✅,❌,✅,❌,42.3,✅,❌,—
IZINV,50.9,✅,❌,✅,❌,42.4,✅,❌,—
DOFER,44.8,✅,❌,✅,❌,42.4,✅,✅,—
CLEBI,48.1,✅,❌,✅,❌,42.4,✅,✅,—
OZKGY,50.5,❌,❌,❌,✅,42.5,❌,❌,—
YAPRK,43.0,✅,❌,✅,❌,42.6,❌,❌,—
VKGYO,55.5,❌,❌,❌,✅,42.7,❌,❌,—
PETUN,50.3,✅,❌,✅,❌,42.8,❌,❌,—
ULUFA,54.7,✅,❌,✅,❌,42.8,❌,❌,—
MAVI,51.4,❌,❌,❌,❌,42.8,❌,❌,—
DESPC,46.0,❌,❌,❌,❌,42.9,✅,❌,—
AFYON,51.6,❌,❌,❌,✅,42.9,❌,❌,—
SASA,40.2,❌,❌,❌,❌,42.9,❌,❌,—
ALCAR,42.4,❌,❌,❌,❌,42.9,❌,❌,—
CRDFA,62.6,❌,❌,❌,✅,42.9,❌,❌,—
KUYAS,59.7,❌,❌,❌,✅,43.0,❌,❌,—
ISKPL,51.0,✅,❌,✅,❌,43.0,❌,✅,—
TBORG,50.0,✅,❌,✅,❌,43.0,❌,✅,—
BASCM,51.4,❌,❌,❌,❌,43.0,❌,❌,—
NTGAZ,59.5,❌,❌,❌,❌,43.1,❌,❌,—
MAKIM,44.6,❌,❌,❌,❌,43.1,❌,❌,—
YAYLA,48.7,✅,❌,✅,❌,43.1,❌,✅,—
PINSU,55.1,❌,❌,❌,✅,43.1,❌,❌,—
OYAYO,54.4,✅,❌,✅,✅,43.1,✅,❌,—
TSKB,50.1,✅,❌,✅,❌,43.2,❌,❌,—
LYDYE,52.0,✅,❌,✅,❌,43.3,✅,✅,—
OTKAR,42.7,✅,❌,✅,❌,43.3,✅,✅,—
CMBTN,40.9,✅,❌,✅,❌,43.3,❌,✅,—
VAKKO,49.4,❌,❌,❌,✅,43.3,❌,❌,—
DYOBY,46.5,✅,❌,✅,❌,43.4,❌,❌,—
NUGYO,49.4,❌,❌,❌,❌,43.4,❌,❌,—
AVOD,50.9,✅,❌,✅,❌,43.4,❌,❌,—
QUAGR,44.1,❌,❌,❌,❌,43.5,✅,❌,—
PAMEL,43.8,✅,✅,✅,✅,43.5,❌,❌,—
BASGZ,63.8,❌,❌,❌,✅,43.5,✅,❌,—
ECILC,53.1,✅,❌,✅,✅,43.6,❌,✅,—
KAPLM,56.3,❌,❌,❌,❌,43.6,✅,❌,—
BVSAN,51.3,✅,❌,✅,❌,43.6,❌,❌,—
DNISI,49.5,✅,❌,✅,✅,43.6,❌,❌,—
IZENR,49.2,❌,❌,❌,❌,43.7,✅,❌,—
TERA,55.1,❌,❌,❌,❌,43.8,✅,✅,—
DZGYO,51.2,✅,❌,✅,✅,43.8,✅,❌,—
HDFGS,50.1,❌,❌,❌,✅,43.8,✅,❌,—
MARBL,44.9,✅,❌,✅,❌,43.9,❌,❌,—
BIOEN,47.3,❌,❌,❌,❌,43.9,❌,❌,—
EKGYO,54.5,✅,❌,✅,❌,43.9,✅,❌,—
TOASO,55.8,❌,❌,❌,✅,44.0,❌,❌,—
BALAT,53.1,❌,❌,❌,❌,44.0,❌,✅,—
KOPOL,45.9,✅,❌,✅,❌,44.1,❌,❌,—
KLNMA,43.3,❌,✅,❌,❌,44.1,✅,❌,—
ONCSM,56.5,❌,❌,❌,✅,44.2,❌,❌,—
FLAP,51.3,✅,❌,✅,❌,44.2,❌,❌,—
DOKTA,47.2,✅,❌,✅,❌,44.3,✅,❌,—
SOKE,52.0,❌,❌,❌,❌,44.5,❌,❌,—
MAALT,51.4,✅,❌,✅,❌,44.6,❌,❌,—
ALCTL,51.4,❌,❌,❌,❌,44.6,✅,❌,—
TURGG,48.8,✅,❌,✅,✅,44.6,❌,✅,—
LOGO,53.0,❌,❌,❌,❌,44.7,❌,❌,—
AGHOL,53.4,❌,❌,❌,✅,44.7,❌,❌,—
SNPAM,50.5,✅,❌,✅,✅,44.9,✅,✅,—
TDGYO,48.8,✅,❌,✅,❌,45.0,❌,✅,—
BANVT,43.5,✅,❌,✅,❌,45.0,❌,❌,—
GARFA,52.8,❌,❌,❌,✅,45.0,❌,❌,—
GEDZA,51.8,✅,❌,✅,❌,45.1,❌,❌,—
KTSKR,54.8,❌,❌,❌,❌,45.2,❌,❌,—
ACSEL,52.2,❌,❌,❌,❌,45.3,❌,❌,—
A1YEN,50.6,✅,❌,✅,❌,45.4,✅,❌,—
LIDFA,60.3,❌,❌,❌,❌,45.5,❌,❌,—
SKTAS,44.4,✅,❌,✅,❌,45.6,❌,❌,—
MNDRS,49.2,✅,❌,✅,❌,45.6,✅,✅,—
NUHCM,49.5,✅,❌,✅,❌,45.7,✅,❌,—
BRLSM,49.1,✅,❌,✅,❌,45.7,❌,❌,—
EUHOL,51.7,✅,❌,✅,✅,45.8,❌,✅,—
FRIGO,54.0,✅,❌,✅,❌,45.8,❌,✅,—
OBASE,52.1,❌,❌,❌,❌,45.8,❌,❌,—
ORMA,49.7,✅,❌,✅,❌,45.8,❌,❌,—
INTEM,51.1,✅,❌,✅,❌,45.8,✅,✅,—
SEYKM,47.6,❌,❌,❌,❌,45.9,❌,❌,—
KFEIN,49.1,✅,❌,✅,❌,45.9,✅,❌,—
MEGMT,63.0,❌,❌,❌,❌,46.0,❌,❌,—
BESLR,49.1,✅,❌,✅,❌,46.1,✅,✅,—
ENERY,58.1,❌,❌,❌,❌,46.1,❌,❌,—
SKYLP,58.2,❌,❌,❌,✅,46.2,❌,❌,—
TCELL,56.8,✅,❌,✅,❌,46.3,❌,❌,—
THYAO,54.5,❌,❌,❌,❌,46.3,❌,❌,—
EUYO,54.7,✅,❌,✅,✅,46.3,❌,❌,—
IHAAS,55.5,✅,❌,✅,❌,46.3,❌,❌,—
INGRM,48.0,✅,❌,✅,❌,46.4,❌,❌,—
MERIT,53.0,❌,❌,❌,❌,46.4,❌,❌,—
BAGFS,48.7,✅,❌,✅,❌,46.4,✅,✅,—
EGSER,46.8,✅,❌,✅,❌,46.4,❌,❌,—
GUBRF,58.0,✅,❌,✅,✅,46.5,✅,❌,—
MEPET,60.5,✅,❌,✅,❌,46.6,✅,❌,—
DERIM,52.3,✅,❌,✅,✅,46.6,❌,❌,—
PRKME,48.3,✅,❌,✅,❌,46.7,❌,❌,—
MSGYO,57.1,❌,❌,❌,✅,46.7,✅,❌,—
YUNSA,55.2,❌,❌,❌,✅,46.7,❌,❌,—
GOLTS,48.4,✅,❌,✅,❌,46.8,✅,✅,—
AZTEK,47.6,✅,✅,✅,❌,46.8,❌,❌,—
DOGUB,59.6,❌,❌,❌,❌,46.9,❌,❌,—
AEFES,55.4,❌,❌,❌,❌,46.9,❌,❌,—
ADEL,43.3,✅,✅,✅,❌,47.0,❌,✅,—
ISBIR,44.3,✅,❌,✅,❌,47.1,✅,✅,—
EDIP,58.3,✅,❌,✅,✅,47.2,❌,❌,—
BNTAS,44.2,❌,✅,❌,✅,47.2,✅,✅,—
VAKBN,55.6,✅,❌,✅,✅,47.2,❌,❌,—
GSRAY,34.5,✅,✅,✅,❌,47.3,✅,✅,—
LYDHO,60.6,❌,❌,❌,✅,47.3,❌,❌,—
PETKM,51.7,✅,❌,✅,❌,47.4,✅,❌,—
BRKSN,49.8,✅,❌,✅,❌,47.4,❌,✅,—
GLBMD,52.5,✅,❌,✅,❌,47.4,❌,❌,—
KLMSN,51.2,✅,❌,✅,✅,47.4,✅,✅,—
AVHOL,49.6,❌,❌,❌,❌,47.4,✅,❌,—
BURVA,61.2,✅,❌,✅,❌,47.5,❌,❌,—
GSDHO,54.3,✅,❌,✅,✅,47.5,✅,❌,—
INTEK,44.2,❌,❌,❌,❌,47.5,✅,❌,—
EGGUB,56.6,✅,❌,✅,✅,47.5,❌,✅,—
SAHOL,52.8,✅,❌,✅,❌,47.6,❌,❌,—
TURSG,64.9,❌,❌,❌,❌,47.6,❌,❌,—
KAREL,49.2,✅,❌,✅,❌,47.8,❌,❌,—
EPLAS,49.1,✅,❌,✅,❌,48.1,✅,✅,—
AKBNK,53.7,✅,❌,✅,❌,48.2,❌,✅,—
GARAN,55.1,✅,❌,✅,✅,48.2,❌,✅,—
IZFAS,64.7,❌,❌,❌,❌,48.2,❌,❌,—
EKSUN,49.6,✅,✅,✅,❌,48.2,✅,❌,—
FADE,51.9,✅,✅,✅,✅,48.4,❌,❌,—
PNLSN,50.0,❌,❌,❌,❌,48.5,✅,❌,—
QNBFK,45.5,❌,✅,❌,❌,48.5,❌,✅,—
DOHOL,60.3,❌,❌,❌,❌,48.5,❌,❌,—
OZGYO,62.2,❌,❌,❌,❌,48.7,✅,❌,—
YKBNK,54.1,✅,❌,✅,✅,48.8,❌,✅,—
SARKY,56.6,✅,❌,✅,❌,49.1,✅,❌,—
MACKO,55.0,✅,❌,✅,❌,49.1,✅,✅,—
DOAS,54.3,❌,❌,❌,✅,49.1,✅,❌,—
OYAKC,52.9,✅,❌,✅,❌,49.2,✅,✅,—
OZRDN,66.5,✅,❌,✅,❌,49.2,❌,❌,—
AYEN,59.0,✅,✅,✅,✅,49.3,❌,❌,—
DMSAS,52.0,✅,❌,✅,❌,49.4,❌,✅,—
AKENR,52.2,✅,❌,✅,❌,49.4,❌,✅,—
TAVHL,55.6,✅,❌,✅,❌,49.4,✅,✅,—
FMIZP,51.6,✅,❌,✅,❌,49.6,❌,✅,—
ECZYT,59.4,✅,❌,✅,✅,49.6,✅,❌,—
RODRG,54.7,✅,❌,✅,❌,49.8,❌,❌,—
ULUUN,57.9,✅,✅,✅,✅,49.8,✅,❌,—
ARSAN,60.4,✅,❌,✅,❌,49.8,❌,✅,—
CEOEM,49.0,✅,✅,✅,❌,49.9,✅,✅,—
MERCN,52.7,✅,❌,✅,❌,49.9,✅,❌,—
KRGYO,41.5,✅,✅,✅,❌,50.1,❌,✅,—
TABGD,60.5,✅,❌,✅,❌,50.2,❌,❌,—
GOZDE,51.3,❌,❌,❌,✅,50.3,❌,❌,—
TRENJ,60.9,✅,❌,✅,✅,50.4,❌,❌,—
EMNIS,44.8,✅,✅,✅,❌,50.4,❌,✅,—
BAKAB,55.3,✅,✅,✅,✅,50.5,✅,❌,—
TATGD,50.8,✅,✅,✅,❌,50.5,❌,❌,—
TRGYO,70.4,❌,❌,❌,✅,50.7,❌,❌,—
AGESA,66.8,❌,❌,❌,✅,50.7,❌,❌,—
GATEG,65.5,✅,❌,✅,✅,50.8,❌,✅,—
ZRGYO,55.5,✅,❌,✅,✅,50.8,✅,✅,—
BAYRK,49.0,✅,❌,✅,❌,50.8,✅,✅,—
KNFRT,51.4,✅,❌,✅,❌,50.9,✅,✅,—
DGGYO,52.7,✅,✅,✅,✅,50.9,❌,❌,—
ANHYT,59.4,❌,❌,❌,✅,51.0,❌,❌,—
SMRTG,49.1,❌,✅,❌,❌,51.2,❌,❌,—
AKFYE,59.5,❌,✅,❌,❌,51.2,❌,❌,—
MRSHL,53.9,✅,✅,✅,❌,51.5,❌,❌,—
GEDIK,59.6,✅,❌,✅,✅,51.5,✅,❌,—
BLUME,56.1,✅,❌,✅,❌,51.5,✅,✅,—
TRALT,63.0,✅,✅,✅,✅,51.7,✅,❌,—
MOBTL,67.6,❌,❌,❌,✅,51.7,❌,❌,—
BSOKE,58.2,❌,✅,❌,✅,51.8,❌,❌,—
ALBRK,60.6,✅,❌,✅,❌,51.9,✅,✅,—
HUNER,50.3,✅,✅,✅,❌,51.9,❌,❌,—
BOSSA,52.8,✅,✅,✅,✅,52.0,❌,✅,—
RNPOL,61.6,✅,✅,✅,❌,52.1,❌,✅,—
TRMET,61.6,✅,✅,✅,✅,52.1,✅,❌,—
BYDNR,62.4,✅,✅,✅,❌,52.4,❌,❌,—
MPARK,61.9,✅,❌,✅,❌,52.4,❌,✅,—
SANEL,66.8,❌,✅,❌,❌,52.5,❌,❌,—
AKSEN,69.3,❌,✅,❌,✅,52.5,❌,❌,—
SONME,58.4,✅,❌,✅,✅,52.5,❌,✅,—
SOKM,55.4,✅,✅,✅,❌,52.6,❌,✅,—
ODAS,57.1,❌,✅,❌,❌,52.6,✅,❌,—
BRKO,56.4,✅,✅,✅,✅,52.6,❌,✅,—
BOBET,48.2,✅,✅,✅,✅,52.6,❌,✅,—
ATEKS,51.3,✅,✅,✅,✅,52.7,✅,❌,—
CWENE,63.6,✅,✅,✅,✅,52.7,✅,❌,—
SDTTR,54.6,✅,✅,✅,✅,52.8,❌,❌,—
CUSAN,53.7,✅,✅,✅,✅,52.8,✅,✅,🟢
TMPOL,64.5,✅,✅,✅,✅,52.9,❌,❌,—
RYSAS,66.1,✅,✅,✅,✅,53.0,❌,❌,—
DIRIT,52.2,✅,❌,✅,❌,53.0,❌,✅,—
OSMEN,37.7,✅,✅,✅,❌,53.1,✅,✅,—
AKSA,57.4,❌,❌,❌,✅,53.1,❌,❌,—
EGPRO,61.3,✅,❌,✅,❌,53.2,✅,❌,—
CCOLA,42.1,❌,✅,❌,❌,53.5,❌,❌,—
ESCAR,56.7,✅,✅,✅,❌,53.6,✅,❌,—
ISDMR,66.6,❌,✅,❌,✅,53.6,✅,❌,—
NTHOL,56.6,❌,❌,❌,✅,53.8,❌,✅,—
HURGZ,57.7,✅,✅,✅,❌,53.8,❌,❌,—
ENJSA,69.9,✅,❌,✅,❌,54.0,✅,✅,—
SUNTK,53.6,❌,❌,❌,❌,54.1,✅,✅,—
GSDDE,65.4,✅,✅,✅,❌,54.2,❌,❌,—
TKNSA,47.8,✅,✅,✅,❌,54.2,✅,✅,—
BMSTL,62.6,✅,❌,✅,✅,54.2,❌,✅,—
EREGL,63.2,❌,✅,❌,✅,54.2,✅,❌,—
ANSGR,64.3,✅,✅,✅,❌,54.3,❌,❌,—
DGATE,65.3,❌,✅,❌,✅,54.4,❌,❌,—
SANFM,53.8,✅,✅,✅,✅,54.5,✅,❌,—
PKART,64.5,✅,✅,✅,❌,54.9,❌,❌,—
ULUSE,60.9,✅,✅,✅,❌,55.0,❌,❌,—
AHGAZ,60.4,❌,❌,❌,❌,55.0,❌,❌,—
PSGYO,66.2,❌,✅,❌,✅,55.2,❌,❌,—
TRCAS,65.7,✅,✅,✅,✅,55.3,❌,✅,—
SAYAS,54.5,✅,✅,✅,❌,55.5,❌,✅,—
ISBTR,53.0,✅,✅,✅,❌,55.5,❌,✅,—
HKTM,48.9,✅,✅,✅,❌,55.7,✅,✅,—
INDES,63.0,✅,✅,✅,✅,55.9,✅,❌,—
TNZTP,59.2,❌,✅,❌,✅,56.0,❌,✅,—
