Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
EUREN,37.1,✅,❌,✅,❌,34.9,✅,✅,—
CONSE,36.6,❌,❌,❌,❌,34.9,✅,❌,—
OSTIM,42.4,✅,❌,✅,❌,35.0,❌,✅,—
YESIL,38.3,❌,❌,❌,❌,35.0,✅,✅,—
EGEEN,38.4,❌,❌,❌,❌,35.1,❌,✅,—
ULAS,44.7,❌,❌,❌,❌,35.2,❌,❌,—
PGSUS,38.7,✅,❌,✅,❌,35.2,✅,✅,—
CASA,40.9,✅,❌,✅,❌,35.3,❌,❌,—
RTALB,46.6,❌,❌,❌,❌,35.4,❌,❌,—
YATAS,46.3,❌,❌,❌,❌,35.5,❌,❌,—
FENER,34.6,✅,✅,✅,❌,35.5,❌,✅,—
SKBNK,46.5,❌,❌,❌,❌,35.6,✅,❌,—
CMENT,42.6,❌,❌,❌,✅,35.6,❌,❌,—
BTCIM,49.8,❌,❌,❌,❌,35.6,❌,❌,—
YONGA,41.6,❌,❌,❌,❌,35.6,❌,❌,—
UNLU,40.1,✅,❌,✅,❌,35.6,✅,✅,—
OYLUM,44.7,❌,❌,❌,❌,35.7,❌,❌,—
MARTI,37.3,❌,❌,❌,❌,35.8,❌,✅,—
KSTUR,43.3,❌,❌,❌,❌,36.0,✅,❌,—
PARSN,42.5,❌,❌,❌,❌,36.1,❌,❌,—
MZHLD,41.5,✅,❌,✅,❌,36.4,❌,✅,—
ERBOS,44.2,✅,❌,✅,✅,36.5,✅,❌,—
ISMEN,48.0,❌,❌,❌,❌,36.5,✅,❌,—
VKING,42.0,❌,❌,❌,❌,36.6,❌,❌,—
CEMTS,46.2,✅,❌,✅,✅,36.7,✅,✅,—
DERHL,46.2,✅,❌,✅,❌,36.7,❌,✅,—
SAFKR,50.6,❌,❌,❌,❌,36.8,❌,❌,—
MEDTR,41.5,✅,❌,✅,❌,36.9,✅,❌,—
KONKA,43.4,❌,❌,❌,❌,37.0,❌,❌,—
BERA,43.6,✅,❌,✅,❌,37.2,❌,❌,—
ALKA,48.3,✅,❌,✅,✅,37.2,❌,❌,—
ANGEN,39.6,❌,❌,❌,❌,37.2,❌,❌,—
ASUZU,43.4,❌,❌,❌,❌,37.2,✅,❌,—
LUKSK,47.2,❌,❌,❌,✅,37.3,✅,❌,—
OYYAT,47.7,✅,❌,✅,❌,37.4,✅,✅,—
LYDYE,50.1,❌,❌,❌,❌,37.7,❌,❌,—
HUBVC,47.4,❌,❌,❌,❌,37.7,❌,❌,—
TATEN,42.9,❌,❌,❌,❌,37.8,❌,❌,—
ULKER,46.4,✅,❌,✅,❌,37.9,❌,❌,—
DOFER,43.1,✅,❌,✅,❌,37.9,❌,✅,—
ISYAT,44.7,❌,❌,❌,❌,38.0,✅,❌,—
KZGYO,42.0,✅,❌,✅,❌,38.1,✅,❌,—
LKMNH,46.7,❌,❌,❌,✅,38.3,❌,❌,—
KARSN,45.2,❌,❌,❌,❌,38.3,✅,❌,—
SANKO,45.6,✅,❌,✅,❌,38.4,✅,❌,—
KIMMR,53.0,❌,❌,❌,✅,38.4,❌,❌,—
BRYAT,46.4,✅,❌,✅,❌,38.5,✅,❌,—
ELITE,44.8,❌,❌,❌,❌,38.5,✅,❌,—
MIATK,45.1,❌,❌,❌,❌,38.6,❌,❌,—
MMCAS,48.2,❌,❌,❌,❌,38.7,❌,❌,—
TSGYO,43.0,✅,❌,✅,❌,38.7,✅,✅,—
PRKAB,47.5,❌,❌,❌,❌,38.8,❌,❌,—
SILVR,44.9,❌,❌,❌,❌,38.9,✅,❌,—
BFREN,33.6,✅,✅,✅,❌,38.9,✅,✅,—
SELVA,44.8,❌,❌,❌,❌,38.9,✅,❌,—
DESA,47.2,✅,❌,✅,✅,39.0,❌,✅,—
ORCAY,35.9,❌,✅,❌,❌,39.0,✅,❌,—
MAGEN,53.0,❌,❌,❌,❌,39.1,❌,❌,—
FROTO,46.9,✅,❌,✅,❌,39.2,✅,✅,—
PENGD,51.1,❌,❌,❌,✅,39.2,❌,❌,—
IDGYO,45.5,❌,❌,❌,❌,39.2,✅,❌,—
ARENA,43.6,✅,❌,✅,❌,39.3,✅,❌,—
AZTEK,44.4,❌,❌,❌,❌,39.4,❌,❌,—
IHEVA,45.7,✅,❌,✅,❌,39.4,✅,✅,—
IZINV,48.8,❌,❌,❌,❌,39.4,❌,❌,—
DAPGM,47.3,❌,❌,❌,❌,39.4,❌,❌,—
INVEO,44.8,❌,❌,❌,✅,39.4,❌,❌,—
KUTPO,48.0,✅,❌,✅,❌,39.5,✅,✅,—
BLCYT,46.7,✅,❌,✅,❌,39.5,✅,✅,—
ERCB,35.9,❌,❌,❌,❌,39.7,✅,✅,—
GRNYO,52.7,✅,❌,✅,❌,39.7,❌,❌,—
POLTK,39.8,❌,❌,❌,❌,39.9,❌,❌,—
ISSEN,40.5,✅,❌,✅,❌,39.9,✅,❌,—
ATAKP,42.6,❌,❌,❌,❌,39.9,✅,❌,—
CLEBI,47.2,✅,❌,✅,❌,40.0,❌,✅,—
SRVGY,41.9,✅,❌,✅,❌,40.0,✅,✅,—
TUCLK,38.1,✅,❌,✅,❌,40.1,✅,✅,—
GZNMI,42.5,❌,❌,❌,❌,40.2,❌,✅,—
ALKIM,46.7,✅,❌,✅,✅,40.2,❌,❌,—
PNSUT,48.3,❌,❌,❌,❌,40.2,❌,❌,—
PAPIL,44.3,✅,❌,✅,❌,40.2,✅,✅,—
MAKTK,47.7,✅,❌,✅,❌,40.3,✅,✅,—
KLSER,28.1,✅,✅,✅,❌,40.4,❌,❌,—
HTTBT,48.4,✅,❌,✅,❌,40.5,❌,❌,—
TLMAN,45.8,✅,❌,✅,❌,40.5,✅,✅,—
BRISA,47.8,❌,❌,❌,❌,40.6,❌,❌,—
TTKOM,52.3,✅,❌,✅,✅,40.6,❌,❌,—
KFEIN,47.1,❌,❌,❌,❌,40.7,❌,❌,—
ESEN,44.7,✅,❌,✅,❌,40.8,✅,✅,—
MGROS,54.5,❌,❌,❌,❌,40.8,❌,❌,—
AYCES,47.5,❌,❌,❌,❌,40.8,✅,❌,—
SUWEN,40.7,✅,❌,✅,❌,40.9,✅,✅,—
HEKTS,34.4,❌,✅,❌,❌,40.9,✅,❌,—
BEYAZ,47.6,❌,❌,❌,❌,41.0,✅,❌,—
SMART,47.1,✅,❌,✅,❌,41.1,❌,❌,—
BAYRK,46.1,✅,❌,✅,❌,41.1,❌,❌,—
TEKTU,47.4,❌,❌,❌,❌,41.2,✅,✅,—
LINK,42.4,❌,❌,❌,❌,41.2,✅,❌,—
TUREX,45.5,✅,❌,✅,❌,41.3,❌,❌,—
SAMAT,43.5,✅,❌,✅,❌,41.3,❌,❌,—
OYAYO,53.0,✅,❌,✅,✅,41.3,❌,❌,—
KRSTL,51.3,❌,❌,❌,❌,41.3,✅,❌,—
UMPAS,56.5,❌,❌,❌,❌,41.4,✅,✅,—
SNICA,35.7,❌,❌,❌,❌,41.4,✅,❌,—
HATEK,44.6,❌,❌,❌,❌,41.4,❌,❌,—
ZEDUR,46.6,✅,❌,✅,❌,41.5,✅,❌,—
MRGYO,44.5,✅,❌,✅,❌,41.6,✅,✅,—
AVHOL,46.8,❌,❌,❌,❌,41.7,❌,❌,—
YYLGD,47.1,✅,❌,✅,❌,41.8,❌,❌,—
GWIND,47.4,❌,❌,❌,❌,41.8,❌,❌,—
CRDFA,61.3,❌,❌,❌,✅,41.8,❌,❌,—
SISE,50.3,❌,❌,❌,❌,41.9,✅,❌,—
DITAS,49.3,✅,❌,✅,❌,42.0,✅,✅,—
KENT,38.1,✅,❌,✅,❌,42.1,✅,✅,—
SOKE,49.5,❌,❌,❌,❌,42.1,❌,❌,—
BVSAN,50.1,❌,❌,❌,❌,42.1,✅,❌,—
ATLAS,50.8,❌,❌,❌,❌,42.2,❌,❌,—
YAPRK,42.9,✅,❌,✅,❌,42.2,✅,❌,—
PAMEL,43.3,❌,❌,❌,❌,42.2,✅,❌,—
SUMAS,47.3,❌,❌,❌,❌,42.3,❌,❌,—
ALGYO,49.1,✅,❌,✅,❌,42.3,✅,✅,—
ULUFA,54.4,✅,❌,✅,❌,42.3,❌,❌,—
SNGYO,49.0,✅,❌,✅,❌,42.3,✅,✅,—
PINSU,54.9,❌,❌,❌,❌,42.4,❌,❌,—
BALAT,52.0,❌,❌,❌,❌,42.5,❌,❌,—
KUYAS,59.5,❌,❌,❌,✅,42.5,❌,❌,—
VERTU,48.0,✅,❌,✅,❌,42.6,❌,❌,—
VKFYO,50.0,✅,❌,✅,❌,42.7,✅,✅,—
ALCTL,49.9,❌,❌,❌,❌,42.7,✅,❌,—
ALCAR,42.1,❌,❌,❌,❌,42.7,✅,❌,—
ORMA,48.6,❌,❌,❌,❌,42.7,❌,❌,—
BAKAB,50.2,❌,❌,❌,❌,42.7,❌,❌,—
AGYO,50.2,✅,❌,✅,❌,42.8,✅,❌,—
YAYLA,48.6,✅,❌,✅,❌,42.8,❌,✅,—
GLCVY,49.6,✅,❌,✅,❌,42.9,✅,✅,—
KAREL,46.5,❌,❌,❌,❌,42.9,❌,❌,—
JANTS,41.5,✅,❌,✅,❌,43.1,✅,✅,—
DZGYO,50.9,✅,❌,✅,✅,43.1,✅,❌,—
MERCN,49.5,❌,❌,❌,❌,43.2,❌,❌,—
SASA,40.3,❌,❌,❌,❌,43.2,✅,❌,—
KLKIM,48.7,✅,❌,✅,❌,43.2,❌,✅,—
CMBTN,41.1,✅,❌,✅,❌,43.3,❌,✅,—
KAYSE,43.7,✅,❌,✅,❌,43.3,❌,✅,—
MSGYO,54.6,❌,❌,❌,✅,43.3,❌,❌,—
BIENY,35.3,✅,❌,✅,❌,43.4,✅,✅,—
IZENR,48.6,❌,❌,❌,❌,43.4,✅,❌,—
KLMSN,49.7,✅,❌,✅,✅,43.5,❌,❌,—
KAPLM,56.3,❌,❌,❌,❌,43.6,✅,❌,—
TTRAK,41.5,✅,❌,✅,❌,43.6,❌,✅,—
ALFAS,44.2,✅,✅,✅,❌,43.7,❌,❌,—
HDFGS,50.2,❌,❌,❌,❌,43.7,❌,❌,—
LYDHO,58.3,❌,❌,❌,✅,43.7,✅,❌,—
EUYO,52.8,❌,❌,❌,❌,43.7,❌,❌,—
RUZYE,49.8,✅,❌,✅,❌,43.8,✅,✅,—
ISKPL,51.5,✅,❌,✅,✅,43.8,❌,✅,—
KLGYO,48.3,✅,❌,✅,✅,43.9,✅,✅,—
TERA,55.2,❌,❌,❌,❌,43.9,✅,✅,—
ENKAI,61.3,❌,❌,❌,❌,44.0,✅,❌,—
VKGYO,55.9,❌,❌,❌,✅,44.0,✅,❌,—
GLBMD,50.9,❌,❌,❌,❌,44.1,❌,❌,—
KLNMA,43.3,❌,✅,❌,❌,44.1,✅,✅,—
YUNSA,54.0,❌,❌,❌,✅,44.2,❌,❌,—
BIZIM,45.3,✅,❌,✅,❌,44.2,✅,✅,—
BUCIM,43.4,✅,❌,✅,❌,44.2,✅,✅,—
PENTA,43.6,✅,✅,✅,❌,44.3,❌,❌,—
DOGUB,57.1,❌,❌,❌,❌,44.3,❌,❌,—
MAVI,51.9,❌,❌,❌,❌,44.3,✅,❌,—
BURCE,53.8,✅,❌,✅,✅,44.3,✅,✅,—
TURGG,48.8,✅,❌,✅,✅,44.3,❌,✅,—
COSMO,48.6,✅,❌,✅,❌,44.5,✅,✅,—
OTKAR,43.3,✅,❌,✅,❌,44.6,✅,✅,—
GLRYH,46.7,✅,❌,✅,❌,44.7,✅,✅,—
VAKKO,50.4,✅,❌,✅,✅,44.8,❌,❌,—
SEYKM,47.3,❌,❌,❌,❌,44.8,❌,❌,—
ISBIR,43.4,✅,❌,✅,❌,44.8,❌,✅,—
MERIT,52.3,❌,❌,❌,❌,45.0,✅,❌,—
ATEKS,48.4,❌,❌,❌,✅,45.0,❌,❌,—
SKYLP,57.3,❌,❌,❌,✅,45.0,✅,❌,—
QNBFK,44.5,❌,❌,❌,❌,45.0,❌,❌,—
AGHOL,53.5,❌,❌,❌,✅,45.0,❌,❌,—
BESLR,48.7,✅,❌,✅,❌,45.1,❌,✅,—
HLGYO,60.0,❌,❌,❌,✅,45.2,✅,❌,—
INTEK,43.0,❌,❌,❌,❌,45.2,✅,❌,—
PETUN,51.3,✅,❌,✅,❌,45.2,❌,❌,—
LIDFA,59.8,❌,❌,❌,❌,45.2,✅,❌,—
KTSKR,54.9,❌,❌,❌,❌,45.2,✅,❌,—
FLAP,51.5,✅,❌,✅,❌,45.2,✅,❌,—
TSKB,51.3,✅,❌,✅,❌,45.4,✅,✅,—
ISCTR,51.2,✅,❌,✅,✅,45.5,✅,✅,—
CEMAS,48.0,✅,❌,✅,❌,45.5,✅,✅,—
MAALT,51.7,✅,❌,✅,❌,45.5,✅,❌,—
QUAGR,44.8,❌,❌,❌,❌,45.6,❌,✅,—
SKTAS,44.5,✅,❌,✅,✅,45.6,❌,❌,—
GOLTS,47.9,✅,❌,✅,❌,45.7,❌,✅,—
DOAS,52.8,❌,❌,❌,✅,45.7,❌,❌,—
HEDEF,55.3,❌,❌,❌,✅,45.8,❌,❌,—
A1YEN,50.8,✅,❌,✅,❌,45.8,✅,❌,—
BANVT,43.7,✅,❌,✅,❌,45.8,✅,❌,—
GOODY,45.3,✅,❌,✅,✅,45.8,❌,❌,—
ISGSY,60.4,✅,❌,✅,✅,45.9,✅,❌,—
INGRM,47.7,✅,❌,✅,❌,45.9,❌,❌,—
CIMSA,54.2,✅,❌,✅,❌,46.0,✅,✅,—
ACSEL,52.4,❌,❌,❌,❌,46.1,✅,❌,—
TDGYO,49.2,✅,❌,✅,✅,46.2,✅,✅,—
BAGFS,48.6,✅,❌,✅,❌,46.2,❌,✅,—
DYOBY,47.7,✅,❌,✅,❌,46.3,✅,✅,—
GARFA,53.5,✅,❌,✅,✅,46.3,✅,❌,—
NUHCM,49.8,✅,❌,✅,❌,46.3,✅,✅,—
AKENR,50.2,✅,❌,✅,❌,46.4,❌,❌,—
ECILC,54.4,✅,❌,✅,✅,46.4,✅,✅,—
EUHOL,51.9,✅,❌,✅,✅,46.4,❌,✅,—
AKFGY,54.5,❌,❌,❌,❌,46.5,✅,✅,—
AFYON,52.9,❌,❌,❌,✅,46.8,❌,❌,—
SNPAM,51.0,✅,❌,✅,✅,46.8,✅,✅,—
EMNIS,43.4,✅,❌,✅,❌,46.8,❌,✅,—
BASGZ,66.5,❌,❌,❌,✅,46.9,❌,❌,—
INTEM,51.5,✅,❌,✅,❌,46.9,✅,✅,—
KONYA,41.1,✅,✅,✅,❌,47.0,❌,✅,—
AVOD,52.3,✅,❌,✅,❌,47.0,✅,✅,—
MTRYO,54.5,✅,❌,✅,❌,47.0,✅,❌,—
TCELL,57.1,✅,❌,✅,❌,47.0,❌,❌,—
AEFES,55.6,❌,❌,❌,❌,47.1,❌,❌,—
GSDHO,54.1,✅,❌,✅,✅,47.2,✅,❌,—
MOBTL,63.6,❌,❌,❌,✅,47.2,❌,❌,—
DESPC,48.0,✅,❌,✅,❌,47.2,✅,✅,—
NUGYO,51.7,❌,❌,❌,❌,47.3,✅,❌,—
OSMEN,37.3,❌,✅,❌,❌,47.4,❌,❌,—
MNDRS,49.7,✅,❌,✅,❌,47.4,✅,✅,—
BURVA,60.7,✅,❌,✅,❌,47.4,✅,❌,—
TOASO,57.5,✅,❌,✅,✅,47.5,❌,❌,—
BSOKE,56.6,❌,❌,❌,✅,47.6,❌,❌,—
NIBAS,51.6,✅,❌,✅,❌,47.6,✅,✅,—
PRKME,49.0,✅,❌,✅,❌,47.7,✅,❌,—
OBASE,52.8,❌,❌,❌,❌,47.7,✅,❌,—
DOKTA,48.6,✅,❌,✅,❌,47.9,❌,✅,—
GATEG,63.9,✅,❌,✅,✅,48.0,❌,❌,—
ODAS,53.4,❌,✅,❌,❌,48.0,❌,❌,—
BNTAS,44.7,✅,✅,✅,✅,48.0,❌,✅,—
LOGO,54.4,✅,❌,✅,❌,48.0,✅,✅,—
TURSG,65.4,❌,❌,❌,❌,48.1,❌,❌,—
MAKIM,46.6,✅,✅,✅,❌,48.1,❌,❌,—
BRKVY,52.6,✅,❌,✅,❌,48.1,✅,✅,—
RODRG,53.6,❌,❌,❌,❌,48.1,✅,❌,—
EDIP,58.6,✅,❌,✅,✅,48.2,✅,❌,—
FRIGO,55.0,✅,❌,✅,❌,48.2,✅,✅,—
TATGD,49.5,❌,✅,❌,❌,48.3,❌,❌,—
IZFAS,64.2,❌,❌,❌,❌,48.3,✅,❌,—
EKSUN,49.7,✅,✅,✅,❌,48.3,❌,❌,—
DENGE,46.4,✅,❌,✅,❌,48.4,✅,✅,—
CUSAN,51.3,✅,❌,✅,✅,48.5,✅,❌,—
HALKB,59.9,✅,❌,✅,✅,48.5,✅,✅,—
SMRTG,47.8,❌,✅,❌,❌,48.6,✅,❌,—
GRSEL,58.7,❌,❌,❌,❌,48.6,✅,❌,—
DGGYO,51.4,❌,❌,❌,✅,48.6,❌,❌,—
OZRDN,65.9,❌,❌,❌,❌,48.6,❌,❌,—
AKSA,55.4,❌,❌,❌,✅,48.6,❌,❌,—
TKNSA,45.6,✅,❌,✅,❌,48.8,✅,✅,—
KOPOL,48.5,✅,✅,✅,❌,48.8,❌,✅,—
PETKM,52.8,✅,❌,✅,❌,48.9,❌,❌,—
OZGYO,62.5,✅,❌,✅,✅,49.0,❌,❌,—
NTGAZ,63.3,✅,❌,✅,✅,49.1,❌,❌,—
SUNTK,51.7,❌,❌,❌,❌,49.1,❌,❌,—
BRKSN,50.4,✅,❌,✅,❌,49.2,✅,✅,—
ECZYT,59.4,✅,❌,✅,✅,49.2,✅,❌,—
MEPET,62.0,✅,❌,✅,❌,49.3,✅,✅,—
AYEN,59.0,✅,✅,✅,✅,49.3,✅,❌,—
FADE,52.6,✅,✅,✅,✅,49.4,✅,❌,—
EGSER,48.2,✅,❌,✅,❌,49.5,✅,✅,—
SARKY,56.7,✅,❌,✅,❌,49.5,✅,✅,—
CCOLA,41.7,❌,✅,❌,❌,49.5,❌,❌,—
MRSHL,52.5,✅,❌,✅,❌,49.5,❌,❌,—
ULUSE,58.2,✅,✅,✅,❌,49.6,❌,❌,—
THYAO,56.4,❌,❌,❌,❌,49.6,✅,❌,—
BRKO,54.9,✅,❌,✅,✅,49.8,✅,❌,—
IHAAS,57.9,✅,❌,✅,❌,49.9,✅,✅,—
MARBL,48.0,✅,✅,✅,❌,50.2,✅,✅,—
AKSEN,66.8,❌,❌,❌,✅,50.3,❌,❌,—
CEOEM,49.1,✅,✅,✅,❌,50.4,✅,✅,—
EPLAS,50.2,✅,❌,✅,❌,50.4,✅,✅,—
ISFIN,60.0,❌,❌,❌,❌,50.6,❌,❌,—
YEOTK,62.0,❌,✅,❌,❌,50.6,✅,❌,—
PNLSN,51.1,❌,✅,❌,❌,50.7,✅,❌,—
GOZDE,51.7,❌,✅,❌,✅,50.8,❌,❌,—
DMSAS,52.7,✅,❌,✅,❌,50.8,❌,✅,—
FMIZP,52.7,✅,❌,✅,❌,50.9,❌,✅,—
TABGD,61.1,✅,❌,✅,❌,50.9,❌,❌,—
ANHYT,59.6,❌,❌,❌,✅,50.9,✅,❌,—
ZRGYO,55.7,✅,❌,✅,✅,50.9,❌,✅,—
BASCM,55.0,✅,❌,✅,❌,50.9,✅,✅,—
GEDIK,59.4,✅,❌,✅,✅,51.1,❌,❌,—
BMSTL,61.4,✅,❌,✅,✅,51.1,❌,❌,—
NTHOL,55.2,❌,❌,❌,✅,51.1,❌,❌,—
ULUUN,58.8,✅,✅,✅,✅,51.1,❌,❌,—
GEDZA,54.6,✅,❌,✅,❌,51.2,✅,✅,—
PLTUR,51.0,✅,❌,✅,❌,51.2,✅,✅,—
MACKO,55.9,✅,❌,✅,❌,51.3,❌,✅,—
KNFRT,51.5,✅,❌,✅,❌,51.3,✅,✅,—
ONCSM,60.8,✅,❌,✅,✅,51.4,✅,✅,—
OZKGY,54.4,✅,❌,✅,✅,51.5,✅,✅,—
SANEL,66.7,❌,✅,❌,❌,51.9,❌,❌,—
CWENE,63.0,✅,✅,✅,✅,51.9,✅,❌,—
BOSSA,52.8,✅,✅,✅,✅,51.9,✅,✅,🟢
DOHOL,61.9,✅,❌,✅,❌,52.0,❌,❌,—
GSRAY,35.2,✅,✅,✅,❌,52.1,✅,✅,—
EGEPO,72.3,❌,✅,❌,✅,52.1,✅,❌,—
ENERY,61.3,✅,❌,✅,❌,52.2,✅,✅,—
MPARK,62.0,✅,❌,✅,❌,52.4,❌,✅,—
TAVHL,57.1,✅,❌,✅,❌,52.4,✅,✅,—
GARAN,56.9,✅,❌,✅,✅,52.6,✅,✅,—
DIRIT,52.2,✅,❌,✅,❌,53.0,✅,✅,—
TEHOL,60.9,❌,✅,❌,✅,53.0,❌,❌,—
YKBNK,56.3,✅,❌,✅,✅,53.2,✅,✅,—
AKFYE,61.9,❌,✅,❌,❌,53.2,❌,❌,—
DERIM,56.3,✅,✅,✅,✅,53.2,❌,✅,—
GEREL,73.7,❌,✅,❌,✅,53.3,✅,❌,—
GUBRF,61.2,✅,✅,✅,✅,53.4,✅,✅,🟢
KMPUR,53.2,✅,✅,✅,❌,53.4,❌,❌,—
AKBNK,56.1,✅,❌,✅,❌,53.5,✅,✅,—
ANSGR,64.0,✅,❌,✅,❌,53.5,❌,❌,—
TMPOL,65.6,✅,✅,✅,✅,53.6,❌,❌,—
SAHOL,55.7,✅,❌,✅,✅,53.6,✅,✅,—
AYES,67.7,✅,✅,✅,✅,53.6,❌,❌,—
PSGYO,64.8,❌,✅,❌,❌,53.8,❌,❌,—
ICBCT,60.4,❌,✅,❌,✅,53.8,✅,❌,—
BRMEN,58.6,❌,✅,❌,✅,53.8,❌,❌,—
DGATE,64.6,❌,✅,❌,✅,53.8,✅,❌,—
HUNER,51.8,✅,✅,✅,❌,54.0,❌,✅,—
BLUME,57.9,✅,❌,✅,❌,54.1,❌,✅,—
EKGYO,58.5,✅,❌,✅,❌,54.3,✅,✅,—
VAKBN,58.1,✅,❌,✅,✅,54.3,✅,✅,—
DNISI,54.0,✅,❌,✅,✅,54.4,✅,✅,—
PRDGS,59.0,✅,✅,✅,✅,54.5,❌,✅,—
DGNMO,54.5,❌,✅,❌,❌,54.6,❌,❌,—
BYDNR,63.7,✅,✅,✅,❌,54.7,❌,❌,—
OYAKC,54.9,✅,❌,✅,❌,55.1,✅,✅,—
RUBNS,54.8,✅,✅,✅,❌,55.2,❌,✅,—
ADEL,44.9,✅,✅,✅,❌,55.2,✅,✅,—
ESCOM,60.9,✅,✅,✅,✅,55.2,❌,❌,—
SONME,59.9,✅,❌,✅,✅,55.2,❌,✅,—
DURDO,61.5,❌,✅,❌,❌,55.3,❌,❌,—
ERSU,61.5,✅,✅,✅,❌,55.4,❌,✅,—
HKTM,49.7,✅,✅,✅,❌,55.6,❌,✅,—
ESCAR,57.6,✅,✅,✅,❌,55.7,✅,❌,—
YGGYO,80.1,✅,✅,✅,✅,55.8,❌,❌,—
AVGYO,62.5,✅,✅,✅,✅,55.8,❌,✅,—
RALYH,62.1,✅,✅,✅,✅,55.9,❌,✅,—
SDTTR,56.3,✅,✅,✅,✅,56.0,❌,✅,—
RNPOL,63.9,✅,✅,✅,❌,56.1,✅,✅,—
TRENJ,64.9,✅,✅,✅,✅,56.2,❌,✅,—
TRALT,66.4,✅,✅,✅,✅,56.3,❌,✅,—
EDATA,70.6,✅,✅,✅,✅,56.4,❌,❌,—
EGGUB,60.7,✅,✅,✅,✅,56.4,✅,✅,🟢
KARTN,62.3,❌,✅,❌,❌,56.7,❌,❌,—
TRMET,64.9,✅,✅,✅,✅,56.7,❌,✅,—
