Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
PKENT,32.0,23.6,❌,❌,❌,77.4,❌,—
IZINV,35.5,23.6,❌,❌,❌,91.6,❌,—
TEZOL,37.3,23.8,❌,❌,❌,77.7,❌,—
VERTU,40.2,23.9,❌,❌,❌,92.8,❌,—
ARFYE,,23.9,❌,❌,❌,,❌,—
KAPLM,41.0,24.0,❌,❌,❌,97.7,✅,—
SAFKR,39.2,24.0,❌,❌,❌,91.6,❌,—
YONGA,35.6,24.1,❌,❌,❌,-95.3,❌,—
KZBGY,37.4,24.2,❌,❌,❌,81.5,❌,—
NATEN,33.5,24.3,❌,❌,❌,94.6,❌,—
SURGY,,24.6,❌,❌,❌,9.3,❌,—
UFUK,40.2,24.7,❌,❌,❌,98.6,✅,—
TMSN,35.0,24.7,❌,❌,❌,98.0,✅,—
HDFGS,40.4,24.8,❌,❌,❌,89.2,❌,—
VKING,37.2,24.8,❌,❌,❌,96.9,✅,—
OYLUM,39.7,24.8,❌,❌,❌,97.1,✅,—
ANGEN,32.7,24.9,❌,❌,❌,57.4,❌,—
ISSEN,34.8,24.9,❌,❌,❌,74.0,❌,—
KATMR,38.4,25.0,❌,❌,❌,84.7,❌,—
ESCAR,40.0,25.0,❌,❌,❌,94.4,❌,—
BAYRK,40.0,25.1,❌,❌,❌,95.9,✅,—
ERBOS,37.3,25.1,❌,❌,❌,99.0,✅,—
SILVR,36.9,25.2,❌,❌,❌,99.1,✅,—
GENTS,41.2,25.3,❌,❌,❌,95.1,✅,—
CMENT,37.6,25.3,❌,❌,❌,98.1,✅,—
REEDR,,25.3,❌,❌,❌,-2592.1,❌,—
PAHOL,,25.4,❌,❌,❌,,❌,—
KONKA,35.4,25.4,❌,❌,❌,92.9,❌,—
DOFER,37.3,25.4,❌,❌,❌,46.0,❌,—
MEKAG,38.2,25.5,❌,❌,❌,28.0,❌,—
CRDFA,43.0,25.5,❌,❌,❌,95.3,✅,—
ICUGS,40.2,25.5,❌,❌,❌,94.3,❌,—
DAPGM,37.5,25.6,❌,❌,❌,77.6,❌,—
ARZUM,34.2,25.6,❌,❌,❌,14.5,❌,—
LUKSK,39.6,25.6,❌,❌,❌,97.6,✅,—
DERHL,44.5,25.7,❌,❌,❌,71.3,❌,—
QNBTR,43.8,25.9,❌,❌,❌,99.9,✅,—
MMCAS,38.2,26.0,❌,❌,❌,87.4,❌,—
CASA,36.3,26.0,❌,❌,❌,-28.2,❌,—
EMKEL,39.6,26.1,❌,❌,❌,90.6,❌,—
KLSER,23.6,26.2,❌,❌,❌,57.2,❌,—
LIDER,37.1,26.2,❌,❌,❌,67.9,❌,—
SOKE,36.3,26.2,❌,❌,❌,85.1,❌,—
ADESE,42.2,26.3,❌,❌,❌,73.2,❌,—
EUREN,34.6,26.3,❌,❌,❌,-10.6,❌,—
MAKTK,40.3,26.3,❌,❌,❌,96.9,✅,—
LRSHO,38.6,26.3,❌,❌,❌,82.6,❌,—
CONSE,32.0,26.3,❌,❌,❌,84.3,❌,—
DITAS,38.7,26.4,❌,❌,❌,84.6,❌,—
KUTPO,42.4,26.4,❌,❌,❌,97.4,✅,—
ATAGY,39.2,26.7,❌,❌,❌,92.2,❌,—
ORCAY,32.5,26.8,❌,❌,❌,47.0,❌,—
A1YEN,37.3,26.8,❌,❌,❌,90.3,❌,—
GLRYH,35.1,26.8,❌,❌,❌,90.4,❌,—
SMRTG,35.8,26.8,❌,❌,❌,77.8,❌,—
TLMAN,37.7,26.8,❌,❌,❌,97.4,✅,—
MNDTR,35.0,27.0,❌,❌,❌,97.9,✅,—
IHEVA,41.3,27.0,❌,❌,❌,98.6,✅,—
ULAS,40.4,27.1,❌,❌,❌,95.9,✅,—
ELITE,38.8,27.1,❌,❌,❌,87.7,❌,—
BYDNR,40.4,27.3,❌,❌,❌,76.0,❌,—
SERNT,,27.4,❌,❌,❌,,❌,—
KOTON,,27.4,❌,❌,❌,,❌,—
KIMMR,44.9,27.5,❌,❌,❌,92.6,❌,—
IHLGM,39.1,27.5,❌,❌,❌,95.0,✅,—
IZENR,31.8,27.6,❌,❌,❌,65.8,❌,—
ZEDUR,36.7,27.6,❌,❌,❌,89.5,❌,—
KFEIN,40.5,27.6,❌,❌,❌,91.3,❌,—
SEYKM,38.7,27.7,❌,❌,❌,76.7,❌,—
HUBVC,41.0,27.8,❌,❌,❌,91.6,❌,—
PARSN,37.7,27.9,❌,❌,❌,98.8,✅,—
EGEGY,,28.1,❌,❌,❌,60.1,❌,—
AVTUR,41.7,28.1,❌,❌,❌,96.7,✅,—
MAGEN,42.4,28.2,❌,❌,❌,96.5,✅,—
BIOEN,39.0,28.2,❌,❌,❌,89.2,❌,—
COSMO,40.8,28.3,❌,❌,❌,74.1,❌,—
BFREN,32.1,28.3,❌,❌,❌,98.5,✅,—
ATAKP,33.1,28.5,✅,❌,✅,46.3,❌,—
TATEN,35.8,28.5,❌,❌,❌,6.6,❌,—
PAPIL,39.4,28.5,❌,❌,❌,88.2,❌,—
ERSU,41.4,28.6,❌,❌,❌,94.4,❌,—
HTTBT,42.1,28.6,✅,❌,✅,84.5,❌,—
VESBE,29.7,28.6,❌,❌,❌,90.8,❌,—
ZOREN,33.7,28.6,❌,❌,❌,81.1,❌,—
OSMEN,36.3,28.7,❌,❌,❌,56.9,❌,—
IHLAS,38.7,28.7,❌,✅,❌,81.5,❌,—
VSNMD,,28.8,❌,❌,❌,-176.1,❌,—
GZNMI,38.3,28.8,❌,❌,❌,90.8,❌,—
KONTR,33.1,28.8,❌,✅,❌,-55.7,❌,—
CGCAM,,28.9,❌,❌,❌,85.1,❌,—
SELVA,40.0,28.9,❌,❌,❌,-158.6,❌,—
SMART,40.2,29.0,❌,❌,❌,95.7,✅,—
PENTA,37.0,29.0,❌,❌,❌,-102.6,❌,—
UCAYM,,29.1,❌,❌,❌,4.7,❌,—
IHGZT,39.4,29.1,❌,❌,❌,83.0,❌,—
BMSCH,41.3,29.1,❌,❌,❌,73.0,❌,—
CEMTS,42.7,29.1,✅,❌,✅,97.5,✅,—
IZFAS,40.6,29.2,❌,❌,❌,97.3,✅,—
HATEK,38.0,29.2,❌,❌,❌,84.3,❌,—
AVHOL,39.1,29.2,❌,❌,❌,79.9,❌,—
MARBL,35.7,29.2,❌,❌,❌,68.7,❌,—
BURCE,46.1,29.2,❌,❌,❌,97.2,✅,—
KOPOL,35.2,29.2,❌,❌,❌,84.4,❌,—
BERA,38.3,29.3,❌,❌,❌,87.8,❌,—
TRILC,36.5,29.3,❌,✅,❌,59.9,❌,—
OSTIM,36.5,29.3,❌,❌,❌,96.6,✅,—
ACSEL,43.5,29.3,❌,❌,❌,92.7,❌,—
ALKA,43.0,29.4,❌,❌,❌,98.3,✅,—
CVKMD,43.9,29.4,✅,❌,✅,94.2,❌,—
MEGMT,41.5,29.5,✅,❌,✅,85.7,❌,—
CEMAS,42.0,29.5,❌,❌,❌,93.8,❌,—
SAMAT,39.0,29.5,❌,❌,❌,97.5,✅,—
LINK,38.1,29.6,❌,❌,❌,91.1,❌,—
YAYLA,40.7,29.6,❌,❌,❌,98.1,✅,—
SNICA,29.0,29.6,❌,❌,❌,-201.9,❌,—
FENER,34.3,29.6,❌,✅,❌,-10.9,❌,—
KRSTL,46.4,29.7,❌,❌,❌,98.1,✅,—
KUYAS,42.8,29.7,❌,❌,❌,99.0,✅,—
RUZYE,39.0,29.7,❌,❌,❌,70.9,❌,—
ENSRI,40.3,29.8,❌,✅,❌,-77.5,❌,—
DOGUB,43.4,29.8,❌,❌,❌,98.4,✅,—
DURKN,,29.8,❌,❌,❌,,❌,—
BIENY,30.0,29.8,❌,❌,❌,34.3,❌,—
DMSAS,40.4,29.8,❌,❌,❌,97.4,✅,—
BORLS,,29.9,❌,❌,❌,-327.9,❌,—
GRTHO,,30.0,❌,❌,❌,58.9,❌,—
KSTUR,40.3,30.0,❌,❌,❌,51.2,❌,—
ARENA,39.7,30.0,❌,❌,❌,97.8,✅,—
OYYAT,42.9,30.0,✅,❌,✅,98.6,✅,—
FZLGY,,30.1,❌,❌,❌,30.0,❌,—
KLRHO,,30.2,❌,❌,❌,-9.3,❌,—
ALKIM,40.5,30.2,❌,❌,❌,96.6,✅,—
VAKFA,,30.2,❌,❌,❌,,❌,—
BIGCH,,30.4,❌,❌,❌,24.6,❌,—
YATAS,41.3,30.5,❌,❌,❌,97.3,✅,—
BRKSN,41.9,30.5,❌,❌,❌,93.7,❌,—
ONRYT,,30.5,❌,❌,❌,30.4,❌,—
GLCVY,42.2,30.6,❌,❌,❌,81.7,❌,—
TDGYO,40.4,30.7,❌,❌,❌,85.2,❌,—
AKSUE,44.2,30.8,❌,❌,❌,91.8,❌,—
BASCM,44.1,30.8,❌,❌,❌,93.0,❌,—
ASUZU,40.0,30.9,❌,❌,❌,98.5,✅,—
POLTK,35.8,30.9,❌,❌,❌,63.4,❌,—
GRNYO,40.7,30.9,❌,❌,❌,99.4,✅,—
TKNSA,39.0,31.0,❌,❌,❌,95.5,✅,—
DESA,43.0,31.0,❌,❌,❌,99.7,✅,—
GATEG,46.3,31.1,❌,❌,❌,98.9,✅,—
SRVGY,37.6,31.1,✅,❌,✅,96.2,✅,—
PLTUR,41.4,31.1,❌,❌,❌,97.2,✅,—
PRKAB,42.2,31.1,❌,❌,❌,93.8,❌,—
KLKIM,41.5,31.2,❌,❌,❌,95.2,✅,—
PRDGS,38.3,31.2,❌,❌,❌,88.3,❌,—
GOKNR,37.9,31.2,❌,❌,❌,78.9,❌,—
KLMSN,43.0,31.2,❌,❌,❌,98.5,✅,—
TEKTU,42.3,31.2,❌,❌,❌,95.0,✅,—
PEKGY,43.1,31.2,❌,❌,❌,97.8,✅,—
OBASE,42.6,31.2,❌,❌,❌,98.3,✅,—
ARCLK,37.2,31.3,❌,❌,❌,95.5,✅,—
KRVGD,43.1,31.3,✅,❌,✅,85.0,❌,—
KBORU,,31.3,✅,❌,✅,100.0,✅,—
SMRVA,,31.3,❌,❌,❌,-191.3,❌,—
EDATA,45.6,31.4,❌,❌,❌,98.2,✅,—
MZHLD,36.4,31.4,❌,❌,❌,97.2,✅,—
TSGYO,39.8,31.4,❌,❌,❌,95.4,✅,—
YYLGD,41.8,31.5,✅,❌,✅,50.7,❌,—
SEKUR,45.9,31.5,❌,❌,❌,98.9,✅,—
IHAAS,42.1,31.5,❌,❌,❌,87.5,❌,—
TMPOL,43.1,31.5,❌,❌,❌,92.4,❌,—
KAYSE,38.8,31.6,❌,❌,❌,88.4,❌,—
ALFAS,39.6,31.6,❌,❌,❌,76.3,❌,—
GOLTS,40.4,31.6,❌,❌,❌,97.4,✅,—
EKSUN,39.6,31.7,❌,❌,❌,-6592.2,❌,—
VKFYO,42.7,31.7,❌,❌,❌,92.6,❌,—
BRYAT,42.5,31.8,❌,❌,❌,98.6,✅,—
TERA,45.7,31.9,❌,❌,❌,97.1,✅,—
KAREL,39.8,31.9,✅,❌,✅,94.4,❌,—
ESEN,41.8,31.9,❌,❌,❌,69.0,❌,—
EUYO,43.2,31.9,❌,❌,❌,96.7,✅,—
VKGYO,48.0,32.0,❌,❌,❌,98.9,✅,—
BRKVY,43.3,32.1,❌,❌,❌,73.0,❌,—
OBAMS,,32.1,✅,❌,✅,-340.4,❌,—
BEYAZ,41.7,32.1,❌,❌,❌,87.6,❌,—
DGNMO,40.9,32.2,❌,❌,❌,97.7,✅,—
DESPC,39.5,32.2,❌,❌,❌,97.0,✅,—
ERCB,32.7,32.2,✅,❌,✅,-26.7,❌,—
QUAGR,39.0,32.2,❌,❌,❌,57.6,❌,—
MARMR,,32.2,❌,❌,❌,-475.5,❌,—
PENGD,45.2,32.2,❌,❌,❌,95.7,✅,—
AHSGY,,32.3,❌,❌,❌,92.4,❌,—
BIZIM,38.3,32.4,❌,❌,❌,97.0,✅,—
ECZYT,47.8,32.4,✅,❌,✅,99.4,✅,—
SEGMN,,32.4,❌,❌,❌,93.4,❌,—
CANTE,39.3,32.4,❌,❌,❌,18.5,❌,—
MHRGY,,32.4,❌,❌,❌,-84.9,❌,—
ZERGY,,32.5,❌,❌,❌,,❌,—
KENT,34.5,32.5,❌,❌,❌,70.8,❌,—
DOKTA,41.0,32.6,❌,❌,❌,99.5,✅,—
EUHOL,44.0,32.7,✅,❌,✅,97.8,✅,—
LKMNH,43.2,32.7,❌,❌,❌,99.2,✅,—
KTSKR,45.3,32.8,❌,❌,❌,93.0,❌,—
AFYON,45.7,32.8,❌,❌,❌,99.2,✅,—
OZGYO,45.7,32.8,❌,❌,❌,99.4,✅,—
HEKTS,32.1,32.8,❌,❌,❌,82.9,❌,—
DOFRB,,32.9,❌,❌,❌,82.0,❌,—
SNGYO,42.6,32.9,❌,❌,❌,95.5,✅,—
MEYSU,,33.0,✅,❌,✅,84.5,❌,—
PGSUS,37.1,33.2,❌,✅,❌,91.5,❌,—
GSRAY,33.0,33.3,❌,❌,❌,20.5,❌,—
KLGYO,42.3,33.3,❌,❌,❌,96.1,✅,—
FRMPL,,33.3,❌,❌,❌,-80.8,❌,—
DYOBY,42.7,33.3,❌,❌,❌,97.7,✅,—
DENGE,40.8,33.3,❌,❌,❌,88.7,❌,—
INVEO,41.6,33.3,❌,❌,❌,94.8,❌,—
ISKPL,42.8,33.4,❌,❌,❌,87.8,❌,—
ZGYO,,33.4,✅,❌,✅,84.1,❌,—
GIPTA,,33.5,❌,❌,❌,93.8,❌,—
ODINE,,33.5,❌,❌,❌,96.5,✅,—
INFO,43.4,33.5,❌,❌,❌,85.3,❌,—
BIGTK,42.4,33.5,❌,❌,❌,96.2,✅,—
IDGYO,41.7,33.6,❌,❌,❌,88.6,❌,—
SANFM,41.4,33.6,❌,❌,❌,98.4,✅,—
ALCTL,43.1,33.6,✅,❌,✅,98.3,✅,—
BAKAB,43.7,33.6,❌,❌,❌,96.3,✅,—
BALAT,43.5,33.7,❌,❌,❌,88.9,❌,—
OYAYO,46.6,33.7,❌,❌,❌,97.1,✅,—
RALYH,46.4,33.7,❌,❌,❌,98.9,✅,—
BALSU,,33.8,✅,❌,✅,-400.9,❌,—
BANVT,39.4,33.8,❌,❌,❌,98.4,✅,—
PSGYO,44.3,34.0,❌,❌,❌,83.7,❌,—
TGSAS,45.7,34.1,❌,❌,❌,95.8,✅,—
PNLSN,42.8,34.1,❌,❌,❌,90.6,❌,—
ISYAT,41.7,34.2,✅,❌,✅,97.4,✅,—
ISBIR,40.0,34.2,❌,❌,❌,-20.3,❌,—
DAGI,47.4,34.2,❌,❌,❌,97.2,✅,—
DGATE,48.3,34.2,❌,❌,❌,98.9,✅,—
HEDEF,45.4,34.2,❌,❌,❌,96.0,✅,—
FADE,42.2,34.4,❌,❌,❌,93.5,❌,—
BINHO,,34.4,❌,❌,❌,82.5,❌,—
INGRM,41.1,34.4,❌,❌,❌,97.5,✅,—
SUMAS,41.1,34.5,❌,❌,❌,87.7,❌,—
SKBNK,44.5,34.5,❌,❌,❌,95.1,✅,—
CMBTN,36.4,34.6,❌,❌,❌,97.4,✅,—
NUGYO,44.3,34.7,❌,❌,❌,95.2,✅,—
INTEM,45.4,34.7,❌,❌,❌,98.9,✅,—
YAPRK,39.8,34.8,❌,❌,❌,64.9,❌,—
MAKIM,39.3,34.8,✅,❌,✅,97.0,✅,—
YUNSA,47.1,34.8,✅,❌,✅,97.8,✅,—
GWIND,43.1,34.8,❌,❌,❌,61.7,❌,—
AZTEK,41.9,34.9,❌,❌,❌,78.2,❌,—
MNDRS,43.8,35.0,❌,❌,❌,99.4,✅,—
LILAK,,35.0,❌,❌,❌,47.1,❌,—
ULUFA,48.4,35.0,✅,❌,✅,89.9,❌,—
KTLEV,,35.1,❌,❌,❌,88.6,❌,—
BURVA,49.4,35.1,❌,❌,❌,99.5,✅,—
FRIGO,45.5,35.1,❌,❌,❌,95.5,✅,—
BRKO,44.5,35.1,❌,❌,❌,96.5,✅,—
VESTL,31.6,35.2,❌,❌,❌,91.6,❌,—
BRISA,43.9,35.2,❌,❌,❌,98.3,✅,—
DERIM,42.5,35.2,❌,❌,❌,99.5,✅,—
EGSER,41.5,35.3,❌,❌,❌,98.6,✅,—
PINSU,49.7,35.3,✅,❌,✅,98.3,✅,—
CEMZY,,35.4,❌,❌,❌,59.5,❌,—
SKTAS,39.8,35.4,❌,❌,❌,96.1,✅,—
SUWEN,36.9,35.5,❌,❌,❌,86.1,❌,—
GEDZA,45.9,35.5,❌,❌,❌,95.9,✅,—
BNTAS,39.0,35.6,❌,❌,❌,97.8,✅,—
MANAS,48.2,35.6,❌,❌,❌,91.9,❌,—
MACKO,48.5,35.7,❌,❌,❌,74.3,❌,—
PKART,50.8,35.7,❌,❌,❌,96.5,✅,—
NETCD,,35.7,❌,❌,❌,9.3,❌,—
ALKLC,,35.7,❌,❌,❌,99.0,✅,—
CLEBI,44.8,35.7,✅,❌,✅,97.9,✅,—
VANGD,52.8,35.7,❌,❌,❌,98.3,✅,—
ULUSE,46.9,35.8,❌,❌,❌,96.6,✅,—
ATLAS,44.4,35.8,❌,❌,❌,98.2,✅,—
RODRG,44.8,35.9,❌,❌,❌,69.0,❌,—
MSGYO,49.0,36.0,❌,❌,❌,98.8,✅,—
BRMEN,46.5,36.0,❌,❌,❌,98.9,✅,—
ISMEN,46.1,36.0,❌,❌,❌,94.4,❌,—
YIGIT,,36.0,❌,❌,❌,29.1,❌,—
BESLR,44.4,36.1,❌,❌,❌,97.5,✅,—
KUVVA,49.5,36.1,❌,❌,❌,98.7,✅,—
GEDIK,50.1,36.1,❌,❌,❌,94.8,❌,—
ASGYO,,36.2,✅,❌,✅,-49.5,❌,—
ISGSY,52.6,36.2,❌,❌,❌,98.1,✅,—
HOROZ,,36.2,✅,❌,✅,78.0,❌,—
GUNDG,,36.3,❌,❌,❌,97.0,✅,—
NIBAS,46.3,36.5,❌,❌,❌,66.5,❌,—
DZGYO,47.1,36.6,❌,❌,❌,96.1,✅,—
MERCN,45.0,36.6,❌,❌,❌,52.8,❌,—
BUCIM,40.5,36.7,❌,❌,❌,97.9,✅,—
SDTTR,45.0,36.7,❌,❌,❌,87.7,❌,—
DGGYO,44.3,36.7,❌,❌,❌,100.0,✅,—
ULKER,44.8,36.8,✅,❌,✅,84.9,❌,—
PASEU,,36.8,❌,❌,❌,57.5,❌,—
GRSEL,50.9,36.8,✅,❌,✅,86.5,❌,—
TTRAK,39.1,36.8,❌,❌,❌,92.6,❌,—
GENIL,44.2,36.9,❌,❌,❌,95.6,✅,—
BVSAN,41.3,37.0,❌,❌,❌,45.3,❌,—
GESAN,45.8,37.1,❌,❌,❌,91.7,❌,—
SUNTK,46.2,37.2,❌,❌,❌,88.7,❌,—
GSDHO,46.7,37.2,❌,❌,❌,99.3,✅,—
GOODY,39.4,37.2,❌,❌,❌,94.4,❌,—
LMKDC,43.5,37.2,✅,✅,✅,79.3,❌,—
MOBTL,54.6,37.3,❌,❌,❌,98.7,✅,—
CUSAN,44.0,37.3,❌,❌,❌,99.4,✅,—
KRDMB,57.4,37.5,❌,❌,❌,99.0,✅,—
MERIT,47.9,37.5,❌,❌,❌,75.5,❌,—
ADEL,41.7,37.5,❌,❌,❌,82.2,❌,—
PSDTC,45.4,37.6,❌,❌,❌,95.1,✅,—
AVOD,46.0,37.6,❌,❌,❌,98.0,✅,—
OZRDN,52.2,37.6,❌,❌,❌,95.7,✅,—
KZGYO,34.9,37.7,❌,❌,❌,-7886.6,❌,—
KLYPV,,37.7,❌,❌,❌,-124.8,❌,—
ALGYO,45.0,37.7,❌,❌,❌,92.0,❌,—
SANKO,44.3,37.7,❌,❌,❌,98.6,✅,—
NTHOL,46.8,37.8,❌,❌,❌,99.3,✅,—
KCAER,45.3,37.8,❌,❌,❌,92.8,❌,—
DOAS,48.4,37.8,✅,❌,✅,98.4,✅,—
QNBFK,42.2,37.8,❌,❌,❌,93.8,❌,—
MOGAN,,37.8,❌,❌,❌,69.6,❌,—
KLNMA,41.9,37.9,❌,❌,❌,96.3,✅,—
TEHOL,49.3,37.9,❌,❌,❌,99.7,✅,—
RUBNS,44.5,37.9,❌,❌,❌,29.7,❌,—
VAKKO,47.3,38.0,❌,❌,❌,99.3,✅,—
AYEN,49.0,38.1,❌,❌,❌,98.9,✅,—
MRGYO,41.1,38.1,❌,❌,❌,89.4,❌,—
IEYHO,56.0,38.2,❌,❌,❌,99.9,✅,—
AKHAN,,38.5,❌,❌,❌,76.1,❌,—
LIDFA,52.4,38.5,❌,❌,❌,94.8,❌,—
SARKY,51.0,38.6,❌,❌,❌,93.1,❌,—
AKENR,44.5,38.6,❌,❌,❌,96.3,✅,—
CWENE,46.5,38.6,✅,❌,✅,62.8,❌,—
MIATK,42.7,38.7,✅,❌,✅,69.9,❌,—
AYCES,45.9,38.7,❌,❌,❌,81.3,❌,—
MGROS,51.3,38.7,✅,❌,✅,98.7,✅,—
EYGYO,,38.8,❌,❌,❌,-142.6,❌,—
CATES,46.0,38.8,❌,❌,❌,16.6,❌,—
HLGYO,54.7,38.8,✅,❌,✅,99.0,✅,—
PRZMA,51.0,38.8,❌,❌,❌,97.8,✅,—
BLCYT,44.8,38.8,✅,✅,✅,83.1,❌,—
DNISI,45.7,38.8,❌,❌,❌,98.9,✅,—
JANTS,38.7,38.9,❌,❌,❌,92.1,❌,—
BAGFS,44.8,39.0,❌,❌,❌,97.6,✅,—
ISFIN,54.4,39.1,❌,❌,❌,99.7,✅,—
DSTKF,,39.1,❌,❌,❌,99.6,✅,—
CIMSA,48.9,39.2,✅,❌,✅,98.3,✅,—
RNPOL,50.7,39.2,❌,❌,❌,84.1,❌,—
ALCAR,39.8,39.2,❌,❌,❌,99.2,✅,—
KARTN,50.2,39.3,❌,❌,❌,93.3,❌,—
GLBMD,46.9,39.4,✅,❌,✅,94.0,❌,—
TUREX,44.1,39.4,✅,❌,✅,2.7,❌,—
ALTNY,,39.4,❌,❌,❌,56.6,❌,—
PRKME,44.5,39.6,❌,❌,❌,99.1,✅,—
BASGZ,58.8,39.6,❌,❌,❌,99.1,✅,—
MAALT,47.7,39.7,❌,❌,❌,97.8,✅,—
GARFA,48.9,39.7,❌,❌,❌,99.2,✅,—
TSKB,47.4,39.7,❌,❌,❌,98.5,✅,—
INTEK,40.2,39.7,✅,❌,✅,58.9,❌,—
BESTE,,39.9,❌,❌,❌,-85.8,❌,—
ULUUN,48.0,40.0,✅,❌,✅,99.0,✅,—
ARTMS,,40.0,❌,❌,❌,56.7,❌,—
HKTM,43.6,40.1,❌,❌,❌,78.0,❌,—
OTKAR,40.5,40.2,❌,✅,❌,99.5,✅,—
FROTO,45.6,40.3,✅,✅,✅,90.0,❌,—
AGYO,47.3,40.4,❌,❌,❌,98.0,✅,—
AKFGY,48.7,40.4,❌,❌,❌,93.5,❌,—
YKSLN,31.9,40.4,❌,❌,❌,84.9,❌,—
EMNIS,40.2,40.4,✅,❌,✅,98.5,✅,—
ICBCT,50.7,40.5,❌,❌,❌,99.4,✅,—
MTRKS,49.3,40.5,❌,❌,❌,96.9,✅,—
TABGD,52.7,40.5,❌,❌,❌,89.2,❌,—
SASA,38.0,40.7,❌,❌,❌,94.9,❌,—
IZMDC,49.6,40.8,❌,❌,❌,99.4,✅,—
EDIP,51.5,40.9,❌,❌,❌,97.6,✅,—
ORMA,45.4,41.0,✅,❌,✅,88.5,❌,—
NTGAZ,57.7,41.0,❌,❌,❌,97.0,✅,—
DIRIT,46.4,41.0,❌,❌,❌,88.2,❌,—
GEREL,55.0,41.0,✅,❌,✅,99.3,✅,—
SNPAM,48.8,41.0,✅,❌,✅,99.7,✅,—
KORDS,46.4,41.0,❌,❌,❌,96.8,✅,—
HATSN,,41.1,❌,❌,❌,86.7,❌,—
EUKYO,58.2,41.1,❌,❌,❌,99.7,✅,—
ECILC,49.7,41.2,✅,❌,✅,96.9,✅,—
PATEK,41.2,41.2,❌,❌,❌,76.9,❌,—
POLHO,62.9,41.3,❌,❌,❌,99.6,✅,—
KMPUR,44.2,41.3,✅,❌,✅,94.5,❌,—
AYES,58.8,41.4,✅,❌,✅,98.9,✅,—
SELEC,51.6,41.6,❌,❌,❌,100.0,✅,—
SANEL,53.0,41.6,❌,❌,❌,94.3,❌,—
ANELE,52.6,41.6,❌,❌,❌,99.3,✅,—
BRLSM,45.5,41.6,❌,❌,❌,48.7,❌,—
TURGG,46.7,41.6,❌,❌,❌,99.0,✅,—
UMPAS,56.5,41.6,❌,✅,❌,3.7,❌,—
GLRMK,,41.7,✅,❌,✅,61.8,❌,—
MTRYO,50.9,41.7,❌,❌,❌,96.9,✅,—
PETUN,49.2,41.8,✅,❌,✅,98.1,✅,—
MARTI,37.7,41.8,❌,❌,❌,96.8,✅,—
NUHCM,46.6,41.9,✅,❌,✅,95.9,✅,—
KNFRT,47.1,41.9,❌,❌,❌,99.4,✅,—
BOBET,43.1,41.9,❌,❌,❌,97.2,✅,—
