Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
KRTEK,31.6,22.8,✅,✅,✅,95.4,✅,🟢
TTKOM,53.2,45.7,✅,✅,✅,95.1,✅,🟢
BLUME,53.2,47.9,✅,✅,✅,97.4,✅,🟢
GARAN,55.3,48.6,✅,✅,✅,99.1,✅,🟢
EGEEN,42.2,49.6,✅,✅,✅,99.2,✅,🟢
AKBNK,54.8,50.4,✅,✅,✅,98.7,✅,🟢
KRGYO,42.8,51.6,✅,✅,✅,98.1,✅,🟢
MEPET,64.5,53.6,✅,✅,✅,99.8,✅,🟢
VAKBN,59.2,53.6,✅,✅,✅,99.2,✅,🟢
TRMET,64.0,55.3,✅,✅,✅,100.0,✅,🟢
RYSAS,67.6,57.8,✅,✅,✅,99.8,✅,🟢
KCHOL,66.6,59.6,✅,✅,✅,99.0,✅,🟢
GMTAS,93.1,59.7,✅,✅,✅,100.0,✅,🟢
KRPLS,69.2,61.2,✅,✅,✅,98.2,✅,🟢
SKYMD,,61.8,✅,✅,✅,99.7,✅,🟢
KRDMD,74.1,64.2,✅,✅,✅,99.3,✅,🟢
UNLU,53.9,65.2,✅,✅,✅,100.0,✅,🟢
BIMAS,84.6,65.4,✅,✅,✅,99.5,✅,🟢
ISDMR,75.1,68.1,✅,✅,✅,100.0,✅,🟢
CELHA,65.8,69.5,✅,✅,✅,99.6,✅,🟢
RYGYO,80.1,72.1,✅,✅,✅,100.0,✅,🟢
AHGAZ,69.8,74.6,✅,✅,✅,100.0,✅,🟢
ENERY,73.8,76.0,✅,✅,✅,100.0,✅,🟢
TKFEN,82.2,78.0,✅,✅,✅,100.0,✅,🟢
