Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
KRTEK,30.1,15.6,❌,❌,❌,94.4,❌,—
MERKO,29.3,20.6,❌,✅,❌,-12.2,❌,—
FORMT,34.6,20.8,❌,❌,❌,64.9,❌,—
SEKFK,34.8,22.6,❌,❌,❌,88.9,❌,—
BARMA,,22.6,❌,❌,❌,75.8,❌,—
IHYAY,37.7,24.4,❌,✅,❌,87.6,❌,—
ALVES,37.1,25.5,❌,❌,❌,-35.1,❌,—
OTTO,35.5,25.6,❌,✅,❌,76.2,❌,—
IMASM,39.9,26.7,❌,❌,❌,8.4,❌,—
VAKFN,45.7,26.8,❌,❌,❌,98.2,✅,—
AKYHO,39.7,27.1,❌,❌,❌,97.9,✅,—
TEZOL,40.1,27.3,❌,❌,❌,81.7,❌,—
USAK,39.3,27.3,❌,✅,❌,85.2,❌,—
NATEN,37.5,27.6,❌,❌,❌,94.7,❌,—
VESBE,31.5,27.7,❌,❌,❌,91.7,❌,—
MEGAP,38.7,27.9,❌,✅,❌,63.0,❌,—
SURGY,,28.1,❌,❌,❌,15.4,❌,—
BTCIM,45.9,28.3,❌,❌,❌,90.3,❌,—
IHLAS,39.9,28.5,❌,✅,❌,87.6,❌,—
EKIZ,44.1,28.6,❌,❌,❌,95.2,✅,—
BMSCH,44.1,28.7,❌,❌,❌,75.8,❌,—
TMSN,38.6,29.0,❌,❌,❌,98.3,✅,—
ARFYE,,29.5,❌,❌,❌,,❌,—
LYDYE,48.6,29.8,❌,❌,❌,99.6,✅,—
SODSN,39.1,29.9,❌,❌,❌,76.4,❌,—
KZBGY,41.1,30.1,❌,❌,❌,84.8,❌,—
DCTTR,,30.1,❌,❌,❌,40.6,❌,—
ZOREN,36.1,30.1,✅,❌,❌,81.4,❌,—
MOPAS,,30.2,❌,❌,❌,81.4,❌,—
YBTAS,37.5,30.3,❌,✅,❌,3.4,❌,—
CVKMD,45.5,30.3,❌,❌,❌,96.0,✅,—
RAYSG,38.2,30.4,❌,❌,❌,88.7,❌,—
GENTS,43.7,30.5,❌,✅,❌,95.5,✅,—
AGROT,33.8,30.6,❌,❌,❌,-215.2,❌,—
DARDL,36.5,30.7,❌,❌,❌,86.8,❌,—
YYAPI,40.1,30.7,❌,✅,❌,84.3,❌,—
LIDER,42.1,30.8,❌,❌,❌,73.3,❌,—
ARCLK,38.9,30.8,❌,❌,❌,95.8,✅,—
OSTIM,40.0,30.9,❌,❌,❌,96.8,✅,—
YKSLN,32.9,31.1,❌,❌,❌,89.4,❌,—
QNBTR,46.2,31.2,❌,❌,❌,99.9,✅,—
LRSHO,41.4,31.2,❌,❌,❌,83.8,❌,—
KATMR,43.9,31.2,❌,❌,❌,86.6,❌,—
AVTUR,45.2,31.2,❌,❌,❌,96.9,✅,—
A1CAP,45.7,31.3,❌,❌,❌,91.9,❌,—
ATAGY,43.0,31.3,❌,❌,❌,92.4,❌,—
KONKA,40.5,31.4,❌,❌,❌,93.9,❌,—
KONTR,33.8,31.5,❌,✅,❌,-54.7,❌,—
YESIL,37.4,31.5,❌,❌,❌,73.7,❌,—
KRVGD,45.4,31.6,❌,❌,❌,83.9,❌,—
TRILC,37.6,31.9,❌,✅,❌,60.4,❌,—
LYDHO,51.9,32.3,❌,❌,❌,99.3,✅,—
UNLU,39.3,32.4,❌,❌,❌,88.4,❌,—
ARZUM,36.9,32.6,❌,✅,❌,18.2,❌,—
EGEEN,38.0,32.7,❌,❌,❌,99.1,✅,—
BEGYO,,32.7,❌,✅,❌,41.0,❌,—
