Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
SANKO,45.6,39.8,✅,✅,✅,98.7,✅,🟢
TEKTU,47.8,42.0,✅,✅,✅,96.1,✅,🟢
KONYA,40.8,44.7,✅,✅,✅,98.4,✅,🟢
PNSUT,52.7,46.2,✅,✅,✅,96.4,✅,🟢
TERA,56.0,46.7,✅,✅,✅,95.9,✅,🟢
SKTAS,43.5,47.8,✅,✅,✅,100.0,✅,🟢
GARFA,54.2,48.1,✅,✅,✅,99.5,✅,🟢
PETUN,53.5,49.2,✅,✅,✅,97.2,✅,🟢
TURGG,49.9,50.4,✅,✅,✅,97.6,✅,🟢
MARTI,40.5,50.7,✅,✅,✅,96.2,✅,🟢
BRKO,54.0,50.8,✅,✅,✅,98.6,✅,🟢
PETKM,53.3,51.1,✅,✅,✅,99.6,✅,🟢
BUCIM,44.4,51.1,✅,✅,✅,99.1,✅,🟢
EDIP,63.5,53.0,✅,✅,✅,100.0,✅,🟢
SONME,57.7,53.4,✅,✅,✅,99.5,✅,🟢
NTGAZ,64.8,54.1,✅,✅,✅,98.5,✅,🟢
OZRDN,69.0,56.1,✅,✅,✅,96.3,✅,🟢
BOBET,49.7,60.8,✅,✅,✅,97.1,✅,🟢
KCHOL,65.8,61.0,✅,✅,✅,99.2,✅,🟢
OFSYM,,61.8,✅,✅,✅,100.0,✅,🟢
AGESA,73.3,64.8,✅,✅,✅,99.9,✅,🟢
ARASE,82.9,65.9,✅,✅,✅,99.5,✅,🟢
TBORG,59.1,66.2,✅,✅,✅,99.1,✅,🟢
AHGAZ,65.2,66.4,✅,✅,✅,100.0,✅,🟢
RYSAS,74.5,66.9,✅,✅,✅,100.0,✅,🟢
ATSYH,71.7,68.8,✅,✅,✅,99.8,✅,🟢
NETAS,64.4,69.5,✅,✅,✅,99.1,✅,🟢
KUVVA,70.4,70.1,✅,✅,✅,99.9,✅,🟢
AYGAZ,72.7,70.2,✅,✅,✅,99.9,✅,🟢
CRFSA,84.1,70.8,✅,✅,✅,97.7,✅,🟢
DEVA,65.6,74.3,✅,✅,✅,100.0,✅,🟢
TUPRS,79.7,79.1,✅,✅,✅,99.4,✅,🟢
SELEC,89.5,80.3,✅,✅,✅,100.0,✅,🟢
RYGYO,83.4,81.2,✅,✅,✅,100.0,✅,🟢
KRDMA,77.9,82.8,✅,✅,✅,100.0,✅,🟢
ANELE,95.5,85.1,✅,✅,✅,100.0,✅,🟢
BIGEN,,89.5,✅,✅,✅,100.0,✅,🟢
TRHOL,97.8,90.3,✅,✅,✅,100.0,✅,🟢
IEYHO,98.6,98.5,✅,✅,✅,100.0,✅,🟢
