Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ISATR,70.9,❌,❌,❌,❌,5.4,❌,✅,—
KRTEK,30.0,❌,❌,❌,❌,15.6,❌,❌,—
MERKO,29.3,❌,❌,❌,❌,20.6,❌,✅,—
FORMT,34.5,❌,❌,❌,❌,20.8,❌,❌,—
SEKFK,34.8,❌,❌,❌,✅,22.6,❌,❌,—
IHYAY,37.7,❌,❌,❌,❌,24.4,❌,✅,—
OTTO,35.5,❌,❌,❌,❌,25.6,❌,✅,—
IMASM,39.7,❌,❌,❌,❌,26.7,❌,❌,—
VAKFN,45.7,❌,❌,❌,❌,26.8,❌,❌,—
AKYHO,39.7,❌,❌,❌,❌,27.1,❌,❌,—
TEZOL,40.1,❌,❌,❌,❌,27.3,❌,❌,—
USAK,39.3,❌,❌,❌,❌,27.3,❌,✅,—
NATEN,37.5,❌,❌,❌,❌,27.6,❌,❌,—
VESBE,31.5,❌,❌,❌,❌,27.7,❌,❌,—
MEGAP,38.7,❌,❌,❌,❌,27.9,❌,✅,—
BTCIM,45.9,❌,❌,❌,❌,28.3,❌,❌,—
IHLAS,39.9,✅,❌,✅,❌,28.5,❌,✅,—
EKIZ,44.1,❌,❌,❌,❌,28.6,❌,❌,—
BMSCH,44.1,❌,❌,❌,❌,28.7,❌,❌,—
TMSN,38.6,❌,❌,❌,✅,29.0,❌,❌,—
LYDYE,48.6,❌,❌,❌,❌,29.8,❌,❌,—
SODSN,39.1,❌,❌,❌,❌,29.9,❌,❌,—
ZOREN,36.1,❌,❌,❌,❌,30.1,❌,❌,—
KZBGY,41.0,❌,❌,❌,❌,30.1,❌,❌,—
CVKMD,45.6,❌,❌,❌,❌,30.3,❌,❌,—
YBTAS,37.5,❌,❌,❌,❌,30.3,❌,✅,—
RAYSG,38.2,❌,❌,❌,❌,30.4,❌,❌,—
