Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
VRGYO,36.0,✅,✅,✅,❌,32.9,✅,✅,—
GOKNR,41.9,❌,❌,❌,❌,32.9,❌,❌,—
SEGYO,45.6,❌,❌,❌,❌,33.0,✅,❌,—
ATAGY,44.1,❌,❌,❌,❌,33.0,❌,❌,—
PKENT,37.2,✅,❌,✅,❌,33.1,❌,✅,—
IHLGM,44.5,✅,❌,✅,❌,33.1,❌,✅,—
VESTL,32.6,❌,❌,❌,❌,33.1,✅,✅,—
TUKAS,38.4,✅,✅,✅,❌,33.1,✅,✅,—
AKGRT,48.1,❌,❌,❌,❌,33.2,❌,❌,—
PGSUS,37.9,❌,❌,❌,❌,33.2,✅,❌,—
A1CAP,47.0,❌,❌,❌,❌,33.3,✅,❌,—
YESIL,38.1,❌,❌,❌,❌,33.5,❌,✅,—
CMENT,42.0,❌,❌,❌,✅,33.6,❌,❌,—
YKSLN,33.4,❌,❌,❌,❌,33.6,❌,❌,—
EUREN,37.4,✅,✅,✅,❌,33.6,✅,✅,—
MNDTR,38.7,❌,❌,❌,❌,33.6,❌,❌,—
KATMR,44.8,❌,❌,❌,❌,33.7,✅,❌,—
EMKEL,42.7,❌,❌,❌,❌,33.9,❌,❌,—
OSTIM,41.2,✅,❌,✅,❌,34.0,❌,❌,—
UNLU,39.7,❌,❌,❌,❌,34.3,❌,❌,—
MEKAG,42.2,✅,❌,✅,❌,34.3,✅,✅,—
ADESE,44.8,❌,❌,❌,❌,34.3,❌,✅,—
CONSE,37.0,❌,❌,❌,❌,34.5,✅,❌,—
BTCIM,48.9,❌,❌,❌,❌,34.5,❌,❌,—
EGEEN,38.3,❌,❌,❌,❌,34.5,❌,❌,—
MEGMT,46.4,❌,❌,❌,❌,34.6,❌,❌,—
RTALB,46.8,❌,❌,❌,❌,34.9,❌,❌,—
ERBOS,43.5,❌,❌,❌,✅,35.0,❌,❌,—
ISMEN,48.3,❌,❌,❌,❌,35.0,✅,❌,—
ARCLK,39.7,❌,❌,❌,❌,35.1,✅,❌,—
YATAS,46.5,❌,❌,❌,❌,35.2,❌,❌,—
CASA,40.9,✅,❌,✅,❌,35.3,❌,❌,—
YONGA,41.4,❌,❌,❌,❌,35.4,❌,❌,—
ULAS,44.8,✅,❌,✅,❌,35.5,❌,❌,—
CEMTS,46.1,✅,❌,✅,✅,35.7,❌,❌,—
ENSRI,42.7,✅,❌,✅,❌,35.7,✅,✅,—
SKBNK,47.5,❌,❌,❌,❌,35.7,✅,❌,—
ASUZU,42.9,❌,❌,❌,❌,35.7,✅,❌,—
PARSN,42.3,❌,❌,❌,❌,35.8,❌,❌,—
SAFKR,49.8,❌,❌,❌,❌,35.9,❌,❌,—
OYLUM,44.4,❌,❌,❌,❌,35.9,❌,❌,—
KSTUR,43.8,❌,❌,❌,❌,36.0,✅,❌,—
DERHL,46.0,✅,❌,✅,❌,36.1,❌,✅,—
LYDYE,49.3,❌,❌,❌,❌,36.2,❌,❌,—
LUKSK,46.5,❌,❌,❌,✅,36.2,❌,❌,—
BERA,43.6,✅,❌,✅,❌,36.3,❌,❌,—
KONKA,42.9,❌,❌,❌,❌,36.4,❌,❌,—
ANGEN,39.5,❌,❌,❌,❌,36.7,❌,❌,—
VKING,41.9,❌,❌,❌,❌,36.9,❌,✅,—
BRYAT,46.0,❌,❌,❌,❌,37.1,✅,❌,—
KUTPO,47.3,✅,❌,✅,❌,37.1,✅,❌,—
TATEN,42.7,❌,❌,❌,❌,37.3,❌,❌,—
FROTO,45.9,❌,❌,❌,❌,37.4,❌,❌,—
ORCAY,35.6,❌,✅,❌,❌,37.4,❌,❌,—
ALKA,48.7,✅,❌,✅,✅,37.5,❌,✅,—
KARSN,46.3,❌,❌,❌,❌,37.5,❌,❌,—
HUBVC,47.2,❌,❌,❌,❌,37.5,❌,❌,—
SANKO,45.4,✅,❌,✅,❌,37.6,✅,❌,—
LKMNH,47.0,❌,❌,❌,✅,37.6,❌,❌,—
ELITE,45.4,❌,❌,❌,❌,37.7,✅,❌,—
KIMMR,52.6,❌,❌,❌,❌,37.8,❌,❌,—
DOFER,43.1,✅,❌,✅,❌,37.8,❌,✅,—
FENER,34.7,✅,✅,✅,❌,38.0,✅,✅,—
MMCAS,47.7,❌,❌,❌,❌,38.0,❌,❌,—
MEDTR,41.9,✅,❌,✅,❌,38.1,✅,❌,—
MIATK,44.8,❌,❌,❌,❌,38.2,❌,❌,—
ARENA,43.7,✅,❌,✅,❌,38.2,✅,❌,—
PENGD,50.8,❌,❌,❌,✅,38.3,❌,❌,—
PRKAB,47.2,❌,❌,❌,❌,38.3,❌,❌,—
MARTI,38.8,✅,❌,✅,❌,38.4,✅,✅,—
OYYAT,48.5,✅,❌,✅,❌,38.4,✅,✅,—
TUCLK,38.0,✅,❌,✅,❌,38.5,❌,✅,—
BFREN,33.7,✅,✅,✅,❌,38.6,✅,✅,—
POLTK,39.2,❌,❌,❌,❌,38.7,❌,❌,—
DAPGM,47.3,❌,❌,❌,❌,38.8,❌,❌,—
ULKER,46.6,✅,❌,✅,❌,38.8,❌,✅,—
SRVGY,41.9,✅,❌,✅,❌,38.8,❌,✅,—
ERCB,35.6,❌,❌,❌,❌,38.8,✅,❌,—
AZTEK,44.1,❌,❌,❌,❌,38.9,❌,❌,—
SILVR,44.7,❌,❌,❌,❌,38.9,✅,❌,—
BURCE,51.8,❌,❌,❌,❌,39.1,✅,❌,—
DESA,47.5,✅,❌,✅,✅,39.1,❌,✅,—
MAKTK,47.3,✅,❌,✅,❌,39.1,✅,✅,—
IDGYO,45.5,❌,❌,❌,❌,39.2,✅,❌,—
SELVA,44.8,❌,❌,❌,❌,39.3,✅,❌,—
IZINV,48.0,❌,❌,❌,❌,39.3,❌,❌,—
BRISA,47.4,❌,❌,❌,❌,39.3,❌,❌,—
GRNYO,52.5,✅,❌,✅,❌,39.3,❌,❌,—
ATAKP,42.2,❌,❌,❌,❌,39.3,✅,❌,—
IHEVA,46.0,✅,❌,✅,❌,39.4,✅,✅,—
ISSEN,40.6,✅,❌,✅,❌,39.5,✅,❌,—
BLCYT,48.0,✅,❌,✅,❌,39.5,✅,✅,—
SUWEN,40.1,✅,❌,✅,❌,39.5,✅,✅,—
LYDHO,55.4,❌,❌,❌,✅,39.6,❌,❌,—
VKFYO,48.4,❌,❌,❌,❌,39.7,✅,❌,—
CLEBI,46.8,✅,❌,✅,❌,39.7,❌,✅,—
TLMAN,45.3,✅,❌,✅,❌,39.8,✅,❌,—
GZNMI,43.1,❌,❌,❌,❌,39.8,❌,✅,—
MAGEN,55.5,❌,❌,❌,❌,39.9,❌,❌,—
KLSER,27.5,❌,✅,❌,❌,39.9,❌,❌,—
TTKOM,52.1,✅,❌,✅,✅,40.0,❌,❌,—
SISE,49.7,❌,❌,❌,❌,40.1,✅,❌,—
HTTBT,48.2,✅,❌,✅,❌,40.1,❌,❌,—
ORMA,48.3,❌,❌,❌,❌,40.1,❌,❌,—
BEYAZ,47.4,❌,❌,❌,❌,40.2,❌,❌,—
GLCVY,48.6,✅,❌,✅,❌,40.3,✅,✅,—
ALKIM,46.6,✅,❌,✅,✅,40.3,❌,❌,—
HEKTS,34.4,❌,✅,❌,❌,40.5,❌,❌,—
DITAS,48.1,✅,❌,✅,❌,40.5,✅,❌,—
TUREX,45.3,❌,❌,❌,❌,40.6,❌,❌,—
ISYAT,45.4,❌,❌,❌,❌,40.8,✅,✅,—
RUZYE,48.7,✅,❌,✅,❌,40.9,❌,✅,—
KFEIN,47.1,❌,❌,❌,❌,40.9,❌,❌,—
VERTU,47.4,❌,❌,❌,❌,40.9,❌,❌,—
CRDFA,60.4,❌,❌,❌,✅,41.0,❌,❌,—
AYCES,48.5,✅,❌,✅,✅,41.0,✅,❌,—
INVEO,45.4,❌,❌,❌,✅,41.0,✅,❌,—
ESEN,45.3,✅,❌,✅,❌,41.0,✅,✅,—
MGROS,54.2,❌,❌,❌,❌,41.0,❌,❌,—
AKFGY,52.1,❌,❌,❌,❌,41.0,❌,❌,—
VKGYO,55.2,❌,❌,❌,✅,41.1,❌,❌,—
YYLGD,47.0,✅,❌,✅,❌,41.2,❌,❌,—
OYAYO,53.4,✅,❌,✅,✅,41.2,❌,❌,—
LINK,42.5,❌,❌,❌,❌,41.2,✅,❌,—
KLKIM,47.1,✅,❌,✅,❌,41.2,❌,✅,—
TEKTU,47.5,✅,❌,✅,❌,41.3,✅,✅,—
PAPIL,45.4,✅,❌,✅,❌,41.3,✅,✅,—
GWIND,47.5,❌,❌,❌,❌,41.3,❌,❌,—
SAMAT,44.1,✅,❌,✅,❌,41.4,❌,❌,—
SMART,46.9,✅,❌,✅,❌,41.4,❌,❌,—
COSMO,46.6,✅,❌,✅,❌,41.4,✅,✅,—
HATEK,45.1,❌,❌,❌,❌,41.4,❌,❌,—
YAYLA,47.6,✅,❌,✅,✅,41.4,❌,❌,—
UMPAS,56.5,❌,❌,❌,❌,41.4,✅,✅,—
MZHLD,42.2,✅,❌,✅,❌,41.5,✅,✅,—
BAKAB,49.2,❌,❌,❌,❌,41.5,❌,❌,—
KRSTL,51.1,❌,❌,❌,❌,41.5,✅,❌,—
ATLAS,49.4,❌,❌,❌,❌,41.5,❌,❌,—
ALCTL,49.2,❌,❌,❌,❌,41.6,❌,❌,—
BAYRK,46.4,✅,❌,✅,❌,41.6,❌,✅,—
SUMAS,47.1,❌,❌,❌,❌,41.7,❌,❌,—
ZEDUR,47.0,✅,❌,✅,❌,41.7,✅,❌,—
ALGYO,49.8,✅,❌,✅,❌,41.8,✅,✅,—
KZGYO,43.7,✅,❌,✅,❌,41.8,✅,✅,—
ULUFA,54.1,❌,❌,❌,❌,41.9,❌,❌,—
PAMEL,43.1,❌,❌,❌,❌,41.9,✅,❌,—
MERCN,48.8,❌,❌,❌,❌,42.2,❌,❌,—
BVSAN,50.3,❌,❌,❌,❌,42.3,✅,❌,—
CMBTN,40.6,❌,❌,❌,❌,42.3,❌,✅,—
AVHOL,47.3,❌,❌,❌,❌,42.3,✅,❌,—
BIZIM,44.5,✅,❌,✅,❌,42.3,❌,✅,—
HLGYO,58.3,❌,❌,❌,✅,42.3,✅,❌,—
JANTS,41.3,✅,❌,✅,❌,42.3,❌,✅,—
GOLTS,46.7,✅,❌,✅,❌,42.4,❌,✅,—
MAVI,51.6,❌,❌,❌,❌,42.4,❌,❌,—
TTRAK,41.0,✅,❌,✅,❌,42.4,❌,✅,—
KAREL,46.5,❌,❌,❌,❌,42.5,❌,❌,—
DZGYO,50.5,✅,❌,✅,✅,42.5,✅,❌,—
KUYAS,61.1,❌,❌,❌,✅,42.5,❌,❌,—
BSOKE,53.4,❌,❌,❌,✅,42.6,❌,❌,—
ALCAR,41.9,❌,❌,❌,❌,42.6,✅,❌,—
BALAT,52.4,❌,❌,❌,❌,42.8,❌,✅,—
AGYO,50.9,✅,❌,✅,❌,42.8,✅,❌,—
IZENR,47.9,❌,❌,❌,❌,42.9,❌,❌,—
AGHOL,52.9,❌,❌,❌,✅,42.9,❌,❌,—
YAPRK,42.9,✅,❌,✅,❌,43.0,✅,✅,—
PINSU,55.2,❌,❌,❌,❌,43.2,❌,❌,—
KLMSN,49.7,✅,❌,✅,✅,43.2,❌,❌,—
CIMSA,53.7,✅,❌,✅,❌,43.2,✅,❌,—
SOKE,50.1,❌,❌,❌,❌,43.3,✅,❌,—
YUNSA,53.7,❌,❌,❌,✅,43.3,❌,❌,—
TSGYO,44.4,✅,❌,✅,❌,43.4,✅,✅,—
OTKAR,43.1,✅,❌,✅,❌,43.4,✅,✅,—
MSGYO,54.9,❌,❌,❌,✅,43.5,❌,❌,—
GLBMD,50.3,❌,❌,❌,❌,43.6,❌,❌,—
EUYO,51.9,❌,❌,❌,❌,43.6,❌,❌,—
SEYKM,46.7,❌,❌,❌,❌,43.6,❌,❌,—
KAPLM,55.9,❌,❌,❌,❌,43.6,✅,❌,—
ATEKS,48.7,❌,❌,❌,✅,43.7,❌,❌,—
ALFAS,44.1,✅,✅,✅,❌,43.7,❌,❌,—
SKYLP,57.4,❌,❌,❌,✅,43.7,❌,❌,—
KTSKR,54.1,❌,❌,❌,❌,43.8,❌,❌,—
HDFGS,50.1,❌,❌,❌,❌,43.9,✅,✅,—
SNGYO,51.2,✅,❌,✅,❌,43.9,✅,✅,—
EUHOL,50.2,✅,❌,✅,✅,44.0,❌,❌,—
PNSUT,50.2,✅,❌,✅,❌,44.0,✅,✅,—
ISCTR,50.8,✅,❌,✅,✅,44.0,✅,❌,—
TURGG,48.6,✅,❌,✅,✅,44.1,❌,✅,—
MAALT,54.2,✅,❌,✅,❌,44.1,❌,❌,—
DOGUB,55.6,❌,❌,❌,❌,44.1,❌,❌,—
SASA,40.6,❌,❌,❌,❌,44.2,✅,❌,—
IHAAS,54.5,✅,❌,✅,❌,44.2,❌,❌,—
AEFES,53.9,❌,❌,❌,❌,44.3,❌,❌,—
AVOD,51.3,✅,❌,✅,❌,44.5,❌,❌,—
SKTAS,44.0,✅,❌,✅,✅,44.5,❌,❌,—
ECILC,54.4,✅,❌,✅,✅,44.6,✅,✅,—
TSKB,51.7,✅,❌,✅,❌,44.6,✅,❌,—
QNBFK,44.2,❌,❌,❌,❌,44.6,❌,❌,—
TDGYO,48.5,❌,❌,❌,❌,44.6,❌,✅,—
KONYA,39.9,✅,❌,✅,❌,44.7,❌,✅,—
MERIT,52.4,❌,❌,❌,❌,44.7,❌,❌,—
ISKPL,52.1,✅,❌,✅,✅,44.7,✅,✅,—
BESLR,49.1,✅,❌,✅,❌,44.8,❌,✅,—
EMNIS,42.6,❌,❌,❌,❌,44.8,❌,❌,—
KLNMA,43.2,❌,✅,❌,❌,44.9,✅,✅,—
DYOBY,47.7,✅,❌,✅,❌,44.9,❌,❌,—
HEDEF,53.4,❌,❌,❌,✅,44.9,❌,❌,—
BAGFS,48.4,✅,❌,✅,❌,45.1,❌,✅,—
SNPAM,50.4,✅,❌,✅,✅,45.1,✅,✅,—
ISGSY,59.9,✅,❌,✅,✅,45.1,❌,❌,—
DOAS,52.5,❌,❌,❌,✅,45.2,❌,❌,—
BANVT,43.6,✅,❌,✅,❌,45.4,✅,❌,—
TERA,55.8,✅,❌,✅,✅,45.4,✅,✅,—
GLRYH,48.6,✅,❌,✅,❌,45.5,✅,✅,—
INTEK,42.7,❌,❌,❌,❌,45.5,✅,❌,—
QUAGR,44.7,❌,❌,❌,❌,45.5,❌,✅,—
INTEM,50.6,✅,❌,✅,❌,45.5,❌,✅,—
PLTUR,48.6,✅,❌,✅,❌,45.5,✅,✅,—
GOODY,45.3,✅,❌,✅,✅,45.6,❌,❌,—
BRKVY,52.6,✅,❌,✅,❌,45.6,✅,✅,—
AKENR,51.3,✅,❌,✅,❌,45.7,❌,❌,—
KOPOL,47.6,✅,✅,✅,❌,45.7,❌,❌,—
TKNSA,44.4,✅,❌,✅,❌,45.7,❌,✅,—
KAYSE,44.3,✅,❌,✅,❌,45.8,✅,✅,—
TCELL,56.8,✅,❌,✅,❌,45.8,❌,❌,—
NUGYO,50.9,❌,❌,❌,❌,45.8,❌,❌,—
NUHCM,49.2,✅,❌,✅,❌,45.8,❌,✅,—
VAKKO,50.4,✅,❌,✅,✅,45.8,✅,❌,—
BIENY,36.6,✅,✅,✅,❌,45.8,✅,✅,—
CEMAS,47.4,✅,❌,✅,❌,45.9,✅,✅,—
ACSEL,51.9,❌,❌,❌,❌,45.9,✅,❌,—
AYEN,57.7,✅,❌,✅,✅,46.0,❌,❌,—
KENT,38.9,✅,❌,✅,❌,46.0,✅,✅,—
AFYON,52.5,❌,❌,❌,✅,46.1,❌,❌,—
A1YEN,51.0,✅,❌,✅,❌,46.1,✅,❌,—
ENKAI,63.7,✅,❌,✅,✅,46.2,✅,❌,—
TOASO,56.6,❌,❌,❌,✅,46.2,❌,❌,—
BURVA,59.5,✅,❌,✅,❌,46.2,❌,❌,—
OSMEN,37.2,❌,✅,❌,❌,46.3,❌,❌,—
LIDFA,61.4,❌,❌,❌,❌,46.3,✅,❌,—
MTRYO,53.6,✅,❌,✅,❌,46.3,❌,❌,—
GSDHO,53.4,✅,❌,✅,✅,46.4,✅,❌,—
SNICA,35.1,❌,❌,❌,❌,46.4,✅,✅,—
INGRM,48.1,✅,❌,✅,❌,46.4,❌,❌,—
BASGZ,67.0,✅,❌,✅,✅,46.5,❌,❌,—
DESPC,47.0,❌,❌,❌,❌,46.8,✅,✅,—
MAKIM,45.5,✅,❌,✅,✅,46.8,❌,❌,—
PNLSN,49.3,❌,❌,❌,❌,46.8,❌,❌,—
GARFA,53.8,✅,❌,✅,✅,47.0,✅,❌,—
LOGO,53.7,✅,❌,✅,❌,47.0,❌,✅,—
NIBAS,51.1,✅,❌,✅,❌,47.1,✅,✅,—
MEPET,60.7,✅,❌,✅,❌,47.2,❌,❌,—
DGGYO,50.8,❌,❌,❌,✅,47.2,❌,❌,—
CUSAN,51.4,✅,❌,✅,✅,47.3,❌,❌,—
GRSEL,58.0,❌,❌,❌,❌,47.4,❌,❌,—
AKSA,55.0,❌,❌,❌,✅,47.5,❌,❌,—
MRGYO,46.7,✅,❌,✅,❌,47.6,✅,✅,—
BRKSN,49.8,✅,❌,✅,❌,47.6,✅,✅,—
ODAS,56.0,❌,✅,❌,❌,47.7,❌,❌,—
PETUN,52.2,✅,❌,✅,❌,47.7,✅,✅,—
MARBL,47.5,✅,✅,✅,❌,47.8,✅,✅,—
EGEPO,69.1,❌,❌,❌,✅,47.8,❌,❌,—
FLAP,52.2,✅,❌,✅,❌,47.9,✅,✅,—
BNTAS,44.7,✅,✅,✅,✅,47.9,❌,✅,—
GATEG,64.5,✅,❌,✅,✅,47.9,❌,❌,—
BUCIM,44.9,✅,❌,✅,❌,48.0,✅,✅,—
CCOLA,41.5,❌,✅,❌,❌,48.0,❌,❌,—
EGSER,46.4,✅,❌,✅,❌,48.1,✅,✅,—
DOKTA,48.1,✅,❌,✅,❌,48.1,❌,✅,—
ISBIR,44.7,✅,❌,✅,❌,48.2,❌,✅,—
PENTA,44.4,✅,✅,✅,❌,48.3,✅,✅,—
TEHOL,59.8,❌,✅,❌,✅,48.3,❌,❌,—
ULUSE,57.5,❌,✅,❌,❌,48.4,❌,❌,—
ECZYT,59.2,✅,❌,✅,✅,48.5,❌,❌,—
KLGYO,50.6,✅,❌,✅,✅,48.5,✅,✅,—
PRKME,49.7,✅,❌,✅,❌,48.6,✅,❌,—
ONCSM,58.3,❌,❌,❌,❌,48.6,✅,❌,—
SMRTG,48.0,❌,✅,❌,❌,48.6,✅,❌,—
TABGD,60.4,✅,❌,✅,❌,48.7,❌,❌,—
MRSHL,51.6,✅,❌,✅,❌,48.7,❌,❌,—
THYAO,55.9,❌,❌,❌,❌,48.8,✅,❌,—
SUNTK,51.0,❌,❌,❌,❌,48.9,❌,❌,—
GEDIK,58.9,✅,❌,✅,✅,48.9,❌,❌,—
OZRDN,65.9,❌,❌,❌,❌,49.0,❌,❌,—
PETKM,53.3,✅,❌,✅,❌,49.1,❌,❌,—
BOSSA,51.8,✅,❌,✅,✅,49.2,❌,❌,—
FMIZP,52.1,✅,❌,✅,❌,49.2,❌,✅,—
NTHOL,55.4,❌,❌,❌,✅,49.4,❌,❌,—
OZGYO,62.2,❌,❌,❌,❌,49.5,❌,❌,—
DERIM,53.4,✅,❌,✅,✅,49.5,❌,✅,—
OBASE,52.8,❌,❌,❌,❌,49.5,✅,❌,—
BRKO,54.7,✅,❌,✅,✅,49.6,✅,❌,—
ANSGR,63.0,✅,❌,✅,❌,49.6,❌,❌,—
NTGAZ,64.4,✅,❌,✅,✅,49.7,❌,❌,—
CEOEM,49.0,✅,✅,✅,❌,49.8,✅,✅,—
ZRGYO,55.0,✅,❌,✅,✅,49.8,❌,✅,—
SARKY,56.5,✅,❌,✅,❌,49.9,✅,✅,—
EDIP,59.9,✅,❌,✅,✅,50.2,✅,✅,—
TATGD,51.3,✅,✅,✅,❌,50.3,✅,❌,—
DENGE,46.6,✅,✅,✅,❌,50.4,✅,✅,—
GEDZA,53.9,✅,❌,✅,❌,50.4,✅,✅,—
GOZDE,51.2,❌,❌,❌,❌,50.5,❌,❌,—
BMSTL,61.2,✅,❌,✅,✅,50.6,❌,❌,—
ISFIN,59.5,❌,❌,❌,❌,50.6,❌,❌,—
KMPUR,50.8,❌,✅,❌,❌,50.6,❌,❌,—
TMPOL,63.6,✅,✅,✅,✅,50.7,❌,❌,—
ANHYT,59.4,❌,❌,❌,✅,50.7,✅,❌,—
SANEL,64.8,❌,✅,❌,❌,50.8,❌,❌,—
MOBTL,66.1,❌,❌,❌,✅,51.0,✅,❌,—
GARAN,56.5,✅,❌,✅,✅,51.0,✅,✅,—
AKSEN,67.5,❌,✅,❌,✅,51.0,✅,❌,—
DMSAS,52.8,✅,❌,✅,❌,51.1,❌,✅,—
TAVHL,56.6,✅,❌,✅,❌,51.3,✅,✅,—
BRMEN,56.2,❌,✅,❌,✅,51.3,❌,❌,—
AKFYE,61.5,❌,✅,❌,❌,51.4,❌,❌,—
MPARK,61.6,✅,❌,✅,❌,51.4,❌,✅,—
DGATE,62.3,❌,❌,❌,✅,51.4,❌,❌,—
YEOTK,62.5,❌,✅,❌,❌,51.6,✅,❌,—
DIRIT,51.3,✅,❌,✅,❌,51.7,❌,✅,—
DNISI,51.9,✅,❌,✅,✅,51.8,❌,✅,—
SAHOL,54.9,✅,❌,✅,✅,51.9,✅,✅,—
BYDNR,62.0,❌,✅,❌,❌,51.9,❌,❌,—
CWENE,65.7,✅,✅,✅,✅,52.0,✅,❌,—
YKBNK,56.0,✅,❌,✅,✅,52.0,✅,✅,—
VAKBN,58.7,✅,❌,✅,✅,52.0,✅,✅,—
BASCM,55.4,✅,❌,✅,❌,52.0,✅,✅,—
RODRG,54.8,✅,❌,✅,❌,52.1,✅,❌,—
TURSG,66.8,✅,❌,✅,❌,52.1,✅,✅,—
DGNMO,52.7,❌,✅,❌,❌,52.1,❌,❌,—
PSGYO,63.5,❌,✅,❌,❌,52.2,❌,❌,—
ADEL,44.6,✅,✅,✅,❌,52.2,✅,✅,—
DURDO,62.9,✅,✅,✅,❌,52.4,❌,❌,—
ICBCT,59.3,❌,✅,❌,✅,52.4,✅,❌,—
AKBNK,55.8,✅,❌,✅,❌,52.4,✅,✅,—
EKSUN,52.0,✅,✅,✅,❌,52.5,✅,❌,—
AVGYO,60.3,✅,✅,✅,✅,52.8,❌,❌,—
MACKO,56.4,✅,❌,✅,❌,52.8,✅,✅,—
OZKGY,55.3,✅,❌,✅,✅,53.0,✅,✅,—
ESCAR,57.0,✅,✅,✅,❌,53.1,❌,❌,—
GSRAY,34.9,✅,✅,✅,❌,53.1,✅,✅,—
MNDRS,51.1,✅,❌,✅,❌,53.2,✅,✅,—
BIOEN,53.0,✅,✅,✅,❌,53.3,❌,✅,—
IZFAS,71.7,❌,❌,❌,❌,53.3,✅,❌,—
FADE,54.9,✅,✅,✅,✅,53.3,✅,✅,🟢
SONME,58.4,✅,❌,✅,✅,53.4,❌,✅,—
EKGYO,58.3,✅,❌,✅,✅,53.6,✅,✅,—
KNFRT,52.6,✅,✅,✅,❌,53.6,✅,✅,—
GEREL,73.1,❌,✅,❌,✅,53.6,✅,❌,—
FRIGO,57.6,✅,❌,✅,❌,53.7,✅,✅,—
AYES,67.6,✅,✅,✅,✅,53.8,❌,❌,—
RNPOL,62.2,✅,✅,✅,❌,53.8,✅,✅,—
GUBRF,62.1,✅,✅,✅,✅,54.1,✅,✅,🟢
UFUK,66.1,❌,❌,❌,✅,54.3,❌,❌,—
PRDGS,61.1,✅,✅,✅,✅,54.5,❌,✅,—
EGGUB,61.3,✅,✅,✅,✅,54.5,✅,✅,🟢
ETILR,49.7,❌,✅,❌,❌,54.5,❌,❌,—
RUBNS,54.9,✅,✅,✅,❌,54.6,❌,✅,—
EPLAS,51.8,✅,✅,✅,❌,54.7,✅,✅,—
HALKB,66.0,✅,✅,✅,✅,54.7,✅,✅,🟢
ENERY,63.3,✅,❌,✅,❌,54.7,✅,✅,—
AYDEM,57.7,✅,✅,✅,✅,54.8,❌,✅,—
OYAKC,54.8,✅,❌,✅,❌,55.0,✅,✅,—
HUNER,53.0,✅,✅,✅,❌,55.2,❌,✅,—
RALYH,62.1,✅,✅,✅,✅,55.2,❌,✅,—
BLUME,57.5,✅,❌,✅,❌,55.2,❌,✅,—
ULUUN,62.2,✅,✅,✅,✅,55.5,✅,✅,🟢
HKTM,52.3,✅,✅,✅,❌,55.6,❌,✅,—
EREGL,65.4,❌,✅,❌,❌,55.8,✅,❌,—
FONET,67.8,❌,✅,❌,❌,55.8,❌,❌,—
ICUGS,61.5,❌,✅,❌,❌,55.9,❌,❌,—
EDATA,70.0,✅,✅,✅,✅,56.0,❌,❌,—
ESCOM,60.9,✅,✅,✅,✅,56.2,❌,❌,—
YGGYO,80.1,✅,✅,✅,✅,56.4,❌,❌,—
