Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
PGSUS,36.5,32.1,❌,❌,❌,92.3,❌,—
TATEN,38.5,32.1,❌,❌,❌,15.8,❌,—
CASA,39.3,32.2,❌,❌,❌,-27.2,❌,—
AVTUR,44.9,32.4,❌,❌,❌,96.8,✅,—
UCAYM,,32.4,❌,❌,❌,10.9,❌,—
EGEGY,,32.4,❌,❌,❌,76.4,❌,—
PARSN,40.1,32.4,❌,❌,❌,98.9,✅,—
MNDTR,37.1,32.4,❌,❌,❌,98.1,✅,—
DESA,43.8,32.4,❌,❌,❌,99.8,✅,—
ARCLK,37.7,32.4,❌,❌,❌,95.7,✅,—
HUBVC,44.0,32.5,❌,❌,❌,92.1,❌,—
BALSU,,32.6,❌,❌,❌,-435.1,❌,—
TLMAN,41.2,32.6,❌,❌,❌,98.0,✅,—
SELVA,41.9,32.6,❌,❌,❌,-152.6,❌,—
BURCE,48.2,32.6,❌,❌,❌,97.4,✅,—
ORMA,43.9,32.7,❌,❌,❌,88.3,❌,—
SRVGY,38.4,32.7,❌,❌,❌,95.0,✅,—
ANGEN,37.0,32.7,❌,❌,❌,58.8,❌,—
REEDR,,32.7,❌,❌,❌,-2345.4,❌,—
SILVR,41.6,32.8,❌,❌,❌,99.3,✅,—
ICUGS,46.5,32.8,❌,❌,❌,95.4,✅,—
BFREN,32.7,32.9,❌,❌,❌,98.7,✅,—
ATAGY,42.8,32.9,❌,❌,❌,92.4,❌,—
TUKAS,37.5,33.0,❌,❌,❌,85.6,❌,—
CGCAM,,33.1,❌,❌,❌,87.6,❌,—
SNGYO,42.8,33.1,❌,❌,❌,96.2,✅,—
IZENR,37.2,33.1,❌,❌,❌,68.0,❌,—
GZNMI,40.0,33.1,❌,❌,❌,94.2,❌,—
BERA,40.7,33.2,❌,❌,❌,88.4,❌,—
BAYRK,43.4,33.2,❌,❌,❌,97.1,✅,—
DAPGM,42.9,33.3,❌,❌,❌,82.2,❌,—
TUREX,43.5,33.3,❌,❌,❌,0.3,❌,—
SMART,42.8,33.3,❌,❌,❌,96.0,✅,—
KBORU,,33.3,❌,❌,❌,91.5,❌,—
ARENA,41.1,33.3,❌,❌,❌,98.0,✅,—
BIGCH,,33.4,❌,❌,❌,27.4,❌,—
KSTUR,41.7,33.4,❌,❌,❌,52.6,❌,—
TSGYO,40.6,33.4,❌,❌,❌,95.6,✅,—
COSMO,43.6,33.5,❌,❌,❌,74.4,❌,—
HDFGS,45.6,33.5,❌,❌,❌,90.3,❌,—
ZGYO,,33.6,❌,❌,❌,81.3,❌,—
YUNSA,47.5,33.8,❌,❌,❌,97.7,✅,—
GOKNR,39.4,33.8,❌,❌,❌,81.5,❌,—
YYLGD,43.3,33.8,❌,❌,❌,49.3,❌,—
KLKIM,43.2,33.9,❌,❌,❌,95.7,✅,—
ZEDUR,41.3,33.9,❌,❌,❌,90.1,❌,—
PAHOL,,33.9,❌,❌,❌,,❌,—
ALKA,45.6,34.0,❌,❌,❌,98.4,✅,—
IHEVA,43.8,34.1,❌,❌,❌,98.7,✅,—
ISSEN,38.6,34.1,❌,❌,❌,75.3,❌,—
ISYAT,42.3,34.1,❌,❌,❌,97.3,✅,—
TKNSA,40.2,34.2,❌,❌,❌,95.9,✅,—
ERCB,33.7,34.2,❌,❌,❌,-30.3,❌,—
ALFAS,40.8,34.2,❌,❌,❌,77.3,❌,—
SAMAT,40.9,34.3,❌,❌,❌,97.6,✅,—
SMRVA,,34.3,❌,✅,❌,-182.9,❌,—
CLEBI,44.4,34.3,❌,❌,❌,97.9,✅,—
CRDFA,53.4,34.5,❌,❌,❌,95.3,✅,—
KUTPO,46.0,34.5,❌,❌,❌,97.6,✅,—
KFEIN,44.2,34.5,❌,❌,❌,91.6,❌,—
ORCAY,34.9,34.5,❌,❌,❌,48.9,❌,—
ULAS,44.0,34.5,❌,❌,❌,96.1,✅,—
KLRHO,,34.6,❌,✅,❌,9.7,❌,—
OBAMS,,34.6,❌,❌,❌,-341.9,❌,—
VAKFA,,34.7,❌,❌,❌,,❌,—
ULKER,43.6,34.7,❌,❌,❌,84.6,❌,—
MAKIM,39.7,34.7,❌,❌,❌,96.9,✅,—
BAKAB,44.5,34.7,❌,❌,❌,96.5,✅,—
ALCTL,44.3,34.8,❌,❌,❌,98.3,✅,—
ECZYT,51.0,34.8,❌,❌,❌,99.1,✅,—
ZERGY,,34.8,❌,❌,❌,,❌,—
IHLGM,42.8,34.8,❌,❌,❌,95.7,✅,—
SMRTG,40.6,34.8,❌,❌,❌,82.6,❌,—
LKMNH,44.2,34.9,❌,❌,❌,99.5,✅,—
BRYAT,44.0,34.9,❌,❌,❌,98.9,✅,—
KAREL,41.7,34.9,❌,❌,❌,94.0,❌,—
LINK,40.2,35.0,❌,❌,❌,91.7,❌,—
VKFYO,44.9,35.0,❌,❌,❌,92.6,❌,—
ULUFA,48.9,35.0,❌,❌,❌,89.8,❌,—
SNICA,32.1,35.0,❌,❌,❌,-193.2,❌,—
LYDYE,48.0,35.1,❌,❌,❌,99.6,✅,—
ECILC,47.6,35.1,❌,❌,❌,96.8,✅,—
EKSUN,41.7,35.2,❌,❌,❌,-6237.9,❌,—
EUHOL,46.6,35.2,❌,❌,❌,97.8,✅,—
AKSUE,49.5,35.3,❌,❌,❌,93.5,❌,—
IHGZT,42.3,35.4,❌,❌,❌,84.1,❌,—
ALKIM,43.5,35.5,❌,❌,❌,96.8,✅,—
DOFRB,,35.5,❌,❌,❌,85.1,❌,—
BRISA,44.0,35.5,❌,❌,❌,98.4,✅,—
HEDEF,46.4,35.5,❌,❌,❌,96.1,✅,—
OSTIM,40.5,35.5,❌,❌,❌,96.8,✅,—
MEYSU,,35.6,❌,❌,❌,83.1,❌,—
BIENY,32.4,35.6,❌,❌,❌,37.5,❌,—
MGROS,48.8,35.6,❌,❌,❌,98.2,✅,—
VESBE,32.2,35.6,❌,✅,❌,92.6,❌,—
IDGYO,43.0,35.7,❌,❌,❌,89.3,❌,—
MAVI,47.1,35.7,❌,❌,❌,88.8,❌,—
CIMSA,47.5,35.8,❌,❌,❌,98.2,✅,—
LIDFA,49.4,35.8,❌,❌,❌,95.7,✅,—
ACSEL,47.4,35.8,❌,❌,❌,93.4,❌,—
OSMEN,36.7,36.0,❌,❌,❌,63.0,❌,—
TEKTU,44.7,36.0,❌,❌,❌,95.4,✅,—
BMSCH,45.4,36.0,❌,✅,❌,74.8,❌,—
HEKTS,33.0,36.0,❌,❌,❌,84.2,❌,—
KLMSN,45.7,36.0,❌,❌,❌,98.8,✅,—
VKGYO,50.8,36.0,❌,❌,❌,99.1,✅,—
PAPIL,42.6,36.0,❌,❌,❌,89.2,❌,—
SKBNK,45.9,36.1,❌,❌,❌,96.6,✅,—
GOLTS,42.9,36.1,❌,❌,❌,97.6,✅,—
GRNYO,45.9,36.2,❌,❌,❌,99.5,✅,—
GLRYH,41.3,36.2,❌,❌,❌,92.7,❌,—
GLCVY,45.7,36.3,❌,❌,❌,83.1,❌,—
KTSKR,48.1,36.3,❌,❌,❌,94.5,❌,—
LILAK,,36.3,❌,❌,❌,59.7,❌,—
ODINE,,36.4,❌,❌,❌,96.5,✅,—
GWIND,44.0,36.4,❌,❌,❌,64.0,❌,—
CEMAS,44.9,36.4,❌,❌,❌,94.2,❌,—
POLTK,38.2,36.5,❌,❌,❌,64.9,❌,—
MARMR,,36.6,❌,❌,❌,-450.9,❌,—
BLCYT,44.6,36.6,❌,❌,❌,82.6,❌,—
SERNT,,36.8,❌,❌,❌,,❌,—
HLGYO,53.6,36.8,❌,❌,❌,98.9,✅,—
KAYSE,41.2,36.8,❌,❌,❌,89.3,❌,—
KLGYO,44.3,36.9,❌,❌,❌,96.4,✅,—
QUAGR,41.2,36.9,❌,❌,❌,63.2,❌,—
KENT,36.0,37.0,❌,✅,❌,70.8,❌,—
SNPAM,47.6,37.0,❌,❌,❌,99.7,✅,—
ESEN,43.4,37.2,❌,✅,❌,69.9,❌,—
KOPOL,40.8,37.3,❌,❌,❌,85.8,❌,—
FROTO,44.1,37.3,❌,❌,❌,90.0,❌,—
INTEM,46.9,37.3,❌,❌,❌,99.0,✅,—
PENGD,48.8,37.3,❌,❌,❌,96.0,✅,—
FZLGY,,37.4,❌,❌,❌,35.8,❌,—
TUCLK,37.4,37.5,❌,✅,❌,94.0,❌,—
RUZYE,44.6,37.5,❌,❌,❌,73.1,❌,—
PINSU,51.4,37.5,❌,❌,❌,97.6,✅,—
TTRAK,39.3,37.6,❌,❌,❌,92.7,❌,—
DOAS,48.4,37.7,❌,❌,❌,98.3,✅,—
ISFIN,53.5,37.7,❌,❌,❌,99.8,✅,—
OYAYO,49.9,37.7,❌,❌,❌,97.1,✅,—
TMPOL,49.8,37.7,❌,❌,❌,92.7,❌,—
AVHOL,44.1,37.7,❌,❌,❌,82.3,❌,—
BANVT,40.9,37.7,❌,❌,❌,98.5,✅,—
SEGMN,,37.8,❌,❌,❌,96.1,✅,—
INVEO,43.6,37.8,❌,❌,❌,95.7,✅,—
GLBMD,47.7,37.9,❌,❌,❌,94.0,❌,—
A1YEN,45.5,38.0,❌,❌,❌,92.3,❌,—
THYAO,48.6,38.0,❌,❌,❌,99.8,✅,—
ISKPL,46.7,38.1,❌,❌,❌,89.5,❌,—
GEDIK,51.5,38.2,❌,❌,❌,96.1,✅,—
GEDZA,47.5,38.2,❌,❌,❌,96.2,✅,—
MNDRS,45.4,38.3,❌,❌,❌,99.5,✅,—
HATEK,43.1,38.3,❌,❌,❌,85.4,❌,—
PRKAB,46.4,38.3,❌,❌,❌,94.1,❌,—
ISMEN,47.5,38.4,❌,❌,❌,95.2,✅,—
ERSU,49.6,38.4,❌,❌,❌,94.7,❌,—
FRMPL,,38.4,❌,❌,❌,-72.5,❌,—
EUYO,48.5,38.4,❌,❌,❌,97.0,✅,—
GSRAY,33.7,38.4,❌,❌,❌,23.2,❌,—
MHRGY,,38.4,❌,❌,❌,-60.6,❌,—
NETCD,,38.5,❌,❌,❌,15.7,❌,—
PNLSN,45.2,38.6,❌,❌,❌,92.0,❌,—
DOGUB,51.8,38.6,❌,❌,❌,98.5,✅,—
GRSEL,52.5,38.6,❌,❌,❌,86.2,❌,—
PLTUR,45.4,38.6,❌,❌,❌,98.6,✅,—
MARBL,41.0,38.7,❌,❌,❌,70.1,❌,—
PENTA,41.3,38.7,❌,❌,❌,-96.4,❌,—
SEYKM,44.4,38.7,❌,❌,❌,77.4,❌,—
BEYAZ,45.6,38.8,❌,❌,❌,88.4,❌,—
NTHOL,47.4,38.9,❌,❌,❌,99.5,✅,—
AFYON,49.1,39.1,❌,❌,❌,99.3,✅,—
BYDNR,51.4,39.1,❌,❌,❌,82.9,❌,—
DGATE,52.6,39.2,❌,❌,❌,99.3,✅,—
ENTRA,,39.2,❌,❌,❌,-39309.7,❌,—
DMSAS,46.6,39.2,❌,❌,❌,98.9,✅,—
ATEKS,46.1,39.2,❌,❌,❌,98.9,✅,—
DGNMO,45.6,39.3,❌,❌,❌,97.9,✅,—
BIZIM,42.0,39.3,❌,❌,❌,97.1,✅,—
DYOBY,45.2,39.3,❌,❌,❌,97.8,✅,—
SUMAS,44.7,39.4,❌,❌,❌,88.7,❌,—
OTKAR,40.1,39.4,❌,❌,❌,99.7,✅,—
BESLR,46.1,39.5,❌,❌,❌,97.9,✅,—
UFUK,53.9,39.6,❌,❌,❌,98.9,✅,—
ONRYT,,39.6,❌,❌,❌,36.1,❌,—
ASGYO,,39.7,❌,❌,❌,-60.3,❌,—
INTEK,40.6,39.7,❌,❌,❌,58.7,❌,—
NUGYO,47.4,39.7,❌,❌,❌,95.8,✅,—
IHAAS,49.8,39.7,❌,❌,❌,89.3,❌,—
SARKY,51.6,39.8,❌,❌,❌,93.5,❌,—
MSGYO,51.9,39.8,❌,❌,❌,99.0,✅,—
PKART,54.2,39.8,❌,❌,❌,96.9,✅,—
YAPRK,41.8,39.8,❌,❌,❌,66.4,❌,—
AYCES,46.6,39.9,❌,❌,❌,82.0,❌,—
HOROZ,,40.0,❌,❌,❌,77.5,❌,—
AKSEN,56.6,40.0,❌,❌,❌,96.2,✅,—
INGRM,44.4,40.0,❌,❌,❌,97.7,✅,—
ISGSY,55.7,40.0,❌,❌,❌,98.3,✅,—
OYAKC,47.9,40.1,❌,❌,❌,97.6,✅,—
DESPC,44.1,40.2,❌,❌,❌,97.3,✅,—
IZFAS,53.7,40.2,❌,❌,❌,97.1,✅,—
YIGIT,,40.2,❌,❌,❌,31.7,❌,—
MZHLD,40.8,40.3,❌,❌,❌,97.6,✅,—
GUNDG,,40.3,❌,❌,❌,97.0,✅,—
FONET,55.8,40.3,❌,❌,❌,97.3,✅,—
CWENE,48.8,40.3,❌,❌,❌,64.0,❌,—
BASCM,49.8,40.4,❌,❌,❌,95.5,✅,—
BASGZ,59.6,40.4,❌,❌,❌,99.2,✅,—
BURVA,54.5,40.4,✅,❌,✅,99.8,✅,—
KRDMB,60.0,40.4,❌,❌,❌,99.4,✅,—
ALGYO,47.0,40.4,❌,❌,❌,92.4,❌,—
SUNTK,47.7,40.5,❌,❌,❌,89.3,❌,—
PASEU,,40.5,❌,❌,❌,58.4,❌,—
MERCN,47.3,40.6,❌,❌,❌,56.9,❌,—
PRDGS,47.0,40.6,❌,❌,❌,90.4,❌,—
UNLU,40.8,40.6,✅,✅,✅,89.2,❌,—
TAVHL,50.2,40.6,❌,❌,❌,99.4,✅,—
YAYLA,47.3,40.7,❌,❌,❌,98.5,✅,—
OBASE,48.6,40.7,❌,❌,❌,98.8,✅,—
PSGYO,51.3,40.7,❌,❌,❌,86.1,❌,—
GESAN,48.7,40.7,❌,❌,❌,96.5,✅,—
VAKKO,48.5,40.7,❌,❌,❌,99.3,✅,—
BNTAS,41.5,40.8,❌,❌,❌,98.2,✅,—
TSKB,48.0,40.8,❌,❌,❌,98.9,✅,—
MAGEN,53.5,40.8,❌,❌,❌,96.8,✅,—
GRTHO,,40.8,❌,❌,❌,69.7,❌,—
EGSER,44.1,40.8,❌,❌,❌,98.7,✅,—
BRKSN,47.0,40.8,❌,❌,❌,93.7,❌,—
KCAER,47.3,40.8,❌,❌,❌,95.5,✅,—
NTGAZ,57.7,41.1,❌,❌,❌,97.6,✅,—
GSDHO,49.5,41.1,❌,❌,❌,99.5,✅,—
AHSGY,,41.1,❌,❌,❌,94.6,❌,—
DERIM,47.5,41.2,❌,❌,❌,99.7,✅,—
ULUUN,49.4,41.2,❌,❌,❌,99.0,✅,—
MERIT,50.0,41.2,❌,❌,❌,76.6,❌,—
TCELL,52.5,41.2,❌,❌,❌,87.6,❌,—
PEKGY,53.2,41.3,❌,❌,❌,96.9,✅,—
AYEN,52.2,41.5,❌,❌,❌,99.0,✅,—
FADE,47.4,41.5,❌,❌,❌,94.4,❌,—
TTKOM,49.8,41.5,❌,❌,❌,94.8,❌,—
BRMEN,50.4,41.5,❌,❌,❌,99.5,✅,—
KTLEV,,41.6,❌,❌,❌,89.7,❌,—
BIOEN,46.4,41.6,❌,❌,❌,93.5,❌,—
QNBFK,43.4,41.6,❌,❌,❌,93.8,❌,—
UMPAS,56.5,41.6,❌,✅,❌,3.7,❌,—
NIBAS,49.0,41.7,❌,❌,❌,67.6,❌,—
DURKN,,41.7,❌,❌,❌,,❌,—
SDTTR,48.3,41.8,❌,❌,❌,89.9,❌,—
SUWEN,40.7,41.8,❌,✅,❌,87.9,❌,—
RNPOL,52.9,41.8,❌,❌,❌,85.1,❌,—
SISE,47.5,41.9,❌,❌,❌,95.7,✅,—
MOGAN,,41.9,❌,❌,❌,82.1,❌,—
DOKTA,45.7,41.9,❌,❌,❌,99.7,✅,—
SANEL,53.5,42.0,❌,❌,❌,94.6,❌,—
TABGD,53.9,42.0,❌,❌,❌,91.7,❌,—
BUCIM,42.6,42.1,❌,✅,❌,98.4,✅,—
KLNMA,42.9,42.2,❌,❌,❌,96.3,✅,—
JANTS,40.2,42.3,❌,✅,❌,92.3,❌,—
CMBTN,40.1,42.3,❌,❌,❌,97.6,✅,—
MTRYO,51.2,42.3,❌,❌,❌,97.1,✅,—
GARAN,51.8,42.3,❌,❌,❌,99.0,✅,—
ULUSE,52.2,42.3,❌,❌,❌,97.3,✅,—
ENKAI,58.7,42.4,❌,❌,❌,96.4,✅,—
BRKVY,49.5,42.5,❌,❌,❌,74.7,❌,—
ISCTR,49.5,42.7,❌,❌,❌,94.3,❌,—
BINHO,,42.7,❌,❌,❌,86.8,❌,—
HRKET,,42.8,❌,❌,❌,,❌,—
ALCAR,42.0,42.8,❌,❌,❌,99.5,✅,—
ATLAS,50.1,42.8,✅,❌,✅,98.2,✅,—
RODRG,49.6,42.9,❌,❌,❌,69.7,❌,—
GARFA,50.9,42.9,❌,❌,❌,99.3,✅,—
OZKGY,50.6,42.9,❌,❌,❌,99.7,✅,—
LOGO,51.6,43.0,❌,❌,❌,97.8,✅,—
YEOTK,55.3,43.0,❌,❌,❌,96.6,✅,—
ADEL,42.8,43.0,❌,❌,❌,83.1,❌,—
BLUME,50.4,43.0,❌,❌,❌,97.3,✅,—
AKENR,47.6,43.0,❌,❌,❌,96.5,✅,—
SKTAS,43.3,43.1,❌,❌,❌,97.9,✅,—
SANFM,48.0,43.1,❌,❌,❌,99.1,✅,—
ISBIR,43.1,43.2,❌,❌,❌,-16.3,❌,—
YKBNK,50.7,43.2,❌,❌,❌,97.1,✅,—
MIATK,46.1,43.2,❌,❌,❌,66.5,❌,—
MACKO,52.6,43.2,❌,❌,❌,79.4,❌,—
CANTE,42.0,43.4,✅,✅,✅,40.4,❌,—
NUHCM,47.8,43.4,❌,❌,❌,95.9,✅,—
GATEG,58.8,43.4,❌,❌,❌,99.2,✅,—
MTRKS,51.6,43.5,❌,❌,❌,97.8,✅,—
ANSGR,57.6,43.5,❌,❌,❌,99.5,✅,—
SAHOL,50.6,43.5,❌,❌,❌,92.7,❌,—
ICBCT,52.9,43.5,❌,❌,❌,99.6,✅,—
EYGYO,,43.5,❌,❌,❌,-131.8,❌,—
OZGYO,56.9,43.6,❌,❌,❌,99.6,✅,—
KUYAS,59.0,43.6,❌,❌,❌,99.7,✅,—
SANKO,46.9,43.6,❌,✅,❌,98.8,✅,—
FMIZP,47.4,43.6,❌,❌,❌,99.4,✅,—
AKHAN,,43.6,❌,❌,❌,79.9,❌,—
GLRMK,,43.7,❌,❌,❌,62.9,❌,—
ISGYO,53.6,43.7,❌,❌,❌,99.6,✅,—
BRKO,50.9,43.7,❌,❌,❌,97.8,✅,—
GUBRF,54.8,43.9,❌,❌,❌,98.9,✅,—
GEREL,59.5,43.9,❌,❌,❌,99.3,✅,—
EMNIS,42.2,43.9,❌,❌,❌,98.5,✅,—
ZOREN,40.2,43.9,✅,✅,✅,84.0,❌,—
AEFES,53.3,43.9,❌,❌,❌,93.6,❌,—
INFO,53.3,44.0,❌,❌,❌,85.5,❌,—
DGGYO,48.8,44.0,❌,❌,❌,100.0,✅,—
GIPTA,,44.0,❌,❌,❌,96.1,✅,—
FRIGO,51.6,44.0,❌,❌,❌,96.1,✅,—
GLYHO,63.5,44.1,❌,❌,❌,99.8,✅,—
PETUN,50.5,44.1,❌,❌,❌,97.8,✅,—
TBORG,49.9,44.1,❌,❌,❌,97.2,✅,—
ALTNY,,44.2,❌,❌,❌,61.6,❌,—
BALAT,52.2,44.2,❌,❌,❌,90.2,❌,—
EDIP,53.8,44.3,❌,❌,❌,97.9,✅,—
PNSUT,49.4,44.3,❌,❌,❌,96.9,✅,—
OZYSR,,44.3,❌,❌,❌,97.8,✅,—
TSPOR,43.5,44.3,❌,❌,❌,81.9,❌,—
AKSA,52.8,44.4,❌,❌,❌,98.7,✅,—
RUBNS,48.6,44.4,❌,❌,❌,35.0,❌,—
ESCOM,54.7,44.5,❌,❌,❌,99.3,✅,—
TURSG,62.7,44.5,❌,❌,❌,99.3,✅,—
AKFGY,51.9,44.5,❌,❌,❌,94.9,❌,—
AKBNK,51.8,44.5,❌,❌,❌,98.9,✅,—
BAGFS,47.5,44.6,❌,✅,❌,97.8,✅,—
AKCNS,58.2,44.6,❌,❌,❌,99.4,✅,—
EKGYO,53.5,44.7,❌,❌,❌,98.2,✅,—
KMPUR,46.9,44.7,❌,❌,❌,94.3,❌,—
MAALT,50.9,44.7,❌,❌,❌,98.0,✅,—
AYES,62.2,44.8,❌,❌,❌,98.7,✅,—
KLYPV,,44.8,❌,❌,❌,-103.1,❌,—
TATGD,47.8,44.8,❌,❌,❌,94.6,❌,—
MOBTL,61.6,44.9,❌,❌,❌,99.0,✅,—
VESTL,35.6,45.0,❌,✅,❌,92.7,❌,—
ENDAE,,45.1,❌,❌,❌,78.8,❌,—
DENGE,45.2,45.1,❌,✅,❌,90.9,❌,—
SEKUR,60.1,45.2,❌,❌,❌,99.0,✅,—
BESTE,,45.2,❌,❌,❌,-52.4,❌,—
GOODY,44.8,45.3,❌,❌,❌,94.6,❌,—
EUPWR,55.7,45.4,❌,❌,❌,89.3,❌,—
TCKRC,,45.5,❌,❌,❌,86.6,❌,—
SAYAS,49.3,45.7,❌,❌,❌,98.7,✅,—
KRONT,58.1,45.7,❌,❌,❌,99.0,✅,—
AVOD,51.4,45.7,❌,❌,❌,99.0,✅,—
AYDEM,52.2,45.9,❌,❌,❌,93.8,❌,—
KORDS,50.3,45.9,❌,❌,❌,97.9,✅,—
