Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ISATR,70.9,❌,❌,❌,❌,5.4,✅,✅,—
DUNYH,59.8,❌,❌,❌,✅,9.4,❌,❌,—
FORMT,33.2,❌,❌,❌,❌,18.0,❌,❌,—
KRTEK,30.7,✅,❌,✅,❌,18.9,❌,❌,—
MERKO,29.0,❌,❌,❌,❌,20.2,❌,✅,—
SEKFK,33.7,❌,❌,❌,✅,21.3,❌,❌,—
OTTO,33.5,❌,❌,❌,❌,21.9,❌,❌,—
EGEPO,44.4,❌,❌,❌,❌,23.6,❌,❌,—
VAKFN,42.2,❌,❌,❌,❌,24.1,❌,❌,—
BTCIM,41.4,❌,❌,❌,❌,24.4,❌,❌,—
AKGRT,43.0,❌,❌,❌,❌,24.5,❌,❌,—
BSOKE,44.4,❌,❌,❌,✅,24.5,❌,❌,—
SAFKR,40.0,❌,❌,❌,❌,24.9,❌,❌,—
DARDL,35.0,❌,❌,❌,❌,25.3,❌,❌,—
RAYSG,36.7,❌,❌,❌,❌,25.3,❌,❌,—
LYDHO,44.9,❌,❌,❌,❌,25.3,❌,❌,—
USAK,38.7,❌,❌,❌,❌,25.8,❌,✅,—
TEZOL,38.6,❌,❌,❌,❌,25.9,❌,❌,—
SEGYO,42.2,❌,❌,❌,❌,26.1,❌,❌,—
MEGAP,38.0,❌,❌,❌,❌,26.2,❌,❌,—
SODSN,37.5,❌,❌,❌,❌,26.2,❌,❌,—
MEDTR,37.4,❌,❌,❌,❌,26.5,❌,❌,—
KZBGY,38.8,❌,❌,❌,❌,26.6,❌,❌,—
YBTAS,36.6,❌,❌,❌,❌,26.8,❌,❌,—
QNBTR,44.3,❌,❌,❌,❌,26.9,❌,❌,—
IHYAY,37.6,❌,❌,❌,❌,27.0,❌,✅,—
A1CAP,41.3,❌,❌,❌,❌,27.1,❌,❌,—
KATMR,39.8,❌,❌,❌,❌,27.1,❌,❌,—
IMASM,38.9,❌,❌,❌,❌,27.4,❌,❌,—
GENTS,42.3,❌,❌,❌,❌,27.6,❌,❌,—
YYAPI,39.5,❌,❌,❌,❌,27.8,❌,✅,—
EKIZ,42.7,❌,❌,❌,❌,27.9,❌,❌,—
AGROT,31.6,❌,❌,❌,❌,28.0,❌,❌,—
KONKA,37.2,❌,❌,❌,❌,28.0,❌,❌,—
CVKMD,43.4,❌,❌,❌,❌,28.0,❌,❌,—
ATAKP,33.6,❌,❌,❌,❌,28.1,❌,❌,—
CMENT,39.1,❌,❌,❌,✅,28.3,❌,❌,—
HTTBT,42.8,❌,❌,❌,❌,28.3,❌,❌,—
SOKE,38.4,❌,❌,❌,❌,28.4,❌,❌,—
LIDER,39.2,❌,❌,❌,❌,28.4,❌,❌,—
ARZUM,35.3,❌,❌,❌,❌,28.5,❌,❌,—
NATEN,35.5,❌,❌,❌,❌,28.5,❌,❌,—
EMKEL,40.8,❌,❌,❌,❌,29.1,❌,❌,—
OYLUM,41.9,❌,❌,❌,❌,29.1,❌,❌,—
YESIL,36.9,❌,❌,❌,❌,29.3,❌,❌,—
PKENT,34.3,❌,❌,❌,❌,29.3,❌,❌,—
TMSN,37.4,❌,❌,❌,✅,29.5,❌,❌,—
LRSHO,40.2,❌,❌,❌,❌,29.5,❌,❌,—
MEKAG,39.6,❌,❌,❌,❌,29.6,❌,❌,—
SKYLP,44.3,❌,❌,❌,✅,29.6,❌,❌,—
AKYHO,38.7,❌,❌,❌,❌,29.7,❌,❌,—
CEMTS,43.6,❌,❌,❌,✅,29.7,❌,❌,—
ONCSM,43.9,❌,❌,❌,❌,29.8,❌,❌,—
MEGMT,41.1,❌,❌,❌,❌,30.1,❌,❌,—
DITAS,41.6,❌,❌,❌,❌,30.2,❌,❌,—
PAMEL,39.3,❌,❌,❌,❌,30.2,❌,❌,—
LUKSK,42.9,❌,❌,❌,✅,30.4,❌,❌,—
VRGYO,34.1,❌,❌,❌,❌,30.5,❌,❌,—
ELITE,40.7,❌,❌,❌,❌,30.6,❌,❌,—
FENER,34.4,❌,✅,❌,❌,30.7,❌,✅,—
ERBOS,40.7,❌,❌,❌,❌,30.7,❌,❌,—
KRSTL,46.9,❌,❌,❌,❌,30.7,❌,❌,—
DOFER,40.2,❌,❌,❌,❌,30.7,❌,❌,—
KRVGD,43.4,❌,❌,❌,❌,30.8,❌,❌,—
TRILC,37.1,❌,❌,❌,❌,30.8,❌,✅,—
KLSER,25.1,❌,✅,❌,❌,30.8,❌,❌,—
ENSRI,41.0,❌,❌,❌,❌,30.9,❌,✅,—
RTALB,44.4,❌,❌,❌,❌,30.9,❌,❌,—
KONTR,33.5,❌,❌,❌,❌,30.9,❌,✅,—
YONGA,39.3,❌,❌,❌,❌,31.0,❌,❌,—
DERHL,45.4,❌,❌,❌,❌,31.2,❌,❌,—
KIMMR,47.8,❌,❌,❌,❌,31.2,❌,❌,—
ADESE,43.8,❌,❌,❌,❌,31.3,❌,✅,—
AVTUR,44.1,❌,❌,❌,❌,31.3,❌,❌,—
IZINV,42.3,❌,❌,❌,❌,31.4,❌,❌,—
EUREN,35.9,❌,❌,❌,❌,31.4,❌,❌,—
AZTEK,40.7,❌,❌,❌,❌,31.4,❌,❌,—
VKING,40.0,❌,❌,❌,❌,31.4,❌,❌,—
MAKTK,43.3,❌,❌,❌,❌,31.5,❌,❌,—
IHLAS,39.7,❌,❌,❌,❌,31.6,❌,✅,—
MMCAS,42.9,❌,❌,❌,❌,31.7,❌,❌,—
ASUZU,40.4,❌,❌,❌,❌,31.8,❌,❌,—
OYYAT,44.6,❌,❌,❌,❌,31.8,❌,❌,—
CONSE,34.8,❌,❌,❌,❌,32.0,❌,❌,—
KAPLM,47.9,❌,❌,❌,❌,32.0,❌,❌,—
YATAS,42.5,❌,❌,❌,❌,32.0,❌,❌,—
VERTU,44.1,❌,❌,❌,❌,32.0,❌,❌,—
PGSUS,36.6,❌,❌,❌,❌,32.1,❌,❌,—
TATEN,38.6,❌,❌,❌,❌,32.1,❌,❌,—
CASA,39.3,❌,❌,❌,❌,32.2,❌,❌,—
BURCE,48.0,❌,❌,❌,❌,32.3,❌,❌,—
ARCLK,37.7,❌,❌,❌,❌,32.3,❌,❌,—
PARSN,40.0,❌,❌,❌,❌,32.3,❌,❌,—
TLMAN,41.1,❌,❌,❌,❌,32.4,❌,❌,—
DESA,43.8,❌,❌,❌,✅,32.4,❌,❌,—
SELVA,41.7,❌,❌,❌,❌,32.4,❌,❌,—
ANGEN,36.9,❌,❌,❌,❌,32.6,❌,❌,—
HUBVC,44.1,❌,❌,❌,❌,32.6,❌,❌,—
MNDTR,37.1,❌,❌,❌,❌,32.6,❌,❌,—
ORMA,43.9,❌,❌,❌,❌,32.7,❌,❌,—
SRVGY,38.4,❌,❌,❌,❌,32.7,❌,❌,—
TUKAS,37.5,❌,✅,❌,❌,32.7,❌,❌,—
ICUGS,46.5,❌,❌,❌,❌,32.8,❌,❌,—
BFREN,32.7,❌,✅,❌,❌,32.9,❌,❌,—
ATAGY,42.8,❌,❌,❌,❌,32.9,❌,❌,—
BAYRK,43.4,❌,❌,❌,❌,33.0,❌,❌,—
IZENR,37.4,❌,❌,❌,❌,33.1,❌,❌,—
GZNMI,40.0,❌,❌,❌,❌,33.1,❌,❌,—
BERA,40.7,❌,❌,❌,❌,33.2,❌,❌,—
TUREX,43.5,❌,❌,❌,❌,33.3,❌,❌,—
DAPGM,42.9,❌,❌,❌,❌,33.3,❌,❌,—
ARENA,41.1,❌,❌,❌,❌,33.3,❌,❌,—
SMART,42.8,❌,❌,❌,❌,33.3,❌,❌,—
SNGYO,42.9,❌,❌,❌,❌,33.3,❌,❌,—
TSGYO,40.6,❌,❌,❌,❌,33.4,❌,❌,—
KSTUR,41.7,❌,❌,❌,❌,33.4,❌,❌,—
SILVR,42.0,❌,❌,❌,❌,33.4,❌,❌,—
HDFGS,45.6,❌,❌,❌,❌,33.5,❌,❌,—
COSMO,43.6,❌,❌,❌,❌,33.5,❌,❌,—
ISYAT,42.0,❌,❌,❌,❌,33.6,❌,❌,—
KUTPO,45.7,❌,❌,❌,❌,33.6,❌,❌,—
KLKIM,43.0,❌,❌,❌,❌,33.7,❌,❌,—
GOKNR,39.8,❌,❌,❌,❌,33.7,❌,❌,—
ZEDUR,41.2,❌,❌,❌,❌,33.8,❌,❌,—
YUNSA,47.5,❌,❌,❌,✅,33.8,❌,❌,—
ALKA,45.5,❌,❌,❌,❌,33.8,❌,❌,—
YYLGD,43.1,❌,❌,❌,❌,33.9,❌,❌,—
ULAS,43.7,❌,❌,❌,❌,33.9,❌,❌,—
ISSEN,38.5,❌,❌,❌,❌,34.1,❌,❌,—
TKNSA,40.2,❌,❌,❌,❌,34.1,❌,❌,—
ALFAS,40.3,❌,❌,❌,❌,34.2,❌,❌,—
ERCB,33.8,❌,❌,❌,❌,34.2,❌,❌,—
CLEBI,44.4,❌,❌,❌,❌,34.3,❌,❌,—
KFEIN,44.1,❌,❌,❌,❌,34.4,❌,❌,—
SAMAT,41.0,❌,❌,❌,❌,34.4,❌,❌,—
ECZYT,50.7,❌,❌,❌,✅,34.5,❌,❌,—
CRDFA,53.4,❌,❌,❌,✅,34.5,❌,❌,—
IHEVA,43.9,❌,❌,❌,❌,34.6,❌,❌,—
ORCAY,34.6,❌,❌,❌,❌,34.7,❌,❌,—
BRYAT,44.0,❌,❌,❌,❌,34.7,❌,❌,—
ALCTL,44.3,❌,❌,❌,❌,34.7,❌,❌,—
LKMNH,44.2,❌,❌,❌,✅,34.8,❌,❌,—
SMRTG,40.6,❌,❌,❌,❌,34.8,❌,❌,—
ULKER,43.7,❌,❌,❌,❌,34.8,❌,❌,—
MAKIM,39.7,❌,❌,❌,❌,34.9,❌,❌,—
KAREL,41.8,❌,❌,❌,❌,34.9,❌,❌,—
LINK,40.2,❌,❌,❌,❌,34.9,❌,❌,—
BAKAB,44.7,❌,❌,❌,❌,35.0,❌,❌,—
VKFYO,44.9,❌,❌,❌,❌,35.0,❌,❌,—
LYDYE,47.9,❌,❌,❌,❌,35.0,❌,❌,—
SNICA,32.1,❌,❌,❌,❌,35.0,❌,❌,—
ECILC,47.6,❌,❌,❌,✅,35.1,❌,❌,—
IHLGM,43.0,❌,❌,❌,❌,35.1,❌,❌,—
BMSCH,44.9,✅,❌,✅,❌,35.2,❌,✅,—
EKSUN,42.4,❌,❌,❌,❌,35.2,❌,❌,—
EUHOL,46.6,❌,❌,❌,❌,35.2,❌,❌,—
ALKIM,43.5,❌,❌,❌,✅,35.3,❌,❌,—
AKSUE,49.5,❌,❌,❌,❌,35.3,❌,❌,—
LIDFA,48.8,❌,❌,❌,❌,35.3,❌,❌,—
IHGZT,42.3,❌,❌,❌,❌,35.4,❌,❌,—
ULUFA,49.2,❌,❌,❌,❌,35.4,❌,❌,—
BIENY,32.4,❌,❌,❌,❌,35.4,❌,❌,—
BRISA,44.0,❌,❌,❌,❌,35.5,❌,❌,—
