Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
EMKEL,41.6,❌,❌,❌,❌,31.1,❌,❌,—
OSTIM,39.8,❌,❌,❌,❌,31.2,❌,❌,—
KONTR,33.7,❌,✅,❌,❌,31.2,❌,✅,—
BSOKE,48.8,❌,❌,❌,✅,31.2,❌,❌,—
PGSUS,37.8,✅,❌,✅,❌,31.5,❌,❌,—
ARCLK,39.1,✅,❌,✅,❌,31.5,❌,❌,—
TRILC,37.4,❌,❌,❌,❌,31.6,❌,✅,—
IHGZT,42.5,❌,❌,❌,❌,31.6,❌,❌,—
AKGRT,46.7,❌,❌,❌,❌,31.6,❌,❌,—
CMENT,40.8,❌,❌,❌,✅,31.7,❌,❌,—
AVTUR,45.9,✅,❌,✅,❌,32.0,❌,❌,—
ENSRI,41.7,❌,❌,❌,❌,32.2,❌,✅,—
RTALB,45.0,❌,❌,❌,❌,32.2,❌,❌,—
GRNYO,46.4,❌,❌,❌,❌,32.3,❌,❌,—
ERBOS,42.0,❌,❌,❌,✅,32.3,❌,❌,—
ZOREN,36.6,✅,❌,✅,❌,32.4,✅,✅,—
YONGA,40.1,❌,❌,❌,❌,32.4,❌,❌,—
ASUZU,41.6,❌,❌,❌,❌,32.5,❌,❌,—
VKING,40.5,❌,❌,❌,❌,32.6,❌,❌,—
PKENT,35.6,❌,❌,❌,❌,32.6,❌,❌,—
DERHL,45.7,❌,❌,❌,❌,32.8,❌,❌,—
MNDTR,38.0,❌,❌,❌,❌,33.0,❌,❌,—
LYDHO,51.3,❌,❌,❌,❌,33.1,❌,❌,—
TUKAS,37.8,❌,✅,❌,❌,33.2,❌,✅,—
ANGEN,37.7,❌,❌,❌,❌,33.2,❌,❌,—
VRGYO,35.1,❌,✅,❌,❌,33.3,❌,✅,—
KSTUR,41.9,❌,❌,❌,❌,33.3,❌,❌,—
KLSER,26.1,❌,✅,❌,❌,33.5,❌,❌,—
KUTPO,46.0,❌,❌,❌,❌,33.8,❌,❌,—
MEDTR,40.2,❌,❌,❌,❌,33.8,❌,❌,—
ADESE,44.5,❌,❌,❌,❌,33.8,❌,✅,—
MEKAG,41.4,✅,❌,✅,❌,33.8,❌,✅,—
PARSN,41.6,✅,❌,✅,❌,33.9,❌,❌,—
ALKA,46.6,❌,❌,❌,❌,33.9,❌,❌,—
SOKE,43.0,❌,❌,❌,❌,33.9,❌,❌,—
ATAKP,38.3,❌,❌,❌,❌,33.9,❌,❌,—
CEMTS,45.3,❌,❌,❌,✅,33.9,❌,❌,—
MEGMT,46.2,✅,❌,✅,❌,34.0,❌,❌,—
IHLGM,43.5,❌,❌,❌,❌,34.0,❌,✅,—
YATAS,45.1,❌,❌,❌,❌,34.0,❌,❌,—
EUREN,36.8,❌,✅,❌,❌,34.0,❌,✅,—
TATEN,40.2,❌,❌,❌,❌,34.1,❌,❌,—
MZHLD,40.2,❌,❌,❌,❌,34.1,❌,❌,—
LUKSK,45.4,❌,❌,❌,✅,34.2,❌,❌,—
LKMNH,44.9,❌,❌,❌,✅,34.2,❌,❌,—
CONSE,36.0,❌,❌,❌,❌,34.4,❌,❌,—
IZINV,44.7,❌,❌,❌,❌,34.5,❌,❌,—
OYLUM,44.2,✅,❌,❌,❌,34.6,❌,❌,—
BRYAT,45.0,❌,❌,❌,❌,34.6,❌,❌,—
EGEEN,38.4,✅,❌,✅,❌,34.7,❌,✅,—
KIMMR,50.4,❌,❌,❌,❌,34.7,❌,❌,—
ORCAY,34.9,❌,✅,❌,❌,34.8,❌,❌,—
DITAS,44.9,❌,❌,❌,❌,34.9,❌,❌,—
DAPGM,44.8,❌,❌,❌,❌,34.9,❌,❌,—
FENER,34.6,❌,✅,❌,❌,35.0,❌,✅,—
TLMAN,43.1,❌,❌,❌,❌,35.0,❌,❌,—
VERTU,45.5,❌,❌,❌,❌,35.0,❌,❌,—
SELVA,43.0,❌,❌,❌,❌,35.1,❌,❌,—
ARENA,42.0,❌,❌,❌,❌,35.1,❌,❌,—
SRVGY,39.9,❌,❌,❌,❌,35.2,❌,❌,—
OYYAT,46.2,❌,❌,❌,❌,35.3,❌,❌,—
BRISA,45.3,❌,❌,❌,❌,35.3,❌,❌,—
RUZYE,45.6,❌,❌,❌,❌,35.3,❌,❌,—
DOFER,41.9,❌,❌,❌,❌,35.3,❌,❌,—
BURCE,49.8,❌,❌,❌,❌,35.4,❌,❌,—
PRKAB,45.8,❌,❌,❌,❌,35.4,❌,❌,—
ERCB,34.6,❌,❌,❌,❌,35.5,❌,❌,—
BFREN,33.1,❌,✅,❌,❌,35.5,❌,✅,—
ELITE,43.1,❌,❌,❌,❌,35.5,❌,❌,—
YUNSA,49.3,❌,❌,❌,✅,35.6,❌,❌,—
KAPLM,51.0,❌,❌,❌,❌,35.6,❌,❌,—
SILVR,43.2,❌,❌,❌,❌,35.7,❌,❌,—
KRSTL,49.1,❌,❌,❌,❌,35.8,❌,❌,—
TUCLK,37.2,❌,❌,❌,❌,35.9,❌,✅,—
PAMEL,41.4,❌,❌,❌,❌,36.0,❌,❌,—
DESA,45.7,❌,❌,❌,✅,36.1,❌,❌,—
COSMO,45.0,❌,❌,❌,❌,36.2,❌,✅,—
SKBNK,46.4,❌,❌,❌,❌,36.2,❌,❌,—
MAKTK,45.8,❌,❌,❌,❌,36.2,❌,❌,—
POLTK,38.4,❌,❌,❌,❌,36.3,❌,❌,—
VKFYO,46.4,❌,❌,❌,❌,36.3,❌,❌,—
MMCAS,46.5,❌,❌,❌,❌,36.3,❌,❌,—
FROTO,45.4,✅,❌,✅,❌,36.3,❌,❌,—
IZENR,41.1,❌,❌,❌,❌,36.3,❌,❌,—
SNICA,33.2,❌,❌,❌,❌,36.4,❌,❌,—
AZTEK,43.1,❌,❌,❌,❌,36.5,❌,❌,—
TUREX,44.3,❌,❌,❌,❌,36.5,❌,❌,—
BEYAZ,45.3,❌,❌,❌,❌,36.6,❌,❌,—
MGROS,51.0,❌,❌,❌,❌,36.7,❌,❌,—
CASA,41.4,✅,❌,✅,❌,36.7,✅,✅,—
ONCSM,50.1,❌,❌,❌,❌,36.7,❌,❌,—
IDGYO,43.9,❌,❌,❌,❌,36.7,❌,❌,—
ULKER,45.9,✅,❌,✅,❌,37.0,❌,❌,—
IHEVA,44.9,❌,❌,❌,❌,37.0,❌,❌,—
BERA,43.5,✅,❌,✅,❌,37.1,❌,❌,—
ORMA,46.0,❌,❌,❌,❌,37.1,❌,❌,—
SMART,44.9,❌,❌,❌,❌,37.2,❌,❌,—
HEKTS,33.7,❌,✅,❌,❌,37.2,❌,❌,—
PENGD,49.8,❌,❌,❌,✅,37.3,❌,❌,—
ISYAT,44.1,✅,❌,✅,❌,37.4,❌,❌,—
SKYLP,51.1,❌,❌,❌,✅,37.4,❌,❌,—
AKFGY,50.2,❌,❌,❌,❌,37.4,❌,❌,—
EGEPO,59.3,❌,❌,❌,✅,37.4,❌,❌,—
TKNSA,41.5,❌,❌,❌,❌,37.5,❌,❌,—
ZEDUR,43.6,❌,❌,❌,❌,37.5,❌,❌,—
INVEO,43.8,❌,❌,❌,❌,37.7,❌,❌,—
TTKOM,50.6,✅,❌,✅,✅,37.7,❌,❌,—
CLEBI,46.1,✅,❌,✅,❌,37.7,❌,❌,—
LINK,41.3,❌,❌,❌,❌,37.8,❌,❌,—
KLKIM,45.6,❌,❌,❌,❌,37.8,❌,✅,—
AVHOL,44.7,❌,❌,❌,❌,37.9,❌,❌,—
SISE,48.0,❌,❌,❌,❌,37.9,❌,❌,—
GLRYH,42.7,❌,❌,❌,❌,37.9,❌,❌,—
GZNMI,41.7,❌,❌,❌,❌,38.0,❌,❌,—
KFEIN,45.9,❌,❌,❌,❌,38.0,❌,❌,—
ULAS,45.7,✅,❌,✅,❌,38.0,✅,✅,—
ALKIM,45.7,❌,❌,❌,✅,38.1,❌,❌,—
MAVI,49.2,❌,❌,❌,❌,38.1,❌,❌,—
GLCVY,47.4,❌,❌,❌,❌,38.1,❌,✅,—
CEMAS,45.8,❌,❌,❌,❌,38.1,❌,❌,—
BAKAB,47.0,❌,❌,❌,❌,38.2,❌,❌,—
YYLGD,45.6,❌,❌,❌,❌,38.3,❌,❌,—
CIMSA,50.4,❌,❌,❌,❌,38.4,❌,❌,—
GWIND,45.6,❌,❌,❌,❌,38.4,❌,❌,—
ALFAS,42.1,❌,❌,❌,❌,38.4,❌,❌,—
TEKTU,46.1,❌,❌,❌,❌,38.4,❌,❌,—
ESEN,43.9,❌,❌,❌,❌,38.5,❌,✅,—
ATLAS,47.5,❌,❌,❌,❌,38.6,❌,❌,—
BIZIM,42.7,❌,❌,❌,❌,38.6,❌,❌,—
GOLTS,44.6,❌,❌,❌,❌,38.6,❌,❌,—
BAYRK,45.3,❌,❌,❌,❌,38.8,❌,❌,—
OSMEN,36.9,❌,✅,❌,❌,38.9,❌,❌,—
HTTBT,47.8,✅,❌,✅,❌,38.9,❌,❌,—
HEDEF,49.4,❌,❌,❌,✅,38.9,❌,❌,—
SAMAT,42.7,❌,❌,❌,❌,39.0,❌,❌,—
KOPOL,42.5,❌,❌,❌,❌,39.1,❌,❌,—
A1YEN,46.7,❌,❌,❌,❌,39.1,❌,❌,—
TSGYO,42.6,❌,❌,❌,❌,39.1,❌,❌,—
OYAYO,51.1,❌,❌,❌,✅,39.2,❌,❌,—
KAREL,44.3,❌,❌,❌,❌,39.3,❌,❌,—
KENT,36.8,❌,❌,❌,❌,39.4,❌,✅,—
ULUFA,52.6,❌,❌,❌,❌,39.5,❌,❌,—
AGYO,48.1,❌,❌,❌,❌,39.5,❌,❌,—
MERCN,47.6,❌,❌,❌,❌,39.6,❌,❌,—
SUMAS,45.2,❌,❌,❌,❌,39.7,❌,❌,—
HUBVC,48.2,✅,❌,✅,❌,39.7,✅,❌,—
ICUGS,51.7,❌,❌,❌,❌,39.8,❌,❌,—
SMRTG,43.3,❌,❌,❌,❌,39.8,❌,❌,—
PEKGY,53.2,❌,❌,❌,✅,39.9,❌,❌,—
PAPIL,44.0,❌,❌,❌,❌,39.9,❌,✅,—
SEYKM,45.3,❌,❌,❌,❌,39.9,❌,❌,—
JANTS,40.2,❌,❌,❌,❌,40.1,❌,✅,—
MIATK,45.8,✅,❌,✅,❌,40.1,✅,❌,—
YAPRK,42.0,❌,❌,❌,❌,40.1,❌,❌,—
KLMSN,48.1,❌,❌,❌,✅,40.2,❌,❌,—
ALCTL,48.2,✅,❌,✅,❌,40.2,❌,❌,—
BVSAN,48.6,❌,❌,❌,❌,40.2,❌,❌,—
MAKIM,42.5,❌,❌,❌,❌,40.3,❌,❌,—
KTSKR,51.1,❌,❌,❌,❌,40.3,❌,❌,—
BANVT,42.1,❌,❌,❌,❌,40.3,❌,❌,—
EKSUN,45.4,❌,❌,❌,❌,40.4,❌,❌,—
BIENY,34.2,❌,❌,❌,❌,40.5,❌,✅,—
SNGYO,47.3,❌,❌,❌,❌,40.6,❌,❌,—
ISSEN,40.7,✅,✅,✅,❌,40.6,✅,✅,—
MAGEN,53.9,❌,❌,❌,❌,40.6,❌,❌,—
VKGYO,54.2,❌,❌,❌,✅,40.6,❌,❌,—
EUHOL,49.4,✅,❌,✅,✅,40.7,❌,❌,—
CANTE,41.6,❌,❌,❌,❌,40.7,✅,✅,—
ACSEL,49.8,❌,❌,❌,❌,40.7,❌,❌,—
CRDFA,59.9,✅,❌,✅,✅,40.9,❌,❌,—
BLCYT,47.2,❌,❌,❌,❌,40.9,❌,✅,—
OTKAR,41.1,❌,❌,❌,❌,41.0,❌,✅,—
KAYSE,43.1,❌,❌,❌,❌,41.0,❌,❌,—
AKSUE,56.1,❌,❌,❌,❌,41.1,❌,❌,—
VESBE,34.9,✅,✅,✅,❌,41.1,✅,✅,—
ALCAR,41.5,✅,❌,✅,❌,41.1,❌,❌,—
AYCES,47.3,❌,❌,❌,❌,41.1,❌,❌,—
HATEK,44.5,❌,❌,❌,❌,41.1,❌,❌,—
ALGYO,48.1,❌,❌,❌,❌,41.2,❌,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.2,❌,✅,—
CMBTN,40.1,❌,❌,❌,❌,41.3,❌,❌,—
NUHCM,47.4,❌,❌,❌,❌,41.3,❌,❌,—
ISMEN,49.8,✅,❌,✅,❌,41.3,✅,✅,—
PINSU,53.9,❌,❌,❌,✅,41.3,❌,❌,—
PNLSN,46.9,❌,❌,❌,❌,41.3,❌,❌,—
ISKPL,49.2,❌,❌,❌,✅,41.3,❌,❌,—
QUAGR,43.1,❌,❌,❌,❌,41.4,❌,❌,—
TCELL,53.6,✅,❌,✅,❌,41.4,❌,❌,—
HDFGS,49.3,❌,❌,❌,❌,41.6,❌,❌,—
MTRYO,51.3,❌,❌,❌,❌,41.6,❌,❌,—
BURVA,55.9,❌,❌,❌,❌,41.6,❌,❌,—
OBASE,49.6,❌,❌,❌,❌,41.9,❌,❌,—
PENTA,42.6,❌,✅,❌,❌,41.9,❌,❌,—
GSRAY,34.1,❌,✅,❌,❌,42.0,❌,✅,—
GLBMD,49.8,✅,❌,✅,❌,42.0,❌,❌,—
INTEM,49.3,❌,❌,❌,❌,42.1,❌,❌,—
GSDHO,50.7,❌,❌,❌,✅,42.1,❌,❌,—
TTRAK,40.9,✅,❌,✅,❌,42.2,❌,✅,—
YAYLA,48.2,✅,❌,✅,✅,42.2,✅,❌,—
ECILC,52.0,❌,❌,❌,✅,42.3,❌,✅,—
LYDYE,51.0,✅,❌,✅,❌,42.3,✅,✅,—
SASA,39.8,❌,❌,❌,❌,42.4,❌,❌,—
IHAAS,52.3,❌,❌,❌,❌,42.4,❌,❌,—
DYOBY,46.4,❌,❌,❌,❌,42.4,❌,❌,—
AFYON,51.0,❌,❌,❌,✅,42.5,❌,❌,—
GEDIK,54.4,❌,❌,❌,❌,42.6,❌,❌,—
DOAS,51.3,❌,❌,❌,✅,42.6,❌,❌,—
EUYO,51.8,✅,❌,✅,❌,42.6,❌,❌,—
DESPC,45.6,❌,❌,❌,❌,42.7,❌,❌,—
GRSEL,55.2,❌,❌,❌,❌,42.8,❌,❌,—
INGRM,45.9,❌,❌,❌,❌,42.8,❌,❌,—
VAKKO,49.6,❌,❌,❌,✅,42.9,❌,❌,—
LIDFA,57.0,❌,❌,❌,❌,42.9,❌,❌,—
ISGSY,58.2,❌,❌,❌,✅,42.9,❌,❌,—
KLNMA,43.0,❌,✅,❌,❌,42.9,❌,❌,—
MNDRS,47.6,❌,❌,❌,❌,42.9,❌,✅,—
PLTUR,47.8,✅,❌,✅,✅,42.9,❌,❌,—
QNBFK,43.8,❌,❌,❌,❌,42.9,❌,❌,—
SARKY,53.7,❌,❌,❌,❌,43.0,❌,❌,—
MEPET,56.5,❌,❌,❌,❌,43.0,❌,❌,—
DZGYO,50.9,✅,❌,✅,✅,43.0,✅,❌,—
EGSER,45.3,❌,❌,❌,❌,43.1,❌,❌,—
AYEN,54.2,❌,❌,❌,✅,43.1,❌,❌,—
DOGUB,55.6,✅,❌,✅,❌,43.2,✅,❌,—
INTEK,42.1,❌,❌,❌,❌,43.2,❌,❌,—
IZFAS,57.6,❌,❌,❌,❌,43.3,❌,❌,—
TSKB,50.3,✅,❌,✅,❌,43.6,❌,❌,—
MERIT,51.7,✅,❌,✅,❌,43.7,❌,❌,—
DMSAS,49.1,❌,❌,❌,❌,43.8,❌,❌,—
LOGO,52.6,❌,❌,❌,❌,43.8,❌,❌,—
KLGYO,47.9,❌,❌,❌,✅,43.9,❌,✅,—
BESLR,48.2,✅,❌,✅,❌,43.9,❌,❌,—
TMPOL,56.8,❌,❌,❌,❌,43.9,❌,❌,—
DOKTA,46.9,❌,❌,❌,❌,43.9,❌,❌,—
ULUSE,53.6,❌,❌,❌,❌,43.9,❌,❌,—
AEFES,53.9,✅,❌,✅,❌,44.0,✅,❌,—
GEDZA,51.0,❌,❌,❌,❌,44.1,❌,❌,—
BAGFS,47.7,❌,❌,❌,❌,44.2,❌,✅,—
DERIM,50.2,❌,❌,❌,✅,44.2,❌,❌,—
GESAN,51.7,❌,❌,❌,❌,44.3,❌,❌,—
MARBL,45.0,❌,❌,❌,❌,44.3,❌,❌,—
ISBIR,43.4,❌,❌,❌,❌,44.3,❌,✅,—
ATEKS,48.1,❌,❌,❌,✅,44.3,❌,❌,—
SUNTK,49.5,❌,❌,❌,❌,44.4,❌,❌,—
THYAO,53.1,❌,❌,❌,❌,44.4,❌,❌,—
DGATE,56.8,❌,❌,❌,✅,44.4,❌,❌,—
EPLAS,47.6,❌,❌,❌,❌,44.6,❌,❌,—
SUWEN,42.7,✅,❌,✅,✅,44.7,✅,✅,—
AKENR,49.1,❌,❌,❌,❌,44.8,❌,❌,—
SANKO,47.5,✅,❌,✅,❌,44.8,✅,✅,—
BNTAS,43.3,❌,❌,❌,✅,44.8,❌,❌,—
CWENE,54.0,❌,❌,❌,❌,45.0,❌,❌,—
NUGYO,50.5,✅,❌,✅,❌,45.1,❌,❌,—
MAALT,51.2,❌,❌,❌,❌,45.2,❌,❌,—
BRKSN,48.8,❌,❌,❌,❌,45.3,❌,❌,—
ECZYT,57.4,❌,❌,❌,✅,45.3,❌,❌,—
DNISI,50.0,❌,❌,❌,✅,45.3,❌,❌,—
GARFA,52.7,❌,❌,❌,✅,45.4,❌,❌,—
TDGYO,48.9,✅,❌,✅,❌,45.4,✅,✅,—
NIBAS,50.8,✅,❌,✅,❌,45.5,❌,✅,—
DGNMO,49.3,❌,❌,❌,❌,45.5,❌,❌,—
ANSGR,59.2,❌,❌,❌,❌,45.5,❌,❌,—
RNPOL,56.3,❌,❌,❌,❌,45.6,❌,❌,—
ADEL,43.2,❌,✅,❌,❌,45.6,❌,❌,—
CEOEM,47.5,❌,❌,❌,❌,45.7,❌,❌,—
MSGYO,55.9,✅,❌,✅,✅,45.7,✅,❌,—
DENGE,45.5,✅,❌,✅,❌,45.8,❌,✅,—
PNSUT,50.6,❌,❌,❌,✅,45.8,✅,✅,—
TAVHL,53.9,✅,❌,✅,❌,45.8,❌,❌,—
AKSA,53.9,❌,❌,❌,✅,45.8,❌,❌,—
OZGYO,59.5,❌,❌,❌,❌,45.9,❌,❌,—
EMNIS,43.0,✅,❌,✅,❌,46.0,✅,❌,—
ENKAI,62.6,❌,❌,❌,❌,46.2,❌,❌,—
ISCTR,51.5,✅,❌,✅,✅,46.2,✅,✅,—
KMPUR,48.1,❌,✅,❌,❌,46.2,❌,❌,—
SKTAS,44.8,✅,❌,✅,❌,46.2,✅,✅,—
BRMEN,53.6,❌,❌,❌,✅,46.2,❌,❌,—
BYDNR,57.5,❌,❌,❌,❌,46.3,❌,❌,—
HLGYO,59.7,✅,❌,✅,✅,46.4,✅,❌,—
YEOTK,58.6,❌,❌,❌,❌,46.4,❌,❌,—
ISFIN,58.0,❌,❌,❌,❌,46.4,❌,❌,—
TABGD,58.2,✅,❌,✅,❌,46.5,❌,❌,—
TOASO,56.9,✅,❌,✅,✅,46.5,✅,❌,—
DGGYO,50.2,❌,❌,❌,✅,46.6,❌,❌,—
GATEG,61.9,❌,❌,❌,✅,46.6,❌,❌,—
FRIGO,53.2,❌,❌,❌,❌,46.6,❌,✅,—
BASCM,53.0,❌,❌,❌,❌,46.6,❌,❌,—
FMIZP,49.8,❌,❌,❌,❌,46.6,❌,❌,—
KONYA,40.7,❌,✅,❌,❌,46.7,✅,✅,—
INFO,55.7,❌,❌,❌,✅,46.7,❌,❌,—
GOODY,45.9,✅,❌,✅,✅,46.7,✅,❌,—
AKSEN,63.7,❌,❌,❌,✅,47.0,❌,❌,—
BASGZ,66.6,✅,❌,✅,✅,47.0,❌,❌,—
BUCIM,44.2,❌,❌,❌,❌,47.0,❌,✅,—
GOZDE,49.6,❌,❌,❌,❌,47.1,❌,❌,—
PSGYO,57.9,❌,❌,❌,❌,47.1,❌,❌,—
FONET,61.7,❌,❌,❌,❌,47.2,❌,❌,—
PRDGS,52.9,❌,❌,❌,✅,47.4,❌,❌,—
TURSG,64.3,✅,❌,✅,❌,47.4,❌,❌,—
MRSHL,50.7,❌,❌,❌,❌,47.4,❌,❌,—
ERSU,56.0,❌,❌,❌,❌,47.4,❌,❌,—
OYAKC,51.9,❌,❌,❌,❌,47.5,❌,✅,—
KRDMB,66.3,❌,❌,❌,✅,47.5,❌,❌,—
KNFRT,49.8,❌,❌,❌,❌,47.6,❌,❌,—
MRGYO,46.2,❌,❌,❌,❌,47.6,❌,✅,—
ESCOM,56.8,❌,❌,❌,✅,47.7,❌,❌,—
FLAP,52.5,❌,❌,❌,❌,47.8,✅,✅,—
TERA,56.8,✅,❌,✅,✅,47.8,✅,✅,—
BOSSA,50.3,❌,❌,❌,✅,47.8,❌,❌,—
EDIP,56.1,❌,❌,❌,✅,47.9,❌,❌,—
MOBTL,64.3,❌,❌,❌,✅,48.0,❌,❌,—
NTHOL,53.3,❌,❌,❌,✅,48.0,❌,❌,—
EUPWR,58.6,❌,❌,❌,❌,48.0,❌,❌,—
TATGD,49.4,❌,✅,❌,❌,48.1,❌,❌,—
CUSAN,51.3,✅,❌,✅,✅,48.5,❌,❌,—
EKGYO,55.9,❌,❌,❌,❌,48.6,❌,✅,—
ULUUN,56.9,❌,❌,❌,✅,48.6,❌,❌,—
PETUN,52.6,❌,❌,❌,❌,48.7,✅,✅,—
MACKO,55.1,✅,❌,✅,❌,48.7,❌,❌,—
KUYAS,63.4,✅,❌,✅,✅,48.8,✅,✅,—
OZKGY,53.3,❌,❌,❌,✅,48.8,❌,❌,—
BMSTL,60.5,❌,❌,❌,✅,49.1,❌,❌,—
AKFYE,58.0,❌,✅,❌,❌,49.2,❌,❌,—
SANEL,62.7,❌,❌,❌,❌,49.2,❌,❌,—
BRKO,54.6,✅,❌,✅,✅,49.2,❌,❌,—
AKMGY,58.0,❌,❌,❌,❌,49.2,❌,❌,—
MPARK,60.9,✅,❌,✅,❌,49.3,❌,❌,—
ANHYT,58.5,✅,❌,✅,✅,49.3,❌,❌,—
ISGYO,58.5,❌,❌,❌,✅,49.4,❌,❌,—
ODAS,54.4,❌,✅,❌,❌,49.4,❌,❌,—
SDTTR,53.1,❌,✅,❌,✅,49.5,❌,❌,—
GARAN,55.8,✅,❌,✅,✅,49.6,❌,✅,—
NTGAZ,62.5,❌,❌,❌,✅,49.6,❌,❌,—
SONME,57.1,❌,❌,❌,✅,49.7,❌,✅,—
CCOLA,42.0,✅,✅,✅,❌,49.8,✅,❌,—
PETKM,53.3,❌,❌,❌,❌,49.8,✅,❌,—
YKBNK,54.6,❌,❌,❌,✅,49.9,❌,✅,—
ICBCT,57.5,✅,❌,✅,✅,50.0,❌,❌,—
SNPAM,51.9,✅,❌,✅,✅,50.1,✅,✅,—
KCAER,52.7,❌,✅,❌,✅,50.1,❌,❌,—
PAGYO,70.4,❌,❌,❌,✅,50.2,❌,❌,—
KZGYO,48.3,✅,✅,✅,❌,50.3,✅,✅,—
TURGG,50.7,✅,❌,✅,✅,50.4,✅,✅,—
AYES,66.6,✅,❌,✅,✅,50.5,❌,❌,—
SAHOL,54.3,❌,❌,❌,✅,50.6,❌,✅,—
PRKME,50.6,❌,❌,❌,❌,50.6,✅,✅,—
ZRGYO,55.7,✅,❌,✅,✅,50.9,✅,✅,—
FADE,53.5,❌,✅,❌,✅,50.9,❌,❌,—
VESTL,38.0,✅,✅,✅,❌,51.0,✅,✅,—
IZMDC,62.2,❌,✅,❌,✅,51.1,❌,❌,—
EGGUB,57.7,❌,❌,❌,✅,51.1,❌,✅,—
AKBNK,55.2,❌,❌,❌,✅,51.3,❌,✅,—
HKTM,48.1,❌,✅,❌,❌,51.3,❌,✅,—
UFUK,62.4,✅,❌,✅,✅,51.3,❌,❌,—
GSDDE,62.4,❌,✅,❌,✅,51.3,❌,❌,—
AGHOL,56.3,✅,❌,✅,✅,51.4,✅,❌,—
AYDEM,55.6,❌,✅,❌,✅,51.4,❌,❌,—
EREGL,61.8,❌,❌,❌,❌,51.4,❌,❌,—
OZRDN,66.9,❌,❌,❌,❌,51.9,✅,❌,—
EDATA,66.7,❌,✅,❌,✅,51.9,❌,❌,—
TSPOR,45.9,❌,✅,❌,❌,52.0,❌,✅,—
ETILR,49.5,✅,✅,✅,❌,52.0,❌,❌,—
KRGYO,42.4,❌,✅,❌,❌,52.1,❌,✅,—
ESCAR,55.9,✅,✅,✅,❌,52.2,❌,❌,—
BALAT,56.9,✅,❌,✅,❌,52.2,✅,✅,—
GUBRF,60.8,❌,❌,❌,✅,52.3,❌,✅,—
RUBNS,53.3,❌,✅,❌,❌,52.6,❌,✅,—
BRKVY,54.4,✅,❌,✅,❌,52.6,✅,✅,—
BJKAS,37.9,❌,✅,❌,❌,52.6,❌,❌,—
