Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
KRTEK,29.9,15.4,❌,❌,❌,94.2,❌,—
FORMT,34.0,19.9,❌,❌,❌,64.5,❌,—
MERKO,29.2,20.6,❌,✅,❌,-16.1,❌,—
SEKFK,34.7,22.6,❌,❌,❌,88.9,❌,—
BARMA,,22.7,❌,❌,❌,75.1,❌,—
IHYAY,37.5,24.1,❌,❌,❌,87.6,❌,—
OTTO,34.5,24.1,❌,❌,❌,75.0,❌,—
ALVES,35.9,24.2,❌,❌,❌,-42.3,❌,—
NATEN,36.0,25.7,❌,❌,❌,94.6,❌,—
TEZOL,39.2,25.9,❌,❌,❌,79.6,❌,—
IMASM,39.5,26.1,❌,❌,❌,6.4,❌,—
TMSN,37.1,26.2,❌,❌,❌,98.3,✅,—
BTCIM,44.1,26.7,❌,❌,❌,89.1,❌,—
BMSCH,42.9,26.7,❌,❌,❌,75.4,❌,—
MEGAP,38.3,26.8,❌,❌,❌,63.0,❌,—
VAKFN,44.6,26.8,❌,❌,❌,98.1,✅,—
USAK,39.1,27.0,❌,✅,❌,85.0,❌,—
EKIZ,43.1,27.7,❌,❌,❌,95.1,✅,—
SURGY,,27.8,❌,❌,❌,12.3,❌,—
AKYHO,39.5,27.9,❌,❌,❌,97.8,✅,—
KATMR,41.2,28.0,❌,❌,❌,85.6,❌,—
ARFYE,,28.2,❌,❌,❌,,❌,—
YBTAS,37.0,28.2,❌,❌,❌,2.4,❌,—
IHLAS,39.7,28.3,❌,✅,❌,86.9,❌,—
SAFKR,43.3,28.5,❌,❌,❌,93.6,❌,—
LIDER,40.0,29.1,❌,❌,❌,71.1,❌,—
DARDL,36.0,29.2,❌,❌,❌,86.3,❌,—
KZBGY,40.3,29.3,❌,❌,❌,84.3,❌,—
RAYSG,38.0,29.5,❌,❌,❌,88.6,❌,—
KONKA,38.6,29.6,❌,❌,❌,93.5,❌,—
DCTTR,,29.6,❌,❌,❌,39.4,❌,—
MOPAS,,29.6,❌,❌,❌,80.1,❌,—
A1CAP,43.5,29.6,❌,❌,❌,91.2,❌,—
AGROT,33.3,29.7,❌,❌,❌,-218.7,❌,—
SODSN,38.7,29.7,❌,❌,❌,76.2,❌,—
QNBTR,45.6,29.8,❌,❌,❌,99.9,✅,—
CVKMD,44.8,29.9,❌,❌,❌,95.3,✅,—
ATAGY,42.5,30.0,❌,❌,❌,92.3,❌,—
YKSLN,32.6,30.1,❌,❌,❌,88.5,❌,—
KRVGD,44.8,30.3,❌,❌,❌,83.3,❌,—
YYAPI,40.3,30.3,❌,✅,❌,84.2,❌,—
LRSHO,41.0,30.4,❌,❌,❌,83.5,❌,—
YESIL,37.2,30.5,❌,❌,❌,73.4,❌,—
ARZUM,36.0,30.5,❌,❌,❌,17.0,❌,—
GENTS,43.7,30.6,❌,✅,❌,95.3,✅,—
SEGYO,44.3,30.6,❌,❌,❌,89.5,❌,—
BEGYO,,30.7,❌,❌,❌,40.7,❌,—
GOKNR,39.2,30.7,❌,❌,❌,80.7,❌,—
UNLU,37.9,30.8,❌,❌,❌,87.9,❌,—
EMKEL,41.6,31.1,❌,❌,❌,90.8,❌,—
KONTR,33.7,31.2,❌,✅,❌,-55.0,❌,—
OSTIM,39.8,31.2,❌,❌,❌,96.7,✅,—
BSOKE,48.8,31.2,❌,❌,❌,97.2,✅,—
ARCLK,39.1,31.5,❌,❌,❌,95.6,✅,—
PGSUS,37.8,31.5,❌,❌,❌,92.2,❌,—
EKOS,,31.6,❌,❌,❌,44.1,❌,—
TRILC,37.4,31.6,❌,✅,❌,60.3,❌,—
IHGZT,42.5,31.6,❌,❌,❌,84.3,❌,—
AKGRT,46.8,31.6,❌,❌,❌,97.2,✅,—
CMENT,40.8,31.7,❌,❌,❌,98.2,✅,—
AVTUR,45.9,32.0,❌,❌,❌,96.8,✅,—
ENSRI,41.7,32.2,❌,✅,❌,-67.0,❌,—
RTALB,45.0,32.2,❌,❌,❌,91.6,❌,—
GRNYO,46.4,32.3,❌,❌,❌,99.5,✅,—
ERBOS,42.0,32.3,❌,❌,❌,99.1,✅,—
YONGA,40.1,32.4,❌,❌,❌,-89.1,❌,—
ZOREN,36.6,32.4,✅,✅,✅,82.3,❌,—
FZLGY,,32.4,❌,❌,❌,33.9,❌,—
ASUZU,41.6,32.5,❌,❌,❌,98.6,✅,—
VKING,40.5,32.6,❌,❌,❌,97.2,✅,—
PKENT,35.6,32.6,❌,❌,❌,78.0,❌,—
DERHL,45.7,32.8,❌,❌,❌,71.7,❌,—
KOTON,,32.8,❌,❌,❌,,❌,—
LMKDC,42.4,32.9,❌,❌,❌,79.6,❌,—
MNDTR,38.0,33.0,❌,❌,❌,98.0,✅,—
LYDHO,51.3,33.1,❌,❌,❌,99.3,✅,—
TUKAS,37.8,33.2,❌,✅,❌,85.1,❌,—
ANGEN,37.7,33.2,❌,❌,❌,61.0,❌,—
BULGS,,33.2,❌,❌,❌,76.5,❌,—
VRGYO,35.9,33.3,❌,✅,❌,-83.7,❌,—
KSTUR,41.9,33.3,❌,❌,❌,52.0,❌,—
KLSER,26.1,33.5,❌,❌,❌,57.8,❌,—
ZGYO,,33.7,❌,❌,❌,79.3,❌,—
MEDTR,40.2,33.8,❌,❌,❌,76.7,❌,—
ADESE,44.6,33.8,❌,✅,❌,74.8,❌,—
MEKAG,42.1,33.8,❌,✅,❌,32.4,❌,—
KUTPO,46.0,33.8,❌,❌,❌,97.6,✅,—
SOKE,42.8,33.9,❌,❌,❌,88.0,❌,—
CEMTS,45.3,33.9,❌,❌,❌,97.5,✅,—
ATAKP,38.3,33.9,❌,❌,❌,47.3,❌,—
ALKA,46.6,33.9,❌,❌,❌,98.3,✅,—
PARSN,41.6,33.9,❌,❌,❌,98.9,✅,—
MEGMT,47.7,34.0,❌,❌,❌,83.4,❌,—
EUREN,36.9,34.0,❌,✅,❌,-9.2,❌,—
YATAS,45.1,34.0,❌,❌,❌,97.5,✅,—
IHLGM,43.5,34.0,❌,✅,❌,96.7,✅,—
TATEN,40.0,34.1,❌,❌,❌,12.4,❌,—
MZHLD,40.2,34.1,❌,❌,❌,98.0,✅,—
LUKSK,45.4,34.2,❌,❌,❌,97.7,✅,—
LKMNH,44.9,34.2,❌,❌,❌,99.3,✅,—
OBAMS,,34.4,❌,✅,❌,-351.4,❌,—
CONSE,36.0,34.4,❌,❌,❌,87.9,❌,—
IZINV,44.7,34.5,❌,❌,❌,92.5,❌,—
OYLUM,44.2,34.6,❌,❌,❌,97.4,✅,—
BRYAT,45.0,34.6,❌,❌,❌,98.8,✅,—
REEDR,,34.6,❌,❌,❌,-2089.5,❌,—
KIMMR,50.4,34.7,❌,❌,❌,93.9,❌,—
VSNMD,,34.7,❌,❌,❌,-174.0,❌,—
EGEEN,38.4,34.7,❌,✅,❌,99.0,✅,—
ORCAY,35.2,34.8,❌,❌,❌,48.7,❌,—
DAPGM,44.9,34.9,❌,❌,❌,81.7,❌,—
BIGCH,,34.9,❌,❌,❌,27.4,❌,—
BALSU,,34.9,❌,❌,❌,-492.5,❌,—
DITAS,44.9,34.9,❌,❌,❌,88.6,❌,—
TLMAN,43.1,35.0,❌,❌,❌,98.0,✅,—
VERTU,45.5,35.0,❌,❌,❌,93.0,❌,—
FENER,34.6,35.0,❌,✅,❌,25.7,❌,—
ARENA,42.0,35.1,❌,❌,❌,98.0,✅,—
SELVA,43.1,35.1,❌,❌,❌,-152.2,❌,—
SRVGY,39.9,35.2,❌,❌,❌,94.6,❌,—
RUZYE,45.6,35.3,❌,❌,❌,72.0,❌,—
DOFER,41.4,35.3,❌,❌,❌,49.5,❌,—
BRISA,45.3,35.3,❌,❌,❌,98.4,✅,—
OYYAT,46.2,35.3,❌,❌,❌,97.5,✅,—
PRKAB,45.8,35.4,❌,❌,❌,93.6,❌,—
BURCE,49.8,35.4,❌,❌,❌,97.5,✅,—
BFREN,33.1,35.5,❌,✅,❌,98.7,✅,—
ERCB,34.6,35.5,❌,❌,❌,-33.6,❌,—
ELITE,43.1,35.5,❌,❌,❌,90.5,❌,—
YUNSA,49.3,35.6,❌,❌,❌,97.7,✅,—
KAPLM,51.0,35.6,❌,❌,❌,98.0,✅,—
SILVR,43.2,35.7,❌,❌,❌,99.4,✅,—
KRSTL,49.1,35.8,❌,❌,❌,98.5,✅,—
TUCLK,37.2,35.9,❌,✅,❌,93.9,❌,—
PAMEL,41.4,36.0,❌,❌,❌,88.9,❌,—
SMRVA,,36.1,❌,✅,❌,-175.0,❌,—
DESA,45.7,36.1,❌,❌,❌,99.8,✅,—
SKBNK,46.4,36.2,❌,❌,❌,95.6,✅,—
MAKTK,45.8,36.2,❌,❌,❌,97.7,✅,—
COSMO,45.0,36.2,❌,✅,❌,74.6,❌,—
VKFYO,46.4,36.3,❌,❌,❌,92.6,❌,—
IZENR,40.9,36.3,❌,❌,❌,67.8,❌,—
UCAYM,,36.3,❌,❌,❌,16.5,❌,—
MMCAS,46.5,36.3,❌,❌,❌,89.8,❌,—
FROTO,45.3,36.3,❌,❌,❌,90.0,❌,—
POLTK,38.4,36.3,❌,❌,❌,64.6,❌,—
SNICA,33.1,36.4,❌,❌,❌,-196.2,❌,—
AZTEK,43.1,36.5,❌,❌,❌,80.1,❌,—
BORLS,,36.5,❌,❌,❌,-240.4,❌,—
TUREX,44.3,36.5,❌,❌,❌,-0.1,❌,—
