Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
GENTS,44.2,32.0,✅,✅,✅,95.3,✅,🟢
MZHLD,41.6,36.8,✅,✅,✅,98.0,✅,🟢
VKING,42.2,37.1,✅,✅,✅,97.7,✅,🟢
CEMTS,46.5,38.4,✅,✅,✅,97.6,✅,🟢
KUTPO,47.8,38.8,✅,✅,✅,97.6,✅,🟢
BRYAT,46.7,39.4,✅,✅,✅,98.6,✅,🟢
IHEVA,45.7,39.4,✅,✅,✅,98.9,✅,🟢
SNGYO,48.7,41.4,✅,✅,✅,96.5,✅,🟢
TLMAN,46.7,42.8,✅,✅,✅,97.7,✅,🟢
BUCIM,43.1,43.2,✅,✅,✅,98.4,✅,🟢
CMBTN,41.5,44.1,✅,✅,✅,97.8,✅,🟢
OTKAR,43.1,44.2,✅,✅,✅,99.5,✅,🟢
BIZIM,45.3,44.4,✅,✅,✅,97.3,✅,🟢
KLKIM,49.3,44.5,✅,✅,✅,96.6,✅,🟢
KLGYO,48.7,45.1,✅,✅,✅,96.3,✅,🟢
ECILC,54.1,45.5,✅,✅,✅,97.1,✅,🟢
BESLR,48.9,45.7,✅,✅,✅,97.9,✅,🟢
BANVT,43.8,46.0,✅,✅,✅,98.5,✅,🟢
DESPC,47.7,46.7,✅,✅,✅,97.2,✅,🟢
NUHCM,49.9,46.7,✅,✅,✅,96.1,✅,🟢
DYOBY,47.9,46.8,✅,✅,✅,97.8,✅,🟢
AVOD,52.2,46.8,✅,✅,✅,99.3,✅,🟢
INTEM,51.5,46.8,✅,✅,✅,99.1,✅,🟢
EGSER,47.4,47.4,✅,✅,✅,98.8,✅,🟢
MNDRS,49.9,48.3,✅,✅,✅,99.4,✅,🟢
DOKTA,48.8,48.6,✅,✅,✅,99.9,✅,🟢
KONYA,41.7,48.6,✅,✅,✅,98.5,✅,🟢
AKFGY,55.6,48.7,✅,✅,✅,95.5,✅,🟢
EUHOL,52.8,48.9,✅,✅,✅,98.0,✅,🟢
GEDZA,53.9,49.6,✅,✅,✅,96.2,✅,🟢
VAKBN,56.5,49.9,✅,✅,✅,97.1,✅,🟢
NUGYO,53.1,50.0,✅,✅,✅,97.0,✅,🟢
AFYON,54.1,50.0,✅,✅,✅,99.4,✅,🟢
BASCM,54.8,50.2,✅,✅,✅,96.5,✅,🟢
CEOEM,49.3,50.9,✅,✅,✅,95.4,✅,🟢
OZKGY,54.2,51.1,✅,✅,✅,100.0,✅,🟢
GARAN,56.3,51.1,✅,✅,✅,98.7,✅,🟢
BOSSA,52.5,51.4,✅,✅,✅,99.7,✅,🟢
YKBNK,55.5,51.6,✅,✅,✅,96.9,✅,🟢
PETKM,54.5,51.7,✅,✅,✅,99.8,✅,🟢
MEPET,63.6,51.9,✅,✅,✅,99.7,✅,🟢
PNLSN,51.7,51.9,✅,✅,✅,96.8,✅,🟢
KNFRT,51.8,51.9,✅,✅,✅,99.7,✅,🟢
AKBNK,55.5,52.1,✅,✅,✅,99.6,✅,🟢
EKGYO,57.6,52.2,✅,✅,✅,97.3,✅,🟢
DNISI,53.1,52.3,✅,✅,✅,99.5,✅,🟢
EGGUB,59.2,53.2,✅,✅,✅,100.0,✅,🟢
GUBRF,61.3,53.5,✅,✅,✅,98.6,✅,🟢
TABGD,61.5,53.9,✅,✅,✅,96.7,✅,🟢
ENJSA,70.1,54.6,✅,✅,✅,99.9,✅,🟢
OYAKC,54.6,54.7,✅,✅,✅,97.4,✅,🟢
RYSAS,68.6,56.8,✅,✅,✅,99.8,✅,🟢
TARKM,,57.2,✅,✅,✅,95.1,✅,🟢
AYDEM,58.2,57.4,✅,✅,✅,96.1,✅,🟢
DERIM,58.6,57.6,✅,✅,✅,100.0,✅,🟢
BIOEN,52.4,58.2,✅,✅,✅,95.8,✅,🟢
OFSYM,,58.8,✅,✅,✅,100.0,✅,🟢
ASELS,76.4,59.2,✅,✅,✅,100.0,✅,🟢
BLUME,60.6,59.2,✅,✅,✅,98.4,✅,🟢
AGESA,71.7,59.4,✅,✅,✅,99.2,✅,🟢
ALBRK,64.1,59.5,✅,✅,✅,98.7,✅,🟢
SDTTR,58.1,60.2,✅,✅,✅,98.2,✅,🟢
TRCAS,67.9,60.4,✅,✅,✅,99.1,✅,🟢
SKYMD,,60.4,✅,✅,✅,96.1,✅,🟢
DOCO,64.2,60.7,✅,✅,✅,99.9,✅,🟢
ARSAN,67.5,60.8,✅,✅,✅,99.3,✅,🟢
BOBET,51.8,61.6,✅,✅,✅,95.2,✅,🟢
BIGTK,56.5,61.7,✅,✅,✅,97.7,✅,🟢
SANFM,57.2,61.8,✅,✅,✅,99.4,✅,🟢
VANGD,82.9,62.6,✅,✅,✅,100.0,✅,🟢
KLSYN,71.8,62.8,✅,✅,✅,99.2,✅,🟢
INDES,66.3,63.2,✅,✅,✅,99.6,✅,🟢
POLHO,73.1,64.6,✅,✅,✅,99.8,✅,🟢
BRSAN,63.2,64.8,✅,✅,✅,100.0,✅,🟢
SAYAS,59.1,65.2,✅,✅,✅,100.0,✅,🟢
ISGYO,68.4,65.2,✅,✅,✅,99.6,✅,🟢
ASTOR,79.4,65.5,✅,✅,✅,97.6,✅,🟢
TBORG,60.2,65.8,✅,✅,✅,97.9,✅,🟢
HATSN,,66.6,✅,✅,✅,100.0,✅,🟢
ATSYH,69.7,66.6,✅,✅,✅,99.8,✅,🟢
ORGE,68.9,66.7,✅,✅,✅,99.8,✅,🟢
TCKRC,,67.1,✅,✅,✅,96.6,✅,🟢
ARASE,84.1,67.3,✅,✅,✅,100.0,✅,🟢
DEVA,61.8,67.3,✅,✅,✅,99.9,✅,🟢
KRPLS,67.3,67.8,✅,✅,✅,100.0,✅,🟢
VERUS,65.9,68.0,✅,✅,✅,100.0,✅,🟢
GESAN,70.0,68.1,✅,✅,✅,100.0,✅,🟢
KRDMD,73.6,68.3,✅,✅,✅,99.1,✅,🟢
VBTYZ,69.0,68.6,✅,✅,✅,100.0,✅,🟢
AKSGY,75.7,69.4,✅,✅,✅,98.7,✅,🟢
MOGAN,,70.9,✅,✅,✅,97.8,✅,🟢
