Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ADESE,44.8,34.8,❌,✅,❌,75.4,❌,—
CONSE,36.5,34.9,✅,❌,✅,88.3,❌,—
ARZUM,37.6,34.9,✅,✅,✅,19.8,❌,—
FENER,34.6,35.1,❌,✅,❌,12.7,❌,—
YKSLN,33.6,35.3,✅,✅,✅,90.1,❌,—
EGEEN,38.4,35.3,❌,✅,❌,99.2,✅,—
RTALB,46.6,35.4,❌,❌,❌,92.5,❌,—
SKBNK,46.4,35.5,✅,❌,✅,95.3,✅,—
CMENT,42.6,35.6,❌,❌,❌,98.3,✅,—
YATAS,46.4,35.6,❌,❌,❌,97.8,✅,—
BTCIM,49.8,35.6,❌,❌,❌,92.2,❌,—
MAKTK,46.0,35.7,✅,❌,✅,97.6,✅,—
OSTIM,42.9,35.7,❌,✅,❌,96.9,✅,—
BULGS,,35.8,✅,❌,✅,81.6,❌,—
MARTI,37.3,35.8,❌,✅,❌,87.4,❌,—
OBAMS,,35.8,✅,✅,✅,-358.1,❌,—
UNLU,40.2,35.9,✅,✅,✅,89.2,❌,—
ISYAT,44.2,36.0,✅,❌,✅,97.2,✅,—
AGROT,35.2,36.1,❌,❌,❌,-177.8,❌,—
PARSN,42.6,36.2,❌,❌,❌,99.0,✅,—
YBTAS,38.6,36.2,✅,✅,✅,5.7,❌,—
OYLUM,44.9,36.4,❌,❌,❌,97.5,✅,—
KZGYO,42.4,36.4,✅,❌,✅,-8967.4,❌,—
MEDTR,41.4,36.5,✅,❌,✅,76.9,❌,—
ZERGY,,36.6,✅,✅,✅,,❌,—
CASA,41.5,36.7,✅,❌,✅,-26.6,❌,—
ULAS,45.5,36.7,❌,❌,❌,96.2,✅,—
YONGA,42.1,36.7,❌,❌,❌,-79.9,❌,—
MZHLD,41.6,36.8,✅,✅,✅,98.0,✅,🟢
MEGMT,51.3,36.9,❌,❌,❌,89.4,❌,—
PAHOL,,36.9,✅,❌,✅,,❌,—
ASUZU,43.3,36.9,✅,❌,✅,98.6,✅,—
BEGYO,,37.0,✅,✅,✅,40.5,❌,—
ERBOS,44.3,37.0,✅,❌,✅,99.2,✅,—
VKING,42.2,37.1,✅,✅,✅,97.7,✅,🟢
FZLGY,,37.1,❌,❌,❌,41.2,❌,—
OYYAT,47.7,37.2,❌,✅,❌,99.3,✅,—
ELITE,44.5,37.2,✅,❌,✅,89.9,❌,—
KSTUR,43.6,37.3,✅,❌,✅,53.0,❌,—
ANGEN,39.6,37.3,❌,❌,❌,62.6,❌,—
VKFYO,47.3,37.3,❌,❌,❌,92.5,❌,—
DERHL,46.3,37.3,✅,✅,✅,72.3,❌,—
SANKO,45.4,37.4,✅,❌,✅,98.5,✅,—
LUKSK,47.3,37.4,✅,❌,✅,98.0,✅,—
MRGYO,43.4,37.5,✅,✅,✅,89.7,❌,—
ALKA,48.4,37.5,❌,✅,❌,98.3,✅,—
TSGYO,42.7,37.6,✅,❌,✅,94.6,❌,—
KONKA,43.7,37.6,❌,❌,❌,95.0,❌,—
BERA,43.9,37.7,❌,❌,❌,89.4,❌,—
KLRHO,,37.7,✅,✅,✅,16.2,❌,—
KOTON,,37.8,❌,✅,❌,,❌,—
LKMNH,46.6,37.9,❌,❌,❌,99.3,✅,—
LYDYE,50.3,38.0,❌,❌,❌,99.7,✅,—
ULKER,46.5,38.0,❌,❌,❌,86.7,❌,—
DOFER,42.6,38.0,❌,✅,❌,51.4,❌,—
ARENA,43.3,38.0,✅,❌,✅,98.0,✅,—
SAFKR,51.6,38.0,❌,❌,❌,94.8,❌,—
SMRVA,,38.0,✅,✅,✅,-179.4,❌,—
HUBVC,47.6,38.1,❌,❌,❌,92.3,❌,—
FROTO,46.3,38.2,❌,✅,❌,90.0,❌,—
BFREN,33.5,38.2,❌,✅,❌,98.6,✅,—
MIATK,44.9,38.3,❌,❌,❌,62.6,❌,—
TATEN,43.1,38.3,❌,❌,❌,31.3,❌,—
CEMTS,46.5,38.4,✅,✅,✅,97.6,✅,🟢
ATAKP,41.9,38.4,✅,❌,✅,46.9,❌,—
SNICA,34.5,38.5,❌,❌,❌,-211.8,❌,—
KARSN,45.3,38.5,✅,❌,✅,99.2,✅,—
SELVA,44.8,38.6,✅,❌,✅,-153.0,❌,—
BURCE,51.7,38.7,❌,❌,❌,97.8,✅,—
LMKDC,,38.7,❌,❌,❌,82.8,❌,—
KUTPO,47.8,38.8,✅,✅,✅,97.6,✅,🟢
BALSU,,38.9,❌,❌,❌,-409.1,❌,—
REEDR,,38.9,✅,❌,✅,-1928.9,❌,—
PRKAB,47.7,39.0,❌,❌,❌,94.0,❌,—
MMCAS,48.5,39.0,❌,❌,❌,90.7,❌,—
DESA,47.1,39.0,❌,✅,❌,99.9,✅,—
IDGYO,45.4,39.0,❌,❌,❌,88.9,❌,—
EKOS,,39.1,✅,❌,✅,44.2,❌,—
NIBAS,48.5,39.1,❌,✅,❌,61.9,❌,—
KRSTL,50.7,39.1,❌,❌,❌,98.5,✅,—
TEKTU,46.8,39.3,✅,❌,✅,95.4,✅,—
KIMMR,53.7,39.3,❌,❌,❌,94.9,❌,—
BRYAT,46.7,39.4,✅,✅,✅,98.6,✅,🟢
IHEVA,45.7,39.4,✅,✅,✅,98.9,✅,🟢
DAPGM,47.3,39.4,❌,❌,❌,94.7,❌,—
VSNMD,,39.5,✅,✅,✅,-170.1,❌,—
DITAS,48.2,39.5,✅,❌,✅,89.6,❌,—
ISSEN,40.5,39.5,✅,❌,✅,73.9,❌,—
HTTBT,47.9,39.5,❌,❌,❌,87.5,❌,—
CLEBI,47.0,39.7,❌,✅,❌,97.9,✅,—
INVEO,44.9,39.8,✅,❌,✅,95.6,✅,—
ERCB,36.0,39.9,✅,✅,✅,-26.7,❌,—
BIGCH,,40.0,✅,❌,✅,27.9,❌,—
ENKAI,59.0,40.0,❌,❌,❌,95.9,✅,—
SRVGY,41.9,40.0,✅,✅,✅,95.0,❌,—
TTKOM,52.1,40.1,❌,❌,❌,96.3,✅,—
IZINV,49.3,40.1,❌,❌,❌,93.5,❌,—
AYCES,47.1,40.1,❌,❌,❌,82.3,❌,—
POLTK,39.9,40.2,❌,❌,❌,66.1,❌,—
PNSUT,48.4,40.3,❌,❌,❌,95.3,✅,—
LINK,42.2,40.4,❌,❌,❌,91.6,❌,—
DZGYO,49.9,40.4,✅,❌,✅,96.0,✅,—
PENGD,51.8,40.4,❌,❌,❌,96.2,✅,—
ESEN,44.6,40.4,❌,✅,❌,69.6,❌,—
SILVR,45.6,40.4,✅,❌,✅,99.4,✅,—
SISE,49.7,40.4,✅,❌,✅,94.3,❌,—
ZEDUR,46.1,40.4,✅,❌,✅,90.4,❌,—
GRNYO,53.3,40.5,❌,❌,❌,99.6,✅,—
GLCVY,48.7,40.5,✅,✅,✅,82.1,❌,—
ALKIM,46.9,40.6,❌,❌,❌,97.1,✅,—
MGROS,54.4,40.7,❌,❌,❌,99.4,✅,—
KLSER,28.3,40.8,❌,❌,❌,59.1,❌,—
SUWEN,40.6,40.8,✅,✅,✅,78.4,❌,—
MAGEN,54.4,40.8,❌,❌,❌,96.5,✅,—
AGYO,49.4,40.8,✅,❌,✅,98.0,✅,—
HEKTS,34.4,40.9,✅,❌,✅,84.3,❌,—
BLCYT,47.3,40.9,✅,✅,✅,86.2,❌,—
BEYAZ,47.6,41.0,✅,❌,✅,89.3,❌,—
AZTEK,45.1,41.0,❌,❌,❌,82.0,❌,—
GZNMI,42.8,41.0,❌,✅,❌,95.5,✅,—
BAYRK,46.1,41.1,❌,❌,❌,97.4,✅,—
BRISA,48.0,41.1,❌,❌,❌,98.5,✅,—
BORLS,,41.2,❌,❌,❌,-211.4,❌,—
SERNT,,41.3,✅,❌,✅,,❌,—
OYAYO,53.0,41.3,❌,❌,❌,97.1,✅,—
SMART,47.2,41.3,❌,❌,❌,96.9,✅,—
KFEIN,47.4,41.4,❌,❌,❌,92.3,❌,—
SNGYO,48.7,41.4,✅,✅,✅,96.5,✅,🟢
AVHOL,46.7,41.4,❌,❌,❌,80.4,❌,—
CEMAS,47.1,41.4,✅,✅,✅,93.6,❌,—
GLRYH,45.6,41.5,✅,✅,✅,92.2,❌,—
HATEK,44.7,41.5,❌,❌,❌,87.8,❌,—
KAPLM,55.4,41.6,✅,❌,✅,98.0,✅,—
UMPAS,56.5,41.6,✅,✅,❌,3.7,❌,—
PAMEL,43.2,41.7,❌,❌,❌,93.8,❌,—
UCAYM,,41.8,❌,❌,❌,12.7,❌,—
GWIND,47.4,41.8,❌,❌,❌,62.8,❌,—
KENT,38.0,41.9,✅,✅,✅,70.8,❌,—
CRDFA,61.6,42.0,❌,❌,❌,95.9,✅,—
BVSAN,50.5,42.0,✅,❌,✅,39.7,❌,—
TUREX,45.7,42.0,✅,✅,✅,5.3,❌,—
HLGYO,58.2,42.1,✅,❌,✅,98.5,✅,—
JANTS,41.0,42.1,❌,✅,❌,92.7,❌,—
YYLGD,47.5,42.2,❌,❌,❌,53.8,❌,—
COSMO,47.7,42.2,✅,✅,✅,74.5,❌,—
ALGYO,49.1,42.2,✅,✅,✅,92.3,❌,—
SUMAS,47.1,42.2,❌,❌,❌,89.9,❌,—
HALKB,56.4,42.3,✅,❌,✅,94.2,❌,—
YAPRK,43.0,42.3,✅,❌,✅,66.4,❌,—
ALCAR,42.0,42.3,✅,❌,✅,99.4,✅,—
ULUFA,54.4,42.3,❌,❌,❌,90.4,❌,—
SAMAT,43.9,42.4,✅,❌,✅,97.6,✅,—
IZFAS,59.0,42.4,❌,❌,❌,97.3,✅,—
KLNMA,43.0,42.4,❌,❌,❌,96.3,✅,—
MAVI,51.3,42.4,❌,❌,❌,88.4,❌,—
MEYSU,,42.5,✅,❌,✅,81.1,❌,—
MHRGY,,42.5,✅,❌,✅,-72.3,❌,—
KAREL,46.3,42.6,❌,❌,❌,94.7,❌,—
SASA,40.1,42.6,❌,❌,❌,95.3,✅,—
CIMSA,53.0,42.6,✅,❌,✅,98.0,✅,—
PINSU,55.0,42.6,❌,❌,❌,98.6,✅,—
SOKE,49.6,42.6,❌,❌,❌,90.3,❌,—
ORMA,48.6,42.7,❌,❌,❌,90.1,❌,—
GRTHO,,42.7,✅,❌,✅,72.9,❌,—
TLMAN,46.7,42.8,✅,✅,✅,97.7,✅,🟢
VERTU,48.1,42.8,❌,❌,❌,93.3,❌,—
ORCAY,36.8,42.8,✅,✅,✅,51.0,❌,—
RUZYE,49.5,42.9,✅,✅,✅,75.0,❌,—
ISCTR,50.3,42.9,✅,❌,✅,90.2,❌,—
BRKVY,50.6,43.0,✅,✅,✅,72.3,❌,—
SNPAM,50.1,43.0,❌,✅,❌,99.7,✅,—
IZENR,48.0,43.1,❌,❌,❌,73.3,❌,—
LYDHO,58.0,43.2,❌,❌,❌,99.4,✅,—
BUCIM,43.1,43.2,✅,✅,✅,98.4,✅,🟢
ALCTL,50.2,43.2,✅,❌,✅,98.7,✅,—
ATLAS,51.6,43.3,✅,❌,✅,98.3,✅,—
ISKPL,51.1,43.3,❌,✅,❌,91.3,❌,—
TTRAK,41.5,43.5,❌,✅,❌,92.9,❌,—
PAPIL,45.2,43.5,✅,✅,✅,89.2,❌,—
YAYLA,48.9,43.5,❌,✅,❌,98.4,✅,—
TUCLK,38.8,43.6,✅,✅,✅,94.0,❌,—
BAKAB,50.7,43.6,✅,❌,✅,97.4,✅,—
KLMSN,49.8,43.7,❌,❌,❌,99.1,✅,—
FLAP,51.0,43.9,✅,❌,✅,86.2,❌,—
VAKFA,,43.9,✅,✅,✅,,❌,—
A1YEN,50.0,44.0,❌,❌,❌,90.6,❌,—
TERA,55.2,44.0,✅,✅,✅,93.2,❌,—
MSGYO,55.2,44.0,❌,❌,❌,99.2,✅,—
HDFGS,50.3,44.1,✅,✅,✅,94.2,❌,—
CMBTN,41.5,44.1,✅,✅,✅,97.8,✅,🟢
ALFAS,44.8,44.1,❌,❌,❌,78.2,❌,—
BALAT,53.2,44.2,❌,✅,❌,90.9,❌,—
MERCN,50.0,44.2,❌,❌,❌,59.2,❌,—
OTKAR,43.1,44.2,✅,✅,✅,99.5,✅,🟢
BIENY,35.6,44.2,✅,✅,✅,34.7,❌,—
LIDFA,59.1,44.4,✅,❌,✅,96.5,✅,—
VAKKO,50.2,44.4,❌,❌,❌,99.4,✅,—
YUNSA,54.1,44.4,❌,❌,❌,98.0,✅,—
BIZIM,45.3,44.4,✅,✅,✅,97.3,✅,🟢
TURGG,48.8,44.5,❌,✅,❌,96.9,✅,—
EUYO,53.3,44.5,✅,❌,✅,97.4,✅,—
INTEK,42.7,44.5,✅,❌,✅,59.4,❌,—
TSKB,50.9,44.5,✅,❌,✅,98.8,✅,—
KLKIM,49.3,44.5,✅,✅,✅,96.6,✅,🟢
YIGIT,,44.6,✅,✅,✅,29.4,❌,—
GLBMD,51.2,44.6,❌,❌,❌,94.3,❌,—
TKNSA,44.2,44.7,❌,✅,❌,97.4,✅,—
MAALT,51.4,44.7,✅,❌,✅,98.2,✅,—
PENTA,43.7,44.7,✅,❌,✅,-97.9,❌,—
VKGYO,56.1,44.7,✅,❌,✅,98.9,✅,—
KAYSE,44.4,44.7,✅,✅,✅,89.9,❌,—
AGHOL,53.4,44.8,❌,❌,❌,99.5,✅,—
TDGYO,48.7,44.9,❌,✅,❌,86.2,❌,—
SEYKM,47.4,45.0,❌,❌,❌,78.0,❌,—
MERIT,52.3,45.0,✅,❌,✅,76.5,❌,—
KUYAS,61.3,45.0,✅,❌,✅,99.4,✅,—
ARTMS,,45.1,✅,❌,✅,58.1,❌,—
PETUN,51.3,45.1,❌,❌,❌,96.3,✅,—
TURSG,63.1,45.1,❌,❌,❌,99.2,✅,—
FRIGO,53.6,45.1,❌,✅,❌,96.5,✅,—
KLGYO,48.7,45.1,✅,✅,✅,96.3,✅,🟢
BURVA,59.4,45.3,❌,❌,❌,99.8,✅,—
DOGUB,58.1,45.3,❌,❌,❌,98.7,✅,—
KTSKR,55.1,45.3,✅,❌,✅,97.9,✅,—
CGCAM,,45.3,✅,❌,✅,92.4,❌,—
BAGFS,48.2,45.4,❌,✅,❌,97.9,✅,—
QNBFK,44.7,45.5,❌,❌,❌,93.9,❌,—
ECILC,54.1,45.5,✅,✅,✅,97.1,✅,🟢
BESLR,48.9,45.7,✅,✅,✅,97.9,✅,🟢
THYAO,54.3,45.8,❌,❌,❌,99.8,✅,—
ATEKS,48.8,46.0,❌,❌,❌,99.0,✅,—
BANVT,43.8,46.0,✅,✅,✅,98.5,✅,🟢
ISGSY,60.4,46.0,✅,❌,✅,98.7,✅,—
TCELL,56.6,46.1,❌,❌,❌,92.2,❌,—
GOODY,45.5,46.1,❌,❌,❌,94.6,❌,—
DOAS,53.1,46.2,❌,❌,❌,98.6,✅,—
MOBTL,62.7,46.2,❌,❌,❌,99.0,✅,—
GARFA,53.4,46.2,✅,❌,✅,99.3,✅,—
QUAGR,45.1,46.3,✅,✅,✅,75.3,❌,—
AKENR,50.1,46.3,❌,❌,❌,96.4,✅,—
AEFES,55.3,46.4,❌,❌,❌,93.0,❌,—
HEDEF,55.8,46.4,❌,❌,❌,98.6,✅,—
GSDHO,53.6,46.4,✅,❌,✅,99.5,✅,—
OBASE,52.3,46.5,✅,❌,✅,97.8,✅,—
SKTAS,44.9,46.5,❌,✅,❌,100.0,✅,—
ACSEL,52.6,46.6,✅,❌,✅,93.8,❌,—
INGRM,48.1,46.6,❌,❌,❌,98.1,✅,—
TOASO,57.1,46.6,❌,❌,❌,86.3,❌,—
DESPC,47.7,46.7,✅,✅,✅,97.2,✅,🟢
NUHCM,49.9,46.7,✅,✅,✅,96.1,✅,🟢
DYOBY,47.9,46.8,✅,✅,✅,97.8,✅,🟢
AVOD,52.2,46.8,✅,✅,✅,99.3,✅,🟢
INTEM,51.5,46.8,✅,✅,✅,99.1,✅,🟢
GOLTS,48.4,46.9,❌,✅,❌,97.7,✅,—
AVPGY,,46.9,✅,❌,✅,80.6,❌,—
ONCSM,58.2,46.9,❌,❌,❌,96.8,✅,—
SKYLP,58.6,47.0,✅,❌,✅,96.1,✅,—
EMNIS,43.5,47.0,❌,✅,❌,98.6,✅,—
LILAK,,47.0,✅,❌,✅,56.6,❌,—
LOGO,54.1,47.1,❌,✅,❌,98.0,✅,—
ASGYO,,47.3,✅,❌,✅,-61.0,❌,—
MTRYO,54.6,47.3,✅,❌,✅,97.3,✅,—
EGSER,47.4,47.4,✅,✅,✅,98.8,✅,🟢
MARBL,45.3,47.4,✅,✅,✅,69.2,❌,—
PRKME,48.9,47.4,✅,❌,✅,98.8,✅,—
KOPOL,47.4,47.5,❌,❌,❌,87.4,❌,—
BASGZ,66.9,47.6,❌,❌,❌,99.4,✅,—
ENTRA,,47.7,❌,❌,❌,-38064.6,❌,—
IHAAS,56.6,47.7,✅,✅,✅,94.9,❌,—
DOFRB,,47.8,❌,❌,❌,87.6,❌,—
CUSAN,50.9,47.9,❌,❌,❌,99.5,✅,—
TATGD,49.4,47.9,❌,❌,❌,94.2,❌,—
ODAS,53.3,47.9,❌,❌,❌,97.4,✅,—
ONRYT,,48.0,✅,✅,✅,43.1,❌,—
ISBIR,44.7,48.1,❌,✅,❌,-8.3,❌,—
GRSEL,58.5,48.2,❌,❌,❌,87.8,❌,—
BNTAS,44.8,48.3,❌,✅,❌,98.9,✅,—
MNDRS,49.9,48.3,✅,✅,✅,99.4,✅,🟢
NTGAZ,62.9,48.5,❌,❌,❌,97.6,✅,—
CCOLA,41.6,48.6,❌,❌,❌,97.0,✅,—
DOKTA,48.8,48.6,✅,✅,✅,99.9,✅,🟢
SARKY,56.4,48.6,✅,❌,✅,92.8,❌,—
KONYA,41.7,48.6,✅,✅,✅,98.5,✅,🟢
MAKIM,46.9,48.6,❌,❌,❌,98.5,✅,—
ZGYO,,48.6,✅,❌,✅,89.4,❌,—
EYGYO,,48.7,✅,✅,✅,-135.0,❌,—
AKFGY,55.6,48.7,✅,✅,✅,95.5,✅,🟢
OSMEN,37.4,48.8,✅,✅,✅,73.4,❌,—
FRMPL,,48.9,✅,❌,✅,-55.1,❌,—
EUHOL,52.8,48.9,✅,✅,✅,98.0,✅,🟢
ENERY,59.6,48.9,✅,❌,✅,87.1,❌,—
GATEG,64.5,49.0,❌,❌,❌,99.5,✅,—
ECZYT,59.3,49.0,✅,❌,✅,99.3,✅,—
DGGYO,51.7,49.0,❌,❌,❌,100.0,✅,—
SUNTK,51.6,49.0,❌,❌,❌,92.1,❌,—
EDIP,59.1,49.1,✅,❌,✅,98.9,✅,—
OZRDN,66.5,49.1,❌,❌,❌,96.2,✅,—
OZGYO,62.4,49.1,❌,❌,❌,99.9,✅,—
BRKSN,50.3,49.1,✅,✅,✅,93.7,❌,—
AKSA,55.7,49.2,✅,❌,✅,99.0,✅,—
BRKO,54.5,49.2,✅,❌,✅,98.2,✅,—
BSOKE,57.2,49.2,❌,❌,❌,99.4,✅,—
RODRG,54.2,49.2,✅,❌,✅,68.9,❌,—
ANHYT,58.6,49.4,❌,❌,❌,98.8,✅,—
AKSEN,65.9,49.4,❌,❌,❌,96.1,✅,—
TAVHL,55.8,49.6,❌,✅,❌,99.8,✅,—
GEDZA,53.9,49.6,✅,✅,✅,96.2,✅,🟢
EKSUN,49.4,49.7,❌,❌,❌,-6001.8,❌,—
MARMR,,49.8,❌,✅,❌,-387.2,❌,—
YEOTK,61.5,49.9,❌,❌,❌,96.8,✅,—
ULUSE,58.4,49.9,❌,❌,❌,98.2,✅,—
VAKBN,56.5,49.9,✅,✅,✅,97.1,✅,🟢
FADE,52.9,49.9,✅,❌,✅,94.6,❌,—
SMRTG,48.4,50.0,✅,❌,✅,85.3,❌,—
HOROZ,,50.0,❌,✅,❌,84.2,❌,—
NUGYO,53.1,50.0,✅,✅,✅,97.0,✅,🟢
AFYON,54.1,50.0,✅,✅,✅,99.4,✅,🟢
MRSHL,52.9,50.0,❌,❌,❌,98.5,✅,—
EPLAS,50.2,50.2,❌,✅,❌,93.6,❌,—
BASCM,54.8,50.2,✅,✅,✅,96.5,✅,🟢
KBORU,,50.7,✅,❌,✅,88.3,❌,—
EGEPO,71.1,50.8,✅,❌,✅,97.6,✅,—
DIRIT,51.3,50.8,❌,✅,❌,88.9,❌,—
CEOEM,49.3,50.9,✅,✅,✅,95.4,✅,🟢
ZRGYO,55.7,51.0,❌,✅,❌,90.8,❌,—
NTHOL,55.1,51.0,❌,❌,❌,99.7,✅,—
ULUUN,58.8,51.0,❌,❌,❌,99.4,✅,—
OZKGY,54.2,51.1,✅,✅,✅,100.0,✅,🟢
GARAN,56.3,51.1,✅,✅,✅,98.7,✅,🟢
GOZDE,51.8,51.1,❌,❌,❌,99.8,✅,—
ISFIN,60.2,51.2,✅,❌,✅,100.0,✅,—
DMSAS,52.8,51.2,❌,✅,❌,100.0,✅,—
AHSGY,,51.3,✅,❌,✅,92.4,❌,—
BMSTL,61.5,51.3,❌,❌,❌,98.1,✅,—
RNPOL,61.2,51.3,✅,❌,✅,84.8,❌,—
FMIZP,52.9,51.3,❌,✅,❌,99.6,✅,—
BOSSA,52.5,51.4,✅,✅,✅,99.7,✅,🟢
GEDIK,59.6,51.5,✅,❌,✅,97.1,✅,—
AYEN,60.2,51.5,✅,❌,✅,99.2,✅,—
ODINE,,51.5,❌,❌,❌,98.8,✅,—
DENGE,47.4,51.6,✅,✅,✅,89.4,❌,—
MACKO,56.0,51.6,❌,✅,❌,81.0,❌,—
YKBNK,55.5,51.6,✅,✅,✅,96.9,✅,🟢
PETKM,54.5,51.7,✅,✅,✅,99.8,✅,🟢
GLRMK,,51.8,❌,✅,❌,68.8,❌,—
DOHOL,61.8,51.8,❌,❌,❌,99.7,✅,—
MEPET,63.6,51.9,✅,✅,✅,99.7,✅,🟢
PNLSN,51.7,51.9,✅,✅,✅,96.8,✅,🟢
KNFRT,51.8,51.9,✅,✅,✅,99.7,✅,🟢
AYES,67.1,52.0,❌,❌,❌,100.0,✅,—
DSTKF,,52.0,✅,❌,✅,98.6,✅,—
CWENE,63.2,52.1,✅,❌,✅,71.8,❌,—
AKBNK,55.5,52.1,✅,✅,✅,99.6,✅,🟢
SAHOL,55.0,52.1,✅,✅,✅,92.5,❌,—
BORSK,,52.2,✅,✅,✅,-163.0,❌,—
EKGYO,57.6,52.2,✅,✅,✅,97.3,✅,🟢
ECOGR,,52.3,❌,❌,❌,-199.2,❌,—
DGATE,63.3,52.3,❌,❌,❌,99.7,✅,—
DNISI,53.1,52.3,✅,✅,✅,99.5,✅,🟢
SANEL,67.5,52.5,❌,❌,❌,96.2,✅,—
ICBCT,59.3,52.6,✅,❌,✅,99.6,✅,—
ALARK,54.9,53.1,❌,❌,❌,99.9,✅,—
EGGUB,59.2,53.2,✅,✅,✅,100.0,✅,🟢
PATEK,,53.5,✅,✅,✅,93.0,❌,—
GUBRF,61.3,53.5,✅,✅,✅,98.6,✅,🟢
BRMEN,58.5,53.7,❌,❌,❌,99.7,✅,—
YGGYO,79.5,53.8,❌,❌,❌,95.2,✅,—
AKFYE,61.9,53.9,❌,❌,❌,-1900.7,❌,—
TABGD,61.5,53.9,✅,✅,✅,96.7,✅,🟢
MPARK,62.6,54.0,❌,✅,❌,100.0,✅,—
PSGYO,65.0,54.0,❌,❌,❌,89.2,❌,—
GSRAY,35.5,54.0,✅,✅,✅,30.7,❌,—
EFOR,,54.2,❌,✅,❌,95.1,✅,—
GEREL,76.0,54.4,✅,❌,✅,99.8,✅,—
EREGL,63.5,54.5,❌,❌,❌,97.3,✅,—
ANSGR,64.4,54.5,❌,❌,❌,99.8,✅,—
KMPUR,53.9,54.6,❌,❌,❌,95.9,✅,—
