Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ISATR,70.9,✅,❌,❌,❌,5.4,❌,✅,—
KRTEK,30.1,❌,❌,❌,❌,15.8,❌,❌,—
MERKO,29.3,❌,❌,❌,❌,20.8,✅,✅,—
SEKFK,34.8,❌,❌,❌,✅,21.8,✅,❌,—
FORMT,35.4,❌,❌,❌,❌,23.7,❌,✅,—
IHYAY,37.8,❌,❌,❌,❌,25.5,❌,✅,—
EKIZ,43.7,❌,❌,❌,❌,26.7,❌,❌,—
VESBE,31.4,❌,❌,❌,❌,27.8,❌,❌,—
IHLAS,39.9,✅,❌,✅,❌,28.1,❌,✅,—
IMASM,40.2,❌,❌,❌,❌,28.2,❌,❌,—
ZOREN,35.7,❌,❌,❌,❌,28.3,✅,❌,—
USAK,39.5,❌,❌,❌,❌,28.7,❌,✅,—
OTTO,36.6,❌,❌,❌,❌,28.8,❌,✅,—
TMSN,38.8,❌,❌,❌,✅,28.8,✅,❌,—
TEZOL,41.1,❌,❌,❌,❌,29.3,✅,❌,—
MEGAP,39.2,✅,❌,✅,❌,29.3,❌,✅,—
VAKFN,46.2,❌,❌,❌,❌,29.4,✅,❌,—
CVKMD,45.3,❌,❌,❌,❌,30.2,✅,❌,—
PGSUS,37.6,❌,❌,❌,❌,31.2,❌,❌,—
NATEN,38.1,❌,❌,❌,❌,31.6,✅,✅,—
LIDER,42.7,❌,❌,❌,❌,31.6,❌,❌,—
KZBGY,41.6,❌,❌,❌,❌,31.7,✅,✅,—
AVTUR,45.5,❌,❌,❌,❌,31.8,❌,❌,—
DARDL,36.7,❌,✅,❌,❌,31.9,✅,❌,—
A1CAP,45.9,❌,❌,❌,❌,32.0,✅,❌,—
BMSCH,45.7,❌,❌,❌,❌,32.0,❌,❌,—
GENTS,44.3,❌,❌,❌,❌,32.1,✅,✅,—
IHGZT,43.5,✅,❌,✅,❌,32.2,✅,✅,—
VESTL,32.5,❌,❌,❌,❌,32.2,✅,❌,—
SODSN,39.6,❌,❌,❌,❌,32.3,❌,✅,—
KRVGD,46.0,❌,❌,❌,❌,32.4,❌,❌,—
ENSRI,42.3,❌,❌,❌,❌,32.5,✅,✅,—
LRSHO,41.9,❌,❌,❌,❌,32.5,❌,❌,—
KONTR,33.9,❌,❌,❌,❌,32.6,❌,✅,—
CANTE,39.3,✅,❌,✅,❌,32.6,✅,✅,—
YYAPI,40.8,❌,❌,❌,❌,32.7,✅,✅,—
AKGRT,47.5,❌,❌,❌,❌,32.8,❌,❌,—
TRILC,38.0,❌,❌,❌,❌,33.1,❌,✅,—
IHLGM,43.6,❌,❌,❌,❌,33.1,❌,✅,—
QNBTR,46.9,❌,❌,❌,❌,33.1,❌,✅,—
RAYSG,39.0,❌,❌,❌,❌,33.2,❌,✅,—
ARCLK,39.6,❌,❌,❌,❌,33.3,✅,❌,—
SEGYO,45.6,❌,❌,❌,❌,33.5,✅,❌,—
YESIL,38.0,❌,❌,❌,❌,33.5,❌,✅,—
PKENT,36.3,❌,❌,❌,❌,33.5,❌,✅,—
TUKAS,38.1,✅,✅,✅,❌,33.8,✅,✅,—
MEKAG,41.8,✅,❌,✅,❌,33.9,✅,✅,—
ISMEN,46.9,❌,❌,❌,❌,33.9,❌,❌,—
GOKNR,41.9,❌,❌,❌,❌,34.0,❌,❌,—
KATMR,44.9,❌,❌,❌,❌,34.2,✅,❌,—
VRGYO,35.6,✅,✅,✅,❌,34.2,✅,✅,—
AKYHO,41.1,✅,❌,✅,❌,34.3,✅,❌,—
ADESE,44.7,❌,❌,❌,❌,34.3,❌,✅,—
EUREN,37.0,❌,❌,❌,❌,34.4,✅,✅,—
MNDTR,38.5,❌,❌,❌,❌,34.4,❌,❌,—
ARZUM,37.5,✅,❌,✅,❌,34.6,✅,✅,—
EMKEL,42.8,❌,❌,❌,❌,34.6,✅,✅,—
ATAGY,44.6,❌,❌,❌,❌,34.8,✅,❌,—
