Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
MEDTR,41.8,38.1,✅,❌,✅,77.1,❌,—
ARENA,43.4,38.2,✅,❌,✅,98.2,✅,—
MIATK,44.9,38.2,❌,❌,❌,61.7,❌,—
SMRVA,,38.2,✅,✅,✅,-171.5,❌,—
LMKDC,,38.3,❌,❌,❌,81.7,❌,—
PRKAB,47.3,38.3,❌,❌,❌,93.8,❌,—
PENGD,50.5,38.3,❌,❌,❌,96.0,✅,—
ZERGY,,38.3,✅,✅,✅,,❌,—
MARTI,37.8,38.4,✅,✅,✅,90.8,❌,—
OYYAT,48.0,38.4,✅,✅,✅,99.8,✅,🟢
TUCLK,37.9,38.5,✅,✅,❌,93.0,❌,—
VSNMD,,38.5,❌,❌,❌,-171.9,❌,—
REEDR,,38.6,❌,❌,❌,-1987.2,❌,—
BFREN,33.6,38.6,✅,✅,✅,98.8,✅,🟢
POLTK,39.3,38.7,❌,❌,❌,65.5,❌,—
ULKER,46.9,38.8,❌,✅,❌,85.5,❌,—
ERCB,35.7,38.8,✅,❌,✅,-24.2,❌,—
DAPGM,47.0,38.8,❌,❌,❌,90.6,❌,—
SRVGY,41.5,38.8,❌,✅,❌,94.3,❌,—
AZTEK,44.2,38.9,❌,❌,❌,81.0,❌,—
SILVR,44.9,38.9,✅,❌,✅,99.4,✅,—
BALSU,,39.0,❌,❌,❌,-440.6,❌,—
DESA,47.2,39.1,❌,✅,❌,99.9,✅,—
BURCE,51.9,39.1,✅,❌,✅,98.0,✅,—
MAKTK,47.3,39.1,✅,✅,✅,98.0,✅,🟢
IDGYO,45.5,39.2,✅,❌,✅,89.5,❌,—
SELVA,45.0,39.3,✅,❌,✅,-149.2,❌,—
BRISA,47.2,39.3,❌,❌,❌,98.4,✅,—
IZINV,48.6,39.3,❌,❌,❌,93.2,❌,—
KZGYO,43.6,39.3,✅,❌,✅,-8774.9,❌,—
ATAKP,42.4,39.3,✅,❌,✅,48.7,❌,—
GRNYO,52.4,39.3,❌,❌,❌,99.5,✅,—
IHEVA,45.7,39.4,✅,✅,✅,99.0,✅,🟢
BLCYT,46.7,39.5,✅,✅,✅,87.1,❌,—
SUWEN,40.0,39.5,✅,✅,✅,79.5,❌,—
ISSEN,40.5,39.5,✅,❌,✅,74.3,❌,—
EKOS,,39.6,✅,❌,✅,47.2,❌,—
LYDHO,55.7,39.6,❌,❌,❌,99.4,✅,—
VKFYO,48.6,39.7,✅,❌,✅,92.6,❌,—
CLEBI,47.0,39.7,❌,✅,❌,97.9,✅,—
GZNMI,42.4,39.8,❌,✅,❌,93.8,❌,—
TLMAN,45.6,39.8,✅,❌,✅,98.3,✅,—
MAGEN,53.7,39.9,❌,❌,❌,95.8,✅,—
KLSER,27.7,39.9,❌,❌,❌,58.6,❌,—
TTKOM,52.0,40.0,❌,❌,❌,95.6,✅,—
SISE,49.5,40.1,✅,❌,✅,94.6,❌,—
ORMA,47.5,40.1,❌,❌,❌,89.7,❌,—
HTTBT,48.2,40.1,❌,❌,❌,86.9,❌,—
BEYAZ,47.3,40.2,❌,❌,❌,88.9,❌,—
BORLS,,40.2,❌,❌,❌,-217.7,❌,—
GLCVY,48.6,40.3,✅,✅,✅,83.3,❌,—
ALKIM,46.7,40.3,❌,❌,❌,96.9,✅,—
HEKTS,34.4,40.5,❌,❌,❌,82.7,❌,—
SERNT,,40.5,✅,❌,✅,,❌,—
DITAS,48.6,40.5,✅,❌,✅,90.0,❌,—
TUREX,45.3,40.6,❌,❌,❌,2.3,❌,—
ISYAT,45.4,40.8,✅,✅,✅,97.3,✅,🟢
RUZYE,48.7,40.9,❌,✅,❌,73.9,❌,—
KFEIN,47.2,40.9,❌,❌,❌,92.0,❌,—
VERTU,47.5,40.9,❌,❌,❌,93.2,❌,—
ESEN,44.7,41.0,✅,✅,✅,70.2,❌,—
ULUFA,53.5,41.0,❌,❌,❌,90.0,❌,—
AYCES,47.6,41.0,✅,❌,✅,82.8,❌,—
AKFGY,52.1,41.0,❌,❌,❌,94.1,❌,—
MGROS,54.7,41.0,❌,❌,❌,98.8,✅,—
INVEO,45.3,41.0,✅,❌,✅,95.9,✅,—
CRDFA,60.4,41.0,❌,❌,❌,95.8,✅,—
VKGYO,54.6,41.1,❌,❌,❌,98.8,✅,—
KLKIM,47.7,41.2,❌,✅,❌,96.0,✅,—
OYAYO,52.9,41.2,❌,❌,❌,97.1,✅,—
YYLGD,47.0,41.2,❌,❌,❌,51.8,❌,—
BIGCH,,41.2,✅,✅,✅,31.4,❌,—
LINK,42.4,41.2,✅,❌,✅,91.8,❌,—
MHRGY,,41.2,✅,❌,✅,-63.3,❌,—
PAPIL,44.6,41.3,✅,✅,✅,89.5,❌,—
GWIND,47.1,41.3,❌,❌,❌,61.4,❌,—
TEKTU,47.5,41.3,✅,✅,✅,95.8,✅,🟢
SMART,47.2,41.4,❌,❌,❌,96.7,✅,—
HATEK,44.6,41.4,❌,❌,❌,86.8,❌,—
COSMO,47.4,41.4,✅,✅,✅,74.8,❌,—
YAYLA,47.8,41.4,❌,❌,❌,98.1,✅,—
SAMAT,43.6,41.4,❌,❌,❌,97.5,✅,—
ATLAS,50.1,41.5,❌,❌,❌,98.0,✅,—
MZHLD,43.0,41.5,✅,✅,✅,98.1,✅,🟢
VAKFA,,41.5,✅,✅,✅,,❌,—
BAKAB,49.3,41.5,❌,❌,❌,96.8,✅,—
KRSTL,51.4,41.5,✅,❌,✅,98.7,✅,—
BAYRK,46.3,41.6,❌,✅,❌,96.9,✅,—
ALCTL,49.2,41.6,❌,❌,❌,98.6,✅,—
UMPAS,56.5,41.6,❌,✅,❌,3.7,❌,—
ZEDUR,46.7,41.7,✅,❌,✅,90.8,❌,—
GRTHO,,41.7,✅,❌,✅,75.3,❌,—
SUMAS,46.7,41.7,❌,❌,❌,89.4,❌,—
ALGYO,48.9,41.8,✅,✅,✅,92.5,❌,—
PAMEL,43.3,41.9,✅,❌,✅,94.7,❌,—
MERCN,49.0,42.2,❌,❌,❌,57.5,❌,—
BIZIM,44.5,42.3,❌,✅,❌,97.2,✅,—
JANTS,41.1,42.3,❌,✅,❌,92.5,❌,—
BVSAN,50.6,42.3,✅,❌,✅,42.3,❌,—
PAHOL,,42.3,✅,✅,✅,,❌,—
CMBTN,40.6,42.3,❌,✅,❌,97.6,✅,—
HLGYO,58.3,42.3,✅,❌,✅,99.0,✅,—
AVHOL,47.0,42.3,✅,❌,✅,83.0,❌,—
MAVI,51.3,42.4,❌,❌,❌,87.9,❌,—
TTRAK,41.0,42.4,❌,✅,❌,92.8,❌,—
GOLTS,46.4,42.4,❌,✅,❌,97.6,✅,—
DZGYO,50.7,42.5,✅,❌,✅,96.1,✅,—
KAREL,46.2,42.5,❌,❌,❌,94.4,❌,—
KUYAS,59.5,42.5,❌,❌,❌,99.4,✅,—
ALCAR,42.1,42.6,✅,❌,✅,99.5,✅,—
BSOKE,54.7,42.6,❌,❌,❌,98.8,✅,—
BALAT,52.2,42.8,❌,✅,❌,90.4,❌,—
AGYO,50.2,42.8,✅,❌,✅,98.0,✅,—
AGHOL,52.3,42.9,❌,❌,❌,99.3,✅,—
IZENR,47.7,42.9,❌,❌,❌,72.2,❌,—
YAPRK,43.2,43.0,✅,✅,✅,67.2,❌,—
KLMSN,49.5,43.2,❌,❌,❌,98.9,✅,—
PINSU,55.4,43.2,❌,❌,❌,98.3,✅,—
CIMSA,53.2,43.2,✅,❌,✅,98.5,✅,—
SOKE,50.1,43.3,✅,❌,✅,90.8,❌,—
YUNSA,53.6,43.3,❌,❌,❌,97.9,✅,—
OTKAR,42.7,43.4,✅,✅,✅,99.7,✅,🟢
TSGYO,44.2,43.4,✅,✅,✅,95.8,✅,🟢
MSGYO,54.8,43.5,❌,❌,❌,99.1,✅,—
SEYKM,46.8,43.6,❌,❌,❌,77.7,❌,—
KAPLM,56.3,43.6,✅,❌,✅,98.1,✅,—
GLBMD,50.6,43.6,❌,❌,❌,94.2,❌,—
EUYO,52.7,43.6,❌,❌,❌,97.3,✅,—
SKYLP,56.3,43.7,❌,❌,❌,96.0,✅,—
ALFAS,44.6,43.7,❌,❌,❌,77.7,❌,—
ATEKS,47.8,43.7,❌,❌,❌,98.9,✅,—
UCAYM,,43.8,✅,❌,✅,20.8,❌,—
KTSKR,54.0,43.8,❌,❌,❌,96.7,✅,—
SNGYO,49.6,43.9,✅,✅,✅,96.7,✅,🟢
HDFGS,50.3,43.9,✅,✅,✅,95.0,❌,—
PNSUT,50.1,44.0,✅,✅,✅,95.7,✅,🟢
EUHOL,50.9,44.0,❌,❌,❌,98.0,✅,—
ISCTR,50.7,44.0,✅,❌,✅,91.2,❌,—
DOGUB,56.9,44.1,❌,❌,❌,98.6,✅,—
TURGG,48.7,44.1,❌,✅,❌,96.8,✅,—
MAALT,51.1,44.1,❌,❌,❌,98.1,✅,—
SASA,40.5,44.2,✅,❌,✅,95.7,✅,—
IHAAS,53.9,44.2,❌,❌,❌,92.2,❌,—
AEFES,54.2,44.3,❌,❌,❌,91.6,❌,—
CGCAM,,44.4,❌,❌,❌,91.1,❌,—
SKTAS,43.8,44.5,❌,❌,❌,99.1,✅,—
AVOD,51.4,44.5,❌,❌,❌,99.1,✅,—
QNBFK,44.4,44.6,❌,❌,❌,93.9,❌,—
ECILC,53.7,44.6,✅,✅,✅,97.3,✅,🟢
TSKB,50.9,44.6,✅,❌,✅,99.0,✅,—
TDGYO,48.5,44.6,❌,✅,❌,85.8,❌,—
KONYA,40.0,44.7,❌,✅,❌,98.4,✅,—
MERIT,52.1,44.7,❌,❌,❌,75.6,❌,—
ISKPL,52.1,44.7,✅,✅,✅,93.2,❌,—
BESLR,48.6,44.8,❌,✅,❌,97.6,✅,—
EMNIS,42.6,44.8,❌,❌,❌,98.5,✅,—
LILAK,,44.8,✅,❌,✅,60.5,❌,—
KLNMA,43.5,44.9,✅,✅,✅,96.4,✅,🟢
HEDEF,54.6,44.9,❌,❌,❌,98.1,✅,—
DYOBY,47.2,44.9,❌,❌,❌,97.7,✅,—
SNPAM,50.6,45.1,✅,✅,✅,99.7,✅,🟢
BAGFS,48.1,45.1,❌,✅,❌,97.8,✅,—
DOAS,52.6,45.2,❌,❌,❌,98.5,✅,—
ONRYT,,45.4,❌,✅,❌,39.6,❌,—
TERA,55.8,45.4,✅,✅,✅,94.7,❌,—
BANVT,43.6,45.4,✅,❌,✅,98.5,✅,—
QUAGR,44.7,45.5,❌,✅,❌,72.7,❌,—
ISGSY,60.1,45.5,❌,❌,❌,98.5,✅,—
INTEM,50.9,45.5,❌,✅,❌,99.0,✅,—
INTEK,43.1,45.5,✅,❌,✅,59.9,❌,—
PLTUR,48.6,45.5,✅,✅,✅,99.4,✅,🟢
GLRYH,47.0,45.5,✅,✅,✅,93.0,❌,—
BRKVY,51.5,45.6,✅,✅,✅,73.6,❌,—
GOODY,45.1,45.6,❌,❌,❌,94.4,❌,—
MEYSU,,45.6,✅,✅,✅,84.0,❌,—
AKENR,49.7,45.7,❌,❌,❌,96.2,✅,—
TKNSA,44.6,45.7,❌,✅,❌,96.8,✅,—
KOPOL,46.3,45.7,❌,❌,❌,86.7,❌,—
BIENY,36.3,45.8,✅,✅,✅,40.4,❌,—
VAKKO,50.8,45.8,✅,❌,✅,99.4,✅,—
ASGYO,,45.8,✅,❌,✅,-45.4,❌,—
TCELL,56.4,45.8,❌,❌,❌,90.4,❌,—
NUGYO,50.9,45.8,❌,❌,❌,96.3,✅,—
KAYSE,44.8,45.8,✅,✅,✅,90.6,❌,—
NUHCM,49.6,45.8,❌,✅,❌,96.1,✅,—
ENTRA,,45.9,❌,❌,❌,-38800.9,❌,—
CEMAS,48.1,45.9,✅,✅,✅,94.2,❌,—
ACSEL,52.3,45.9,✅,❌,✅,94.0,❌,—
YIGIT,,46.0,✅,✅,✅,31.5,❌,—
AYEN,56.8,46.0,❌,❌,❌,99.0,✅,—
KENT,39.5,46.0,✅,✅,✅,70.8,❌,—
AFYON,52.6,46.1,❌,❌,❌,99.3,✅,—
A1YEN,50.9,46.1,✅,❌,✅,92.3,❌,—
BURVA,60.1,46.2,❌,❌,❌,99.8,✅,—
TOASO,56.8,46.2,❌,❌,❌,86.3,❌,—
ENKAI,62.8,46.2,✅,❌,✅,96.7,✅,—
MTRYO,54.1,46.3,❌,❌,❌,97.3,✅,—
OSMEN,37.2,46.3,❌,❌,❌,68.6,❌,—
LIDFA,60.9,46.3,✅,❌,✅,96.8,✅,—
SNICA,38.9,46.4,✅,✅,✅,-195.0,❌,—
INGRM,48.0,46.4,❌,❌,❌,98.1,✅,—
GSDHO,53.6,46.4,✅,❌,✅,99.6,✅,—
BASGZ,66.1,46.5,❌,❌,❌,99.3,✅,—
DESPC,47.8,46.8,✅,✅,✅,97.6,✅,🟢
PNLSN,49.4,46.8,❌,❌,❌,93.5,❌,—
MAKIM,46.0,46.8,❌,❌,❌,98.0,✅,—
FRMPL,,46.9,❌,❌,❌,-62.0,❌,—
LOGO,54.0,47.0,❌,✅,❌,97.9,✅,—
GARFA,53.8,47.0,✅,❌,✅,99.4,✅,—
MARMR,,47.1,❌,✅,❌,-404.6,❌,—
NIBAS,51.4,47.1,✅,✅,✅,67.2,❌,—
MEPET,60.7,47.2,❌,❌,❌,99.6,✅,—
ZGYO,,47.2,✅,❌,✅,93.8,❌,—
DGGYO,50.6,47.2,❌,❌,❌,100.0,✅,—
CUSAN,50.6,47.3,❌,❌,❌,99.3,✅,—
ARTMS,,47.4,✅,❌,✅,63.6,❌,—
GRSEL,58.0,47.4,❌,❌,❌,87.5,❌,—
AKSA,54.8,47.5,❌,❌,❌,98.8,✅,—
BRKSN,49.8,47.6,✅,✅,✅,93.8,❌,—
MRGYO,46.2,47.6,✅,✅,✅,92.0,❌,—
PETUN,52.3,47.7,✅,✅,✅,96.6,✅,🟢
ODAS,53.2,47.7,❌,❌,❌,97.2,✅,—
MARBL,45.4,47.8,✅,✅,✅,70.2,❌,—
EGEPO,68.7,47.8,❌,❌,❌,96.7,✅,—
GATEG,63.8,47.9,❌,❌,❌,99.4,✅,—
BNTAS,44.6,47.9,❌,✅,❌,98.6,✅,—
FLAP,52.7,47.9,✅,✅,✅,86.4,❌,—
CCOLA,41.5,48.0,❌,❌,❌,97.0,✅,—
BUCIM,44.6,48.0,✅,✅,✅,98.7,✅,🟢
HOROZ,,48.1,❌,❌,❌,80.8,❌,—
EGSER,47.7,48.1,✅,✅,✅,98.8,✅,🟢
DOKTA,48.7,48.1,❌,✅,❌,99.8,✅,—
ISBIR,44.7,48.2,❌,✅,❌,-11.2,❌,—
PENTA,44.9,48.3,✅,✅,✅,-94.2,❌,—
TEHOL,58.0,48.3,❌,❌,❌,99.8,✅,—
ULUSE,57.3,48.4,❌,❌,❌,97.7,✅,—
ECZYT,59.1,48.5,❌,❌,❌,99.3,✅,—
KLGYO,50.0,48.5,✅,✅,✅,96.5,✅,🟢
ONCSM,59.4,48.6,✅,❌,✅,99.3,✅,—
PRKME,49.5,48.6,✅,❌,✅,99.0,✅,—
BORSK,,48.6,❌,✅,❌,-165.7,❌,—
SMRTG,47.8,48.6,✅,❌,✅,86.1,❌,—
TABGD,59.0,48.7,❌,❌,❌,95.6,✅,—
MRSHL,51.9,48.7,❌,❌,❌,98.3,✅,—
THYAO,55.9,48.8,✅,❌,✅,99.9,✅,—
AHSGY,,48.8,❌,❌,❌,91.9,❌,—
GEDIK,58.5,48.9,❌,❌,❌,96.7,✅,—
SUNTK,51.6,48.9,❌,❌,❌,91.5,❌,—
OZRDN,66.4,49.0,❌,❌,❌,96.1,✅,—
PETKM,52.9,49.1,❌,❌,❌,99.5,✅,—
EYGYO,,49.1,✅,✅,✅,-129.9,❌,—
FMIZP,51.6,49.2,❌,✅,❌,99.5,✅,—
BOSSA,51.2,49.2,❌,❌,❌,99.7,✅,—
NTHOL,54.1,49.4,❌,❌,❌,99.7,✅,—
DERIM,54.2,49.5,❌,✅,❌,99.8,✅,—
OZGYO,62.7,49.5,❌,❌,❌,99.8,✅,—
OBASE,53.7,49.5,✅,❌,✅,98.6,✅,—
BRKO,54.7,49.6,✅,❌,✅,98.4,✅,—
ANSGR,62.4,49.6,❌,❌,❌,99.6,✅,—
NTGAZ,63.5,49.7,❌,❌,❌,97.2,✅,—
AVPGY,,49.8,✅,✅,✅,81.9,❌,—
ZRGYO,55.1,49.8,❌,✅,❌,90.6,❌,—
CEOEM,48.9,49.8,✅,✅,✅,96.0,✅,🟢
SARKY,56.8,49.9,✅,✅,✅,93.3,❌,—
EDIP,59.7,50.2,✅,✅,✅,99.3,✅,🟢
DOFRB,,50.3,✅,❌,✅,89.7,❌,—
TATGD,50.5,50.3,✅,❌,✅,95.0,✅,—
DENGE,47.0,50.4,✅,✅,✅,90.9,❌,—
GEDZA,54.3,50.4,✅,✅,✅,96.5,✅,🟢
GOZDE,51.5,50.5,❌,❌,❌,99.7,✅,—
ISFIN,60.0,50.6,❌,❌,❌,99.9,✅,—
BMSTL,61.2,50.6,❌,❌,❌,97.9,✅,—
KMPUR,51.3,50.6,❌,❌,❌,94.8,❌,—
DSTKF,,50.7,✅,❌,✅,99.3,✅,—
ANHYT,59.4,50.7,✅,❌,✅,99.0,✅,—
TMPOL,63.9,50.7,❌,❌,❌,97.8,✅,—
SANEL,65.1,50.8,❌,❌,❌,95.9,✅,—
AKSEN,67.5,51.0,✅,❌,✅,96.4,✅,—
GARAN,56.3,51.0,✅,✅,✅,99.1,✅,🟢
MOBTL,66.9,51.0,✅,❌,✅,99.2,✅,—
DMSAS,52.8,51.1,❌,✅,❌,99.7,✅,—
SEGMN,,51.1,❌,❌,❌,99.1,✅,—
BRMEN,56.9,51.3,❌,❌,❌,99.7,✅,—
TAVHL,56.6,51.3,✅,✅,✅,100.0,✅,🟢
MPARK,61.6,51.4,❌,✅,❌,99.8,✅,—
AKFYE,59.4,51.4,❌,❌,❌,-2320.0,❌,—
DGATE,62.6,51.4,❌,❌,❌,99.6,✅,—
KLYPV,,51.5,❌,✅,❌,-61.3,❌,—
YEOTK,62.9,51.6,✅,❌,✅,98.1,✅,—
DIRIT,51.7,51.7,❌,✅,❌,88.7,❌,—
GLRMK,,51.8,❌,✅,❌,65.5,❌,—
DNISI,52.9,51.8,✅,✅,❌,99.5,✅,—
BYDNR,61.9,51.9,❌,❌,❌,93.7,❌,—
SAHOL,54.9,51.9,✅,✅,✅,93.8,❌,—
KBORU,,52.0,✅,❌,✅,99.8,✅,—
BASCM,55.5,52.0,✅,✅,✅,97.5,✅,🟢
VAKBN,57.2,52.0,✅,✅,✅,97.9,✅,🟢
YKBNK,55.7,52.0,✅,✅,✅,97.8,✅,🟢
CWENE,63.2,52.0,✅,❌,✅,74.8,❌,—
RODRG,55.6,52.1,✅,❌,✅,69.4,❌,—
TURSG,67.1,52.1,✅,✅,✅,99.3,✅,🟢
DGNMO,53.1,52.1,❌,❌,❌,98.5,✅,—
ADEL,44.3,52.2,✅,✅,✅,83.3,❌,—
ECOGR,,52.2,❌,❌,❌,-220.3,❌,—
PSGYO,63.1,52.2,❌,❌,❌,87.9,❌,—
PATEK,,52.2,✅,✅,✅,98.3,✅,🟢
ICBCT,59.2,52.4,✅,❌,✅,99.7,✅,—
AKBNK,55.6,52.4,✅,✅,✅,100.0,✅,🟢
DURDO,60.1,52.4,❌,❌,❌,98.6,✅,—
EKSUN,50.6,52.5,✅,❌,✅,-5683.3,❌,—
AVGYO,60.7,52.8,❌,❌,❌,99.8,✅,—
MACKO,56.5,52.8,✅,✅,✅,83.9,❌,—
OZKGY,55.0,53.0,✅,✅,✅,100.0,✅,🟢
GSRAY,35.4,53.1,✅,✅,✅,34.1,❌,—
ESCAR,56.6,53.1,❌,❌,❌,98.0,✅,—
MNDRS,51.6,53.2,✅,✅,✅,99.5,✅,🟢
IZFAS,70.1,53.3,✅,❌,✅,97.9,✅,—
FADE,54.9,53.3,✅,✅,✅,95.8,✅,🟢
BIOEN,50.8,53.3,❌,✅,❌,94.0,❌,—
SONME,59.1,53.4,❌,✅,❌,99.5,✅,—
SKYMD,,53.4,❌,❌,❌,94.8,❌,—
EKGYO,58.2,53.6,✅,✅,✅,97.8,✅,🟢
OZYSR,,53.6,❌,❌,❌,98.9,✅,—
GEREL,74.2,53.6,✅,❌,✅,99.9,✅,—
KNFRT,52.6,53.6,✅,✅,✅,100.0,✅,🟢
