Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
EGEEN,39.0,37.6,✅,✅,✅,99.3,✅,🟢
MNDRS,47.3,37.7,✅,✅,✅,99.2,✅,🟢
BFREN,33.6,38.6,✅,✅,✅,98.8,✅,🟢
KUTPO,48.2,39.0,✅,✅,✅,97.8,✅,🟢
ULAS,47.4,39.5,✅,✅,✅,96.4,✅,🟢
OTKAR,41.1,39.8,✅,✅,✅,99.3,✅,🟢
BAGFS,46.9,40.0,✅,✅,✅,97.5,✅,🟢
TKNSA,45.3,40.0,✅,✅,✅,95.6,✅,🟢
DESA,48.3,41.0,✅,✅,✅,99.5,✅,🟢
CLEBI,48.5,41.1,✅,✅,✅,98.0,✅,🟢
KONYA,39.5,41.7,✅,✅,✅,98.4,✅,🟢
SNPAM,50.3,43.3,✅,✅,✅,99.7,✅,🟢
ECILC,54.4,43.6,✅,✅,✅,96.9,✅,🟢
YAYLA,49.3,44.9,✅,✅,✅,98.0,✅,🟢
TURGG,49.1,45.2,✅,✅,✅,97.2,✅,🟢
TBORG,49.9,45.4,✅,✅,✅,96.2,✅,🟢
LOGO,54.1,46.2,✅,✅,✅,97.8,✅,🟢
TAVHL,56.2,48.3,✅,✅,✅,99.5,✅,🟢
AKBNK,54.0,48.6,✅,✅,✅,98.0,✅,🟢
OYAKC,52.7,48.9,✅,✅,✅,96.3,✅,🟢
EGGUB,58.1,48.9,✅,✅,✅,99.6,✅,🟢
GARAN,55.8,49.3,✅,✅,✅,99.0,✅,🟢
YKBNK,54.3,49.3,✅,✅,✅,97.8,✅,🟢
AKENR,51.0,49.5,✅,✅,✅,97.3,✅,🟢
DERIM,53.8,49.5,✅,✅,✅,99.7,✅,🟢
ARSAN,61.1,49.7,✅,✅,✅,98.5,✅,🟢
FMIZP,51.8,50.0,✅,✅,✅,99.4,✅,🟢
EMNIS,45.0,50.9,✅,✅,✅,98.7,✅,🟢
DMSAS,52.8,51.0,✅,✅,✅,99.3,✅,🟢
BLUME,55.6,51.2,✅,✅,✅,97.8,✅,🟢
EUHOL,53.0,51.6,✅,✅,✅,98.1,✅,🟢
HOROZ,,51.9,✅,✅,✅,100.0,✅,🟢
CUSAN,53.5,52.1,✅,✅,✅,100.0,✅,🟢
OFSYM,,52.4,✅,✅,✅,97.9,✅,🟢
PRKME,49.4,52.8,✅,✅,✅,99.2,✅,🟢
MPARK,62.3,52.9,✅,✅,✅,99.2,✅,🟢
BRKO,57.5,53.2,✅,✅,✅,98.8,✅,🟢
SONME,58.7,53.3,✅,✅,✅,99.4,✅,🟢
GATEG,66.7,53.8,✅,✅,✅,99.5,✅,🟢
MRSHL,56.7,55.2,✅,✅,✅,98.8,✅,🟢
SDTTR,54.9,55.2,✅,✅,✅,95.1,✅,🟢
BOBET,48.2,55.3,✅,✅,✅,98.8,✅,🟢
SEGMN,,55.6,✅,✅,✅,100.0,✅,🟢
DEVA,59.4,55.7,✅,✅,✅,99.4,✅,🟢
ASELS,75.0,55.9,✅,✅,✅,100.0,✅,🟢
NTHOL,58.2,55.9,✅,✅,✅,99.8,✅,🟢
GOODY,52.9,56.0,✅,✅,✅,96.0,✅,🟢
RALYH,62.3,56.3,✅,✅,✅,100.0,✅,🟢
ANSGR,65.1,56.5,✅,✅,✅,100.0,✅,🟢
ISFIN,62.2,57.0,✅,✅,✅,100.0,✅,🟢
KRPLS,62.3,57.2,✅,✅,✅,99.8,✅,🟢
TRCAS,66.6,57.4,✅,✅,✅,99.0,✅,🟢
BOSSA,53.6,58.2,✅,✅,✅,99.8,✅,🟢
HURGZ,59.3,58.4,✅,✅,✅,100.0,✅,🟢
ENDAE,,58.5,✅,✅,✅,97.6,✅,🟢
KCHOL,63.6,59.9,✅,✅,✅,100.0,✅,🟢
BRSAN,60.1,60.0,✅,✅,✅,99.9,✅,🟢
GENIL,58.9,60.1,✅,✅,✅,98.3,✅,🟢
KGYO,80.1,60.2,✅,✅,✅,100.0,✅,🟢
PEKGY,68.1,60.2,✅,✅,✅,97.6,✅,🟢
AVGYO,64.7,60.2,✅,✅,✅,100.0,✅,🟢
DGNMO,56.7,60.2,✅,✅,✅,99.8,✅,🟢
ESCOM,63.3,61.2,✅,✅,✅,100.0,✅,🟢
VANGD,82.6,61.3,✅,✅,✅,100.0,✅,🟢
SAYAS,56.2,61.4,✅,✅,✅,100.0,✅,🟢
DOCO,63.8,61.4,✅,✅,✅,100.0,✅,🟢
UFUK,68.0,61.7,✅,✅,✅,100.0,✅,🟢
GEREL,82.6,62.2,✅,✅,✅,100.0,✅,🟢
ISGYO,67.7,62.6,✅,✅,✅,99.6,✅,🟢
POLHO,73.2,62.7,✅,✅,✅,99.7,✅,🟢
AKCNS,72.6,63.2,✅,✅,✅,99.7,✅,🟢
KRDMA,65.4,63.2,✅,✅,✅,99.6,✅,🟢
VERUS,63.2,63.4,✅,✅,✅,99.8,✅,🟢
KLSYN,72.2,63.5,✅,✅,✅,100.0,✅,🟢
KORDS,62.8,64.3,✅,✅,✅,97.8,✅,🟢
TMPOL,69.0,64.8,✅,✅,✅,100.0,✅,🟢
TGSAS,70.4,64.8,✅,✅,✅,98.6,✅,🟢
GESAN,68.1,64.9,✅,✅,✅,99.7,✅,🟢
MTRKS,62.3,65.2,✅,✅,✅,100.0,✅,🟢
KCAER,60.5,65.3,✅,✅,✅,97.8,✅,🟢
ASTOR,79.4,66.5,✅,✅,✅,100.0,✅,🟢
MARKA,63.9,66.6,✅,✅,✅,100.0,✅,🟢
AKSUE,78.6,67.0,✅,✅,✅,98.1,✅,🟢
ALKLC,,67.1,✅,✅,✅,100.0,✅,🟢
TCKRC,,68.0,✅,✅,✅,99.6,✅,🟢
AYGAZ,70.4,68.2,✅,✅,✅,100.0,✅,🟢
KRONT,73.3,69.5,✅,✅,✅,100.0,✅,🟢
ATATP,77.5,69.6,✅,✅,✅,100.0,✅,🟢
KTLEV,,70.0,✅,✅,✅,99.0,✅,🟢
DAGI,71.4,71.5,✅,✅,✅,98.4,✅,🟢
INVES,,72.1,✅,✅,✅,98.3,✅,🟢
SELEC,85.7,72.3,✅,✅,✅,99.4,✅,🟢
ATSYH,71.4,73.0,✅,✅,✅,100.0,✅,🟢
RYGYO,78.8,75.0,✅,✅,✅,100.0,✅,🟢
ANELE,93.5,77.1,✅,✅,✅,100.0,✅,🟢
ETYAT,81.9,77.2,✅,✅,✅,100.0,✅,🟢
TUPRS,77.5,78.1,✅,✅,✅,100.0,✅,🟢
ARDYZ,81.4,79.1,✅,✅,✅,100.0,✅,🟢
FORTE,,80.7,✅,✅,✅,100.0,✅,🟢
TRHOL,96.7,81.6,✅,✅,✅,100.0,✅,🟢
TEHOL,72.1,82.1,✅,✅,✅,100.0,✅,🟢
BIGEN,,83.7,✅,✅,✅,98.1,✅,🟢
CRFSA,85.0,83.8,✅,✅,✅,100.0,✅,🟢
TKFEN,79.6,84.4,✅,✅,✅,100.0,✅,🟢
KERVN,87.6,85.4,✅,✅,✅,100.0,✅,🟢
ODINE,,95.7,✅,✅,✅,100.0,✅,🟢
IEYHO,98.4,97.6,✅,✅,✅,100.0,✅,🟢
