Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
TOASO,55.6,44.4,✅,❌,✅,86.3,❌,—
PAMEL,44.3,44.4,❌,❌,❌,95.3,✅,—
AVOD,51.5,44.4,✅,❌,✅,98.9,✅,—
PNLSN,49.1,44.6,❌,❌,❌,94.1,❌,—
EKSUN,47.7,44.8,❌,❌,❌,-6477.1,❌,—
DYOBY,47.0,44.8,✅,❌,✅,97.5,✅,—
POLTK,41.5,44.8,✅,✅,✅,67.2,❌,—
KLMSN,50.8,44.8,✅,❌,✅,98.9,✅,—
YAYLA,49.3,44.9,✅,✅,✅,98.0,✅,🟢
MEPET,61.0,44.9,✅,❌,✅,99.5,✅,—
GARFA,53.1,44.9,❌,❌,❌,99.4,✅,—
NUHCM,49.4,45.0,❌,❌,❌,95.9,✅,—
ASGYO,,45.0,❌,❌,❌,-72.4,❌,—
ENKAI,59.7,45.1,✅,❌,✅,97.3,✅,—
ISBIR,43.8,45.1,❌,✅,❌,-11.3,❌,—
ONCSM,57.1,45.1,✅,❌,✅,93.7,❌,—
NTGAZ,60.0,45.1,✅,❌,✅,96.8,✅,—
SOKE,52.6,45.2,❌,❌,❌,91.1,❌,—
ULUFA,55.4,45.2,✅,❌,✅,91.5,❌,—
TURGG,49.1,45.2,✅,✅,✅,97.2,✅,🟢
TDGYO,49.1,45.2,❌,✅,❌,86.7,❌,—
FLAP,51.8,45.2,✅,❌,✅,86.3,❌,—
KTSKR,55.0,45.3,❌,❌,❌,98.8,✅,—
PATEK,,45.3,✅,❌,✅,86.1,❌,—
GEDZA,51.8,45.3,✅,❌,✅,95.8,✅,—
AGHOL,53.8,45.3,❌,❌,❌,99.2,✅,—
SKTAS,44.7,45.4,✅,❌,✅,99.1,✅,—
INTEM,51.3,45.4,❌,✅,❌,99.0,✅,—
TBORG,49.9,45.4,✅,✅,✅,96.2,✅,🟢
KOPOL,46.7,45.5,✅,❌,✅,86.1,❌,—
KLYPV,,45.6,❌,❌,❌,-40.8,❌,—
GSDHO,53.7,45.6,✅,❌,✅,99.7,✅,—
OZKGY,51.8,45.7,✅,❌,✅,99.2,✅,—
EPLAS,48.9,45.7,❌,❌,❌,92.0,❌,—
FRIGO,53.6,45.9,❌,✅,❌,96.9,✅,—
HKTM,45.9,45.9,✅,✅,✅,75.4,❌,—
BANVT,43.9,45.9,❌,❌,❌,98.5,✅,—
BALAT,54.4,46.1,✅,✅,✅,91.3,❌,—
IHAAS,55.5,46.1,✅,❌,✅,93.2,❌,—
LOGO,54.1,46.2,✅,✅,✅,97.8,✅,🟢
INTEK,44.0,46.3,❌,❌,❌,60.6,❌,—
BNTAS,44.2,46.3,❌,❌,❌,98.6,✅,—
ACSEL,52.8,46.3,❌,❌,❌,94.1,❌,—
LIDFA,61.4,46.3,✅,❌,✅,96.9,✅,—
EGSER,47.1,46.4,✅,❌,✅,98.7,✅,—
BIOEN,47.9,46.4,✅,✅,✅,92.7,❌,—
MSGYO,57.1,46.4,❌,❌,❌,99.1,✅,—
AVHOL,49.3,46.5,❌,❌,❌,83.1,❌,—
BVSAN,54.1,46.5,✅,❌,✅,42.9,❌,—
SEYKM,48.1,46.5,❌,❌,❌,78.5,❌,—
MAALT,51.8,46.6,✅,❌,✅,98.4,✅,—
BRLSM,49.3,46.6,❌,❌,❌,57.8,❌,—
PETKM,51.2,46.6,✅,❌,✅,99.4,✅,—
DSTKF,,46.6,✅,❌,✅,95.7,✅,—
VAKKO,51.6,46.8,✅,❌,✅,99.5,✅,—
INGRM,48.8,46.9,❌,❌,❌,98.1,✅,—
OSMEN,37.4,46.9,❌,❌,❌,63.1,❌,—
TCELL,56.8,47.0,❌,❌,❌,90.7,❌,—
KNFRT,51.1,47.1,✅,❌,✅,99.0,✅,—
BORSK,,47.1,✅,✅,✅,-168.7,❌,—
EYGYO,,47.1,❌,✅,❌,-132.2,❌,—
SKYLP,60.7,47.1,✅,❌,✅,96.6,✅,—
VAKBN,55.8,47.2,✅,❌,✅,97.8,✅,—
MERCN,52.1,47.2,✅,❌,✅,61.7,❌,—
MACKO,54.1,47.2,✅,❌,✅,71.9,❌,—
MERIT,54.0,47.3,✅,❌,✅,77.6,❌,—
SAHOL,52.8,47.4,✅,❌,✅,90.5,❌,—
NETAS,54.1,47.4,❌,❌,❌,99.6,✅,—
MARMR,,47.4,✅,✅,✅,-413.3,❌,—
DOGUB,59.9,47.4,❌,❌,❌,98.8,✅,—
THYAO,55.5,47.6,❌,❌,❌,99.8,✅,—
EGEGY,,47.6,❌,❌,❌,87.5,❌,—
ORMA,48.9,47.6,✅,❌,✅,90.5,❌,—
BURVA,61.5,47.7,❌,❌,❌,99.9,✅,—
CEOEM,48.9,47.7,✅,❌,✅,94.6,❌,—
LYDHO,60.6,47.8,❌,❌,❌,99.5,✅,—
TARKM,,47.8,❌,❌,❌,89.1,❌,—
ISGSY,60.9,47.9,❌,❌,❌,98.9,✅,—
ENERY,59.5,48.0,✅,❌,✅,88.9,❌,—
QNBFK,46.1,48.2,❌,✅,❌,93.9,❌,—
OZGYO,62.2,48.3,❌,❌,❌,99.7,✅,—
TAVHL,56.2,48.3,✅,✅,✅,99.5,✅,🟢
TURSG,65.2,48.5,❌,❌,❌,99.2,✅,—
AEFES,55.7,48.6,❌,❌,❌,95.0,❌,—
MEGMT,68.4,48.6,✅,❌,✅,94.8,❌,—
DOAS,55.2,48.6,❌,❌,❌,98.9,✅,—
AKBNK,54.0,48.6,✅,✅,✅,98.0,✅,🟢
EDIP,58.3,48.6,❌,❌,❌,99.2,✅,—
ECZYT,60.2,48.7,❌,❌,❌,99.4,✅,—
ADEL,43.7,48.8,✅,✅,✅,73.0,❌,—
OYAKC,52.7,48.9,✅,✅,✅,96.3,✅,🟢
SARKY,57.4,48.9,✅,❌,✅,93.3,❌,—
EGGUB,58.1,48.9,✅,✅,✅,99.6,✅,🟢
BAKAB,54.4,49.0,✅,❌,✅,98.0,✅,—
ATEKS,50.6,49.2,✅,❌,✅,98.9,✅,—
OZRDN,66.8,49.2,❌,❌,❌,96.0,✅,—
HATSN,,49.2,❌,❌,❌,92.8,❌,—
GARAN,55.8,49.3,✅,✅,✅,99.0,✅,🟢
YKBNK,54.3,49.3,✅,✅,✅,97.8,✅,🟢
DOHOL,60.7,49.3,✅,❌,✅,99.6,✅,—
KAREL,50.0,49.4,✅,❌,✅,95.3,✅,—
AKENR,51.0,49.5,✅,✅,✅,97.3,✅,🟢
DERIM,53.8,49.5,✅,✅,✅,99.7,✅,🟢
ULUUN,57.6,49.6,✅,❌,✅,99.1,✅,—
GLBMD,52.6,49.6,✅,❌,✅,94.4,❌,—
FADE,52.5,49.6,❌,❌,❌,95.6,✅,—
ARSAN,61.1,49.7,✅,✅,✅,98.5,✅,🟢
KBORU,,49.8,❌,❌,❌,90.6,❌,—
AHSGY,,49.9,❌,❌,❌,91.7,❌,—
ENTRA,,50.0,✅,❌,✅,-37612.3,❌,—
FMIZP,51.8,50.0,✅,✅,✅,99.4,✅,🟢
GEDIK,59.3,50.0,❌,❌,❌,96.2,✅,—
AYDEM,56.4,50.0,✅,❌,✅,91.5,❌,—
DOFRB,,50.2,✅,❌,✅,94.7,❌,—
ZRGYO,55.6,50.3,✅,✅,✅,90.4,❌,—
BRKSN,50.1,50.4,✅,✅,✅,93.8,❌,—
ALBRK,60.6,50.5,❌,✅,❌,98.5,✅,—
ENJSA,67.7,50.5,❌,❌,❌,99.1,✅,—
RODRG,56.1,50.6,❌,❌,❌,70.0,❌,—
TRALT,62.8,50.7,❌,❌,❌,95.4,✅,—
AZTEK,48.8,50.8,✅,✅,✅,84.0,❌,—
EMNIS,45.0,50.9,✅,✅,✅,98.7,✅,🟢
EUYO,56.9,51.0,❌,✅,❌,97.5,✅,—
ADGYO,,51.0,❌,✅,❌,-18.7,❌,—
DMSAS,52.8,51.0,✅,✅,✅,99.3,✅,🟢
BLUME,55.6,51.2,✅,✅,✅,97.8,✅,🟢
KRGYO,41.8,51.2,✅,✅,✅,94.2,❌,—
GOZDE,51.5,51.2,❌,❌,❌,99.7,✅,—
ESCAR,55.6,51.3,❌,❌,❌,97.0,✅,—
AYEN,59.2,51.3,❌,❌,❌,99.2,✅,—
TRENJ,61.6,51.3,❌,❌,❌,99.9,✅,—
PRDGS,58.5,51.4,❌,❌,❌,93.3,❌,—
GLRMK,,51.5,✅,✅,✅,64.7,❌,—
AKFYE,59.3,51.6,❌,❌,❌,-2828.0,❌,—
EUHOL,53.0,51.6,✅,✅,✅,98.1,✅,🟢
SMRTG,48.4,51.8,❌,❌,❌,86.4,❌,—
TRMET,61.8,51.8,❌,❌,❌,99.8,✅,—
BSOKE,58.2,51.9,❌,❌,❌,99.7,✅,—
ODAS,56.1,51.9,❌,❌,❌,97.8,✅,—
BINBN,,51.9,❌,✅,❌,95.8,✅,—
OBASE,54.5,51.9,❌,❌,❌,99.0,✅,—
HOROZ,,51.9,✅,✅,✅,100.0,✅,🟢
ISDMR,65.3,52.0,❌,❌,❌,97.8,✅,—
CUSAN,53.5,52.1,✅,✅,✅,100.0,✅,🟢
SKYMD,,52.1,❌,❌,❌,94.2,❌,—
ALTNY,,52.2,✅,✅,✅,59.3,❌,—
CWENE,63.6,52.2,❌,❌,❌,80.4,❌,—
BINHO,,52.3,❌,❌,❌,87.6,❌,—
ANHYT,60.3,52.3,❌,❌,❌,99.6,✅,—
IZFAS,69.3,52.3,❌,❌,❌,97.9,✅,—
ECOGR,,52.4,✅,❌,✅,-219.4,❌,—
YUNSA,56.3,52.4,✅,❌,✅,98.1,✅,—
OFSYM,,52.4,✅,✅,✅,97.9,✅,🟢
EGPRO,61.5,52.6,✅,❌,✅,97.7,✅,—
RNPOL,61.0,52.7,✅,✅,✅,85.2,❌,—
AGESA,67.8,52.7,✅,❌,✅,98.7,✅,—
PRKME,49.4,52.8,✅,✅,✅,99.2,✅,🟢
EREGL,63.1,52.8,❌,❌,❌,95.9,✅,—
MPARK,62.3,52.9,✅,✅,✅,99.2,✅,🟢
SUNTK,53.1,53.0,❌,✅,❌,94.6,❌,—
TATGD,51.7,53.0,✅,❌,✅,95.5,✅,—
TSPOR,45.8,53.1,❌,✅,❌,73.2,❌,—
SANFM,53.2,53.1,❌,❌,❌,99.1,✅,—
BRKO,57.5,53.2,✅,✅,✅,98.8,✅,🟢
AKSEN,68.9,53.2,❌,❌,❌,96.8,✅,—
SONME,58.7,53.3,✅,✅,✅,99.4,✅,🟢
AYES,66.9,53.3,❌,❌,❌,98.5,✅,—
