Hisse,RSI(A),RSI(A)↑,MACD(A)↑,OBV(A)↑,OBV ATH~,RSI(H),RSI(H)↑,MACD(H)↑,SINYAL
ASUZU,41.2,❌,❌,❌,❌,31.8,❌,❌,—
CMENT,40.9,❌,❌,❌,✅,32.0,❌,❌,—
DERHL,45.6,❌,❌,❌,❌,32.1,❌,❌,—
RTALB,44.9,❌,❌,❌,❌,32.1,❌,❌,—
PARSN,40.8,❌,❌,❌,❌,32.3,❌,❌,—
ENSRI,41.8,❌,❌,❌,❌,32.4,❌,✅,—
CEMTS,44.9,❌,❌,❌,✅,32.4,❌,❌,—
MNDTR,37.9,❌,❌,❌,❌,32.7,❌,❌,—
MEGMT,44.3,❌,❌,❌,❌,32.7,❌,❌,—
EUREN,36.5,❌,❌,❌,❌,32.7,❌,❌,—
YONGA,40.3,❌,❌,❌,❌,32.7,❌,❌,—
ADESE,44.3,❌,❌,❌,❌,32.9,❌,✅,—
GRNYO,47.0,❌,❌,❌,❌,32.9,❌,❌,—
PKENT,35.7,❌,❌,❌,❌,33.0,❌,❌,—
LYDYE,48.3,❌,❌,❌,❌,33.2,❌,❌,—
KLSER,26.0,❌,✅,❌,❌,33.3,❌,❌,—
IHLGM,43.1,❌,❌,❌,❌,33.3,❌,❌,—
KUTPO,45.8,❌,❌,❌,❌,33.3,❌,❌,—
ANGEN,37.9,❌,❌,❌,❌,33.5,❌,❌,—
ATAKP,37.9,❌,❌,❌,❌,33.6,❌,❌,—
BRYAT,44.5,❌,❌,❌,❌,33.6,❌,❌,—
SOKE,42.7,❌,❌,❌,❌,33.6,❌,❌,—
ALKA,46.5,❌,❌,❌,❌,33.6,❌,❌,—
VRGYO,35.2,❌,✅,❌,❌,33.6,❌,✅,—
MEKAG,41.3,❌,❌,❌,❌,33.6,❌,✅,—
YATAS,44.8,❌,❌,❌,❌,33.6,❌,❌,—
DOFER,41.3,❌,❌,❌,❌,33.8,❌,❌,—
LUKSK,45.2,❌,❌,❌,✅,33.9,❌,❌,—
TATEN,40.2,❌,❌,❌,❌,34.1,❌,❌,—
OYLUM,44.0,❌,❌,❌,❌,34.1,❌,❌,—
ONCSM,47.7,❌,❌,❌,❌,34.1,❌,❌,—
MEDTR,40.3,❌,❌,❌,❌,34.2,❌,❌,—
BURCE,49.1,❌,❌,❌,❌,34.2,❌,❌,—
RUZYE,44.9,❌,❌,❌,❌,34.2,❌,❌,—
DAPGM,44.5,❌,❌,❌,❌,34.3,❌,❌,—
IZINV,44.6,❌,❌,❌,❌,34.4,❌,❌,—
BRISA,44.9,❌,❌,❌,❌,34.6,❌,❌,—
CONSE,36.1,❌,❌,❌,❌,34.6,❌,❌,—
VERTU,45.3,❌,❌,❌,❌,34.6,❌,❌,—
ARENA,41.8,❌,❌,❌,❌,34.7,❌,❌,—
TLMAN,42.9,❌,❌,❌,❌,34.7,❌,❌,—
KIMMR,50.3,❌,❌,❌,❌,34.7,❌,❌,—
KSTUR,42.5,❌,❌,❌,❌,34.7,❌,❌,—
BFREN,33.1,❌,✅,❌,❌,34.8,❌,✅,—
IZENR,39.4,❌,❌,❌,❌,34.8,❌,❌,—
FENER,34.6,❌,✅,❌,❌,34.8,❌,✅,—
SELVA,42.9,❌,❌,❌,❌,34.9,❌,❌,—
FROTO,44.5,❌,❌,❌,❌,34.9,❌,❌,—
BERA,42.2,❌,❌,❌,❌,35.0,❌,❌,—
HTTBT,46.0,❌,❌,❌,❌,35.0,❌,❌,—
ORCAY,35.0,❌,✅,❌,❌,35.0,❌,❌,—
PRKAB,45.5,❌,❌,❌,❌,35.0,❌,❌,—
DITAS,45.0,❌,❌,❌,❌,35.0,❌,❌,—
SRVGY,39.8,❌,❌,❌,❌,35.0,❌,❌,—
MMCAS,45.6,❌,❌,❌,❌,35.1,❌,❌,—
COSMO,44.4,❌,❌,❌,❌,35.1,❌,❌,—
ERCB,34.4,❌,❌,❌,❌,35.1,❌,❌,—
OYYAT,46.2,❌,❌,❌,❌,35.3,❌,❌,—
MZHLD,40.7,❌,❌,❌,❌,35.4,❌,❌,—
DESA,45.3,❌,❌,❌,✅,35.4,❌,❌,—
YUNSA,49.2,❌,❌,❌,✅,35.5,❌,❌,—
MGROS,50.0,❌,❌,❌,❌,35.6,❌,❌,—
TUCLK,37.2,❌,❌,❌,❌,35.7,❌,✅,—
ULKER,45.1,❌,❌,❌,❌,35.7,❌,❌,—
LKMNH,45.7,❌,❌,❌,✅,35.8,❌,❌,—
ELITE,43.3,❌,❌,❌,❌,35.8,❌,❌,—
SNICA,32.8,❌,❌,❌,❌,35.9,❌,❌,—
SILVR,43.4,❌,❌,❌,❌,36.0,❌,❌,—
MIATK,43.8,❌,❌,❌,❌,36.0,❌,❌,—
KRSTL,49.3,❌,❌,❌,❌,36.1,❌,❌,—
TTKOM,49.4,❌,❌,❌,✅,36.2,❌,❌,—
POLTK,38.3,❌,❌,❌,❌,36.2,❌,❌,—
SKBNK,46.6,✅,❌,✅,❌,36.3,❌,❌,—
ISYAT,43.6,❌,❌,❌,❌,36.4,❌,❌,—
SMART,44.4,❌,❌,❌,❌,36.4,❌,❌,—
TUREX,44.3,❌,❌,❌,❌,36.4,❌,❌,—
AZTEK,43.1,❌,❌,❌,❌,36.5,❌,❌,—
KLKIM,44.8,❌,❌,❌,❌,36.6,❌,❌,—
HEKTS,33.5,❌,✅,❌,❌,36.6,❌,❌,—
CLEBI,45.5,❌,❌,❌,❌,36.6,❌,❌,—
MAKTK,46.1,❌,❌,❌,❌,36.8,❌,❌,—
ICUGS,49.4,❌,❌,❌,❌,36.9,❌,❌,—
SISE,47.4,❌,❌,❌,❌,36.9,❌,❌,—
IHEVA,44.9,❌,❌,❌,❌,37.0,❌,❌,—
BEYAZ,45.6,❌,❌,❌,❌,37.0,❌,❌,—
VKFYO,46.9,❌,❌,❌,❌,37.0,❌,❌,—
PENGD,49.6,❌,❌,❌,✅,37.0,❌,❌,—
AKFGY,50.0,❌,❌,❌,❌,37.1,❌,❌,—
LINK,41.0,❌,❌,❌,❌,37.1,❌,❌,—
CEMAS,45.5,❌,❌,❌,❌,37.3,❌,❌,—
ULAS,45.5,✅,❌,✅,❌,37.3,✅,✅,—
TSGYO,42.0,❌,❌,❌,❌,37.3,❌,❌,—
GWIND,45.0,❌,❌,❌,❌,37.3,❌,❌,—
ALFAS,41.7,❌,❌,❌,❌,37.3,❌,❌,—
KAPLM,52.4,❌,❌,❌,❌,37.4,❌,❌,—
INVEO,43.7,❌,❌,❌,❌,37.4,❌,❌,—
CASA,41.7,✅,❌,✅,❌,37.4,✅,✅,—
ORMA,46.2,❌,❌,❌,❌,37.5,❌,❌,—
ZEDUR,43.7,❌,❌,❌,❌,37.5,❌,❌,—
GZNMI,41.5,❌,❌,❌,❌,37.5,❌,❌,—
KFEIN,45.8,❌,❌,❌,❌,37.6,❌,❌,—
GLCVY,47.1,❌,❌,❌,❌,37.6,❌,❌,—
ESEN,43.7,❌,❌,❌,❌,37.7,❌,✅,—
IDGYO,44.6,❌,❌,❌,❌,37.8,❌,❌,—
CIMSA,50.0,❌,❌,❌,❌,37.8,❌,❌,—
MAVI,49.0,❌,❌,❌,❌,37.8,❌,❌,—
PAMEL,42.0,❌,❌,❌,❌,37.8,❌,❌,—
YYLGD,45.4,❌,❌,❌,❌,37.8,❌,❌,—
BAKAB,46.7,❌,❌,❌,❌,37.8,❌,❌,—
TKNSA,41.6,❌,❌,❌,❌,37.8,❌,❌,—
AVHOL,44.6,❌,❌,❌,❌,37.8,❌,❌,—
ALKIM,45.6,❌,❌,❌,✅,37.9,❌,❌,—
BAYRK,45.1,❌,❌,❌,❌,38.3,❌,❌,—
YAYLA,46.1,❌,❌,❌,❌,38.4,❌,❌,—
ALCTL,46.8,❌,❌,❌,❌,38.4,❌,❌,—
OSMEN,36.9,❌,✅,❌,❌,38.5,❌,❌,—
GLRYH,43.0,❌,❌,❌,❌,38.5,❌,❌,—
ACSEL,48.7,❌,❌,❌,❌,38.6,❌,❌,—
GOLTS,44.6,❌,❌,❌,❌,38.6,❌,❌,—
SEYKM,44.8,❌,❌,❌,❌,38.7,❌,❌,—
ATLAS,47.9,❌,❌,❌,❌,39.0,❌,❌,—
BIZIM,43.0,❌,❌,❌,❌,39.1,❌,❌,—
TEKTU,46.4,❌,❌,❌,❌,39.1,❌,❌,—
AGYO,47.9,❌,❌,❌,❌,39.2,❌,❌,—
A1YEN,46.9,❌,❌,❌,❌,39.3,❌,❌,—
ISSEN,40.2,❌,✅,❌,❌,39.3,❌,❌,—
MERCN,47.4,❌,❌,❌,❌,39.3,❌,❌,—
KOPOL,42.7,❌,❌,❌,❌,39.3,❌,❌,—
OYAYO,51.2,❌,❌,❌,✅,39.3,❌,❌,—
KAREL,44.4,❌,❌,❌,❌,39.4,❌,❌,—
JANTS,39.9,❌,❌,❌,❌,39.4,❌,✅,—
ULUFA,52.6,❌,❌,❌,❌,39.5,❌,❌,—
HEDEF,50.0,❌,❌,❌,✅,39.6,❌,❌,—
KTSKR,50.5,❌,❌,❌,❌,39.6,❌,❌,—
MAKIM,42.2,❌,❌,❌,❌,39.6,❌,❌,—
SAMAT,42.9,❌,❌,❌,❌,39.8,❌,❌,—
SKYLP,53.4,❌,❌,❌,✅,39.9,❌,❌,—
KLMSN,48.0,❌,❌,❌,✅,39.9,❌,❌,—
BVSAN,48.4,❌,❌,❌,❌,40.0,❌,❌,—
BANVT,42.0,❌,❌,❌,❌,40.0,❌,❌,—
CMBTN,39.6,❌,❌,❌,❌,40.1,❌,❌,—
ECILC,50.6,❌,❌,❌,✅,40.1,❌,❌,—
EKSUN,45.2,❌,❌,❌,❌,40.1,❌,❌,—
YAPRK,42.0,❌,❌,❌,❌,40.1,❌,❌,—
TCELL,52.8,✅,❌,✅,❌,40.1,❌,❌,—
NUHCM,46.9,❌,❌,❌,❌,40.2,❌,❌,—
AKSUE,55.0,❌,❌,❌,❌,40.2,❌,❌,—
DOAS,50.0,❌,❌,❌,✅,40.3,❌,❌,—
CRDFA,59.4,✅,❌,✅,✅,40.3,❌,❌,—
INTEM,48.4,❌,❌,❌,❌,40.4,❌,❌,—
TTRAK,40.3,❌,❌,❌,❌,40.4,❌,✅,—
OTKAR,40.9,❌,❌,❌,❌,40.4,❌,✅,—
VKGYO,54.2,❌,❌,❌,✅,40.6,❌,❌,—
SUMAS,45.9,❌,❌,❌,❌,40.6,❌,❌,—
MAGEN,53.9,❌,❌,❌,❌,40.6,❌,❌,—
ALCAR,41.2,❌,❌,❌,❌,40.6,❌,❌,—
SNGYO,47.3,❌,❌,❌,❌,40.6,❌,❌,—
PINSU,53.4,❌,❌,❌,✅,40.6,❌,❌,—
ALGYO,47.7,❌,❌,❌,❌,40.7,❌,❌,—
AYCES,47.1,❌,❌,❌,❌,40.8,❌,❌,—
KENT,37.3,❌,❌,❌,❌,40.8,❌,✅,—
EUHOL,49.4,✅,❌,✅,✅,40.8,❌,❌,—
BURVA,55.0,❌,❌,❌,❌,40.8,❌,❌,—
PAPIL,44.4,❌,❌,❌,❌,40.9,❌,✅,—
HATEK,44.4,❌,❌,❌,❌,41.0,❌,❌,—
OBASE,49.1,❌,❌,❌,❌,41.0,❌,❌,—
UMPAS,56.5,✅,❌,❌,❌,41.2,❌,✅,—
SASA,39.3,❌,❌,❌,❌,41.2,❌,❌,—
HDFGS,49.1,❌,❌,❌,❌,41.2,❌,❌,—
QUAGR,43.0,❌,❌,❌,❌,41.2,❌,❌,—
DESPC,44.8,❌,❌,❌,❌,41.3,❌,❌,—
GLBMD,49.4,❌,❌,❌,❌,41.3,❌,❌,—
GSRAY,34.0,❌,✅,❌,❌,41.3,❌,❌,—
CANTE,41.7,❌,❌,❌,❌,41.4,✅,✅,—
ISKPL,49.3,❌,❌,❌,✅,41.4,❌,❌,—
GSDHO,50.1,❌,❌,❌,✅,41.4,❌,❌,—
PNLSN,47.0,❌,❌,❌,❌,41.5,❌,❌,—
MSGYO,53.2,❌,❌,❌,✅,41.5,❌,❌,—
BIENY,34.7,❌,❌,❌,❌,41.7,❌,✅,—
DOGUB,54.6,✅,❌,✅,❌,41.8,❌,❌,—
EGSER,44.8,❌,❌,❌,❌,41.9,❌,❌,—
PLTUR,47.3,✅,❌,✅,✅,41.9,❌,❌,—
IHAAS,51.8,❌,❌,❌,❌,41.9,❌,❌,—
DYOBY,46.2,❌,❌,❌,❌,42.0,❌,❌,—
HLGYO,58.0,✅,❌,✅,✅,42.0,❌,❌,—
KAYSE,43.5,❌,❌,❌,❌,42.0,❌,✅,—
ISGSY,57.4,❌,❌,❌,✅,42.1,❌,❌,—
VESTL,34.8,✅,✅,✅,❌,42.1,✅,✅,—
SMRTG,44.5,❌,❌,❌,❌,42.1,❌,❌,—
DGATE,54.7,❌,❌,❌,✅,42.1,❌,❌,—
EUYO,51.5,✅,❌,✅,❌,42.2,❌,❌,—
BLCYT,48.0,✅,❌,✅,❌,42.2,❌,✅,—
PENTA,42.7,❌,✅,❌,❌,42.2,❌,❌,—
LIDFA,56.3,❌,❌,❌,❌,42.3,❌,❌,—
TOASO,54.2,❌,❌,❌,❌,42.3,❌,❌,—
PEKGY,55.5,❌,❌,❌,✅,42.3,❌,❌,—
GEDIK,54.2,❌,❌,❌,❌,42.3,❌,❌,—
ECZYT,55.5,❌,❌,❌,✅,42.3,❌,❌,—
VAKKO,49.3,❌,❌,❌,✅,42.3,❌,❌,—
MNDRS,47.4,❌,❌,❌,❌,42.4,❌,✅,—
AFYON,50.9,❌,❌,❌,✅,42.4,❌,❌,—
MTRYO,51.8,❌,❌,❌,❌,42.4,❌,❌,—
IZFAS,56.4,❌,❌,❌,❌,42.4,❌,❌,—
INGRM,45.7,❌,❌,❌,❌,42.5,❌,❌,—
HUBVC,49.3,✅,❌,✅,❌,42.5,✅,✅,—
INTEK,41.8,❌,❌,❌,❌,42.5,❌,❌,—
DENGE,44.4,❌,❌,❌,❌,42.6,❌,❌,—
THYAO,52.0,❌,❌,❌,❌,42.8,❌,❌,—
QNBFK,43.8,❌,❌,❌,❌,42.8,❌,❌,—
AEFES,53.3,✅,❌,✅,❌,42.8,❌,❌,—
SARKY,53.7,❌,❌,❌,❌,43.0,❌,❌,—
SNPAM,50.1,✅,❌,✅,✅,43.0,❌,✅,—
EMNIS,41.9,❌,❌,❌,❌,43.0,❌,❌,—
ATEKS,47.6,❌,❌,❌,✅,43.1,❌,❌,—
TMPOL,55.9,❌,❌,❌,❌,43.2,❌,❌,—
DOKTA,46.6,❌,❌,❌,❌,43.2,❌,❌,—
BAGFS,47.3,❌,❌,❌,❌,43.2,❌,✅,—
KLNMA,43.1,❌,✅,❌,❌,43.3,❌,❌,—
BESLR,47.9,❌,❌,❌,❌,43.4,❌,❌,—
MARBL,44.5,❌,❌,❌,❌,43.4,❌,❌,—
ULUSE,53.3,❌,❌,❌,❌,43.5,❌,❌,—
BASCM,51.4,❌,❌,❌,❌,43.5,❌,❌,—
DNISI,49.0,❌,❌,❌,✅,43.5,❌,❌,—
AYEN,54.7,❌,❌,❌,✅,43.6,❌,❌,—
EGEPO,65.2,❌,❌,❌,✅,43.6,❌,❌,—
PNSUT,49.7,❌,❌,❌,✅,43.6,❌,✅,—
MERIT,51.6,❌,❌,❌,❌,43.6,❌,❌,—
SUNTK,49.2,❌,❌,❌,❌,43.7,❌,❌,—
MEPET,57.5,❌,❌,❌,❌,43.8,❌,❌,—
GRSEL,55.8,✅,❌,✅,❌,43.8,❌,❌,—
NUGYO,49.8,❌,❌,❌,❌,43.8,❌,❌,—
DMSAS,49.1,❌,❌,❌,❌,43.8,❌,❌,—
RNPOL,54.7,❌,❌,❌,❌,43.9,❌,❌,—
LOGO,52.7,❌,❌,❌,❌,44.0,❌,❌,—
TSKB,50.6,✅,❌,✅,❌,44.2,❌,❌,—
KLGYO,48.0,❌,❌,❌,✅,44.2,❌,✅,—
GEDZA,51.0,❌,❌,❌,❌,44.3,❌,❌,—
BRKSN,48.4,❌,❌,❌,❌,44.3,❌,❌,—
TABGD,56.5,❌,❌,❌,❌,44.3,❌,❌,—
KONYA,40.1,❌,❌,❌,❌,44.3,❌,✅,—
SUWEN,42.5,✅,❌,✅,✅,44.3,✅,✅,—
EPLAS,47.5,❌,❌,❌,❌,44.3,❌,❌,—
AKENR,48.8,❌,❌,❌,❌,44.4,❌,❌,—
SANKO,47.4,✅,❌,✅,❌,44.4,✅,✅,—
FMIZP,48.3,❌,❌,❌,❌,44.4,❌,❌,—
BNTAS,43.2,❌,❌,❌,✅,44.5,❌,❌,—
CWENE,53.5,❌,❌,❌,✅,44.5,❌,❌,—
ISMEN,51.0,✅,❌,✅,❌,44.5,✅,✅,—
SKTAS,44.0,✅,❌,✅,❌,44.6,❌,❌,—
DERIM,50.6,❌,❌,❌,✅,44.7,❌,❌,—
ADEL,43.1,❌,✅,❌,❌,44.7,❌,❌,—
AKSA,53.5,❌,❌,❌,✅,45.0,❌,❌,—
OZGYO,58.6,❌,❌,❌,❌,45.1,❌,❌,—
FRIGO,52.1,❌,❌,❌,❌,45.1,❌,❌,—
TAVHL,53.5,✅,❌,✅,❌,45.2,❌,❌,—
OYAKC,50.9,❌,❌,❌,❌,45.4,❌,❌,—
MAALT,51.4,❌,❌,❌,❌,45.4,❌,❌,—
UFUK,58.2,❌,❌,❌,❌,45.4,❌,❌,—
CEOEM,47.5,❌,❌,❌,❌,45.5,❌,❌,—
KZGYO,45.8,✅,❌,✅,❌,45.5,✅,✅,—
GARFA,52.8,❌,❌,❌,✅,45.5,❌,❌,—
MRGYO,45.6,❌,❌,❌,❌,45.6,❌,✅,—
DGNMO,49.4,❌,❌,❌,❌,45.6,❌,❌,—
PETUN,51.2,❌,❌,❌,❌,45.6,❌,✅,—
FONET,60.4,❌,❌,❌,❌,45.7,❌,❌,—
GATEG,60.9,❌,❌,❌,✅,45.7,❌,❌,—
ANSGR,59.4,❌,❌,❌,❌,45.7,❌,❌,—
ISCTR,51.3,✅,❌,✅,✅,45.7,✅,✅,—
ENKAI,62.3,❌,❌,❌,❌,45.8,❌,❌,—
GOODY,45.3,✅,❌,✅,✅,45.8,❌,❌,—
TURSG,63.6,✅,❌,✅,❌,45.9,❌,❌,—
PSGYO,56.5,❌,❌,❌,❌,45.9,❌,❌,—
MOBTL,62.5,❌,❌,❌,✅,46.0,❌,❌,—
BALAT,53.8,✅,❌,✅,❌,46.1,✅,✅,—
YEOTK,58.2,❌,❌,❌,❌,46.1,❌,❌,—
SDTTR,50.9,❌,❌,❌,✅,46.1,❌,❌,—
NIBAS,51.1,✅,❌,✅,❌,46.2,❌,✅,—
ISBIR,44.1,❌,❌,❌,❌,46.3,❌,✅,—
TDGYO,49.2,✅,❌,✅,❌,46.3,✅,✅,—
BASGZ,66.0,❌,❌,❌,✅,46.4,❌,❌,—
ERSU,55.3,❌,❌,❌,❌,46.5,❌,❌,—
TATGD,48.6,❌,✅,❌,❌,46.6,❌,❌,—
MPARK,59.2,❌,❌,❌,❌,46.6,❌,❌,—
KMPUR,48.4,❌,✅,❌,❌,46.6,❌,❌,—
BOSSA,49.7,❌,❌,❌,✅,46.8,❌,❌,—
ISFIN,58.2,❌,❌,❌,❌,46.9,❌,❌,—
MRSHL,50.3,❌,❌,❌,❌,46.9,❌,❌,—
PRDGS,52.6,❌,❌,❌,✅,47.1,❌,❌,—
DZGYO,52.5,✅,❌,✅,✅,47.3,✅,✅,—
DGGYO,50.7,✅,❌,✅,✅,47.3,❌,❌,—
GOZDE,49.8,❌,❌,❌,❌,47.4,❌,❌,—
AKSEN,64.1,❌,❌,❌,✅,47.5,❌,❌,—
KNFRT,49.7,❌,❌,❌,❌,47.5,❌,❌,—
CUSAN,50.7,❌,❌,❌,✅,47.5,❌,❌,—
EDIP,56.0,❌,❌,❌,✅,47.7,❌,❌,—
TURGG,49.8,❌,❌,❌,✅,47.7,✅,✅,—
TERA,56.7,✅,❌,✅,✅,47.7,✅,✅,—
BYDNR,58.7,❌,❌,❌,❌,47.8,❌,❌,—
ULUUN,55.9,❌,❌,❌,✅,47.8,❌,❌,—
BRMEN,54.8,✅,❌,✅,✅,47.9,❌,❌,—
ESCOM,57.0,❌,❌,❌,✅,47.9,❌,❌,—
GESAN,54.8,❌,❌,❌,❌,47.9,❌,❌,—
PRKME,49.1,❌,❌,❌,❌,48.0,❌,❌,—
BUCIM,44.8,✅,❌,✅,❌,48.4,❌,✅,—
SANEL,61.8,❌,❌,❌,❌,48.5,❌,❌,—
ICBCT,56.4,❌,❌,❌,✅,48.6,❌,❌,—
ANHYT,58.2,❌,❌,❌,✅,48.7,❌,❌,—
FADE,52.0,❌,❌,❌,✅,48.7,❌,❌,—
EKGYO,56.1,❌,❌,❌,✅,48.9,❌,✅,—
OZKGY,53.3,❌,❌,❌,✅,48.9,❌,❌,—
GEREL,66.2,❌,❌,❌,✅,48.9,❌,❌,—
INFO,58.3,❌,✅,❌,✅,49.1,❌,❌,—
ETILR,48.5,❌,✅,❌,❌,49.2,❌,❌,—
BRKO,54.6,✅,❌,✅,✅,49.2,❌,❌,—
FLAP,53.2,✅,❌,✅,❌,49.3,✅,✅,—
MACKO,55.4,✅,❌,✅,❌,49.3,❌,❌,—
NTHOL,54.1,✅,❌,✅,✅,49.3,❌,❌,—
AKMGY,58.2,❌,❌,❌,❌,49.5,❌,❌,—
GARAN,55.8,✅,❌,✅,✅,49.6,❌,✅,—
CCOLA,41.9,✅,✅,✅,❌,49.6,✅,❌,—
EGGUB,56.8,❌,❌,❌,✅,49.6,❌,✅,—
AKFYE,58.6,❌,✅,❌,❌,49.7,❌,❌,—
ODAS,54.6,❌,✅,❌,❌,49.8,❌,❌,—
ZRGYO,55.1,❌,❌,❌,✅,49.8,✅,✅,—
EREGL,60.7,❌,❌,❌,❌,49.8,❌,❌,—
BMSTL,61.0,✅,❌,✅,✅,49.9,❌,❌,—
NTGAZ,62.6,❌,❌,❌,✅,49.9,❌,❌,—
YKBNK,54.6,❌,❌,❌,✅,49.9,❌,✅,—
SONME,57.4,❌,❌,❌,✅,50.0,❌,✅,—
KCAER,52.8,❌,✅,❌,✅,50.2,❌,❌,—
EUPWR,61.5,❌,✅,❌,✅,50.2,❌,❌,—
PETKM,53.7,✅,✅,✅,❌,50.3,✅,✅,—
KUYAS,64.2,✅,❌,✅,✅,50.4,✅,✅,—
BIGTK,51.9,❌,❌,❌,❌,50.7,❌,❌,—
AYES,66.7,✅,❌,✅,✅,50.7,❌,❌,—
GSDDE,61.7,❌,✅,❌,✅,50.8,❌,❌,—
BIOEN,50.1,❌,❌,❌,❌,50.8,❌,✅,—
IZMDC,62.0,❌,✅,❌,✅,50.9,❌,❌,—
AKBNK,55.0,❌,❌,❌,❌,51.0,❌,✅,—
SAHOL,54.6,❌,❌,❌,✅,51.1,❌,✅,—
TSPOR,45.6,❌,✅,❌,❌,51.1,❌,✅,—
AYDEM,55.5,❌,✅,❌,✅,51.3,❌,❌,—
KORDS,54.3,❌,✅,❌,❌,51.4,❌,❌,—
DOHOL,61.0,❌,❌,❌,❌,51.5,❌,❌,—
EGPRO,59.7,❌,❌,❌,✅,51.5,❌,❌,—
BLUME,56.0,❌,❌,❌,❌,51.5,❌,✅,—
KRGYO,42.3,❌,✅,❌,❌,51.6,❌,✅,—
AGHOL,56.5,✅,❌,✅,✅,51.7,✅,❌,—
BJKAS,37.8,❌,✅,❌,❌,52.0,❌,❌,—
ISGYO,61.1,❌,✅,❌,✅,52.3,❌,❌,—
VANGD,72.8,❌,❌,❌,✅,52.3,❌,❌,—
HKTM,48.6,❌,✅,❌,❌,52.5,❌,✅,—
