Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISATR,70.9,5.4,❌,✅,❌,-291.6,❌,—
KRTEK,29.9,15.5,❌,❌,❌,94.2,❌,—
FORMT,33.9,19.6,❌,❌,❌,64.6,❌,—
MERKO,29.1,20.4,❌,✅,❌,-13.6,❌,—
BARMA,,22.4,❌,❌,❌,75.3,❌,—
SEKFK,34.7,22.7,❌,❌,❌,88.9,❌,—
OTTO,34.4,23.9,❌,❌,❌,75.4,❌,—
ALVES,35.8,24.1,❌,❌,❌,-40.3,❌,—
IHYAY,37.6,24.4,❌,✅,❌,87.6,❌,—
AKYHO,38.5,25.1,❌,❌,❌,97.8,✅,—
NATEN,35.7,25.2,❌,❌,❌,94.7,❌,—
TEZOL,39.1,25.7,❌,❌,❌,80.0,❌,—
VAKFN,44.0,25.8,❌,❌,❌,98.2,✅,—
TMSN,36.9,25.9,❌,❌,❌,98.3,✅,—
BTCIM,43.5,26.0,❌,❌,❌,89.5,❌,—
IMASM,39.6,26.2,❌,❌,❌,7.3,❌,—
BMSCH,42.8,26.5,❌,❌,❌,75.5,❌,—
USAK,39.0,26.8,❌,✅,❌,85.0,❌,—
MEGAP,38.4,26.9,❌,❌,❌,63.0,❌,—
ARFYE,,27.3,❌,❌,❌,,❌,—
SURGY,,27.5,❌,❌,❌,13.4,❌,—
EKIZ,43.1,27.6,❌,❌,❌,95.1,✅,—
IHLAS,39.6,28.0,❌,✅,❌,87.1,❌,—
RAYSG,37.6,28.2,❌,❌,❌,88.6,❌,—
KATMR,41.5,28.3,❌,❌,❌,86.0,❌,—
BSOKE,47.2,28.7,❌,❌,❌,97.3,✅,—
DARDL,36.0,28.9,❌,❌,❌,86.4,❌,—
KZBGY,40.2,29.1,❌,❌,❌,84.5,❌,—
YBTAS,37.2,29.1,❌,❌,❌,2.8,❌,—
AGROT,33.2,29.4,❌,❌,❌,-217.5,❌,—
LYDHO,48.1,29.4,❌,❌,❌,99.3,✅,—
MOPAS,,29.5,❌,❌,❌,80.5,❌,—
DCTTR,,29.6,❌,❌,❌,39.9,❌,—
ARCLK,38.2,29.6,❌,❌,❌,95.7,✅,—
LIDER,40.6,29.7,❌,❌,❌,71.5,❌,—
ZOREN,35.9,29.8,❌,❌,❌,80.6,❌,—
KONKA,38.8,29.8,❌,❌,❌,93.6,❌,—
A1CAP,43.8,30.0,❌,❌,❌,91.5,❌,—
CVKMD,44.9,30.0,❌,❌,❌,95.5,✅,—
SODSN,38.8,30.0,❌,❌,❌,76.2,❌,—
GENTS,43.5,30.1,❌,✅,❌,95.4,✅,—
YESIL,37.1,30.1,❌,❌,❌,73.5,❌,—
QNBTR,45.8,30.1,❌,❌,❌,99.9,✅,—
ATAGY,42.6,30.2,❌,❌,❌,92.3,❌,—
